address,zip_code,price,sell_date,sell_type,price_per_sq_m,no_rooms,housing_type,size_in_sq_m,year_of_construction,price_change_in_pct
Solvej 463330 Gørløse,løse,2.995.000,05-04-2017,Alm. Salg,20.655,6,Villa,145,2003,,Aktuel værdi
Lystrupvej 253330 Gørløse,løse,231.799,29-03-2017,Andet,1.063,8,Stuehus,218,1875,,
Engvej 213330 Gørløse,løse,231.799,29-03-2017,Andet,836,6,Stuehus,277,1800,,
Granbakken 83330 Gørløse,løse,1.354.209,28-03-2017,Fam. Salg,10.106,4,Rækkehus,134,1955,,Aktuel værdi
Gørløsegårdsvej 263330 Gørløse,løse,2.045.000,20-03-2017,Alm. Salg,12.781,5,Villa,160,2017,,Aktuel værdi
Kurreholmvej 433330 Gørløse,løse,1.966.886,15-03-2017,Fam. Salg,10.352,8,Stuehus,190,1900,,
Åkærvej 23330 Gørløse,løse,3.700.000,12-02-2017,Alm. Salg,19.371,6,Villa,191,1998,,Aktuel værdi
Kurreholmvej 93330 Gørløse,løse,1.645.000,19-01-2017,Alm. Salg,11.750,6,Villa,140,1962,0 %,Aktuel værdi
Kurreholmvej 453330 Gørløse,løse,4.400.000,13-01-2017,Alm. Salg,30.136,5,Villa,146,1934,-6 %,Aktuel værdi
Skolestrædet 13330 Gørløse,løse,1.100.000,21-12-2016,Alm. Salg,7.333,5,Villa,150,1956,-19 %,Aktuel værdi
Stationsvej 133330 Gørløse,løse,1.650.000,16-11-2016,Alm. Salg,11.619,5,Villa,142,1952,0 %,Aktuel værdi
Kurreholmvej 383330 Gørløse,løse,1.640.000,17-10-2016,Alm. Salg,15.619,4,Stuehus,105,1875,,
Gadekærsvej 123330 Gørløse,løse,1.695.000,25-09-2016,Alm. Salg,15.000,4,Rækkehus,113,1985,0 %,Aktuel værdi
Hovedvejen 273330 Gørløse,løse,1.550.000,05-09-2016,Alm. Salg,16.666,4,Villa,93,1937,-3 %,Aktuel værdi
Rosenvej 43330 Gørløse,løse,1.400.000,16-08-2016,Alm. Salg,10.144,3,Villa,138,1963,-17 %,Aktuel værdi
Anemonevej 83330 Gørløse,løse,2.725.000,15-08-2016,Alm. Salg,11.260,7,Villa,242,1972,-1 %,Aktuel værdi
Kurreholmvej 323330 Gørløse,løse,4.025.000,12-08-2016,Alm. Salg,28.956,5,Stuehus,139,1968,-4 %,
Thomasmindevej 23330 Gørløse,løse,2.700.000,10-06-2016,Alm. Salg,17.088,6,Villa,158,1900,-3 %,Aktuel værdi
Gørløsegårdsvej 113330 Gørløse,løse,845.000,26-05-2016,Alm. Salg,5.992,6,Villa,141,2016,,Aktuel værdi
Gørløsegårdsvej 33330 Gørløse,løse,845.000,23-05-2016,Alm. Salg,4.668,6,Villa,181,2017,,Aktuel værdi
Rosenkildeparken 113330 Gørløse,løse,1.390.000,20-05-2016,Alm. Salg,16.746,3,Rækkehus,83,1985,-9 %,Aktuel værdi
Solvej 63330 Gørløse,løse,2.595.000,04-05-2016,Alm. Salg,19.961,5,Villa,130,2005,0 %,Aktuel værdi
Hovedvejen 133330 Gørløse,løse,722.300,03-05-2016,Auktion,7.081,4,Villa,102,1877,,Aktuel værdi
Hovedvejen 10F3330 Gørløse,løse,1.195.000,20-04-2016,Alm. Salg,18.384,2,Rækkehus,65,1983,-8 %,Aktuel værdi
Damgårdsvej 23330 Gørløse,løse,2.350.000,31-03-2016,Alm. Salg,18.650,4,Villa,126,1970,-6 %,Aktuel værdi
Gørløsegårdsvej 43330 Gørløse,løse,895.000,14-03-2016,Alm. Salg,5.774,5,Villa,155,2016,,Aktuel værdi
Gammel Engvej 6A3330 Gørløse,løse,2.570.000,10-03-2016,Alm. Salg,16.369,6,Villa,157,1938,-8 %,Aktuel værdi
Solvej 273330 Gørløse,løse,1.795.000,14-02-2016,Alm. Salg,17.427,4,Rækkehus,103,2003,,Aktuel værdi
Solvej 403330 Gørløse,løse,2.120.000,11-02-2016,Alm. Salg,15.251,5,Villa,139,1999,-11 %,Aktuel værdi
Lystrupvej 313330 Gørløse,løse,4.950.000,08-02-2016,Alm. Salg,20.286,10,Stuehus,244,1909,,
Gørløsegårdsvej 63330 Gørløse,løse,895.000,21-01-2016,Alm. Salg,6.392,5,Villa,140,2017,,Aktuel værdi
Gadekærsvej 63330 Gørløse,løse,1.450.000,29-12-2015,Alm. Salg,12.831,4,Rækkehus,113,1985,-3 %,Aktuel værdi
Kurreholmvej 213330 Gørløse,løse,2.250.000,11-12-2015,Alm. Salg,15.202,5,Villa,148,1970,-6 %,Aktuel værdi
Damgårdsvej 43330 Gørløse,løse,2.150.000,30-11-2015,Fam. Salg,12.647,8,Villa,170,1969,,Aktuel værdi
Gørløsegårdsvej 373330 Gørløse,løse,845.000,24-11-2015,Alm. Salg,5.487,6,Villa,154,2017,,Aktuel værdi
Rosenkildeparken 43330 Gørløse,løse,1.400.000,22-11-2015,Alm. Salg,14.736,4,Rækkehus,95,1985,-6 %,Aktuel værdi
Engvej 473330 Gørløse,løse,2.550.000,20-11-2015,Alm. Salg,15.454,5,Villa,165,1992,-9 %,Aktuel værdi
Solvej 333330 Gørløse,løse,1.765.000,19-11-2015,Alm. Salg,17.135,4,Rækkehus,103,2003,-2 %,Aktuel værdi
Amalievej 103330 Gørløse,løse,1.795.000,19-11-2015,Alm. Salg,12.046,5,Villa,149,1966,0 %,Aktuel værdi
Gørløsegårdsvej 123330 Gørløse,løse,895.000,03-11-2015,Alm. Salg,5.490,5,Villa,163,2016,,Aktuel værdi
Gørløsegårdsvej 283330 Gørløse,løse,732.000,28-10-2015,Alm. Salg,7.320,2,Villa,100,2016,,Aktuel værdi
Gørløsegårdsvej 133330 Gørløse,løse,845.000,05-10-2015,Alm. Salg,5.633,6,Villa,150,2016,,Aktuel værdi
Strøvej 993330 Gørløse,løse,3.600.000,28-09-2015,Alm. Salg,15.319,7,Stuehus,235,1924,-10 %,
Åkærvej 43330 Gørløse,løse,6.000.000,14-09-2015,Alm. Salg,25.104,8,Stuehus,239,1923,,
Hovedvejen 1C3330 Gørløse,løse,75.720,31-08-2015,Alm. Salg,322,13,Stuehus,235,1948,,
Th. Petersens Vej 253330 Gørløse,løse,2.700.000,26-08-2015,Alm. Salg,15.428,7,Villa,175,2006,-3 %,Aktuel værdi
Vinkelvænget 193330 Gørløse,løse,1.000.000,24-08-2015,Alm. Salg,8.620,4,Villa,116,1943,,Aktuel værdi
Hovedvejen 63330 Gørløse,løse,1.900.000,21-08-2015,Alm. Salg,21.348,3,Villa,89,1952,,Aktuel værdi
Th. Petersens Vej 33330 Gørløse,løse,840.443,15-08-2015,Andet,6.225,4,Rækkehus,135,2007,,Aktuel værdi
Kurreholmvej 83330 Gørløse,løse,1.400.000,13-08-2015,Alm. Salg,14.583,4,Villa,96,1962,-6 %,Aktuel værdi
Langebjergvej 43330 Gørløse,løse,1.200.000,17-07-2015,Fam. Salg,5.504,6,Villa,218,1982,,Aktuel værdi
Gørløsegårdsvej 223330 Gørløse,løse,895.000,02-07-2015,Alm. Salg,5.327,5,Villa,168,2016,,Aktuel værdi
Stationsvej 33330 Gørløse,løse,1.795.000,24-06-2015,Alm. Salg,13.102,5,Villa,137,1952,0 %,Aktuel værdi
Solvej 483330 Gørløse,løse,2.695.000,16-06-2015,Alm. Salg,17.614,6,Villa,153,2004,0 %,Aktuel værdi
Borupvej 713330 Gørløse,løse,5.075.000,11-06-2015,Alm. Salg,23.173,6,Stuehus,219,1877,-4 %,
