address,zip_code,price,sell_date,sell_type,price_per_sq_m,no_rooms,housing_type,size_in_sq_m,year_of_construction,price_change_in_pct
Bredgade 1949700 Brønderslev,slev,485.000,17-05-2017,Alm. Salg,5.271,5,Rækkehus,92,1902,,Aktuel værdi
Otto Mallings Kvarter 29700 Brønderslev,slev,591.409,08-05-2017,Andet,3.438,5,Villa,172,2016,,Aktuel værdi
Frodesgade 79700 Brønderslev,slev,1.400.000,27-04-2017,Alm. Salg,9.655,5,Villa,145,1969,-2 %,Aktuel værdi
Nymarksvej 359700 Brønderslev,slev,816.000,26-04-2017,Alm. Salg,6.276,6,Stuehus,130,1900,,
Sibeliusvej 39700 Brønderslev,slev,1.225.000,25-04-2017,Alm. Salg,5.778,8,Villa,212,1976,-11 %,Aktuel værdi
Jerslevvej 2999700 Brønderslev,slev,600.000,21-04-2017,Fam. Salg,4.285,5,Villa,140,1900,,Aktuel værdi
Præstevænget 39700 Brønderslev,slev,2.600.000,18-04-2017,Alm. Salg,16.250,7,Villa,160,1910,-4 %,Aktuel værdi
Vermundsgade 39700 Brønderslev,slev,1.000.000,15-04-2017,Alm. Salg,10.416,3,Villa,96,1967,,Aktuel værdi
Hallundvej 1789700 Brønderslev,slev,300.000,07-04-2017,Alm. Salg,4.054,4,Villa,74,1924,-20 %,Aktuel værdi
Danmarksgade 29700 Brønderslev,slev,320.000,07-04-2017,Alm. Salg,2.857,4,Villa,112,1948,,Aktuel værdi
Danserhøj 259700 Brønderslev,slev,2.525.000,05-04-2017,Alm. Salg,14.680,7,Villa,172,2011,-3 %,Aktuel værdi
Jyllandsgade 569700 Brønderslev,slev,885.000,05-04-2017,Alm. Salg,6.704,5,Villa,132,1964,-6 %,Aktuel værdi
I P Hartmanns Kvarter 229700 Brønderslev,slev,750.000,03-04-2017,Fam. Salg,6.048,4,Villa,124,1979,,Aktuel værdi
Åkjærsgade 29700 Brønderslev,slev,680.000,24-03-2017,Alm. Salg,6.126,4,Villa,111,1961,-2 %,Aktuel værdi
Langbakvej 659700 Brønderslev,slev,510.000,23-03-2017,Alm. Salg,5.543,4,Villa,92,1875,-6 %,Aktuel værdi
Abelsgade 199700 Brønderslev,slev,800.000,22-03-2017,Alm. Salg,6.956,4,Villa,115,1965,-11 %,Aktuel værdi
V Starengvej 5829700 Brønderslev,slev,500.000,21-03-2017,Alm. Salg,4.424,3,Villa,113,1953,,Aktuel værdi
Hollenstedvej 1429700 Brønderslev,slev,40.000,16-03-2017,Alm. Salg,317,3,Villa,126,1880,,Aktuel værdi
Skt Hansgade 79700 Brønderslev,slev,1.145.000,15-03-2017,Alm. Salg,8.740,4,Villa,131,1927,-12 %,Aktuel værdi
Pontoppidansgade 269700 Brønderslev,slev,1.595.000,15-03-2017,Alm. Salg,8.529,7,Villa,187,1973,0 %,Aktuel værdi
Frederiksgade 909700 Brønderslev,slev,793.946,14-03-2017,Fam. Salg,4.562,5,Villa,174,1965,,Aktuel værdi
Hyldemorsvej 39700 Brønderslev,slev,612.500,14-03-2017,Andet,4.570,5,Villa,134,1973,,Aktuel værdi
Tornerosevej 199700 Brønderslev,slev,1.800.000,13-03-2017,Alm. Salg,9.424,6,Villa,191,1974,-10 %,Aktuel værdi
Hvilshøj Mark 609700 Brønderslev,slev,2.550.000,13-03-2017,Alm. Salg,11.283,4,Villa,226,2006,-7 %,Aktuel værdi
Ørstedsvej 169700 Brønderslev,slev,825.000,10-03-2017,Alm. Salg,4.741,5,Villa,174,1964,-8 %,Aktuel værdi
Åvej 139700 Brønderslev,slev,417.262,09-03-2017,Alm. Salg,3.090,3,Stuehus,135,1949,,
Uffesgade 149700 Brønderslev,slev,1.637.500,08-03-2017,Alm. Salg,12.996,5,Villa,126,1968,-2 %,Aktuel værdi
Heimdalsvej 69700 Brønderslev,slev,1.860.000,08-03-2017,Alm. Salg,10.163,6,Villa,183,1966,-7 %,Aktuel værdi
Aprilvænget 169700 Brønderslev,slev,1.020.000,04-03-2017,Alm. Salg,9.107,4,Villa,112,1978,-5 %,Aktuel værdi
Bredgade 1489700 Brønderslev,slev,895.000,03-03-2017,Alm. Salg,7.850,2,Villa,114,1940,-10 %,Aktuel værdi
