address,zip_code,price,sell_date,sell_type,price_per_sq_m,no_rooms,housing_type,size_in_sq_m,year_of_construction,price_change_in_pct
"Emmasvej 12, 2. TH8220 Brabrand",rand,1.550.000,11-05-2017,Alm. Salg,16.315,4,Lejlighed,95,1968,-6 %,Aktuel værdi
Silkeborgvej 7288220 Brabrand,rand,1.650.000,26-04-2017,Alm. Salg,12.313,5,Villa,134,1972,,Aktuel værdi
Silkeborgvej 712E8220 Brabrand,rand,1.245.000,20-04-2017,Fam. Salg,14.647,3,Rækkehus,85,1983,,Aktuel værdi
Langdalsvej 538220 Brabrand,rand,5.245.000,12-04-2017,Alm. Salg,21.945,7,Villa,239,1975,-2 %,Aktuel værdi
Naurvej 238220 Brabrand,rand,3.525.000,12-04-2017,Alm. Salg,22.741,5,Villa,155,1967,-3 %,Aktuel værdi
Vandværksvej 58220 Brabrand,rand,4.350.000,06-04-2017,Alm. Salg,39.545,4,Villa,110,1967,0 %,Aktuel værdi
Sigridsvej 368220 Brabrand,rand,1.975.000,04-04-2017,Alm. Salg,16.458,4,Villa,120,1963,-6 %,Aktuel værdi
"Hoffmannsvej 16, ST. TH8220 Brabrand",rand,1.410.000,04-04-2017,Alm. Salg,19.054,2,Lejlighed,74,1967,-1 %,Aktuel værdi
"Engdalsvej 75, ST. MF8220 Brabrand",rand,1.030.000,03-04-2017,Alm. Salg,24.523,2,Lejlighed,42,1969,-2 %,Aktuel værdi
Brabrand Skovvej 428220 Brabrand,rand,1.495.000,30-03-2017,Alm. Salg,20.202,3,Lejlighed,74,2001,0 %,Aktuel værdi
"Emmasvej 14, 3. TV8220 Brabrand",rand,990.000,29-03-2017,Alm. Salg,14.142,2,Lejlighed,70,1968,-17 %,Aktuel værdi
Tranebærvej 28220 Brabrand,rand,2.455.000,24-03-2017,Alm. Salg,24.550,4,Villa,100,1961,4 %,Aktuel værdi
"Emmasvej 14, 1. TV8220 Brabrand",rand,1.100.000,24-03-2017,Alm. Salg,15.714,2,Lejlighed,70,1968,-8 %,Aktuel værdi
Hans Broges Vej 5A8220 Brabrand,rand,2.380.000,22-03-2017,Alm. Salg,26.444,4,Rækkehus,90,1984,-5 %,Aktuel værdi
Helenelyst 188220 Brabrand,rand,2.440.000,17-03-2017,Alm. Salg,23.461,4,Rækkehus,104,2005,-2 %,Aktuel værdi
Hejrebakken 68220 Brabrand,rand,3.550.000,16-03-2017,Alm. Salg,18.983,6,Villa,187,1967,-3 %,Aktuel værdi
Hejredalsvej 218220 Brabrand,rand,3.498.000,15-03-2017,Alm. Salg,20.337,6,Villa,172,1922,0 %,Aktuel værdi
"Emmasvej 6, 2. TV8220 Brabrand",rand,1.300.000,15-03-2017,Alm. Salg,15.662,3,Lejlighed,83,1969,,Aktuel værdi
"Engdalsvej 77, 1. TV8220 Brabrand",rand,1.620.000,14-03-2017,Alm. Salg,17.052,3,Lejlighed,95,1969,0 %,Aktuel værdi
