address,zip_code,price,sell_date,sell_type,price_per_sq_m,no_rooms,housing_type,size_in_sq_m,year_of_construction,price_change_in_pct
"Mølletoften 2, 2. TV8940 Randers SV",s SV,350.000,25-04-2017,Fam. Salg,4.320,2,Lejlighed,81,1973,,Aktuel værdi
Sindalvej 18940 Randers SV,s SV,1.400.000,13-04-2017,Alm. Salg,9.150,6,Villa,153,1983,-6 %,Aktuel værdi
Saxofonvej 38940 Randers SV,s SV,1.550.000,12-04-2017,Alm. Salg,13.596,4,Villa,114,1974,-2 %,Aktuel værdi
Bastrups Alle 608940 Randers SV,s SV,995.000,04-04-2017,Alm. Salg,11.987,4,Villa,83,1956,0 %,Aktuel værdi
"Højtoftegade 4, 3. TH8940 Randers SV",s SV,700.000,30-03-2017,Alm. Salg,8.641,2,Lejlighed,81,1973,-6 %,Aktuel værdi
Tubavej 28940 Randers SV,s SV,657.837,22-03-2017,Fam. Salg,5.179,5,Villa,127,1976,,Aktuel værdi
Kærlunds Alle 18940 Randers SV,s SV,1.575.000,18-03-2017,Alm. Salg,9.210,6,Villa,171,1927,0 %,Aktuel værdi
Aalborggade 488940 Randers SV,s SV,560.771,14-03-2017,Fam. Salg,7.009,2,Villa,80,1940,,Aktuel værdi
Vorup Kirkevej 358940 Randers SV,s SV,925.000,10-03-2017,Alm. Salg,7.838,6,Villa,118,1953,-7 %,Aktuel værdi
Skovlund 78940 Randers SV,s SV,995.000,09-03-2017,Alm. Salg,9.851,4,Villa,101,1960,-7 %,Aktuel værdi
Fornæsvej 58940 Randers SV,s SV,1.182.300,09-03-2017,Andet,5.911,9,Villa,200,1979,,Aktuel værdi
Gl. Landevej 14A8940 Randers SV,s SV,1.030.000,14-02-2017,Alm. Salg,8.803,4,Villa,117,1965,-6 %,Aktuel værdi
Karlsbergvej 638940 Randers SV,s SV,1.000.000,12-02-2017,Alm. Salg,7.692,5,Villa,130,1933,,Aktuel værdi
Rougsøvej 238940 Randers SV,s SV,1.100.000,10-02-2017,Alm. Salg,8.396,4,Villa,131,1997,,Aktuel værdi
Fruerbakken 178940 Randers SV,s SV,1.750.000,06-02-2017,Alm. Salg,9.615,6,Villa,182,1978,-20 %,Aktuel værdi
Kærgade 1018940 Randers SV,s SV,1.300.000,02-02-2017,Alm. Salg,9.923,6,Villa,131,1910,-7 %,Aktuel værdi
"Mølletoften 8, 1. TV8940 Randers SV",s SV,665.000,01-02-2017,Alm. Salg,8.209,2,Lejlighed,81,1973,-11 %,Aktuel værdi
Kærgade 58940 Randers SV,s SV,693.500,31-01-2017,Andet,4.750,6,Villa,146,1915,,Aktuel værdi
Bojesvej 1B8940 Randers SV,s SV,1.665.000,26-01-2017,Alm. Salg,14.478,4,Rækkehus,115,1984,0 %,Aktuel værdi
Kærgade 578940 Randers SV,s SV,2.175.000,20-01-2017,Alm. Salg,14.695,4,Villa,148,1925,0 %,Aktuel værdi
"Mølletoften 9, ST. TV8940 Randers SV",s SV,985.000,19-01-2017,Alm. Salg,8.491,5,Lejlighed,116,1970,-10 %,Aktuel værdi
Vorup Kirkevej 43A8940 Randers SV,s SV,22.600.000,19-01-2017,Alm. Salg,226.000,4,Lejlighed,100,2010,,Aktuel værdi
Svinget 38940 Randers SV,s SV,1.750.000,18-01-2017,Alm. Salg,12.323,5,Villa,142,1962,-2 %,Aktuel værdi
Åsen 38940 Randers SV,s SV,1.570.000,15-01-2017,Alm. Salg,7.658,8,Villa,205,1966,-2 %,Aktuel værdi
"Elmevej 4A, ST. TV8940 Randers SV",s SV,445.000,11-01-2017,Alm. Salg,8.090,2,Lejlighed,55,1966,-10 %,Aktuel værdi
Møllestensvej 118940 Randers SV,s SV,455.000,06-01-2017,Fam. Salg,3.611,6,Villa,126,1907,,Aktuel værdi
Aalborggade 638940 Randers SV,s SV,1.050.000,28-12-2016,Alm. Salg,7.394,5,Villa,142,1939,-12 %,Aktuel værdi
