address,zip_code,price,sell_date,sell_type,price_per_sq_m,no_rooms,housing_type,size_in_sq_m,year_of_construction,price_change_in_pct
Bogfinkevej 64720 Præstø,æstø,1.920.000,18-05-2017,Alm. Salg,8.495,7,Villa,226,1912,-12 %,Aktuel værdi
"Torvestræde 3, 2. 154720 Præstø",æstø,385.000,08-05-2017,Alm. Salg,6.525,2,Lejlighed,59,1807,,Aktuel værdi
Sneserevej 14720 Præstø,æstø,980.000,01-05-2017,Alm. Salg,10.103,3,Villa,97,1850,1 %,Aktuel værdi
Vagtmestervej 64720 Præstø,æstø,425.000,25-04-2017,Alm. Salg,4.009,4,Villa,106,1963,,Aktuel værdi
Askevænget 104720 Præstø,æstø,500.000,22-04-2017,Alm. Salg,7.936,3,Sommerhus,63,1974,-9 %,Aktuel værdi
Lygtevej 104720 Præstø,æstø,267.100,21-04-2017,Alm. Salg,1.894,4,Villa,141,1900,,Aktuel værdi
Klintestien 164720 Præstø,æstø,1.238.500,19-04-2017,Alm. Salg,15.878,4,Sommerhus,78,2008,,Aktuel værdi
Sneserevej 354720 Præstø,æstø,1.325.000,19-04-2017,Alm. Salg,10.515,3,Villa,126,1950,0 %,Aktuel værdi
Oregaardsvængevej 134720 Præstø,æstø,700.000,18-04-2017,Alm. Salg,12.500,3,Sommerhus,56,1800,,Aktuel værdi
Neblevej 94720 Præstø,æstø,775.000,17-04-2017,Alm. Salg,6.681,6,Sommerhus,116,1900,-8 %,Aktuel værdi
Hestehavevej 304720 Præstø,æstø,1.225.000,06-04-2017,Alm. Salg,7.903,5,Villa,155,1933,,Aktuel værdi
Hejrevej 14720 Præstø,æstø,1.525.000,04-04-2017,Alm. Salg,7.227,6,Villa,211,1977,-10 %,Aktuel værdi
Mosestien 354720 Præstø,æstø,450.000,03-04-2017,Alm. Salg,5.921,4,Sommerhus,76,1967,-18 %,Aktuel værdi
Bøgevænget 264720 Præstø,æstø,276.250,29-03-2017,Fam. Salg,4.003,3,Sommerhus,69,1977,,Aktuel værdi
"Strandvejen 4A, ST. TH4720 Præstø",æstø,400.000,28-03-2017,Alm. Salg,5.633,2,Lejlighed,71,1976,,Aktuel værdi
Bakkestien 74720 Præstø,æstø,635.000,20-03-2017,Alm. Salg,10.409,5,Sommerhus,61,1971,,Aktuel værdi
Solsortvej 54720 Præstø,æstø,775.000,17-03-2017,Alm. Salg,14.090,3,Sommerhus,55,1975,0 %,Aktuel værdi
Lillemarksvej 8A4720 Præstø,æstø,935.000,16-03-2017,Fam. Salg,6.317,4,Villa,148,1971,,Aktuel værdi
Antonivej 5A4720 Præstø,æstø,825.000,15-03-2017,Alm. Salg,13.306,2,Villa,62,1940,-3 %,Aktuel værdi
Duevangen 44720 Præstø,æstø,775.000,09-03-2017,Alm. Salg,8.908,3,Villa,87,1924,-3 %,Aktuel værdi
Lupinvej 194720 Præstø,æstø,560.000,08-03-2017,Alm. Salg,13.658,3,Sommerhus,41,1976,-6 %,Aktuel værdi
Næbvej 1C4720 Præstø,æstø,1.300.000,08-03-2017,Alm. Salg,7.602,5,Villa,171,1972,-5 %,Aktuel værdi
Skovhusevej 144720 Præstø,æstø,995.000,07-03-2017,Alm. Salg,8.883,3,Villa,112,1900,0 %,Aktuel værdi
Kohavevej 154720 Præstø,æstø,650.000,23-02-2017,Alm. Salg,6.074,5,Sommerhus,107,1970,-6 %,Aktuel værdi
Snaphanevej 84720 Præstø,æstø,480.000,23-02-2017,Alm. Salg,4.615,4,Villa,104,1962,,Aktuel værdi
Elmevej 74720 Præstø,æstø,1.500.000,16-02-2017,Fam. Salg,10.869,4,Villa,138,1967,,Aktuel værdi
Snaphanevej 74720 Præstø,æstø,1.150.000,15-02-2017,Alm. Salg,10.747,4,Villa,107,1963,-4 %,Aktuel værdi
Lillemarksvej 104720 Præstø,æstø,1.360.000,08-02-2017,Alm. Salg,7.311,7,Villa,186,1924,-6 %,Aktuel værdi
Roneklintvej 254720 Præstø,æstø,1.695.000,01-02-2017,Alm. Salg,17.121,4,Villa,99,2001,0 %,Aktuel værdi
Dyremarken 104720 Præstø,æstø,1.525.000,28-01-2017,Alm. Salg,7.625,5,Stuehus,200,1988,0 %,
Præstø Overdrev 74720 Præstø,æstø,6.784.000,26-01-2017,Alm. Salg,42.936,6,Stuehus,158,1865,,
Spurvevej 74720 Præstø,æstø,400.000,25-01-2017,Fam. Salg,2.597,7,Villa,154,1966,,Aktuel værdi
Søtoftsvej 334720 Præstø,æstø,1.725.000,21-01-2017,Alm. Salg,7.012,10,Villa,246,1940,-9 %,Aktuel værdi
"Jernbanevej 14, ST. MF4720 Præstø",æstø,900.000,19-01-2017,Alm. Salg,10.227,2,Lejlighed,88,1907,,Aktuel værdi
Slåenvej 34720 Præstø,æstø,1.350.000,19-01-2017,Alm. Salg,15.168,4,Sommerhus,89,2006,-7 %,Aktuel værdi
Stavreby Strandvej 214720 Præstø,æstø,1.875.000,19-01-2017,Alm. Salg,8.012,8,Villa,234,1912,-6 %,Aktuel værdi
Svalevej 154720 Præstø,æstø,650.000,13-01-2017,Alm. Salg,10.000,4,Sommerhus,65,1979,-13 %,Aktuel værdi
Skovhusevej 324720 Præstø,æstø,2.750.000,11-01-2017,Alm. Salg,12.168,6,Villa,226,2007,,Aktuel værdi
"Rådhusstræde 2B, ST4720 Præstø",æstø,730.000,11-01-2017,Alm. Salg,10.000,2,Lejlighed,73,1987,,Aktuel værdi
Fjordparken 224720 Præstø,æstø,1.250.000,06-01-2017,Alm. Salg,10.964,4,Rækkehus,114,1976,-3 %,Aktuel værdi
Præstevænget 14720 Præstø,æstø,1.400.000,03-01-2017,Alm. Salg,8.187,6,Villa,171,1961,-6 %,Aktuel værdi
Christinelundsvej 294720 Præstø,æstø,1.595.000,30-12-2016,Alm. Salg,10.777,4,Villa,148,1968,,Aktuel værdi
Søvej 34720 Præstø,æstø,1.800.000,13-12-2016,Alm. Salg,8.612,5,Villa,209,1877,,Aktuel værdi
Smidstrupvej 234720 Præstø,æstø,2.295.000,12-12-2016,Alm. Salg,10.245,9,Villa,224,1850,0 %,Aktuel værdi
Ibsvej 54720 Præstø,æstø,995.000,08-12-2016,Alm. Salg,9.567,4,Villa,104,1964,0 %,Aktuel værdi
Rødegårdsvej 274720 Præstø,æstø,2.195.000,08-12-2016,Alm. Salg,14.633,5,Villa,150,1979,0 %,Aktuel værdi
Mønvej 784720 Præstø,æstø,440.000,07-12-2016,Auktion,3.333,4,Villa,132,1937,,Aktuel værdi
Mønvej 884720 Præstø,æstø,2.695.000,05-12-2016,Alm. Salg,8.292,10,Stuehus,325,1827,0 %,
Industrivej 3B4720 Præstø,æstø,1.550.000,02-12-2016,Alm. Salg,9.687,6,Villa,160,1969,,Aktuel værdi
Kirkagerstræde 194720 Præstø,æstø,995.000,01-12-2016,Alm. Salg,7.896,4,Villa,126,1975,0 %,Aktuel værdi
