address,zip_code,price,sell_date,sell_type,price_per_sq_m,no_rooms,housing_type,size_in_sq_m,year_of_construction,price_change_in_pct
Gl Nykøbingvej 1354572 Nørre Asmindrup,drup,605.000,15-03-2017,Alm. Salg,2.853,8,Villa,212,1965,-13 %,Aktuel værdi
Kirkevej 44572 Nørre Asmindrup,drup,800.000,07-03-2017,Alm. Salg,5.000,4,Villa,160,1977,-9 %,Aktuel værdi
Kollekollevej 264572 Nørre Asmindrup,drup,1.455.000,30-01-2017,Alm. Salg,11.279,4,Villa,129,1867,4 %,Aktuel værdi
Kirkebjerg 134572 Nørre Asmindrup,drup,840.000,15-01-2017,Alm. Salg,5.283,5,Villa,159,1973,-4 %,Aktuel værdi
Kollekollevej 174572 Nørre Asmindrup,drup,565.000,15-10-2016,Alm. Salg,3.466,6,Villa,163,1900,-16 %,Aktuel værdi
Egegårdsvej 224572 Nørre Asmindrup,drup,785.000,07-08-2016,Alm. Salg,6.767,4,Villa,116,1976,0 %,Aktuel værdi
Gl Nykøbingvej 564572 Nørre Asmindrup,drup,595.000,24-06-2016,Alm. Salg,4.612,5,Villa,129,1963,0 %,Aktuel værdi
Asmindrupvej 244572 Nørre Asmindrup,drup,1.900.000,19-06-2016,Alm. Salg,6.506,7,Stuehus,292,1900,,
Brændtvej 164572 Nørre Asmindrup,drup,1.149.500,19-06-2016,Alm. Salg,10.083,3,Stuehus,114,1914,,
Jernbanevej 54572 Nørre Asmindrup,drup,900.000,18-06-2016,Alm. Salg,6.474,8,Villa,139,1932,1 %,Aktuel værdi
Asmindrupvej 274572 Nørre Asmindrup,drup,1.735.000,28-05-2016,Alm. Salg,8.183,6,Villa,212,1980,-3 %,Aktuel værdi
Gl Nykøbingvej 904572 Nørre Asmindrup,drup,375.000,20-05-2016,Alm. Salg,3.906,2,Villa,96,1880,,Aktuel værdi
Odsherredvej 44572 Nørre Asmindrup,drup,760.000,04-05-2016,Andet,3.102,10,Stuehus,245,1911,-62 %,
Kirkebjerg 204572 Nørre Asmindrup,drup,695.000,04-04-2016,Alm. Salg,5.265,6,Villa,132,1969,0 %,Aktuel værdi
Gl Nykøbingvej 584572 Nørre Asmindrup,drup,495.000,11-03-2016,Alm. Salg,3.897,4,Villa,127,1962,0 %,Aktuel værdi
Gl Nykøbingvej 504572 Nørre Asmindrup,drup,350.000,01-12-2015,Alm. Salg,5.468,3,Stuehus,64,1909,-29 %,
Gl Nykøbingvej 514572 Nørre Asmindrup,drup,800.000,16-11-2015,Auktion,5.633,3,Stuehus,142,1909,,
Ulkerupvej 44572 Nørre Asmindrup,drup,1.950.000,23-10-2015,Alm. Salg,11.142,4,Stuehus,175,1910,-13 %,
Asmindrupvej 94572 Nørre Asmindrup,drup,570.000,29-09-2015,Alm. Salg,5.937,3,Villa,96,1964,-28 %,Aktuel værdi
Asmindrupvej 314572 Nørre Asmindrup,drup,625.000,25-09-2015,Alm. Salg,5.681,4,Villa,110,1967,-4 %,Aktuel værdi
Kirkevej 374572 Nørre Asmindrup,drup,750.000,21-09-2015,Alm. Salg,3.787,6,Villa,198,1811,-3 %,Aktuel værdi
Nørremarksvej 114572 Nørre Asmindrup,drup,800.000,14-09-2015,Auktion,2.631,8,Stuehus,304,1900,-6 %,
Søgårdssvinget 44572 Nørre Asmindrup,drup,1.300.000,01-08-2015,Alm. Salg,8.441,5,Villa,154,2003,-4 %,Aktuel værdi
Nørremarksvej 5B4572 Nørre Asmindrup,drup,417.000,17-06-2015,Fam. Salg,5.712,3,Sommerhus,73,1963,,Aktuel værdi
Kirkevej 314572 Nørre Asmindrup,drup,900.000,29-05-2015,Alm. Salg,4.128,6,Villa,218,1852,-18 %,Aktuel værdi
Gl Nykøbingvej 1714572 Nørre Asmindrup,drup,1.540.000,24-04-2015,Alm. Salg,8.603,6,Villa,179,1930,-9 %,Aktuel værdi
Gl Nykøbingvej 1534572 Nørre Asmindrup,drup,280.000,25-03-2015,Alm. Salg,4.000,2,Villa,70,1964,-5 %,Aktuel værdi
Søgårdssvinget 154572 Nørre Asmindrup,drup,1.250.000,10-03-2015,Alm. Salg,7.911,4,Villa,158,1972,,Aktuel værdi
Asmindrupvej 194572 Nørre Asmindrup,drup,2.500.000,28-01-2015,Alm. Salg,16.891,4,Stuehus,148,1918,-13 %,
