address,zip_code,price,sell_date,sell_type,price_per_sq_m,no_rooms,housing_type,size_in_sq_m,year_of_construction,price_change_in_pct
Rådyrvej 123220 Tisvildeleje,leje,2.950.000,02-05-2017,Alm. Salg,38.311,4,Sommerhus,77,1974,0 %,Aktuel værdi
Tjørnevej 43220 Tisvildeleje,leje,1.061.250,20-04-2017,Fam. Salg,21.225,2,Sommerhus,50,1966,,Aktuel værdi
Slugtvej 103220 Tisvildeleje,leje,5.300.000,19-04-2017,Alm. Salg,58.888,4,Sommerhus,90,1927,-4 %,Aktuel værdi
Slugtvej 193220 Tisvildeleje,leje,5.700.000,10-04-2017,Alm. Salg,86.363,4,Sommerhus,66,1955,-2 %,Aktuel værdi
Nordre Strandvej 33220 Tisvildeleje,leje,2.750.000,07-04-2017,Alm. Salg,17.405,6,Sommerhus,158,1964,-8 %,Aktuel værdi
Solvangsvej 263220 Tisvildeleje,leje,2.400.000,28-03-2017,Alm. Salg,42.105,4,Sommerhus,57,1925,,Aktuel værdi
Sørøjlsvænget 73220 Tisvildeleje,leje,616.250,27-03-2017,Fam. Salg,8.931,4,Sommerhus,69,1972,,Aktuel værdi
Ahorn Alle 93220 Tisvildeleje,leje,2.550.000,24-03-2017,Alm. Salg,21.794,4,Sommerhus,117,1964,-5 %,Aktuel værdi
Skovridervænget 243220 Tisvildeleje,leje,1.850.000,20-03-2017,Alm. Salg,15.811,4,Villa,117,1972,3 %,Aktuel værdi
Bomskolevej 133220 Tisvildeleje,leje,1.600.000,20-03-2017,Alm. Salg,18.181,2,Rækkehus,88,1985,,Aktuel værdi
Vandtårnsvej 123220 Tisvildeleje,leje,5.450.000,16-03-2017,Alm. Salg,46.581,5,Sommerhus,117,1959,-9 %,Aktuel værdi
Tibirkebro 53220 Tisvildeleje,leje,1.599.000,13-03-2017,Alm. Salg,11.260,5,Villa,142,1961,0 %,Aktuel værdi
Bakkefrydvej 173220 Tisvildeleje,leje,1.811.111,10-03-2017,Alm. Salg,22.638,4,Sommerhus,80,1961,1 %,Aktuel værdi
Spættestien 33220 Tisvildeleje,leje,2.700.000,06-03-2017,Alm. Salg,27.272,4,Sommerhus,99,1968,-3 %,Aktuel værdi
Egekærsvej 243220 Tisvildeleje,leje,2.370.000,03-03-2017,Alm. Salg,9.186,6,Villa,258,1977,-12 %,Aktuel værdi
Fogedgårdsvej 93220 Tisvildeleje,leje,1.111.111,02-03-2017,Alm. Salg,9.832,4,Villa,113,1969,1 %,Aktuel værdi
Bækkebrovej 213220 Tisvildeleje,leje,1.060.000,28-02-2017,Alm. Salg,5.668,7,Stuehus,187,1870,,
Lønborgsvej 23220 Tisvildeleje,leje,3.800.000,28-02-2017,Alm. Salg,22.352,8,Sommerhus,170,1970,-5 %,Aktuel værdi
Sankt Helene Vej 173220 Tisvildeleje,leje,3.000.000,23-02-2017,Alm. Salg,22.727,4,Villa,132,1980,-9 %,Aktuel værdi
