address,zip_code,price,sell_date,sell_type,price_per_sq_m,no_rooms,housing_type,size_in_sq_m,year_of_construction,price_change_in_pct
Lintrupvej 176660 Lintrup,trup,375.000,10-03-2017,Alm. Salg,3.605,3,Villa,104,1972,,Aktuel værdi
Nyvej 206660 Lintrup,trup,56.522,08-02-2017,Auktion,565,3,Villa,100,1955,,Aktuel værdi
Nyvej 166660 Lintrup,trup,5.530.000,29-12-2016,Alm. Salg,20.481,8,Stuehus,270,1880,,
Skovlundvej 46660 Lintrup,trup,1.600.000,20-10-2016,Alm. Salg,6.611,7,Stuehus,242,1891,-6 %,
Mads Jensensvej 106660 Lintrup,trup,544.000,08-09-2016,Fam. Salg,4.352,4,Villa,125,1974,,Aktuel værdi
Dovervej 106660 Lintrup,trup,1.125.000,14-07-2016,Alm. Salg,5.569,5,Stuehus,202,1955,,
Mejlbyvej 86660 Lintrup,trup,100.000,06-07-2016,Auktion,909,2,Villa,110,1906,,Aktuel værdi
Dover Kirkevej 106660 Lintrup,trup,2.385.000,06-07-2016,Alm. Salg,22.714,4,Stuehus,105,1700,,
Mejlbyvej 16660 Lintrup,trup,1.600.000,01-07-2016,Alm. Salg,9.090,6,Stuehus,176,1940,,
Tornumgårdsvej 116660 Lintrup,trup,700.000,12-06-2016,Alm. Salg,3.684,7,Stuehus,190,1934,,
Gl Møllevej 136660 Lintrup,trup,295.000,28-04-2016,Alm. Salg,4.214,3,Villa,70,1964,,Aktuel værdi
Toftager 36660 Lintrup,trup,665.000,22-03-2016,Alm. Salg,3.325,7,Villa,200,1977,0 %,Aktuel værdi
Grænsevej 106660 Lintrup,trup,6.000.000,12-03-2016,Alm. Salg,17.341,8,Stuehus,346,2011,,
Kongeåvej 1316660 Lintrup,trup,1.895.000,25-01-2016,Alm. Salg,10.586,6,Stuehus,179,1988,0 %,
Tornumgårdsvej 146660 Lintrup,trup,434.558,05-01-2016,Alm. Salg,2.109,6,Villa,206,1904,,Aktuel værdi
Toftager 136660 Lintrup,trup,400.000,25-06-2015,Alm. Salg,3.174,4,Villa,126,1979,-20 %,Aktuel værdi
Kongeåvej 1216660 Lintrup,trup,970.000,19-05-2015,Fam. Salg,4.850,7,Villa,200,2000,,Aktuel værdi
Gl Møllevej 76660 Lintrup,trup,2.558.000,24-02-2015,Alm. Salg,15.597,6,Stuehus,164,1960,,
Tornumgårdsvej 86660 Lintrup,trup,506.790,29-01-2015,Alm. Salg,1.403,12,Stuehus,361,1890,,
Nørretoft 96660 Lintrup,trup,600.000,23-09-2014,Fam. Salg,4.347,5,Villa,138,1970,,Aktuel værdi
Gl Tornumvej 26660 Lintrup,trup,79.301,20-08-2014,Auktion,474,5,Villa,167,1902,,Aktuel værdi
Kastbjergvej 16660 Lintrup,trup,345.000,28-05-2014,Alm. Salg,3.165,4,Villa,109,1880,0 %,Aktuel værdi
Nyvej 266660 Lintrup,trup,450.000,24-03-2014,Alm. Salg,2.903,5,Villa,155,1967,,Aktuel værdi
Grænsevej 16660 Lintrup,trup,325.000,02-02-2014,Alm. Salg,1.041,15,Villa,312,1888,-45 %,Aktuel værdi
Lintrupvej 96660 Lintrup,trup,600.000,14-10-2013,Alm. Salg,4.081,5,Villa,147,1974,-14 %,Aktuel værdi
Vimtrupvej 136660 Lintrup,trup,1.000.000,24-09-2013,Alm. Salg,6.410,6,Stuehus,156,1913,,
Mads Jensensvej 76660 Lintrup,trup,537.500,15-05-2013,Alm. Salg,4.931,3,Villa,109,1970,,Aktuel værdi
Dovervej 296660 Lintrup,trup,995.000,18-04-2013,Alm. Salg,4.326,9,Villa,230,1935,0 %,Aktuel værdi
Nyvej 26660 Lintrup,trup,340.000,04-03-2013,Alm. Salg,2.266,5,Villa,150,1957,,Aktuel værdi
Gl Møllevej 5A6660 Lintrup,trup,2.282.798,29-12-2012,Alm. Salg,8.454,7,Villa,270,1940,,Aktuel værdi
Kongeåvej 1466660 Lintrup,trup,1.500.000,22-12-2012,Alm. Salg,6.521,7,Stuehus,230,1850,,
Skovlundvej 96660 Lintrup,trup,586.371,05-12-2012,Alm. Salg,3.961,5,Stuehus,148,1907,,
Lintrupvej 16660 Lintrup,trup,300.000,16-11-2012,Alm. Salg,1.149,5,Stuehus,261,1858,,
Lintrupvej 56660 Lintrup,trup,1.498.000,10-09-2012,Alm. Salg,7.802,6,Stuehus,192,1870,,
Dovervej 146660 Lintrup,trup,480.000,30-08-2012,Auktion,1.846,7,Villa,260,1871,,Aktuel værdi
Nyvej 96660 Lintrup,trup,554.000,29-08-2012,Alm. Salg,5.831,5,Stuehus,95,1956,,
Toftager 46660 Lintrup,trup,870.000,24-08-2012,Alm. Salg,-,7,Villa,221,1977,-13 %,Aktuel værdi
Kongeåvej 1166660 Lintrup,trup,11.190.000,20-06-2012,Alm. Salg,43.204,18,Stuehus,259,1927,,
Nyvej 176660 Lintrup,trup,895.000,30-05-2012,Alm. Salg,7.991,4,Villa,112,1877,0 %,Aktuel værdi
Lintrupvej 46660 Lintrup,trup,48.075,22-03-2012,Auktion,281,5,Villa,171,1934,,Aktuel værdi
Mads Jensensvej 136660 Lintrup,trup,480.000,01-03-2012,Alm. Salg,5.454,3,Villa,88,1969,,Aktuel værdi
Dovervej 426660 Lintrup,trup,650.000,24-11-2011,Auktion,4.961,3,Villa,131,1929,-35 %,Aktuel værdi
Mejlbyvej 246660 Lintrup,trup,545.000,13-10-2011,Alm. Salg,4.395,4,Villa,124,1961,0 %,Aktuel værdi
Lyngbjergvej 46660 Lintrup,trup,53.474,14-09-2011,Fam. Salg,557,4,Villa,96,1937,,Aktuel værdi
Mejlbyvej 36660 Lintrup,trup,1.400.000,26-08-2011,Alm. Salg,5.932,7,Villa,236,1900,-17 %,Aktuel værdi
Tornumgårdsvej 46660 Lintrup,trup,1.894.487,11-07-2011,Alm. Salg,9.425,5,Villa,201,1950,,Aktuel værdi
Dovervej 86660 Lintrup,trup,1.940.000,08-07-2011,Alm. Salg,12.763,4,Stuehus,152,1962,,
Mejlbyvej 96660 Lintrup,trup,1.000.000,24-06-2011,Alm. Salg,4.878,6,Stuehus,205,1960,-7 %,
Kongeåvej 1186660 Lintrup,trup,1.147.568,04-02-2011,Alm. Salg,6.750,5,Stuehus,170,1931,,
Lintrupvej 236660 Lintrup,trup,500.000,09-09-2010,Alm. Salg,2.617,7,Villa,191,1931,,Aktuel værdi
Mejlbyvej 26660 Lintrup,trup,700.000,07-09-2010,Andet,4.142,5,Villa,169,1949,,Aktuel værdi
Tornumgårdsvej 36660 Lintrup,trup,333.968,30-06-2010,Alm. Salg,1.524,5,Villa,219,1963,,Aktuel værdi
Lintrupvej 206660 Lintrup,trup,479.450,28-06-2010,Alm. Salg,2.484,8,Villa,193,1924,,Aktuel værdi
Lintrupvej 76660 Lintrup,trup,120.770,19-05-2010,Alm. Salg,894,4,Stuehus,135,1898,,
Toftager 196660 Lintrup,trup,900.000,28-12-2009,Alm. Salg,5.769,4,Villa,156,1998,-8 %,Aktuel værdi
Tornumgårdsvej 16660 Lintrup,trup,1.100.000,10-12-2009,Alm. Salg,6.508,5,Villa,169,1985,-6 %,Aktuel værdi
Dovervej 406660 Lintrup,trup,450.000,29-10-2009,Alm. Salg,4.285,3,Villa,105,1969,-9 %,Aktuel værdi
Dovervej 246660 Lintrup,trup,730.000,27-09-2009,Alm. Salg,5.447,5,Villa,134,1934,-8 %,Aktuel værdi
