address,zip_code,price,sell_date,sell_type,price_per_sq_m,no_rooms,housing_type,size_in_sq_m,year_of_construction,price_change_in_pct
Tunnelen 94894 Øster Ulslev,slev,350.000,29-03-2017,Fam. Salg,1.612,5,Villa,217,1877,,Aktuel værdi
Tunnelen 44894 Øster Ulslev,slev,55.000,15-03-2017,Alm. Salg,233,7,Villa,236,1914,,Aktuel værdi
Viadukten 24894 Øster Ulslev,slev,150.000,26-02-2017,Alm. Salg,1.875,3,Villa,80,1890,,Aktuel værdi
Godstedvej 124894 Øster Ulslev,slev,400.000,22-02-2017,Alm. Salg,4.166,4,Villa,96,1895,,Aktuel værdi
Alleen 44894 Øster Ulslev,slev,1.695.000,07-02-2017,Alm. Salg,6.621,11,Villa,256,1906,0 %,Aktuel værdi
Sløssevej 94894 Øster Ulslev,slev,350.000,13-01-2017,Alm. Salg,2.916,4,Villa,120,1912,-12 %,Aktuel værdi
Birketoften 74894 Øster Ulslev,slev,275.000,13-01-2017,Alm. Salg,2.200,4,Villa,125,1979,-20 %,Aktuel værdi
Krumsøvej 1B4894 Øster Ulslev,slev,265.900,04-01-2017,Auktion,1.715,4,Villa,155,1987,-56 %,Aktuel værdi
Godstedvej 304894 Øster Ulslev,slev,450.000,22-12-2016,Alm. Salg,5.172,4,Villa,87,1927,-9 %,Aktuel værdi
Sløssevej 7B4894 Øster Ulslev,slev,350.000,13-12-2016,Alm. Salg,2.592,4,Villa,135,1995,-30 %,Aktuel værdi
Sløssevej 284894 Øster Ulslev,slev,292.000,30-11-2016,Andet,2.495,5,Villa,117,1912,,Aktuel værdi
Godstedvej 184894 Øster Ulslev,slev,1.445.000,21-11-2016,Alm. Salg,3.400,6,Villa,425,1920,-2 %,Aktuel værdi
Humlehaven 34894 Øster Ulslev,slev,75.000,15-11-2016,Alm. Salg,721,4,Villa,104,1959,,Aktuel værdi
Møllevej 134894 Øster Ulslev,slev,80.000,02-11-2016,Alm. Salg,522,6,Villa,153,1900,,Aktuel værdi
Egehøjvej 24894 Øster Ulslev,slev,404.000,07-10-2016,Fam. Salg,1.697,8,Villa,238,1944,,Aktuel værdi
St Kirkestræde 74894 Øster Ulslev,slev,600.000,22-09-2016,Alm. Salg,3.821,8,Villa,157,1939,20 %,Aktuel værdi
Skovgårdsvej 44894 Øster Ulslev,slev,71.501,21-09-2016,Auktion,1.021,3,Villa,70,1911,,Aktuel værdi
Ribergårdsvej 34894 Øster Ulslev,slev,6.300.000,02-09-2016,Alm. Salg,45.652,5,Stuehus,138,1850,,
Sløssevej 264894 Øster Ulslev,slev,100.000,22-08-2016,Alm. Salg,724,4,Villa,138,1948,-43 %,Aktuel værdi
Møllevej 234894 Øster Ulslev,slev,300.000,01-08-2016,Alm. Salg,1.886,2,Villa,159,1902,,Aktuel værdi
Holebyvej 524894 Øster Ulslev,slev,700.000,26-06-2016,Alm. Salg,6.363,4,Villa,110,1877,,Aktuel værdi
