address,zip_code,price,sell_date,sell_type,price_per_sq_m,no_rooms,housing_type,size_in_sq_m,year_of_construction,price_change_in_pct
Oxlundvej 36623 Vorbasse,asse,2.930.000,29-04-2017,Alm. Salg,12.157,6,Villa,241,1940,-2 %,Aktuel værdi
Tårngade 96623 Vorbasse,asse,230.000,27-04-2017,Alm. Salg,1.360,5,Villa,169,1937,,Aktuel værdi
"Østergade 6, 16623 Vorbasse",asse,650.000,13-02-2017,Alm. Salg,13.265,2,Lejlighed,49,1932,-6 %,Aktuel værdi
Sønderhedevej 96623 Vorbasse,asse,1.585.000,10-02-2017,Alm. Salg,7.620,6,Villa,208,1932,,Aktuel værdi
Østergade 506623 Vorbasse,asse,475.000,08-02-2017,Alm. Salg,3.492,5,Villa,136,1932,-10 %,Aktuel værdi
Skødebjergvej 66623 Vorbasse,asse,417.334,19-01-2017,Alm. Salg,2.231,6,Stuehus,187,1947,,
Håndværkervej 16623 Vorbasse,asse,425.000,12-01-2017,Alm. Salg,3.663,4,Villa,116,1980,,Aktuel værdi
Markedsstien 26623 Vorbasse,asse,500.000,09-01-2017,Alm. Salg,3.703,5,Villa,135,1972,-28 %,Aktuel værdi
Frederikshåbvej 4A6623 Vorbasse,asse,565.500,22-12-2016,Fam. Salg,5.004,3,Villa,113,1988,,Aktuel værdi
Østervænget 526623 Vorbasse,asse,573.750,25-11-2016,Fam. Salg,3.118,7,Villa,184,1987,,Aktuel værdi
Frederikshåbvej 56623 Vorbasse,asse,150.001,17-11-2016,Auktion,867,5,Villa,173,1918,,Aktuel værdi
Labrivej 36623 Vorbasse,asse,825.000,14-11-2016,Fam. Salg,5.221,6,Villa,158,1997,,Aktuel værdi
Nørregade 396623 Vorbasse,asse,500.000,26-10-2016,Alm. Salg,3.703,5,Villa,135,1974,,Aktuel værdi
Søndergade 66623 Vorbasse,asse,425.000,04-10-2016,Alm. Salg,4.126,5,Villa,103,1933,0 %,Aktuel værdi
Østervænget 706623 Vorbasse,asse,1.475.000,28-09-2016,Alm. Salg,7.449,6,Villa,198,1981,,Aktuel værdi
Fittingvej 506623 Vorbasse,asse,3.140.000,27-09-2016,Alm. Salg,17.640,10,Stuehus,178,2003,,
Frederiksnådevej 16623 Vorbasse,asse,2.050.000,27-08-2016,Alm. Salg,8.991,6,Villa,228,1966,-7 %,Aktuel værdi
Østervænget 66623 Vorbasse,asse,820.000,04-08-2016,Alm. Salg,6.356,4,Villa,129,1986,-6 %,Aktuel værdi
Klinkvej 426623 Vorbasse,asse,910.000,30-06-2016,Alm. Salg,6.500,6,Stuehus,140,1877,-9 %,
Rolighedsvej 136623 Vorbasse,asse,500.000,30-06-2016,Andet,5.555,4,Villa,90,1962,,Aktuel værdi
Skjoldbjergvej 186623 Vorbasse,asse,200.000,24-06-2016,Alm. Salg,1.351,5,Villa,148,1802,,Aktuel værdi
Tårngade 126623 Vorbasse,asse,1.500.000,22-06-2016,Alm. Salg,6.849,10,Villa,219,1980,,Aktuel værdi
Sønderhedevej 146623 Vorbasse,asse,1.349.000,22-06-2016,Fam. Salg,10.297,5,Stuehus,131,1918,,
Birkevej 96623 Vorbasse,asse,745.000,06-06-2016,Alm. Salg,6.208,4,Villa,120,1972,-11 %,Aktuel værdi
