address,zip_code,price,sell_date,sell_type,price_per_sq_m,no_rooms,housing_type,size_in_sq_m,year_of_construction,price_change_in_pct
Rolf Krakes Vej 575700 Svendborg,borg,988.000,11-05-2017,Fam. Salg,7.107,6,Villa,139,1973,,Aktuel værdi
Sophie Frederikke V 155700 Svendborg,borg,239.188,10-05-2017,Fam. Salg,1.928,4,Villa,124,1962,,Aktuel værdi
Myrehøjvej 85700 Svendborg,borg,2.062.751,04-05-2017,Fam. Salg,15.626,6,Villa,132,1961,,Aktuel værdi
Røllikevænget 85700 Svendborg,borg,815.000,04-05-2017,Alm. Salg,13.813,3,Sommerhus,59,1977,-9 %,Aktuel værdi
Valborgs Kasse 685700 Svendborg,borg,1.150.000,02-05-2017,Fam. Salg,23.000,2,Sommerhus,50,1935,,Aktuel værdi
Udflyttervej 205700 Svendborg,borg,2.000.000,28-04-2017,Alm. Salg,7.968,6,Stuehus,251,1882,,
Havretoften 105700 Svendborg,borg,700.000,27-04-2017,Alm. Salg,8.333,3,Rækkehus,84,1976,,Aktuel værdi
Møllergade 935700 Svendborg,borg,1.567.500,20-04-2017,Alm. Salg,13.750,3,Rækkehus,114,1761,-8 %,Aktuel værdi
Skovballevej 945700 Svendborg,borg,1.025.000,20-04-2017,Alm. Salg,7.706,6,Villa,133,1850,-14 %,Aktuel værdi
Kildetoften 11A5700 Svendborg,borg,605.000,19-04-2017,Alm. Salg,11.634,1,Rækkehus,52,1974,-3 %,Aktuel værdi
"Wandallsvej 35B, 1. TH5700 Svendborg",borg,1.215.000,18-04-2017,Andet,12.525,3,Lejlighed,97,1975,,Aktuel værdi
Niels Juels Vej 25700 Svendborg,borg,2.950.000,18-04-2017,Alm. Salg,27.314,5,Villa,108,1913,-2 %,Aktuel værdi
Færgegårdsvej 435700 Svendborg,borg,1.125.000,14-04-2017,Alm. Salg,8.211,4,Villa,137,1970,-10 %,Aktuel værdi
Gammel Hestehauge 145700 Svendborg,borg,3.240.000,12-04-2017,Alm. Salg,22.500,5,Villa,144,1965,-17 %,Aktuel værdi
Aninevej 305700 Svendborg,borg,1.625.000,11-04-2017,Alm. Salg,12.695,4,Villa,128,1971,-3 %,Aktuel værdi
Myrehøjvej 35B5700 Svendborg,borg,1.300.000,10-04-2017,Alm. Salg,11.711,4,Rækkehus,111,1979,-23 %,Aktuel værdi
Bergmannsvej 545700 Svendborg,borg,925.000,07-04-2017,Alm. Salg,9.343,4,Villa,99,1958,-7 %,Aktuel værdi
Apotekervej 65700 Svendborg,borg,1.000.000,05-04-2017,Alm. Salg,10.000,4,Villa,100,1900,-11 %,Aktuel værdi
Tvedvej 1805700 Svendborg,borg,985.000,04-04-2017,Alm. Salg,12.312,4,Villa,80,1960,-1 %,Aktuel værdi
Vejlen 145700 Svendborg,borg,1.350.000,04-04-2017,Alm. Salg,6.683,7,Stuehus,202,1827,-9 %,
Helletoften 45700 Svendborg,borg,1.300.000,04-04-2017,Alm. Salg,8.904,6,Villa,146,1974,-7 %,Aktuel værdi
Strandvej 865700 Svendborg,borg,3.850.000,04-04-2017,Alm. Salg,23.765,5,Villa,162,1962,-4 %,Aktuel værdi
Grev Schacks Vej 265700 Svendborg,borg,1.275.000,03-04-2017,Alm. Salg,13.144,3,Rækkehus,97,1918,0 %,Aktuel værdi
Kystvænget 135700 Svendborg,borg,4.100.000,02-04-2017,Alm. Salg,24.698,5,Villa,166,1967,,Aktuel værdi
Myrehøjvej 33C5700 Svendborg,borg,1.550.000,02-04-2017,Alm. Salg,13.963,4,Rækkehus,111,1978,-9 %,Aktuel værdi
Bontvedvænget 3A5700 Svendborg,borg,475.000,31-03-2017,Alm. Salg,11.046,2,Rækkehus,43,1971,,Aktuel værdi
Grønnevej 2065700 Svendborg,borg,4.062.500,30-03-2017,Alm. Salg,27.449,5,Villa,148,1807,,Aktuel værdi
Sanddalsvej 245700 Svendborg,borg,1.660.000,28-03-2017,Alm. Salg,25.937,2,Villa,64,1939,,Aktuel værdi
Brændeskovvænget 12B5700 Svendborg,borg,1.125.000,27-03-2017,Alm. Salg,12.500,3,Rækkehus,90,1981,0 %,Aktuel værdi
Grundtvigsvej 65700 Svendborg,borg,1.545.000,25-03-2017,Alm. Salg,12.261,5,Villa,126,1972,-2 %,Aktuel værdi
"Bregnedalsvej 7, ST5700 Svendborg",borg,1.100.000,25-03-2017,Alm. Salg,13.414,2,Lejlighed,82,1939,-6 %,Aktuel værdi
Hvidkløvervej 285700 Svendborg,borg,1.242.500,24-03-2017,Alm. Salg,12.181,4,Rækkehus,102,1987,-4 %,Aktuel værdi
Vindeby Enghavevej 25700 Svendborg,borg,2.300.000,24-03-2017,Alm. Salg,19.327,4,Villa,119,1931,-7 %,Aktuel værdi
Helletoften 335700 Svendborg,borg,1.270.000,24-03-2017,Alm. Salg,10.948,4,Villa,116,1977,-6 %,Aktuel værdi
Gyvelvænget 105700 Svendborg,borg,1.175.000,20-03-2017,Alm. Salg,17.028,3,Sommerhus,69,1971,-8 %,Aktuel værdi
Rønne Alle 125700 Svendborg,borg,2.800.000,20-03-2017,Andet,12.280,8,Villa,228,1913,,Aktuel værdi
Louisenlund 625700 Svendborg,borg,1.050.000,18-03-2017,Alm. Salg,11.538,4,Rækkehus,91,1983,-12 %,Aktuel værdi
Bærvænget 145700 Svendborg,borg,3.265.000,17-03-2017,Alm. Salg,15.772,5,Villa,207,2006,,Aktuel værdi
Wandallsparken 295700 Svendborg,borg,1.400.000,16-03-2017,Alm. Salg,11.200,4,Rækkehus,125,1973,,Aktuel værdi
Brændeskovvænget 10E5700 Svendborg,borg,780.000,15-03-2017,Alm. Salg,11.641,2,Rækkehus,67,1983,-2 %,Aktuel værdi
Lupinvænget 55700 Svendborg,borg,447.714,15-03-2017,Fam. Salg,5.527,3,Rækkehus,81,1980,-55 %,Aktuel værdi
Egeløkken 135700 Svendborg,borg,1.100.777,14-03-2017,Alm. Salg,9.655,4,Villa,114,1972,1 %,Aktuel værdi
Rømerparken 255700 Svendborg,borg,900.000,14-03-2017,Alm. Salg,11.250,3,Rækkehus,80,1978,,Aktuel værdi
Smedevænget 45700 Svendborg,borg,280.000,10-03-2017,Alm. Salg,2.222,4,Villa,126,1949,,Aktuel værdi
Thorsvej 15700 Svendborg,borg,1.550.000,09-03-2017,Alm. Salg,7.711,5,Villa,201,1905,,Aktuel værdi
"Klosterplads 5B, 1. TV5700 Svendborg",borg,1.280.000,09-03-2017,Alm. Salg,14.222,6,Lejlighed,90,1910,-1 %,Aktuel værdi
Wandallsvænge 545700 Svendborg,borg,1.725.000,08-03-2017,Alm. Salg,12.683,4,Villa,136,1973,-4 %,Aktuel værdi
Bontvedvænget 3B5700 Svendborg,borg,495.000,07-03-2017,Alm. Salg,11.785,2,Rækkehus,42,1971,0 %,Aktuel værdi
Bratenvej 345700 Svendborg,borg,1.300.000,07-03-2017,Andet,10.655,4,Villa,122,1968,,Aktuel værdi
"Skattergade 1B, ST. TV5700 Svendborg",borg,995.000,07-03-2017,Alm. Salg,14.214,2,Lejlighed,70,1847,0 %,Aktuel værdi
Louisenlund 195700 Svendborg,borg,1.100.000,07-03-2017,Alm. Salg,11.956,4,Rækkehus,92,1983,-8 %,Aktuel værdi
"Wandallsvej 35A, 2. 55700 Svendborg",borg,340.000,06-03-2017,Alm. Salg,8.292,1,Lejlighed,41,1975,,Aktuel værdi
Avernakøvej 29C5700 Svendborg,borg,1.220.000,06-03-2017,Alm. Salg,12.323,3,Rækkehus,99,1977,2 %,Aktuel værdi
Høje Bøge Vej 455700 Svendborg,borg,2.115.000,06-03-2017,Alm. Salg,11.750,4,Villa,180,1935,-4 %,Aktuel værdi
"Christiansmindevej 6B, 1. MF5700 Svendborg",borg,1.460.000,05-03-2017,Alm. Salg,20.563,2,Lejlighed,71,1912,-2 %,Aktuel værdi
Grundtvigsvej 9B5700 Svendborg,borg,1.025.000,04-03-2017,Alm. Salg,11.647,4,Rækkehus,88,1982,-6 %,Aktuel værdi
Sangdrosselvej 45700 Svendborg,borg,1.575.000,03-03-2017,Alm. Salg,10.500,4,Villa,150,1967,-1 %,Aktuel værdi
Sundbrovej 265700 Svendborg,borg,2.100.000,02-03-2017,Alm. Salg,19.090,5,Stuehus,110,1873,,
"Nannasvej 5, ST5700 Svendborg",borg,150.000,02-03-2017,Alm. Salg,1.219,4,Lejlighed,123,1904,,Aktuel værdi
Bruuns Alle 65700 Svendborg,borg,1.720.000,28-02-2017,Alm. Salg,11.780,4,Villa,146,1942,-4 %,Aktuel værdi
Brændeskovvænget 275700 Svendborg,borg,1.475.000,27-02-2017,Alm. Salg,11.434,5,Villa,129,1982,-8 %,Aktuel værdi
Tycho Brahes Vej 65700 Svendborg,borg,2.060.000,27-02-2017,Alm. Salg,13.733,5,Villa,150,1950,,Aktuel værdi
Brændeskovvænget 2C5700 Svendborg,borg,1.095.000,27-02-2017,Alm. Salg,12.166,3,Rækkehus,90,1980,0 %,Aktuel værdi
Cedervænget 105700 Svendborg,borg,450.000,24-02-2017,Alm. Salg,4.500,4,Villa,100,1976,,Aktuel værdi
Skovvej 35700 Svendborg,borg,1.799.000,24-02-2017,Alm. Salg,12.580,6,Villa,143,1936,0 %,Aktuel værdi
Søbyvej 35700 Svendborg,borg,3.000.000,22-02-2017,Fam. Salg,12.244,9,Stuehus,245,1898,,
Tinggårdsvej 135700 Svendborg,borg,1.100.000,22-02-2017,Alm. Salg,9.016,7,Villa,122,1943,-6 %,Aktuel værdi
Hjejlevej 75700 Svendborg,borg,1.320.000,22-02-2017,Fam. Salg,10.153,4,Villa,130,1971,,Aktuel værdi
Bergmannsvej 355700 Svendborg,borg,1.495.000,21-02-2017,Alm. Salg,10.310,5,Villa,145,1757,-6 %,Aktuel værdi
Nyborgvej 2415700 Svendborg,borg,1.000.000,21-02-2017,Alm. Salg,9.900,3,Villa,101,1960,,Aktuel værdi
Lupinvænget 405700 Svendborg,borg,890.000,21-02-2017,Alm. Salg,10.987,3,Rækkehus,81,1980,-6 %,Aktuel værdi
