address,zip_code,price,sell_date,sell_type,price_per_sq_m,no_rooms,housing_type,size_in_sq_m,year_of_construction,price_change_in_pct
Jernbane Alle 403060 Espergærde,ærde,3.445.000,09-05-2017,Alm. Salg,34.450,4,Villa,100,1955,-1 %,Aktuel værdi
"Søndermarken 64, ST. TH3060 Espergærde",ærde,1.400.000,07-05-2017,Alm. Salg,15.730,4,Lejlighed,89,1963,-12 %,Aktuel værdi
Guldvej 83060 Espergærde,ærde,2.410.000,03-05-2017,Alm. Salg,20.956,4,Villa,115,1970,,Aktuel værdi
Ny Strandvej 813060 Espergærde,ærde,4.549.625,26-04-2017,Alm. Salg,23.212,6,Villa,196,1974,63 %,Aktuel værdi
Mindevej 28B3060 Espergærde,ærde,2.495.000,20-04-2017,Alm. Salg,17.570,5,Villa,142,1976,0 %,Aktuel værdi
Tibberup Alle 513060 Espergærde,ærde,1.297.000,19-04-2017,Fam. Salg,9.825,4,Villa,132,1977,,Aktuel værdi
Mellemvangsvej 83060 Espergærde,ærde,4.500.000,19-04-2017,Alm. Salg,29.032,5,Villa,155,2010,,Aktuel værdi
Ritavej 223060 Espergærde,ærde,2.200.000,18-04-2017,Fam. Salg,12.222,9,Villa,180,1946,,Aktuel værdi
Egevangsvej 43060 Espergærde,ærde,5.400.000,13-04-2017,Alm. Salg,34.177,7,Villa,158,1896,-2 %,Aktuel værdi
"Søndermarken 16, ST. TV3060 Espergærde",ærde,1.450.000,12-04-2017,Alm. Salg,18.589,3,Lejlighed,78,1963,-3 %,Aktuel værdi
Strandvangsvej 93060 Espergærde,ærde,7.800.000,10-04-2017,Alm. Salg,43.093,6,Villa,181,1904,0 %,Aktuel værdi
Kelleris Vang 533060 Espergærde,ærde,2.520.000,10-04-2017,Alm. Salg,22.500,4,Rækkehus,112,2000,-3 %,Aktuel værdi
Kløvermarken 423060 Espergærde,ærde,3.695.000,09-04-2017,Alm. Salg,26.775,4,Villa,138,1955,0 %,Aktuel værdi
Mørdrupvej 71G3060 Espergærde,ærde,2.565.000,09-04-2017,Alm. Salg,22.304,4,Rækkehus,115,1998,-3 %,Aktuel værdi
Hvedemarken 103060 Espergærde,ærde,1.907.097,05-04-2017,Alm. Salg,8.255,7,Villa,231,1969,,Aktuel værdi
"Strandvejen 157B, 1. TV3060 Espergærde",ærde,3.830.000,31-03-2017,Alm. Salg,35.462,3,Lejlighed,108,1920,-4 %,Aktuel værdi
"Humlemarken 10, 1. MF3060 Espergærde",ærde,445.000,31-03-2017,Alm. Salg,12.361,1,Lejlighed,36,1966,,Aktuel værdi
Gefionsbakken 83060 Espergærde,ærde,5.900.000,30-03-2017,Fam. Salg,26.818,10,Villa,220,1898,,Aktuel værdi
Gerdavej 33060 Espergærde,ærde,3.700.000,29-03-2017,Alm. Salg,26.811,5,Villa,138,1973,-1 %,Aktuel værdi
"Humlemarken 2, 1. TV3060 Espergærde",ærde,1.395.000,28-03-2017,Alm. Salg,15.674,4,Lejlighed,89,1966,0 %,Aktuel værdi
Nøddevej 83060 Espergærde,ærde,3.800.000,28-03-2017,Alm. Salg,14.960,8,Villa,254,1965,-5 %,Aktuel værdi
Toftevej 203060 Espergærde,ærde,5.495.000,27-03-2017,Alm. Salg,43.611,4,Villa,126,1918,0 %,Aktuel værdi
"Søndermarken 22, 2. TH3060 Espergærde",ærde,1.150.000,27-03-2017,Alm. Salg,17.692,2,Lejlighed,65,1963,0 %,Aktuel værdi
"Humlemarken 24, 2. TH3060 Espergærde",ærde,1.470.000,23-03-2017,Alm. Salg,16.516,4,Lejlighed,89,1966,2 %,Aktuel værdi
"Søndermarken 68, 1. TH3060 Espergærde",ærde,1.595.000,22-03-2017,Alm. Salg,17.921,4,Lejlighed,89,1963,0 %,Aktuel værdi
"Rugmarken 63, ST. TH3060 Espergærde",ærde,1.370.000,20-03-2017,Alm. Salg,15.747,3,Lejlighed,87,1971,-2 %,Aktuel værdi
Guldvej 23060 Espergærde,ærde,3.000.000,15-03-2017,Alm. Salg,21.126,4,Villa,142,1964,4 %,Aktuel værdi
"Søndermarken 56, 2. TV3060 Espergærde",ærde,1.470.000,08-03-2017,Alm. Salg,16.516,4,Lejlighed,89,1963,-2 %,Aktuel værdi
Mørdrupvej 47B3060 Espergærde,ærde,1.550.000,02-03-2017,Alm. Salg,22.142,2,Rækkehus,70,1887,-9 %,Aktuel værdi
Gefionsbakken 33060 Espergærde,ærde,3.435.000,27-02-2017,Alm. Salg,22.450,7,Villa,153,1903,-7 %,Aktuel værdi
Mørdrupvej 623060 Espergærde,ærde,4.050.000,27-02-2017,Alm. Salg,22.375,8,Villa,181,1955,-1 %,Aktuel værdi
Mørdrupvej 143060 Espergærde,ærde,4.075.000,23-02-2017,Alm. Salg,17.717,8,Villa,230,1903,-9 %,Aktuel værdi
Ewaldsvej 23060 Espergærde,ærde,4.900.000,22-02-2017,Alm. Salg,30.625,7,Villa,160,1922,-2 %,Aktuel værdi
Mindevej 183060 Espergærde,ærde,3.200.000,22-02-2017,Alm. Salg,21.917,5,Villa,146,1978,-8 %,Aktuel værdi
"Rugmarken 11, 2. TV3060 Espergærde",ærde,1.520.000,21-02-2017,Alm. Salg,15.670,4,Lejlighed,97,1971,-2 %,Aktuel værdi
Toftevej 4B3060 Espergærde,ærde,3.910.000,20-02-2017,Alm. Salg,28.962,5,Rækkehus,135,1979,-2 %,Aktuel værdi
Gl Brovej 2E3060 Espergærde,ærde,1.875.000,15-02-2017,Alm. Salg,19.736,3,Lejlighed,95,1948,-6 %,Aktuel værdi
"Rugmarken 61, 2. TV3060 Espergærde",ærde,1.290.000,13-02-2017,Alm. Salg,14.827,3,Lejlighed,87,1971,-4 %,Aktuel værdi
