address,zip_code,price,sell_date,sell_type,price_per_sq_m,no_rooms,housing_type,size_in_sq_m,year_of_construction,price_change_in_pct
Sandbogårds Alle 123300 Frederiksværk,værk,2.499.000,19-05-2017,Alm. Salg,20.483,4,Sommerhus,122,2010,0 %,Aktuel værdi
Orionvej 13300 Frederiksværk,værk,600.000,15-05-2017,Fam. Salg,5.660,5,Sommerhus,106,1998,,Aktuel værdi
Falkevej 43300 Frederiksværk,værk,1.200.000,04-05-2017,Alm. Salg,15.789,2,Sommerhus,76,1992,,Aktuel værdi
Ålekistevej 93300 Frederiksværk,værk,1.450.000,03-05-2017,Alm. Salg,10.069,3,Villa,144,1977,-3 %,Aktuel værdi
Privatvej 14B3300 Frederiksværk,værk,3.395.000,03-05-2017,Alm. Salg,19.738,6,Villa,172,1999,0 %,Aktuel værdi
Brødemosevej 203300 Frederiksværk,værk,1.295.000,01-05-2017,Alm. Salg,20.887,3,Sommerhus,62,1970,0 %,Aktuel værdi
Odinsvej 203300 Frederiksværk,værk,1.100.000,28-04-2017,Alm. Salg,9.243,3,Villa,119,1961,-8 %,Aktuel værdi
Åkandestien 73300 Frederiksværk,værk,895.000,28-04-2017,Alm. Salg,15.701,3,Sommerhus,57,1971,0 %,Aktuel værdi
Bakkegårdsvej 283300 Frederiksværk,værk,1.745.000,27-04-2017,Alm. Salg,22.088,4,Villa,79,1960,0 %,Aktuel værdi
Sandlyngen 33300 Frederiksværk,værk,1.310.000,27-04-2017,Alm. Salg,18.985,3,Sommerhus,69,1973,-3 %,Aktuel værdi
Aavej 63300 Frederiksværk,værk,1.150.000,26-04-2017,Alm. Salg,7.986,4,Villa,144,1954,-11 %,Aktuel værdi
Tinsoldaten 123300 Frederiksværk,værk,2.800.000,25-04-2017,Alm. Salg,15.217,5,Villa,184,2006,-7 %,Aktuel værdi
Grævlingebakkerne 43300 Frederiksværk,værk,775.000,25-04-2017,Alm. Salg,10.763,3,Sommerhus,72,1971,,Aktuel værdi
Lyngfeldtsvej 173300 Frederiksværk,værk,3.200.000,23-04-2017,Alm. Salg,23.188,6,Sommerhus,138,1946,-6 %,Aktuel værdi
"Vinkelvej 2E, 1. MFTV3300 Frederiksværk",værk,475.000,19-04-2017,Alm. Salg,8.636,1,Lejlighed,55,1947,-4 %,Aktuel værdi
Kongelysvej 223300 Frederiksværk,værk,2.100.000,19-04-2017,Alm. Salg,15.789,4,Villa,133,1998,-4 %,Aktuel værdi
Vinkelvej 93300 Frederiksværk,værk,1.445.000,18-04-2017,Alm. Salg,11.115,4,Villa,130,1974,0 %,Aktuel værdi
Sandlyngen 53300 Frederiksværk,værk,550.000,18-04-2017,Alm. Salg,10.185,3,Sommerhus,54,2011,,Aktuel værdi
Kildebakkevej 543300 Frederiksværk,værk,500.000,10-04-2017,Fam. Salg,7.142,4,Sommerhus,70,1939,,Aktuel værdi
Præstevænget 53300 Frederiksværk,værk,650.000,09-04-2017,Alm. Salg,12.264,3,Sommerhus,53,1961,,Aktuel værdi
Bronzevænget 93300 Frederiksværk,værk,1.345.000,09-04-2017,Alm. Salg,10.189,4,Villa,132,1967,0 %,Aktuel værdi
