address,zip_code,price,sell_date,sell_type,price_per_sq_m,no_rooms,housing_type,size_in_sq_m,year_of_construction,price_change_in_pct
Vorbjergvej 28752 Østbirk,birk,375.000,01-05-2017,Alm. Salg,4.411,3,Villa,85,1961,-24 %,Aktuel værdi
Sattrupvej 268752 Østbirk,birk,780.000,26-04-2017,Alm. Salg,5.954,4,Villa,131,1890,-8 %,Aktuel værdi
Højbakkevej 28752 Østbirk,birk,850.000,19-04-2017,Alm. Salg,8.673,4,Villa,98,1980,-4 %,Aktuel værdi
Industrivej 38752 Østbirk,birk,2.400.000,10-04-2017,Alm. Salg,10.434,4,Villa,230,1974,,Aktuel værdi
Stenagervej 348752 Østbirk,birk,1.625.000,07-04-2017,Alm. Salg,10.979,5,Villa,148,2016,-2 %,Aktuel værdi
Skjoldborgsvej 78752 Østbirk,birk,1.175.000,05-04-2017,Alm. Salg,8.333,4,Villa,141,1973,-6 %,Aktuel værdi
Storegade 748752 Østbirk,birk,850.000,16-03-2017,Alm. Salg,6.250,4,Villa,136,1956,-5 %,Aktuel værdi
Smedegade 68752 Østbirk,birk,540.000,02-03-2017,Alm. Salg,7.012,4,Villa,77,1892,-9 %,Aktuel værdi
Præstemarken 648752 Østbirk,birk,1.285.000,01-03-2017,Alm. Salg,10.982,4,Villa,117,1978,0 %,Aktuel værdi
Bøgevej 128752 Østbirk,birk,1.220.000,15-02-2017,Alm. Salg,7.721,6,Villa,158,1972,-6 %,Aktuel værdi
Ydingvej 148752 Østbirk,birk,1.890.000,07-02-2017,Andet,11.886,7,Villa,159,1925,,Aktuel værdi
Højbakkevej 38752 Østbirk,birk,685.000,02-02-2017,Alm. Salg,6.284,4,Villa,109,1982,-2 %,Aktuel værdi
Vorbjergvej 48752 Østbirk,birk,998.500,30-01-2017,Alm. Salg,5.255,7,Stuehus,190,1850,,
Raagaardsvænget 108752 Østbirk,birk,811.500,19-01-2017,Fam. Salg,6.242,3,Villa,130,2006,-49 %,Aktuel værdi
Højageren 578752 Østbirk,birk,2.575.000,12-01-2017,Alm. Salg,15.606,6,Villa,165,2008,-3 %,Aktuel værdi
Søndermarken 38752 Østbirk,birk,974.000,14-12-2016,Alm. Salg,7.854,4,Villa,124,1970,0 %,Aktuel værdi
Sattrupvej 168752 Østbirk,birk,126.000,06-12-2016,Alm. Salg,1.223,4,Villa,103,1900,,Aktuel værdi
Ydingvej 328752 Østbirk,birk,1.125.000,31-10-2016,Alm. Salg,10.416,4,Villa,108,1948,-6 %,Aktuel værdi
Ryvej 408752 Østbirk,birk,1.260.000,15-10-2016,Alm. Salg,7.000,5,Stuehus,180,1877,,
Møllegårdsvej 28752 Østbirk,birk,125.000,14-10-2016,Alm. Salg,1.923,2,Villa,65,1800,,Aktuel værdi
Præstemarken 20A8752 Østbirk,birk,844.000,13-10-2016,Alm. Salg,8.791,3,Villa,96,1979,,Aktuel værdi
Vestbirkvej 188752 Østbirk,birk,1.395.000,12-10-2016,Alm. Salg,7.010,5,Villa,199,1914,0 %,Aktuel værdi
Stenagervej 258752 Østbirk,birk,1.950.000,12-10-2016,Alm. Salg,12.913,5,Villa,151,2006,-2 %,Aktuel værdi
Søvejen 248752 Østbirk,birk,425.000,07-10-2016,Alm. Salg,3.035,5,Villa,140,1914,,Aktuel værdi
Præstemarken 78752 Østbirk,birk,995.000,04-10-2016,Alm. Salg,12.437,3,Rækkehus,80,1977,,Aktuel værdi
Vestbirkvej 398752 Østbirk,birk,596.475,03-10-2016,Alm. Salg,2.485,6,Villa,240,1900,,Aktuel værdi
Torpvej 88752 Østbirk,birk,1.900.000,03-10-2016,Alm. Salg,16.239,5,Villa,117,1955,27 %,Aktuel værdi
Tjørnevej 208752 Østbirk,birk,560.000,03-10-2016,Alm. Salg,3.043,6,Villa,184,2017,-80 %,Aktuel værdi
Kongevej 278752 Østbirk,birk,1.790.000,23-09-2016,Alm. Salg,10.981,7,Villa,163,1914,0 %,Aktuel værdi
Østbirkvej 28752 Østbirk,birk,3.500.000,20-09-2016,Alm. Salg,27.777,2,Stuehus,126,1877,-8 %,
Stenagervej 328752 Østbirk,birk,1.600.000,14-09-2016,Alm. Salg,10.810,5,Villa,148,2016,,Aktuel værdi
Savskovhusvej 78752 Østbirk,birk,198.046,09-09-2016,Auktion,956,5,Villa,207,1777,,Aktuel værdi
Stenagervej 148752 Østbirk,birk,320.000,08-09-2016,Alm. Salg,2.133,5,Villa,150,2017,,Aktuel værdi
Skjoldborgsvej 48752 Østbirk,birk,1.400.000,01-09-2016,Alm. Salg,9.859,5,Villa,142,1973,-6 %,Aktuel værdi
Nybakken 1128752 Østbirk,birk,375.000,01-09-2016,Alm. Salg,2.419,5,Villa,155,2017,,Aktuel værdi
Søvejen 268752 Østbirk,birk,55.000,19-08-2016,Alm. Salg,307,7,Villa,179,1910,,Aktuel værdi
Kongevej 378752 Østbirk,birk,971.306,16-08-2016,Alm. Salg,2.632,8,Lejlighed,369,1935,,Aktuel værdi
Blichersvej 228752 Østbirk,birk,1.625.000,16-08-2016,Alm. Salg,10.551,4,Villa,154,1973,-4 %,Aktuel værdi
Ydingvej 768752 Østbirk,birk,1.550.000,29-07-2016,Alm. Salg,9.117,6,Stuehus,170,1936,-17 %,
Sattrupvej 328752 Østbirk,birk,1.237.500,27-07-2016,Alm. Salg,8.305,3,Villa,149,1942,-4 %,Aktuel værdi
Skjoldborgsvej 158752 Østbirk,birk,1.250.000,26-07-2016,Alm. Salg,8.169,5,Villa,153,1973,-10 %,Aktuel værdi
Ryvej 11B8752 Østbirk,birk,807.563,20-07-2016,Alm. Salg,10.913,3,Rækkehus,74,2009,,Aktuel værdi
Møldrupvej 1D8752 Østbirk,birk,2.400.000,15-07-2016,Alm. Salg,14.285,5,Villa,168,2009,-4 %,Aktuel værdi
Stenagervej 818752 Østbirk,birk,1.645.000,12-07-2016,Alm. Salg,12.007,5,Villa,137,2011,0 %,Aktuel værdi
Skjoldborgsvej 258752 Østbirk,birk,1.575.000,06-07-2016,Alm. Salg,11.931,5,Villa,132,1973,-1 %,Aktuel værdi
Blichersvej 88752 Østbirk,birk,975.000,05-07-2016,Alm. Salg,7.500,4,Villa,130,1973,-2 %,Aktuel værdi
Storegade 628752 Østbirk,birk,1.098.000,01-07-2016,Auktion,5.036,6,Villa,218,1930,-54 %,Aktuel værdi
Baysvænge 168752 Østbirk,birk,1.700.000,30-06-2016,Alm. Salg,12.318,5,Villa,138,2005,-4 %,Aktuel værdi
Ydingvej 88752 Østbirk,birk,625.000,28-06-2016,Andet,4.340,9,Villa,144,1900,,Aktuel værdi
Skjoldborgsvej 28752 Østbirk,birk,1.575.000,27-06-2016,Alm. Salg,9.722,6,Villa,162,1973,-1 %,Aktuel værdi
Ryvej 348752 Østbirk,birk,465.000,22-06-2016,Alm. Salg,5.166,4,Villa,90,1916,-28 %,Aktuel værdi
Ryvej 53A8752 Østbirk,birk,1.000.000,21-06-2016,Alm. Salg,4.000,6,Villa,250,1857,,Aktuel værdi
Kollerupvej 98752 Østbirk,birk,1.455.000,29-05-2016,Alm. Salg,8.314,7,Villa,175,1900,0 %,Aktuel værdi
Højageren 638752 Østbirk,birk,2.810.000,18-05-2016,Alm. Salg,15.355,6,Villa,183,2006,,Aktuel værdi
Sattrupvej 178752 Østbirk,birk,3.000.000,18-05-2016,Alm. Salg,11.320,7,Stuehus,265,1881,,
Nybakken 768752 Østbirk,birk,375.000,12-05-2016,Alm. Salg,3.000,4,Villa,125,2017,,Aktuel værdi
Bøgevej 78752 Østbirk,birk,1.000.000,04-05-2016,Alm. Salg,10.526,4,Villa,95,1969,-8 %,Aktuel værdi
Stenagervej 838752 Østbirk,birk,1.685.000,20-04-2016,Alm. Salg,12.299,5,Villa,137,2016,0 %,Aktuel værdi
Skjoldborgsvej 198752 Østbirk,birk,1.000.000,15-04-2016,Alm. Salg,7.575,4,Villa,132,1973,-9 %,Aktuel værdi
