address,zip_code,price,sell_date,sell_type,price_per_sq_m,no_rooms,housing_type,size_in_sq_m,year_of_construction,price_change_in_pct
Østergade 434863 Eskilstrup,trup,100.000,05-04-2017,Alm. Salg,909,4,Villa,110,1889,-59 %,Aktuel værdi
Eskilstrup Nygade 104863 Eskilstrup,trup,300.000,23-03-2017,Alm. Salg,3.409,3,Villa,88,1963,,Aktuel værdi
Tårngade 24A4863 Eskilstrup,trup,50.000,02-03-2017,Alm. Salg,362,4,Villa,138,1976,,Aktuel værdi
Bøgevej 34863 Eskilstrup,trup,300.000,06-02-2017,Alm. Salg,3.191,3,Villa,94,1969,-33 %,Aktuel værdi
Eskilstrup Nygade 94863 Eskilstrup,trup,580.000,10-01-2017,Alm. Salg,5.132,4,Villa,113,1972,-3 %,Aktuel værdi
Froensevej 194863 Eskilstrup,trup,149.334,04-01-2017,Auktion,1.051,5,Rækkehus,142,1900,,Aktuel værdi
Eskilstrup Vestergade 444863 Eskilstrup,trup,325.000,22-12-2016,Alm. Salg,2.954,3,Villa,110,1966,-13 %,Aktuel værdi
Østerled 64863 Eskilstrup,trup,730.000,20-12-2016,Alm. Salg,4.679,4,Villa,156,1973,-8 %,Aktuel værdi
Torkilstrupvej 94863 Eskilstrup,trup,50.000,12-12-2016,Alm. Salg,322,5,Villa,155,1912,,Aktuel værdi
Søndergade 294863 Eskilstrup,trup,275.000,10-12-2016,Fam. Salg,2.570,6,Villa,107,1905,,Aktuel værdi
Nørregade 324863 Eskilstrup,trup,1.745.000,06-12-2016,Alm. Salg,8.078,10,Villa,216,1924,-2 %,Aktuel værdi
Froensevej 494863 Eskilstrup,trup,1.265.000,08-11-2016,Alm. Salg,4.791,9,Villa,264,1875,,Aktuel værdi
Strædet 74863 Eskilstrup,trup,370.000,02-11-2016,Alm. Salg,2.642,5,Villa,140,1967,-6 %,Aktuel værdi
Nybyvej 324863 Eskilstrup,trup,84.300,26-10-2016,Auktion,526,4,Villa,160,1827,,Aktuel værdi
Tårngade 184863 Eskilstrup,trup,625.000,13-10-2016,Alm. Salg,3.980,4,Villa,157,1974,-5 %,Aktuel værdi
Højagervej 54863 Eskilstrup,trup,525.000,30-09-2016,Alm. Salg,4.906,3,Villa,107,1966,0 %,Aktuel værdi
Boderupvej 14863 Eskilstrup,trup,525.000,16-09-2016,Alm. Salg,3.832,4,Villa,137,1910,,Aktuel værdi
Froensevej 514863 Eskilstrup,trup,900.000,13-09-2016,Alm. Salg,6.617,4,Villa,136,1900,,Aktuel værdi
"Eskilstrup Jernbanegade 1B, 14863 Eskilstrup",trup,1.032.000,01-09-2016,Alm. Salg,14.742,3,Lejlighed,70,1950,,Aktuel værdi
Havrevænget 44863 Eskilstrup,trup,225.000,29-08-2016,Alm. Salg,2.445,3,Villa,92,1948,-35 %,Aktuel værdi
Eskilstrup Vestergade 594863 Eskilstrup,trup,555.000,22-08-2016,Alm. Salg,4.370,4,Villa,127,1856,0 %,Aktuel værdi
Eskilstrup Vestergade 374863 Eskilstrup,trup,233.086,17-08-2016,Alm. Salg,1.513,5,Villa,154,1946,,Aktuel værdi
Stødstrupvej 84863 Eskilstrup,trup,350.000,10-08-2016,Alm. Salg,3.240,5,Villa,108,1959,-18 %,Aktuel værdi
Elvervej 24863 Eskilstrup,trup,1.155.000,28-07-2016,Alm. Salg,8.619,4,Villa,134,1974,-3 %,Aktuel værdi
Klodskovvej 724863 Eskilstrup,trup,535.000,22-07-2016,Alm. Salg,4.179,3,Villa,128,1898,-17 %,Aktuel værdi
Torkilstrupvej 324863 Eskilstrup,trup,325.000,13-07-2016,Auktion,1.540,6,Villa,211,1900,-40 %,Aktuel værdi
Stødstrupvej 244863 Eskilstrup,trup,420.000,08-07-2016,Alm. Salg,3.360,5,Villa,125,1902,-7 %,Aktuel værdi
Østergade 394863 Eskilstrup,trup,300.000,16-06-2016,Alm. Salg,2.608,3,Villa,115,1947,,Aktuel værdi
Klodskovvej 974863 Eskilstrup,trup,1.840.000,13-06-2016,Alm. Salg,12.026,6,Villa,153,1830,-8 %,Aktuel værdi
Sørupvej 74863 Eskilstrup,trup,310.000,01-06-2016,Alm. Salg,3.163,3,Villa,98,1946,,Aktuel værdi
Kirkevænget 24863 Eskilstrup,trup,850.000,24-05-2016,Alm. Salg,5.029,6,Villa,169,1974,-5 %,Aktuel værdi
Søndergade 264863 Eskilstrup,trup,675.000,11-05-2016,Alm. Salg,5.625,4,Villa,120,1925,-15 %,Aktuel værdi
Torkilstrupvej 154863 Eskilstrup,trup,1.245.000,29-04-2016,Alm. Salg,5.297,8,Villa,235,1865,-4 %,Aktuel værdi
Kirkevænget 224863 Eskilstrup,trup,650.000,27-04-2016,Alm. Salg,5.855,5,Villa,111,1979,-6 %,Aktuel værdi
Eskilstrup Parkvej 264863 Eskilstrup,trup,700.000,15-04-2016,Alm. Salg,5.785,4,Villa,121,1975,-5 %,Aktuel værdi
Skolestrædet 34863 Eskilstrup,trup,645.000,05-04-2016,Alm. Salg,6.935,4,Villa,93,1934,-4 %,Aktuel værdi
Klodskovvej 874863 Eskilstrup,trup,170.000,23-03-2016,Alm. Salg,1.416,4,Villa,120,1914,,Aktuel værdi
Stødstrupvej 124863 Eskilstrup,trup,300.000,16-03-2016,Alm. Salg,2.631,5,Villa,114,1953,,Aktuel værdi
Eskilstrup Nygade 114863 Eskilstrup,trup,570.000,07-03-2016,Alm. Salg,4.418,4,Villa,129,1973,-12 %,Aktuel værdi
Reinholdt Hansensvej 84863 Eskilstrup,trup,1.650.000,26-02-2016,Alm. Salg,8.967,6,Villa,184,2008,-8 %,Aktuel værdi
Østergade 344863 Eskilstrup,trup,1.830.000,17-02-2016,Alm. Salg,7.754,8,Villa,236,1907,-8 %,Aktuel værdi
Eskilstrup Vestergade 724863 Eskilstrup,trup,450.000,11-01-2016,Alm. Salg,3.260,6,Villa,138,1908,,Aktuel værdi
Kirkevænget 14863 Eskilstrup,trup,550.000,29-12-2015,Alm. Salg,4.910,4,Villa,112,1980,-8 %,Aktuel værdi
Eskilstrup Vestergade 504863 Eskilstrup,trup,620.000,21-12-2015,Alm. Salg,5.210,5,Villa,119,1949,-11 %,Aktuel værdi
Klodskovvej 784863 Eskilstrup,trup,1.300.000,18-12-2015,Andet,5.416,9,Villa,240,1942,,Aktuel værdi
Nykøbingvej 714863 Eskilstrup,trup,585.000,18-12-2015,Alm. Salg,4.875,2,Villa,120,1937,,Aktuel værdi
Froensevej 134863 Eskilstrup,trup,925.000,14-12-2015,Alm. Salg,5.572,6,Villa,166,1933,,Aktuel værdi
Bispevænget 14863 Eskilstrup,trup,550.000,01-12-2015,Auktion,4.044,5,Villa,136,1972,-15 %,Aktuel værdi
Klodskovvej 624863 Eskilstrup,trup,100.000,25-11-2015,Auktion,735,8,Villa,136,1931,,Aktuel værdi
Nørregade 204863 Eskilstrup,trup,300.000,16-11-2015,Alm. Salg,2.400,4,Villa,125,1948,-24 %,Aktuel værdi
Humlevænget 34863 Eskilstrup,trup,773.000,05-11-2015,Alm. Salg,5.521,4,Villa,140,1979,-3 %,Aktuel værdi
Lundbyvej 134863 Eskilstrup,trup,355.000,04-11-2015,Auktion,2.398,5,Villa,148,1852,-40 %,Aktuel værdi
Klodskovvej 684863 Eskilstrup,trup,125.000,23-10-2015,Alm. Salg,1.420,3,Villa,88,1893,-36 %,Aktuel værdi
Kløvermarksvej 114863 Eskilstrup,trup,800.000,23-10-2015,Alm. Salg,6.250,3,Villa,128,1962,-20 %,Aktuel værdi
Blomstervænget 194863 Eskilstrup,trup,585.000,22-09-2015,Alm. Salg,5.366,4,Villa,109,1980,-16 %,Aktuel værdi
Klodskovvej 954863 Eskilstrup,trup,2.600.000,15-09-2015,Alm. Salg,6.132,15,Villa,424,1869,,Aktuel værdi
Grønvej 94863 Eskilstrup,trup,395.000,28-08-2015,Alm. Salg,4.202,3,Villa,94,1952,0 %,Aktuel værdi
Nykøbingvej 834863 Eskilstrup,trup,449.000,27-08-2015,Alm. Salg,3.710,4,Villa,121,1757,0 %,Aktuel værdi
Torkilstrup Huse 264863 Eskilstrup,trup,75.000,14-08-2015,Alm. Salg,604,4,Villa,124,1877,,Aktuel værdi
Lundbyvej 84863 Eskilstrup,trup,287.946,23-07-2015,Fam. Salg,2.360,5,Villa,122,1900,,Aktuel værdi
Eskilstrup Vestergade 354863 Eskilstrup,trup,150.000,15-07-2015,Alm. Salg,867,7,Villa,173,1950,,Aktuel værdi
Strædet 94863 Eskilstrup,trup,300.000,09-07-2015,Alm. Salg,2.912,4,Villa,103,1963,-13 %,Aktuel værdi
Alleen 74863 Eskilstrup,trup,113.295,08-07-2015,Auktion,1.039,3,Villa,109,1900,,Aktuel værdi
Sørupvej 284863 Eskilstrup,trup,850.000,01-07-2015,Fam. Salg,6.854,4,Villa,124,2009,,Aktuel værdi
Gundslevmaglevej 194863 Eskilstrup,trup,1.145.000,25-06-2015,Alm. Salg,10.043,4,Villa,114,1907,0 %,Aktuel værdi
Eskilstrup Parkvej 94863 Eskilstrup,trup,510.000,04-06-2015,Alm. Salg,3.893,3,Villa,131,1972,-14 %,Aktuel værdi
Eskilstrup Nygade 184863 Eskilstrup,trup,770.000,03-06-2015,Alm. Salg,5.133,4,Villa,150,1973,-3 %,Aktuel værdi
Strædet 34863 Eskilstrup,trup,400.000,21-05-2015,Alm. Salg,4.705,2,Villa,85,1992,-10 %,Aktuel værdi
Nybyvej 54863 Eskilstrup,trup,250.000,05-05-2015,Alm. Salg,2.212,6,Villa,113,1920,-15 %,Aktuel værdi
Froensevej 114863 Eskilstrup,trup,315.000,31-03-2015,Alm. Salg,4.632,4,Villa,68,1933,-3 %,Aktuel værdi
Virketvej 324863 Eskilstrup,trup,1.195.000,26-03-2015,Alm. Salg,4.979,8,Villa,240,1940,0 %,Aktuel værdi
Nybyvej 164863 Eskilstrup,trup,215.000,18-03-2015,Alm. Salg,2.107,3,Villa,102,1890,-27 %,Aktuel værdi
Gartnervænget 234863 Eskilstrup,trup,740.000,06-02-2015,Alm. Salg,6.491,5,Villa,114,1978,-7 %,Aktuel værdi
Gundslevmagle Skovvej 154863 Eskilstrup,trup,350.000,26-01-2015,Alm. Salg,1.521,8,Villa,230,1846,-11 %,Aktuel værdi
Blichersvej 3A4863 Eskilstrup,trup,395.000,14-01-2015,Alm. Salg,1.965,7,Villa,201,1925,-11 %,Aktuel værdi
Søndergade 234863 Eskilstrup,trup,974.000,12-01-2015,Alm. Salg,5.797,5,Villa,168,1906,-3 %,Aktuel værdi
Tårngade 64863 Eskilstrup,trup,700.000,22-12-2014,Alm. Salg,4.117,5,Villa,170,1974,-12 %,Aktuel værdi
Søndergade 124863 Eskilstrup,trup,900.000,11-12-2014,Fam. Salg,3.600,5,Stuehus,250,1899,,
Froensevej 294863 Eskilstrup,trup,100.000,09-12-2014,Alm. Salg,1.694,3,Villa,59,1900,-49 %,Aktuel værdi
Elmevej 64863 Eskilstrup,trup,419.000,03-12-2014,Auktion,3.325,4,Villa,126,1968,,Aktuel værdi
Irisvej 244863 Eskilstrup,trup,875.000,27-11-2014,Andet,4.510,6,Villa,194,2004,,Aktuel værdi
Sibirien 114863 Eskilstrup,trup,10.400.000,31-10-2014,Alm. Salg,45.217,6,Stuehus,230,1976,,
Nybyvej 244863 Eskilstrup,trup,425.000,24-10-2014,Alm. Salg,2.623,7,Villa,162,1872,-32 %,Aktuel værdi
Tårngade 114863 Eskilstrup,trup,635.000,15-10-2014,Auktion,3.567,6,Villa,178,1972,,Aktuel værdi
Nørregade 23A4863 Eskilstrup,trup,495.000,03-10-2014,Alm. Salg,3.639,6,Villa,136,1954,-7 %,Aktuel værdi
Virketvej 224863 Eskilstrup,trup,17.500,07-08-2014,Alm. Salg,227,2,Villa,77,1920,,Aktuel værdi
Byskovvej 44863 Eskilstrup,trup,700.000,05-08-2014,Alm. Salg,3.333,7,Villa,210,1927,-12 %,Aktuel værdi
Bruntoftevej 44863 Eskilstrup,trup,350.000,30-07-2014,Alm. Salg,2.317,4,Villa,151,1821,-11 %,Aktuel værdi
Eskilstrup Vestergade 28C4863 Eskilstrup,trup,1.285.000,21-07-2014,Alm. Salg,8.398,5,Villa,153,1999,-7 %,Aktuel værdi
Rosenlundvej 34863 Eskilstrup,trup,675.000,15-07-2014,Alm. Salg,4.326,4,Villa,156,1972,-15 %,Aktuel værdi
Søndergade 44863 Eskilstrup,trup,160.000,15-07-2014,Alm. Salg,1.379,4,Villa,116,1900,,Aktuel værdi
Kirkevænget 54863 Eskilstrup,trup,1.369.000,30-06-2014,Alm. Salg,5.728,6,Villa,239,1976,0 %,Aktuel værdi
Kirkevej 34863 Eskilstrup,trup,350.000,23-06-2014,Alm. Salg,2.916,4,Villa,120,1907,-26 %,Aktuel værdi
Bøgevej 54863 Eskilstrup,trup,500.000,17-06-2014,Alm. Salg,4.310,5,Villa,116,1968,-16 %,Aktuel værdi
Præstegårdsvej 74863 Eskilstrup,trup,740.000,03-06-2014,Alm. Salg,5.606,5,Villa,132,1974,-7 %,Aktuel værdi
Humlevænget 24863 Eskilstrup,trup,405.000,25-04-2014,Alm. Salg,3.750,4,Villa,108,2008,-5 %,Aktuel værdi
Klodskovvej 994863 Eskilstrup,trup,775.000,08-04-2014,Alm. Salg,6.102,5,Villa,127,1920,-22 %,Aktuel værdi
Nyvejen 104863 Eskilstrup,trup,465.000,01-04-2014,Alm. Salg,1.444,8,Villa,322,1835,-53 %,Aktuel værdi
Lundbyvej 214863 Eskilstrup,trup,345.000,19-03-2014,Alm. Salg,3.920,3,Villa,88,1910,-13 %,Aktuel værdi
