address,zip_code,price,sell_date,sell_type,price_per_sq_m,no_rooms,housing_type,size_in_sq_m,year_of_construction,price_change_in_pct
Nørregade 53790 Hasle,asle,510.000,22-04-2017,Alm. Salg,7.083,3,Rækkehus,72,1777,,Aktuel værdi
Fælledvej 253790 Hasle,asle,645.000,19-04-2017,Alm. Salg,4.886,4,Villa,132,1912,0 %,Aktuel værdi
Toftegårdsvej 63790 Hasle,asle,650.000,17-04-2017,Alm. Salg,10.000,3,Sommerhus,65,1940,,Aktuel værdi
Storegade 83790 Hasle,asle,80.000,10-04-2017,Alm. Salg,800,5,Villa,100,1885,,Aktuel værdi
Kirkevej 43790 Hasle,asle,850.000,10-04-2017,Fam. Salg,5.629,6,Sommerhus,151,1800,,Aktuel værdi
Nydamsvej 13790 Hasle,asle,625.000,04-04-2017,Alm. Salg,5.000,5,Villa,125,1802,,Aktuel værdi
Skovkanten 3. L273790 Hasle,asle,380.000,30-03-2017,Alm. Salg,3.800,5,Sommerhus,100,2002,,Aktuel værdi
Campanella 93790 Hasle,asle,975.000,27-03-2017,Alm. Salg,21.195,3,Sommerhus,46,1942,-2 %,Aktuel værdi
Skovkanten 18. L403790 Hasle,asle,995.000,23-03-2017,Alm. Salg,9.950,5,Sommerhus,100,2001,0 %,Aktuel værdi
Vestergade 433790 Hasle,asle,545.000,16-03-2017,Alm. Salg,5.923,2,Rækkehus,92,1850,,Aktuel værdi
Rubinvej 2. L033790 Hasle,asle,1.200.000,10-03-2017,Alm. Salg,9.756,5,Sommerhus,123,1999,,Aktuel værdi
Svalhøjvej 503790 Hasle,asle,247.500,09-03-2017,Fam. Salg,1.819,6,Villa,136,1947,-58 %,Aktuel værdi
Kirkegade 183790 Hasle,asle,445.000,07-03-2017,Alm. Salg,4.684,4,Rækkehus,95,1900,-1 %,Aktuel værdi
Hasle Marina 263790 Hasle,asle,1.700.000,02-03-2017,Alm. Salg,18.888,5,Rækkehus,90,2003,-6 %,Aktuel værdi
Svalhøjvej 703790 Hasle,asle,265.000,20-02-2017,Alm. Salg,2.598,4,Villa,102,1902,0 %,Aktuel værdi
Borregærdet 133790 Hasle,asle,1.200.000,16-02-2017,Alm. Salg,14.117,4,Sommerhus,85,1973,,Aktuel værdi
"Storegade 75, 13790 Hasle",asle,1.387.995,16-02-2017,Alm. Salg,8.069,4,Lejlighed,172,1957,,Aktuel værdi
Kirkedalsvej 273790 Hasle,asle,5.190.000,14-02-2017,Alm. Salg,25.441,5,Stuehus,204,1803,,
Aabyvej 263790 Hasle,asle,260.000,06-02-2017,Alm. Salg,2.241,5,Villa,116,1951,-12 %,Aktuel værdi
Kirkedalsvej 303790 Hasle,asle,980.000,06-02-2017,Fam. Salg,6.012,7,Stuehus,163,1850,,
Hasle Marina 383790 Hasle,asle,2.450.000,05-02-2017,Alm. Salg,20.081,5,Rækkehus,122,2003,,Aktuel værdi
Rubinvej 2. L083790 Hasle,asle,1.150.000,01-02-2017,Alm. Salg,9.349,5,Sommerhus,123,1999,,Aktuel værdi
Storegade 173790 Hasle,asle,350.000,24-01-2017,Alm. Salg,4.320,7,Rækkehus,81,1887,,Aktuel værdi
Hasle Marina 293790 Hasle,asle,727.829,20-01-2017,Fam. Salg,8.086,5,Rækkehus,90,2006,,Aktuel værdi
Vestergade 203790 Hasle,asle,365.000,19-01-2017,Andet,2.786,4,Villa,131,1911,,Aktuel værdi
Hasle Feriepark 713790 Hasle,asle,370.000,17-01-2017,Alm. Salg,7.872,3,Sommerhus,47,1974,,Aktuel værdi
Heroldsgade 133790 Hasle,asle,400.000,16-01-2017,Alm. Salg,4.705,4,Rækkehus,85,1890,-6 %,Aktuel værdi
Gammeltoft 113790 Hasle,asle,1.450.000,02-01-2017,Alm. Salg,7.923,5,Villa,183,1978,-2 %,Aktuel værdi
Kirkebyen 253790 Hasle,asle,60.000,20-12-2016,Alm. Salg,606,5,Villa,99,1935,,Aktuel værdi
Hasle Feriepark 543790 Hasle,asle,400.000,15-12-2016,Alm. Salg,8.333,3,Sommerhus,48,1974,,Aktuel værdi
Nørregade 313790 Hasle,asle,875.000,06-12-2016,Alm. Salg,5.872,4,Rækkehus,149,1877,0 %,Aktuel værdi
Storegade 863790 Hasle,asle,875.000,29-11-2016,Alm. Salg,6.118,5,Villa,143,1877,-2 %,Aktuel værdi
Strandvejen 113790 Hasle,asle,2.975.000,28-11-2016,Alm. Salg,18.829,5,Villa,158,1953,-7 %,Aktuel værdi
Hasle Hytteby 343790 Hasle,asle,140.000,17-11-2016,Alm. Salg,11.666,1,Sommerhus,12,1986,-3 %,Aktuel værdi
Fuglebakken 153790 Hasle,asle,1.960.000,16-11-2016,Alm. Salg,17.043,5,Sommerhus,115,2009,,Aktuel værdi
Toftegårdsvej 283790 Hasle,asle,695.000,14-11-2016,Alm. Salg,8.475,3,Sommerhus,82,1940,0 %,Aktuel værdi
Skovkanten 8. L253790 Hasle,asle,1.000.000,10-11-2016,Alm. Salg,8.130,5,Sommerhus,123,2002,-9 %,Aktuel værdi
Rubinvej 2. L023790 Hasle,asle,1.000.000,08-11-2016,Alm. Salg,8.130,5,Sommerhus,123,1999,,Aktuel værdi
Skovkanten 17. L363790 Hasle,asle,1.075.000,07-11-2016,Alm. Salg,8.739,5,Sommerhus,123,2004,-6 %,Aktuel værdi
Tofteløkken 63790 Hasle,asle,1.045.000,07-11-2016,Alm. Salg,6.411,5,Villa,163,1977,-5 %,Aktuel værdi
Sildetorvet 13790 Hasle,asle,245.000,19-10-2016,Alm. Salg,2.882,3,Rækkehus,85,1827,0 %,Aktuel værdi
Strandgade 73790 Hasle,asle,300.000,17-10-2016,Fam. Salg,4.166,3,Rækkehus,72,1875,,Aktuel værdi
Svalhøjvej 23790 Hasle,asle,775.000,11-10-2016,Alm. Salg,3.780,7,Villa,205,1907,,Aktuel værdi
Hasle Hytteby 93790 Hasle,asle,125.000,05-10-2016,Alm. Salg,10.416,1,Sommerhus,12,1986,,Aktuel værdi
Vang 523790 Hasle,asle,1.575.000,30-09-2016,Alm. Salg,26.250,4,Sommerhus,60,1962,-2 %,Aktuel værdi
Løkken 13790 Hasle,asle,319.000,29-09-2016,Fam. Salg,8.861,3,Sommerhus,36,1993,,Aktuel værdi
Krogholmsvej 73790 Hasle,asle,381.280,20-09-2016,Andet,2.072,6,Villa,184,1890,,Aktuel værdi
Paradisvej 223790 Hasle,asle,995.000,19-09-2016,Alm. Salg,9.386,3,Sommerhus,106,1890,0 %,Aktuel værdi
Teglkåsvej 383790 Hasle,asle,750.000,19-09-2016,Alm. Salg,10.416,3,Villa,72,1887,,Aktuel værdi
Mølleparken 173790 Hasle,asle,500.000,16-09-2016,Alm. Salg,4.629,4,Villa,108,1985,-9 %,Aktuel værdi
Storegade 393790 Hasle,asle,410.000,15-09-2016,Alm. Salg,5.000,4,Rækkehus,82,1870,-9 %,Aktuel værdi
Ved Brønden 23790 Hasle,asle,374.000,12-09-2016,Auktion,7.333,3,Sommerhus,51,1972,-30 %,Aktuel værdi
Ved Brønden 73790 Hasle,asle,1.460.000,09-09-2016,Alm. Salg,14.747,5,Sommerhus,99,1999,-11 %,Aktuel værdi
Bagå 33790 Hasle,asle,495.000,01-09-2016,Alm. Salg,6.036,3,Villa,82,1937,0 %,Aktuel værdi
Strandgade 213790 Hasle,asle,395.000,31-08-2016,Alm. Salg,3.798,4,Villa,104,1900,0 %,Aktuel værdi
Grønnegade 103790 Hasle,asle,1.045.000,25-08-2016,Alm. Salg,6.920,4,Villa,151,1750,0 %,Aktuel værdi
Vang 593790 Hasle,asle,850.000,22-08-2016,Alm. Salg,11.643,3,Villa,73,1938,0 %,Aktuel værdi
Vang 573790 Hasle,asle,960.000,15-08-2016,Alm. Salg,10.434,5,Sommerhus,92,1974,-4 %,Aktuel værdi
Ved Brønden 43790 Hasle,asle,500.000,04-08-2016,Alm. Salg,9.259,3,Sommerhus,54,1969,-12 %,Aktuel værdi
Bagå 43790 Hasle,asle,925.000,27-07-2016,Alm. Salg,6.954,5,Villa,133,1952,-3 %,Aktuel værdi
Østergade 403790 Hasle,asle,575.000,25-07-2016,Alm. Salg,4.389,4,Rækkehus,131,1913,-4 %,Aktuel værdi
Toftelunden 263790 Hasle,asle,1.400.000,20-07-2016,Alm. Salg,7.070,5,Villa,198,1977,0 %,Aktuel værdi
Vang 683790 Hasle,asle,2.150.000,15-07-2016,Alm. Salg,16.044,4,Villa,134,1897,0 %,Aktuel værdi
Krummevej 13790 Hasle,asle,400.000,10-07-2016,Alm. Salg,3.252,4,Villa,123,1850,,Aktuel værdi
Strandgade 113790 Hasle,asle,795.000,06-07-2016,Alm. Salg,6.259,5,Rækkehus,127,1929,0 %,Aktuel værdi
Helligpedervej 73790 Hasle,asle,2.125.000,04-07-2016,Alm. Salg,14.166,5,Villa,150,1850,-15 %,Aktuel værdi
Udmarksvej 143790 Hasle,asle,2.350.000,02-07-2016,Alm. Salg,12.239,7,Stuehus,192,1870,0 %,
Sandløkkegade 93790 Hasle,asle,680.000,27-06-2016,Alm. Salg,5.037,4,Villa,135,1897,-2 %,Aktuel værdi
Toldbodgade 23790 Hasle,asle,212.500,17-06-2016,Fam. Salg,1.622,4,Rækkehus,131,1897,,Aktuel værdi
Vestergade 153790 Hasle,asle,325.000,16-06-2016,Alm. Salg,2.407,5,Villa,135,1852,-13 %,Aktuel værdi
Campanella 183790 Hasle,asle,1.026.000,15-06-2016,Alm. Salg,18.654,4,Sommerhus,55,1942,29 %,Aktuel værdi
Hasle Marina 463790 Hasle,asle,1.600.000,15-06-2016,Alm. Salg,17.777,5,Rækkehus,90,2003,,Aktuel værdi
Storegade 773790 Hasle,asle,1.295.000,15-06-2016,Alm. Salg,4.137,14,Rækkehus,313,1900,0 %,Aktuel værdi
Knarregårdsvej 93790 Hasle,asle,1.020.000,13-06-2016,Alm. Salg,4.857,5,Stuehus,210,1900,-5 %,
Brænderivej 93790 Hasle,asle,825.000,09-06-2016,Alm. Salg,7.300,4,Villa,113,1971,-3 %,Aktuel værdi
Toftekrogen 13790 Hasle,asle,795.000,03-06-2016,Alm. Salg,3.822,5,Villa,208,1978,0 %,Aktuel værdi
Vang 413790 Hasle,asle,2.600.000,27-05-2016,Alm. Salg,13.612,6,Villa,191,1934,-4 %,Aktuel værdi
Hasle Hytteby 363790 Hasle,asle,150.000,23-05-2016,Alm. Salg,12.500,1,Sommerhus,12,1986,,Aktuel værdi
Jydegårdsvej 133790 Hasle,asle,1.110.000,06-05-2016,Alm. Salg,12.197,4,Sommerhus,91,2003,1 %,Aktuel værdi
Hasle Feriepark 663790 Hasle,asle,200.000,02-05-2016,Fam. Salg,4.166,3,Sommerhus,48,1974,,Aktuel værdi
Krummeledvej 163790 Hasle,asle,1.495.000,13-04-2016,Alm. Salg,4.853,7,Villa,308,1877,0 %,Aktuel værdi
Kirkevej 183790 Hasle,asle,1.550.000,13-04-2016,Alm. Salg,7.788,6,Stuehus,199,1900,,
Borregærdet 93790 Hasle,asle,1.450.000,11-04-2016,Alm. Salg,18.831,4,Sommerhus,77,1974,,Aktuel værdi
Skovkanten 343790 Hasle,asle,875.000,04-04-2016,Alm. Salg,6.481,4,Sommerhus,135,1994,0 %,Aktuel værdi
Fælledvej 613790 Hasle,asle,550.000,23-03-2016,Alm. Salg,7.432,4,Villa,74,1850,-8 %,Aktuel værdi
