address,zip_code,price,sell_date,sell_type,price_per_sq_m,no_rooms,housing_type,size_in_sq_m,year_of_construction,price_change_in_pct
Liljevænget 15856 Ryslinge,inge,676.609,01-05-2017,Andet,3.888,6,Villa,174,1973,,Aktuel værdi
Maegaardsvej 105856 Ryslinge,inge,2.850.000,12-04-2017,Alm. Salg,13.970,6,Villa,204,2009,-5 %,Aktuel værdi
Skæretvej 235856 Ryslinge,inge,700.000,07-04-2017,Alm. Salg,8.433,4,Villa,83,1957,-6 %,Aktuel værdi
Tyttebærvænget 55856 Ryslinge,inge,700.000,03-04-2017,Alm. Salg,6.250,4,Villa,112,1978,-3 %,Aktuel værdi
Liljevænget 25856 Ryslinge,inge,1.800.000,01-04-2017,Alm. Salg,9.677,6,Villa,186,2001,,Aktuel værdi
"Højholtvej 5, 15856 Ryslinge",inge,350.000,28-03-2017,Alm. Salg,3.240,4,Villa,108,1950,,Aktuel værdi
Skæretvej 245856 Ryslinge,inge,3.075.000,25-03-2017,Alm. Salg,14.504,8,Villa,212,1880,-5 %,Aktuel værdi
Aavej 365856 Ryslinge,inge,225.000,22-03-2017,Alm. Salg,2.647,3,Villa,85,1950,-24 %,Aktuel værdi
Blaakærvej 165856 Ryslinge,inge,480.000,17-03-2017,Alm. Salg,3.037,3,Villa,158,1907,,Aktuel værdi
Hestehavevej 365856 Ryslinge,inge,1.150.000,01-03-2017,Alm. Salg,8.333,5,Villa,138,1957,-11 %,Aktuel værdi
Sandbjergvej 25856 Ryslinge,inge,900.000,15-02-2017,Alm. Salg,4.522,6,Villa,199,1972,-18 %,Aktuel værdi
Leragervej 215856 Ryslinge,inge,750.000,15-02-2017,Alm. Salg,5.357,4,Villa,140,1976,,Aktuel værdi
Slåenvænget 125856 Ryslinge,inge,1.290.000,07-01-2017,Alm. Salg,9.280,3,Villa,139,1977,,Aktuel værdi
Stenager 13A5856 Ryslinge,inge,750.000,10-12-2016,Alm. Salg,10.273,3,Rækkehus,73,1987,-6 %,Aktuel værdi
Bellisvænget 35856 Ryslinge,inge,930.000,30-11-2016,Alm. Salg,7.209,4,Villa,129,1974,,Aktuel værdi
Rødamsvej 595856 Ryslinge,inge,585.000,17-10-2016,Alm. Salg,5.318,3,Villa,110,1950,-9 %,Aktuel værdi
