address,zip_code,price,sell_date,sell_type,price_per_sq_m,no_rooms,housing_type,size_in_sq_m,year_of_construction,price_change_in_pct
Drostrupvej 106621 Gesten,sten,1.200.000,06-04-2017,Alm. Salg,7.741,4,Stuehus,155,1750,,
Lyngvej 216621 Gesten,sten,300.000,31-03-2017,Alm. Salg,5.454,2,Rækkehus,55,1972,,Aktuel værdi
Lyngvej 106621 Gesten,sten,1.080.000,13-03-2017,Alm. Salg,7.448,5,Villa,145,1974,-9 %,Aktuel værdi
Gyvelvej 636621 Gesten,sten,1.240.000,01-03-2017,Alm. Salg,7.607,6,Villa,163,1979,,Aktuel værdi
Gyvelvej 196621 Gesten,sten,810.000,10-02-2017,Alm. Salg,6.639,6,Villa,122,1975,-6 %,Aktuel værdi
Lyngvej 236621 Gesten,sten,280.000,09-01-2017,Alm. Salg,5.090,2,Rækkehus,55,1972,,Aktuel værdi
Lyngvej 276621 Gesten,sten,1.100.000,23-12-2016,Alm. Salg,8.527,4,Villa,129,1973,-6 %,Aktuel værdi
Gyvelvej 136621 Gesten,sten,700.000,05-12-2016,Alm. Salg,3.888,6,Villa,180,1975,-6 %,Aktuel værdi
Villesholmvænget 126621 Gesten,sten,900.000,25-11-2016,Alm. Salg,11.250,3,Villa,80,1997,-10 %,Aktuel værdi
Staushedevejen 246621 Gesten,sten,3.000.000,17-11-2016,Alm. Salg,15.000,5,Villa,200,1931,,Aktuel værdi
Hovedgaden 136621 Gesten,sten,850.000,28-10-2016,Alm. Salg,7.391,3,Villa,115,1919,-4 %,Aktuel værdi
Stilundvej 36621 Gesten,sten,680.000,15-10-2016,Alm. Salg,4.963,6,Villa,137,1949,-2 %,Aktuel værdi
Bækkevej 116621 Gesten,sten,1.995.000,13-10-2016,Alm. Salg,10.283,6,Villa,194,1926,0 %,Aktuel værdi
Stadion Alle 56621 Gesten,sten,625.000,14-09-2016,Alm. Salg,3.633,7,Villa,172,1947,,Aktuel værdi
Vestre Stationsvej 396621 Gesten,sten,1.000.000,30-08-2016,Alm. Salg,3.571,8,Stuehus,280,1857,,
Gesten Kærvej 146621 Gesten,sten,695.000,26-07-2016,Alm. Salg,5.696,4,Villa,122,1969,-4 %,Aktuel værdi
Kirkevej 146621 Gesten,sten,700.000,20-06-2016,Fam. Salg,3.030,7,Villa,231,1912,,Aktuel værdi
Asserholtvej 146621 Gesten,sten,2.850.000,07-06-2016,Alm. Salg,20.212,4,Stuehus,141,1870,,
Hovedgaden 356621 Gesten,sten,1.195.000,31-05-2016,Alm. Salg,7.913,5,Villa,151,1923,-6 %,Aktuel værdi
Gyvelvej 816621 Gesten,sten,1.325.000,23-05-2016,Alm. Salg,6.279,7,Villa,211,1977,-1 %,Aktuel værdi
Staushedevejen 416621 Gesten,sten,930.000,04-05-2016,Alm. Salg,5.602,4,Stuehus,166,1922,,
Staushedevejen 5A6621 Gesten,sten,1.545.000,26-04-2016,Alm. Salg,6.082,5,Stuehus,254,1830,-3 %,
Hovedgaden 176621 Gesten,sten,475.000,21-04-2016,Alm. Salg,3.958,3,Villa,120,1943,-4 %,Aktuel værdi
Ø. Gesten Mosevej 26621 Gesten,sten,1.445.000,15-04-2016,Alm. Salg,7.410,6,Stuehus,195,1872,,
Gyvelvej 176621 Gesten,sten,569.712,01-04-2016,Alm. Salg,4.382,5,Villa,130,1978,,Aktuel værdi
Drostrupvej 146621 Gesten,sten,1.350.000,18-03-2016,Alm. Salg,7.848,7,Stuehus,172,1800,,
Drostrupvej 176621 Gesten,sten,1.585.000,17-02-2016,Alm. Salg,8.954,4,Villa,177,1962,-9 %,Aktuel værdi
Drostrupvej 126621 Gesten,sten,2.704.446,01-01-2016,Fam. Salg,13.064,5,Villa,207,2002,,Aktuel værdi
Stadion Alle 116621 Gesten,sten,645.000,29-12-2015,Fam. Salg,4.448,5,Villa,145,1948,,Aktuel værdi
Gyvelvej 596621 Gesten,sten,835.000,15-12-2015,Alm. Salg,5.529,6,Villa,151,1980,-7 %,Aktuel værdi
Bækkevej 186621 Gesten,sten,314.500,11-12-2015,Alm. Salg,6.048,2,Villa,52,1920,,Aktuel værdi
Staushedevejen 96621 Gesten,sten,390.000,07-12-2015,Alm. Salg,2.254,7,Stuehus,173,1890,,
Gestenvej 606621 Gesten,sten,468.770,04-11-2015,Alm. Salg,1.921,9,Villa,244,1930,-53 %,Aktuel værdi
Gyvelvej 46621 Gesten,sten,732.436,21-09-2015,Alm. Salg,3.471,8,Villa,211,1952,,Aktuel værdi
Ø. Gesten Mosevej 36621 Gesten,sten,500.000,24-08-2015,Alm. Salg,2.645,5,Villa,189,1915,-28 %,Aktuel værdi
Bækkevej 146621 Gesten,sten,845.000,01-07-2015,Alm. Salg,7.544,4,Villa,112,1952,-2 %,Aktuel værdi
Lyngvej 196621 Gesten,sten,280.000,27-06-2015,Alm. Salg,5.000,2,Rækkehus,56,1972,,Aktuel værdi
Gyvelvej 166621 Gesten,sten,750.000,31-05-2015,Fam. Salg,5.725,4,Villa,131,1977,,Aktuel værdi
Tværgade 76621 Gesten,sten,335.000,11-05-2015,Alm. Salg,4.527,4,Villa,74,1954,-15 %,Aktuel værdi
Vestre Stationsvej 36621 Gesten,sten,575.000,07-05-2015,Alm. Salg,3.042,6,Villa,189,1972,-17 %,Aktuel værdi
Stilundvej 14B6621 Gesten,sten,1.350.000,29-04-2015,Alm. Salg,9.310,8,Villa,145,1878,-3 %,Aktuel værdi
Vestre Stationsvej 496621 Gesten,sten,1.300.000,28-04-2015,Alm. Salg,6.842,5,Villa,190,1980,-13 %,Aktuel værdi
Hovedgaden 226621 Gesten,sten,306.000,22-04-2015,Andet,2.707,4,Villa,113,1950,,Aktuel værdi
Staushedevejen 226621 Gesten,sten,950.000,13-04-2015,Alm. Salg,5.337,4,Stuehus,178,1931,,
Engen 26621 Gesten,sten,750.000,19-02-2015,Alm. Salg,4.838,6,Villa,155,2007,-69 %,Aktuel værdi
Villesholmvænget 186621 Gesten,sten,1.675.000,23-01-2015,Alm. Salg,8.333,5,Villa,201,2006,-4 %,Aktuel værdi
Gyvelvej 49B6621 Gesten,sten,840.000,08-12-2014,Alm. Salg,8.750,4,Rækkehus,96,1982,-4 %,Aktuel værdi
Gyvelvej 426621 Gesten,sten,400.000,24-11-2014,Alm. Salg,4.347,3,Villa,92,1981,-22 %,Aktuel værdi
Stilundvej 26621 Gesten,sten,600.000,20-11-2014,Alm. Salg,2.521,7,Villa,238,1902,,Aktuel værdi
Vestre Stationsvej 206621 Gesten,sten,475.000,19-11-2014,Fam. Salg,4.523,4,Villa,105,1948,,Aktuel værdi
Engholmvej 16621 Gesten,sten,725.000,11-11-2014,Alm. Salg,4.707,7,Villa,154,1979,,Aktuel værdi
Villesholmvænget 286621 Gesten,sten,1.425.000,06-10-2014,Alm. Salg,8.962,5,Villa,159,2000,-11 %,Aktuel værdi
Hovedgaden 676621 Gesten,sten,1.895.000,03-10-2014,Alm. Salg,6.792,5,Villa,279,1979,0 %,Aktuel værdi
Hovedgaden 586621 Gesten,sten,962.500,30-08-2014,Alm. Salg,5.695,8,Villa,169,1914,,Aktuel værdi
Gyvelvej 16621 Gesten,sten,800.000,20-08-2014,Alm. Salg,6.106,4,Villa,131,1968,-11 %,Aktuel værdi
Engholmvej 106621 Gesten,sten,1.100.000,18-08-2014,Alm. Salg,7.432,5,Villa,148,1980,,Aktuel værdi
Hovedgaden 246621 Gesten,sten,450.000,15-08-2014,Alm. Salg,3.308,3,Villa,136,1953,-3 %,Aktuel værdi
Nygade 226621 Gesten,sten,1.070.000,02-08-2014,Alm. Salg,5.169,6,Villa,207,1972,-10 %,Aktuel værdi
Gesten Kærvej 56621 Gesten,sten,2.098.000,23-07-2014,Alm. Salg,8.563,7,Stuehus,245,2000,,
Åvej 16621 Gesten,sten,1.500.000,08-07-2014,Alm. Salg,13.043,4,Villa,115,1990,-11 %,Aktuel værdi
Villesholmvænget 86621 Gesten,sten,704.048,03-07-2014,Auktion,3.785,6,Villa,186,2007,,Aktuel værdi
Hovedgaden 446621 Gesten,sten,413.791,26-06-2014,Andet,3.978,5,Villa,104,1951,-54 %,Aktuel værdi
Hovedgaden 406621 Gesten,sten,375.000,11-06-2014,Auktion,1.609,8,Villa,233,1925,-44 %,Aktuel værdi
Gesten Kærvej 286621 Gesten,sten,3.305.000,04-06-2014,Alm. Salg,22.636,7,Stuehus,146,1900,,
Vestre Stationsvej 46621 Gesten,sten,500.000,11-04-2014,Alm. Salg,4.672,4,Rækkehus,107,1980,-8 %,Aktuel værdi
Hovedgaden 386621 Gesten,sten,1.620.000,31-03-2014,Alm. Salg,10.125,5,Villa,160,1916,-4 %,Aktuel værdi
Hovedgaden 346621 Gesten,sten,1.750.000,21-03-2014,Alm. Salg,8.706,7,Villa,201,1915,-3 %,Aktuel værdi
Villesholmvænget 306621 Gesten,sten,1.705.000,28-02-2014,Alm. Salg,10.791,4,Villa,158,2008,-10 %,Aktuel værdi
Hovedgaden 326621 Gesten,sten,400.000,20-02-2014,Fam. Salg,1.652,7,Villa,242,1914,-55 %,Aktuel værdi
Kirkevej 46621 Gesten,sten,1.500.000,18-12-2013,Alm. Salg,8.571,5,Villa,175,1927,,Aktuel værdi
Husmandsvej 66621 Gesten,sten,1.000.000,23-09-2013,Alm. Salg,6.666,6,Stuehus,150,1923,-5 %,
Købmandskrogen 86621 Gesten,sten,10.000,23-08-2013,Alm. Salg,144,3,Rækkehus,69,1920,,Aktuel værdi
Krogslundvej 66621 Gesten,sten,995.000,09-08-2013,Alm. Salg,9.045,5,Stuehus,110,1877,,
Gyvelvej 456621 Gesten,sten,850.000,04-06-2013,Alm. Salg,6.439,4,Villa,132,1973,-10 %,Aktuel værdi
Kirkevej 8A6621 Gesten,sten,1.100.000,03-06-2013,Alm. Salg,5.945,4,Villa,185,1981,,Aktuel værdi
Gl. Koldingvej 76621 Gesten,sten,925.000,15-05-2013,Fam. Salg,6.379,6,Villa,145,1911,,Aktuel værdi
Staushedevejen 236621 Gesten,sten,1.480.000,07-05-2013,Alm. Salg,9.308,3,Villa,159,1945,-7 %,Aktuel værdi
Bækkevej 46621 Gesten,sten,775.000,29-04-2013,Alm. Salg,6.567,4,Villa,118,1966,-11 %,Aktuel værdi
Vestre Stationsvej 336621 Gesten,sten,443.500,08-04-2013,Andet,2.917,4,Villa,152,1957,,Aktuel værdi
Tværgade 156621 Gesten,sten,475.000,25-03-2013,Alm. Salg,2.500,5,Villa,190,1947,-26 %,Aktuel værdi
Staushedevejen 296621 Gesten,sten,950.000,28-02-2013,Fam. Salg,4.298,4,Villa,221,1900,,Aktuel værdi
Stadion Alle 76621 Gesten,sten,690.000,26-09-2012,Alm. Salg,4.058,8,Villa,170,1956,-1 %,Aktuel værdi
Lyngvej 176621 Gesten,sten,1.010.000,20-09-2012,Alm. Salg,8.145,4,Villa,124,1972,-8 %,Aktuel værdi
