address,zip_code,price,sell_date,sell_type,price_per_sq_m,no_rooms,housing_type,size_in_sq_m,year_of_construction,price_change_in_pct
Pilevænget 17130 Juelsminde,inde,1.000.000,11-05-2017,Fam. Salg,18.518,3,Sommerhus,54,1964,,Aktuel værdi
Poppelalle 297130 Juelsminde,inde,2.225.000,10-05-2017,Alm. Salg,22.938,4,Sommerhus,97,2012,,Aktuel værdi
As Strandby 307130 Juelsminde,inde,1.220.000,09-05-2017,Alm. Salg,15.250,4,Sommerhus,80,1991,,Aktuel værdi
Karl Nielsens Vej 247130 Juelsminde,inde,676.333,09-05-2017,Fam. Salg,9.139,3,Sommerhus,74,1993,,Aktuel værdi
Kirkedalsvej 347130 Juelsminde,inde,849.000,08-05-2017,Fam. Salg,7.447,4,Villa,114,1974,,Aktuel værdi
Hamborg 367130 Juelsminde,inde,270.000,30-04-2017,Alm. Salg,7.500,2,Sommerhus,36,1968,-32 %,Aktuel værdi
Kirkholm Strandby 87130 Juelsminde,inde,1.260.000,28-04-2017,Alm. Salg,17.746,5,Sommerhus,71,1962,-6 %,Aktuel værdi
Åbakken 167130 Juelsminde,inde,350.333,23-04-2017,Alm. Salg,3.981,4,Sommerhus,88,1971,-63 %,Aktuel værdi
Bøgeskovvejen 87130 Juelsminde,inde,250.000,12-04-2017,Alm. Salg,1.923,5,Villa,130,1850,-38 %,Aktuel værdi
Pøt Strandby 2887130 Juelsminde,inde,1.150.000,11-04-2017,Alm. Salg,14.935,4,Sommerhus,77,2005,-4 %,Aktuel værdi
As Hedegård 607130 Juelsminde,inde,885.000,07-04-2017,Alm. Salg,14.274,2,Sommerhus,62,1973,,Aktuel værdi
Østermarksvej 297130 Juelsminde,inde,1.001.500,06-04-2017,Fam. Salg,3.514,7,Villa,285,1978,,Aktuel værdi
Asbo 347130 Juelsminde,inde,1.200.000,06-04-2017,Alm. Salg,14.634,4,Sommerhus,82,1971,,Aktuel værdi
Kystvej 1A7130 Juelsminde,inde,4.000.000,05-04-2017,Alm. Salg,51.282,6,Sommerhus,78,1961,-6 %,Aktuel værdi
Strandengen 507130 Juelsminde,inde,1.800.000,30-03-2017,Alm. Salg,16.666,5,Sommerhus,108,2004,-7 %,Aktuel værdi
Hamborg 877130 Juelsminde,inde,450.000,29-03-2017,Alm. Salg,6.923,4,Sommerhus,65,1986,-9 %,Aktuel værdi
Bjørnsknudevej 50E7130 Juelsminde,inde,4.402.764,29-03-2017,Fam. Salg,36.689,4,Sommerhus,120,1927,,Aktuel værdi
Vænget 17130 Juelsminde,inde,5.000.000,27-03-2017,Alm. Salg,50.505,5,Sommerhus,99,1997,,Aktuel værdi
Hamborg 327130 Juelsminde,inde,775.000,24-03-2017,Alm. Salg,12.301,3,Sommerhus,63,1990,-13 %,Aktuel værdi
