address,zip_code,price,sell_date,sell_type,price_per_sq_m,no_rooms,housing_type,size_in_sq_m,year_of_construction,price_change_in_pct
Park Alle 169600 Aars,Aars,1.115.000,17-05-2017,Alm. Salg,10.136,3,Villa,110,1965,,Aktuel værdi
Dr. Margrethes Vej 149600 Aars,Aars,1.800.000,11-05-2017,Alm. Salg,11.764,6,Villa,153,1969,,Aktuel værdi
Sdr Boulevard 19B9600 Aars,Aars,892.500,09-05-2017,Fam. Salg,7.628,5,Rækkehus,117,1983,,Aktuel værdi
Kong Haralds Vej 4E9600 Aars,Aars,985.000,24-04-2017,Alm. Salg,8.954,4,Rækkehus,110,1983,-6 %,Aktuel værdi
Solbakken 389600 Aars,Aars,1.040.000,20-04-2017,Alm. Salg,8.965,3,Villa,116,1965,-5 %,Aktuel værdi
Østrupvej 359600 Aars,Aars,625.000,19-04-2017,Fam. Salg,3.094,5,Villa,202,1877,,Aktuel værdi
Kong Knuds Vej 89600 Aars,Aars,1.775.000,12-04-2017,Alm. Salg,9.491,6,Villa,187,1976,-1 %,Aktuel værdi
Dalstrøget 209600 Aars,Aars,1.410.000,10-04-2017,Alm. Salg,11.949,4,Villa,118,1965,1 %,Aktuel værdi
Ndr Borremosevej 59600 Aars,Aars,735.000,29-03-2017,Fam. Salg,6.933,3,Stuehus,106,1867,,
Svalevej 49600 Aars,Aars,1.345.000,22-03-2017,Alm. Salg,8.512,7,Villa,158,1974,0 %,Aktuel værdi
Hans Egedes Vej 1129600 Aars,Aars,2.775.000,22-03-2017,Alm. Salg,15.502,5,Villa,179,1999,-3 %,Aktuel værdi
"Oustrupvej 2C, ST. TH9600 Aars",Aars,725.000,21-03-2017,Alm. Salg,7.967,3,Lejlighed,91,1974,,Aktuel værdi
Dr. Alexandrines Vej 59600 Aars,Aars,1.675.000,17-03-2017,Alm. Salg,10.737,4,Villa,156,1967,-4 %,Aktuel værdi
Mejsevej 219600 Aars,Aars,1.060.000,17-03-2017,Alm. Salg,9.380,4,Villa,113,1978,-3 %,Aktuel værdi
Birkevej 79600 Aars,Aars,415.000,14-03-2017,Alm. Salg,3.878,4,Villa,107,1927,-8 %,Aktuel værdi
Kong Haralds Vej 4C9600 Aars,Aars,1.055.000,14-03-2017,Alm. Salg,8.577,5,Rækkehus,123,1983,-4 %,Aktuel værdi
Kærvej 20B9600 Aars,Aars,900.000,10-03-2017,Andet,9.183,3,Rækkehus,98,1979,,Aktuel værdi
Oustrupvej 349600 Aars,Aars,1.385.000,09-03-2017,Alm. Salg,9.295,6,Villa,149,1974,-1 %,Aktuel værdi
Kong Knuds Vej 109600 Aars,Aars,1.617.500,08-03-2017,Alm. Salg,8.128,9,Villa,199,1978,-5 %,Aktuel værdi
Grundtvigsvej 2A9600 Aars,Aars,1.280.000,02-03-2017,Alm. Salg,12.075,4,Villa,106,1967,-1 %,Aktuel værdi
Højtoften 299600 Aars,Aars,1.575.000,01-03-2017,Alm. Salg,11.250,5,Villa,140,1986,-1 %,Aktuel værdi
Ansgarsvej 199600 Aars,Aars,1.335.000,01-03-2017,Alm. Salg,7.716,5,Villa,173,1971,-4 %,Aktuel værdi
Kong Valdemars Vej 269600 Aars,Aars,1.595.000,28-02-2017,Alm. Salg,11.727,5,Villa,136,1975,0 %,Aktuel værdi
Bjørnstrupvej 109600 Aars,Aars,570.000,28-02-2017,Alm. Salg,4.913,5,Villa,116,1947,-12 %,Aktuel værdi
Havbrovej 509600 Aars,Aars,1.150.000,28-02-2017,Fam. Salg,7.055,5,Villa,163,1910,,Aktuel værdi
Kong Valdemars Vej 289600 Aars,Aars,1.100.000,27-02-2017,Alm. Salg,8.270,5,Villa,133,1976,-4 %,Aktuel værdi
Gamborgvej 149600 Aars,Aars,705.040,26-02-2017,Fam. Salg,5.341,5,Villa,132,1980,,Aktuel værdi
Gl Tingvej 299600 Aars,Aars,1.695.000,23-02-2017,Alm. Salg,9.576,7,Villa,177,1950,0 %,Aktuel værdi
Nørdalvej 29600 Aars,Aars,200.000,18-02-2017,Alm. Salg,1.739,5,Villa,115,1933,-18 %,Aktuel værdi
Oustrupvej 279600 Aars,Aars,1.450.000,17-02-2017,Alm. Salg,7.250,5,Villa,200,1966,0 %,Aktuel værdi
"Oustrupvej 2C, ST. TV9600 Aars",Aars,665.000,15-02-2017,Alm. Salg,8.750,2,Lejlighed,76,1974,-1 %,Aktuel værdi
Agertoften 189600 Aars,Aars,1.625.000,09-02-2017,Alm. Salg,12.037,4,Villa,135,1986,-4 %,Aktuel værdi
Roldvej 229600 Aars,Aars,950.000,09-02-2017,Alm. Salg,8.050,3,Stuehus,118,1875,-5 %,
Kaj Munksvej 159600 Aars,Aars,1.260.000,09-02-2017,Alm. Salg,7.636,6,Villa,165,1972,-3 %,Aktuel værdi
Aalborgvej 419600 Aars,Aars,600.000,09-02-2017,Alm. Salg,4.580,4,Villa,131,1984,,Aktuel værdi
Stenildhøjdalen 599600 Aars,Aars,385.000,08-02-2017,Alm. Salg,2.655,4,Villa,145,2017,,Aktuel værdi
Nørregade 569600 Aars,Aars,100.000,07-02-2017,Auktion,1.388,4,Villa,72,1950,,Aktuel værdi
Dronningholmvej 369600 Aars,Aars,1.598.000,04-02-2017,Alm. Salg,11.253,5,Villa,142,1969,0 %,Aktuel værdi
Jelstrupvej 319600 Aars,Aars,1.100.000,03-02-2017,Alm. Salg,8.461,5,Villa,130,1939,-4 %,Aktuel værdi
Dr. Margrethes Vej 359600 Aars,Aars,1.760.000,03-02-2017,Alm. Salg,11.000,6,Villa,160,1970,,Aktuel værdi
Sdr Boulevard 119600 Aars,Aars,750.000,03-02-2017,Alm. Salg,6.637,4,Villa,113,1962,,Aktuel værdi
Højtoften 259600 Aars,Aars,1.800.000,02-02-2017,Alm. Salg,10.465,5,Villa,172,1984,-3 %,Aktuel værdi
