address,zip_code,price,sell_date,sell_type,price_per_sq_m,no_rooms,housing_type,size_in_sq_m,year_of_construction,price_change_in_pct
Oxendalen 7A9550 Mariager,ager,1.333.133,18-05-2017,Alm. Salg,22.595,2,Rækkehus,59,1987,,Aktuel værdi
Lærkevej 99550 Mariager,ager,480.570,15-05-2017,Alm. Salg,2.053,7,Villa,234,1974,,Aktuel værdi
Skovtoften 89550 Mariager,ager,898.000,11-05-2017,Alm. Salg,5.907,5,Villa,152,1980,0 %,Aktuel værdi
Askevej 59550 Mariager,ager,1.100.000,11-04-2017,Alm. Salg,6.918,5,Villa,159,1976,-7 %,Aktuel værdi
Fjordparken 179550 Mariager,ager,1.700.000,11-04-2017,Fam. Salg,8.585,6,Villa,198,1979,,Aktuel værdi
Vibevej 49550 Mariager,ager,710.000,10-04-2017,Alm. Salg,4.797,3,Villa,148,1965,-5 %,Aktuel værdi
Præstemarken 19550 Mariager,ager,110.925,05-04-2017,Alm. Salg,554,7,Stuehus,200,1940,,
Stentoften 129550 Mariager,ager,681.140,28-03-2017,Alm. Salg,5.083,4,Villa,134,1978,,Aktuel værdi
Søndergade 179550 Mariager,ager,220.000,27-03-2017,Alm. Salg,2.115,3,Villa,104,1940,,Aktuel værdi
Teglgade 17A9550 Mariager,ager,1.045.000,07-03-2017,Alm. Salg,7.857,4,Rækkehus,133,1780,-9 %,Aktuel værdi
Færgehagevej 59550 Mariager,ager,600.000,22-02-2017,Fam. Salg,30.000,1,Sommerhus,20,1934,,Aktuel værdi
Vestparken 529550 Mariager,ager,1.365.000,15-02-2017,Alm. Salg,8.980,5,Villa,152,1973,-7 %,Aktuel værdi
Daniavej 1159550 Mariager,ager,600.000,14-02-2017,Alm. Salg,5.940,3,Villa,101,1898,-6 %,Aktuel værdi
Gettrupvej 379550 Mariager,ager,848.000,14-02-2017,Alm. Salg,4.348,4,Villa,195,1920,-6 %,Aktuel værdi
Storegade 809550 Mariager,ager,150.000,09-02-2017,Alm. Salg,1.271,5,Villa,118,1911,,Aktuel værdi
Daniavej 1119550 Mariager,ager,550.000,31-01-2017,Alm. Salg,5.445,3,Villa,101,1913,,Aktuel værdi
Memstrupvej 79550 Mariager,ager,700.000,30-01-2017,Alm. Salg,5.932,4,Villa,118,1887,,Aktuel værdi
Vestergade 59550 Mariager,ager,1.605.000,26-01-2017,Alm. Salg,14.861,7,Villa,108,1935,-13 %,Aktuel værdi
Hadsundvej 79550 Mariager,ager,1.200.000,23-01-2017,Alm. Salg,9.230,5,Stuehus,130,1880,,
Kjellerupvej 19550 Mariager,ager,1.300.000,17-01-2017,Alm. Salg,20.634,2,Stuehus,63,1922,,
Ribesvej 19550 Mariager,ager,245.000,12-01-2017,Alm. Salg,2.722,3,Villa,90,1955,-11 %,Aktuel værdi
Vestparken 609550 Mariager,ager,1.200.000,06-01-2017,Alm. Salg,7.741,5,Villa,155,1974,-12 %,Aktuel værdi
Bøgevej 59550 Mariager,ager,1.240.000,05-01-2017,Alm. Salg,4.542,6,Villa,273,1969,-4 %,Aktuel værdi
Fladbjergvej 79550 Mariager,ager,386.666,20-12-2016,Fam. Salg,6.444,3,Villa,60,1963,,Aktuel værdi
Søndergade 89550 Mariager,ager,235.000,16-12-2016,Alm. Salg,2.447,5,Villa,96,1912,-20 %,Aktuel værdi
Askevej 39550 Mariager,ager,500.000,09-12-2016,Alm. Salg,3.937,4,Villa,127,1976,-16 %,Aktuel værdi
Randrupvej 279550 Mariager,ager,2.000.000,05-12-2016,Fam. Salg,8.733,7,Villa,229,1991,,Aktuel værdi
Kirkegyden 59550 Mariager,ager,1.925.000,01-12-2016,Alm. Salg,12.664,4,Villa,152,2002,-8 %,Aktuel værdi
Skrødstrupvej 199550 Mariager,ager,375.000,25-11-2016,Alm. Salg,3.125,4,Villa,120,1920,-6 %,Aktuel værdi
Søbjergvej 13A9550 Mariager,ager,496.913,07-11-2016,Alm. Salg,3.852,3,Villa,129,1924,,Aktuel værdi
Rosengade 13B9550 Mariager,ager,1.100.000,04-11-2016,Alm. Salg,12.941,3,Villa,85,1990,,Aktuel værdi
Randrupvej 299550 Mariager,ager,650.000,31-10-2016,Alm. Salg,3.735,4,Stuehus,174,1913,-13 %,
Hadsundvej 849550 Mariager,ager,1.450.000,30-10-2016,Alm. Salg,10.902,4,Villa,133,1923,-9 %,Aktuel værdi
Semvej 179550 Mariager,ager,1.095.000,28-10-2016,Alm. Salg,4.163,6,Villa,263,1919,-4 %,Aktuel værdi
Østergade 309550 Mariager,ager,1.495.000,27-10-2016,Alm. Salg,9.707,7,Villa,154,1929,,Aktuel værdi
Storegade 339550 Mariager,ager,1.150.000,24-10-2016,Fam. Salg,7.516,5,Villa,153,1969,,Aktuel værdi
Daniavej 1079550 Mariager,ager,3.900.000,23-10-2016,Fam. Salg,14.130,6,Villa,276,1991,,Aktuel værdi
Oxendalen 39550 Mariager,ager,1.650.000,10-10-2016,Alm. Salg,7.205,7,Villa,229,1962,-8 %,Aktuel værdi
Færgehagevej 339550 Mariager,ager,590.000,07-10-2016,Alm. Salg,14.390,3,Sommerhus,41,1980,-21 %,Aktuel værdi
Rinddalen 209550 Mariager,ager,1.100.000,07-10-2016,Alm. Salg,7.236,4,Villa,152,1976,-13 %,Aktuel værdi
Hemvej 289550 Mariager,ager,350.000,23-09-2016,Alm. Salg,2.333,5,Villa,150,1965,,Aktuel værdi
Fælledvej 109550 Mariager,ager,1.475.000,19-09-2016,Alm. Salg,12.291,5,Villa,120,1953,-1 %,Aktuel værdi
Møllevænget 1B9550 Mariager,ager,1.800.000,16-09-2016,Alm. Salg,12.765,4,Villa,141,2002,,Aktuel værdi
Fuglsang 109550 Mariager,ager,1.075.000,09-09-2016,Alm. Salg,8.811,4,Villa,122,1887,-7 %,Aktuel værdi
Hybenvej 69550 Mariager,ager,714.500,31-08-2016,Fam. Salg,6.740,4,Villa,106,1926,,Aktuel værdi
Daniavej 879550 Mariager,ager,800.000,31-08-2016,Alm. Salg,5.714,7,Rækkehus,140,1890,,Aktuel værdi
Skolegade 119550 Mariager,ager,485.000,19-08-2016,Alm. Salg,4.008,4,Villa,121,1968,,Aktuel værdi
Gettrupvej 399550 Mariager,ager,150.000,18-08-2016,Alm. Salg,1.229,5,Villa,122,1914,,Aktuel værdi
Storegade 149550 Mariager,ager,500.000,17-08-2016,Alm. Salg,4.000,4,Villa,125,1973,-15 %,Aktuel værdi
Kjellerupvej 49550 Mariager,ager,2.316.500,16-08-2016,Fam. Salg,9.815,6,Stuehus,236,1923,,
Kongsdalparken 289550 Mariager,ager,2.150.000,08-08-2016,Alm. Salg,16.287,4,Villa,132,2015,,Aktuel værdi
Digtervænget 299550 Mariager,ager,1.295.000,20-07-2016,Alm. Salg,11.359,4,Villa,114,1986,0 %,Aktuel værdi
Fjelsted Søvej 99550 Mariager,ager,2.100.000,14-07-2016,Alm. Salg,13.725,5,Stuehus,153,1937,76 %,
Ternevej 39550 Mariager,ager,852.500,14-07-2016,Alm. Salg,6.268,5,Villa,136,1972,,Aktuel værdi
Birkevej 109550 Mariager,ager,250.000,14-07-2016,Alm. Salg,3.125,2,Villa,80,1910,-16 %,Aktuel værdi
Fjelstedvej 29550 Mariager,ager,949.000,13-07-2016,Alm. Salg,6.243,5,Stuehus,152,1924,-5 %,
Munkebakken 19550 Mariager,ager,900.000,08-07-2016,Alm. Salg,7.377,5,Villa,122,1958,,Aktuel værdi
Daniavej 1139550 Mariager,ager,1.525.000,07-07-2016,Alm. Salg,9.023,8,Villa,169,1882,-7 %,Aktuel værdi
