address,zip_code,price,sell_date,sell_type,price_per_sq_m,no_rooms,housing_type,size_in_sq_m,year_of_construction,price_change_in_pct
Smedegade 175970 Ærøskøbing,bing,750.000,19-05-2017,Alm. Salg,9.615,4,Villa,78,1887,,Aktuel værdi
Byagervej 215970 Ærøskøbing,bing,685.000,08-04-2017,Alm. Salg,5.436,4,Villa,126,1977,-4 %,Aktuel værdi
Byagervej 205970 Ærøskøbing,bing,1.275.000,04-04-2017,Alm. Salg,6.640,5,Villa,192,1976,0 %,Aktuel værdi
Vester Bregninge 395970 Ærøskøbing,bing,160.000,31-03-2017,Alm. Salg,737,8,Sommerhus,217,1727,,Aktuel værdi
Vestergade 25970 Ærøskøbing,bing,820.000,24-03-2017,Alm. Salg,10.649,4,Villa,77,1900,,Aktuel værdi
Sygehusvejen 215970 Ærøskøbing,bing,515.000,22-03-2017,Alm. Salg,4.557,3,Villa,113,1905,,Aktuel værdi
Frydendal 85970 Ærøskøbing,bing,380.114,22-03-2017,Alm. Salg,3.654,3,Villa,104,1875,,Aktuel værdi
Søndergade 365970 Ærøskøbing,bing,1.400.000,21-03-2017,Alm. Salg,14.285,4,Sommerhus,98,1645,,Aktuel værdi
Ramshalen 55970 Ærøskøbing,bing,475.000,21-03-2017,Alm. Salg,3.991,5,Villa,119,1827,-4 %,Aktuel værdi
Vindeballevej 65970 Ærøskøbing,bing,550.000,28-02-2017,Alm. Salg,4.104,5,Villa,134,1938,,Aktuel værdi
Lindsbjergvej 55970 Ærøskøbing,bing,117.000,27-02-2017,Alm. Salg,1.360,3,Sommerhus,86,1875,,Aktuel værdi
Baggårde 15970 Ærøskøbing,bing,1.000.000,18-02-2017,Alm. Salg,6.024,7,Villa,166,1866,-9 %,Aktuel værdi
Nørregade 555970 Ærøskøbing,bing,2.500.000,17-02-2017,Alm. Salg,19.083,6,Villa,131,1831,,Aktuel værdi
Øster Bregninge 215970 Ærøskøbing,bing,1.850.000,15-02-2017,Alm. Salg,6.085,8,Stuehus,304,1860,-7 %,
Søndergade 125970 Ærøskøbing,bing,1.800.000,02-02-2017,Alm. Salg,19.565,7,Detailhandel,92,1828,,Aktuel værdi
St. Rise Skolevej 25970 Ærøskøbing,bing,250.000,01-02-2017,Alm. Salg,2.500,3,Villa,100,1974,-29 %,Aktuel værdi
Vestergade 375970 Ærøskøbing,bing,700.000,31-01-2017,Alm. Salg,9.333,3,Villa,75,1910,,Aktuel værdi
Øster Bregninge 645970 Ærøskøbing,bing,200.000,26-01-2017,Alm. Salg,2.777,2,Villa,72,1939,-11 %,Aktuel værdi
Dunkærgade 125970 Ærøskøbing,bing,150.000,10-01-2017,Alm. Salg,1.612,2,Villa,93,1900,,Aktuel værdi
Øster Bregninge 385970 Ærøskøbing,bing,140.000,09-01-2017,Alm. Salg,1.296,4,Villa,108,1826,,Aktuel værdi
Voderup 35970 Ærøskøbing,bing,550.000,03-01-2017,Alm. Salg,3.416,6,Stuehus,161,1878,-8 %,
Brogade 95970 Ærøskøbing,bing,950.000,28-12-2016,Alm. Salg,8.796,5,Villa,108,1700,,Aktuel værdi
Stokkeby Landevej 35970 Ærøskøbing,bing,1.350.000,22-12-2016,Alm. Salg,5.696,9,Stuehus,237,1877,0 %,
Vindeballevej 75970 Ærøskøbing,bing,285.000,21-12-2016,Auktion,2.280,4,Villa,125,1890,-65 %,Aktuel værdi
Brogade 165970 Ærøskøbing,bing,825.000,19-12-2016,Alm. Salg,3.540,8,Villa,233,1850,-2 %,Aktuel værdi
Holmevænget 25970 Ærøskøbing,bing,730.000,09-12-2016,Alm. Salg,5.793,4,Villa,126,1978,-12 %,Aktuel værdi
Søndergade 325970 Ærøskøbing,bing,500.000,08-12-2016,Alm. Salg,5.681,5,Sommerhus,88,1690,,Aktuel værdi
Nørregade 235970 Ærøskøbing,bing,1.450.000,28-11-2016,Alm. Salg,14.500,4,Villa,100,1909,-9 %,Aktuel værdi
Nørregade 25970 Ærøskøbing,bing,800.000,22-11-2016,Fam. Salg,5.442,5,Villa,147,1827,,Aktuel værdi
Øster Bregninge 535970 Ærøskøbing,bing,600.000,16-11-2016,Alm. Salg,5.084,6,Villa,118,1903,,Aktuel værdi
Baggårde 185970 Ærøskøbing,bing,525.746,15-11-2016,Alm. Salg,4.381,5,Villa,120,1968,-4 %,Aktuel værdi
