address,zip_code,price,sell_date,sell_type,price_per_sq_m,no_rooms,housing_type,size_in_sq_m,year_of_construction,price_change_in_pct
Vejlevej 217182 Bredsten,sten,609.635,01-05-2017,Fam. Salg,4.175,6,Villa,146,1907,,Aktuel værdi
Johan Skjoldborg Vej 707182 Bredsten,sten,1.495.000,19-04-2017,Alm. Salg,10.992,4,Villa,136,1978,,Aktuel værdi
Storedalsvej 77182 Bredsten,sten,1.400.000,19-04-2017,Alm. Salg,14.736,3,Rækkehus,95,2008,,Aktuel værdi
Lihmskovvej 17182 Bredsten,sten,3.500.000,21-03-2017,Alm. Salg,18.134,6,Villa,193,1912,-22 %,Aktuel værdi
Møllegårdsvej 27182 Bredsten,sten,700.000,14-03-2017,Fam. Salg,5.147,4,Villa,136,1971,,Aktuel værdi
Lille Ravningvej 107182 Bredsten,sten,1.525.000,14-03-2017,Alm. Salg,8.567,6,Stuehus,178,1877,,
Vesterløkke 67182 Bredsten,sten,985.000,14-03-2017,Alm. Salg,7.817,5,Villa,126,1978,0 %,Aktuel værdi
Jennumvej 2497182 Bredsten,sten,710.000,24-02-2017,Alm. Salg,5.259,2,Stuehus,135,1885,-10 %,
De Lichtenbergs Vej 27182 Bredsten,sten,850.000,15-02-2017,Alm. Salg,6.854,4,Villa,124,1877,-15 %,Aktuel værdi
Ladegårdvej 107182 Bredsten,sten,1.255.000,31-01-2017,Alm. Salg,9.160,5,Villa,137,1877,-10 %,Aktuel værdi
Kirkegade 27182 Bredsten,sten,550.000,19-01-2017,Alm. Salg,3.928,5,Villa,140,1900,,Aktuel værdi
Skovvej 97182 Bredsten,sten,489.000,22-12-2016,Andet,2.317,7,Villa,211,1973,,Aktuel værdi
Skolevænget 17182 Bredsten,sten,1.400.000,12-12-2016,Alm. Salg,9.790,5,Villa,143,1925,,Aktuel værdi
Anton Berntsen Vej 197182 Bredsten,sten,873.500,11-12-2016,Alm. Salg,4.411,6,Villa,198,1986,,Aktuel værdi
Steen Blicher Vej 1017182 Bredsten,sten,3.000.000,07-12-2016,Fam. Salg,10.869,7,Stuehus,276,1934,,
Storedalsvej 57182 Bredsten,sten,1.380.000,05-12-2016,Alm. Salg,14.526,3,Rækkehus,95,2008,-1 %,Aktuel værdi
Johan Skjoldborg Vej 507182 Bredsten,sten,1.575.000,30-11-2016,Alm. Salg,11.580,5,Villa,136,1978,-1 %,Aktuel værdi
Engelsholmvej 37182 Bredsten,sten,4.400.000,23-11-2016,Alm. Salg,19.909,5,Stuehus,221,1997,-12 %,
Anton Berntsen Vej 247182 Bredsten,sten,2.250.000,18-11-2016,Alm. Salg,14.331,6,Villa,157,1997,-10 %,Aktuel værdi
Nybovej 57182 Bredsten,sten,2.300.000,31-10-2016,Alm. Salg,10.648,5,Villa,216,2009,-4 %,Aktuel værdi
Vesterløkke 447182 Bredsten,sten,950.000,17-10-2016,Alm. Salg,6.884,5,Villa,138,1977,-5 %,Aktuel værdi
Møllegårdsvej 177182 Bredsten,sten,950.000,10-10-2016,Alm. Salg,7.600,4,Villa,125,1973,-17 %,Aktuel værdi
Kærbøllinghusevej 227182 Bredsten,sten,2.550.000,10-10-2016,Alm. Salg,11.086,6,Stuehus,230,1973,,
Rolighedsvej 277182 Bredsten,sten,2.700.000,07-10-2016,Alm. Salg,14.136,6,Villa,191,1920,-3 %,Aktuel værdi
Balle Nørremarksvej 87182 Bredsten,sten,400.000,06-10-2016,Alm. Salg,4.761,3,Stuehus,84,1924,,
Billundvej 97182 Bredsten,sten,1.125.000,30-09-2016,Alm. Salg,7.705,5,Villa,146,1942,-2 %,Aktuel værdi
Gyngemosen 17182 Bredsten,sten,825.500,13-09-2016,Alm. Salg,3.620,8,Villa,228,1877,,Aktuel værdi
Mejerivej 107182 Bredsten,sten,2.370.000,01-09-2016,Alm. Salg,11.617,7,Villa,204,1928,0 %,Aktuel værdi
