address,zip_code,price,sell_date,sell_type,price_per_sq_m,no_rooms,housing_type,size_in_sq_m,year_of_construction,price_change_in_pct
Brandgaden 105871 Frørup,ørup,400.000,17-05-2017,Alm. Salg,3.200,3,Villa,125,1897,,Aktuel værdi
Maemosevej 215871 Frørup,ørup,600.000,17-04-2017,Alm. Salg,10.909,3,Sommerhus,55,1971,-8 %,Aktuel værdi
Agertoften 385871 Frørup,ørup,850.000,30-03-2017,Alm. Salg,11.643,2,Sommerhus,73,1971,-5 %,Aktuel værdi
Mosevej 2D5871 Frørup,ørup,1.500.000,25-03-2017,Alm. Salg,6.250,5,Villa,240,2007,9 %,Aktuel værdi
Tårup Byvej 225871 Frørup,ørup,170.400,16-02-2017,Fam. Salg,1.363,5,Villa,125,1925,,Aktuel værdi
Granvænget 165871 Frørup,ørup,525.000,14-02-2017,Fam. Salg,9.375,3,Sommerhus,56,1968,-34 %,Aktuel værdi
Grønningen 35871 Frørup,ørup,1.395.000,11-02-2017,Alm. Salg,18.600,3,Sommerhus,75,2011,0 %,Aktuel værdi
Åvej 35871 Frørup,ørup,575.000,07-02-2017,Alm. Salg,3.058,10,Villa,188,1905,5 %,Aktuel værdi
Maemosevej 125871 Frørup,ørup,685.000,01-02-2017,Alm. Salg,10.703,4,Sommerhus,64,1989,-9 %,Aktuel værdi
Langæblevej 6C5871 Frørup,ørup,785.000,27-01-2017,Alm. Salg,6.038,4,Villa,130,1958,-17 %,Aktuel værdi
Sentvedvej 355871 Frørup,ørup,260.000,19-12-2016,Alm. Salg,651,13,Stuehus,399,1922,,
Grantoften 15871 Frørup,ørup,816.000,19-12-2016,Alm. Salg,10.597,5,Sommerhus,77,1964,,Aktuel værdi
Vormark Alle 25871 Frørup,ørup,200.000,13-12-2016,Alm. Salg,1.136,5,Stuehus,176,1982,,
Bækvej 105871 Frørup,ørup,4.940.000,06-12-2016,Alm. Salg,16.577,8,Stuehus,298,1886,-1 %,
Agertoften 275871 Frørup,ørup,800.000,18-11-2016,Alm. Salg,14.285,3,Sommerhus,56,1971,,Aktuel værdi
Slude Strand 285871 Frørup,ørup,2.995.000,16-11-2016,Alm. Salg,28.523,4,Sommerhus,105,1974,0 %,Aktuel værdi
Grantoften 75871 Frørup,ørup,1.200.000,10-11-2016,Alm. Salg,16.666,4,Sommerhus,72,1966,,Aktuel værdi
Kirke Alle 25871 Frørup,ørup,1.450.000,30-10-2016,Alm. Salg,8.100,3,Villa,179,1916,-14 %,Aktuel værdi
Agertoften 295871 Frørup,ørup,340.000,23-10-2016,Fam. Salg,5.074,3,Sommerhus,67,1964,,Aktuel værdi
Bjergbakken 15871 Frørup,ørup,1.375.000,22-10-2016,Alm. Salg,9.417,5,Villa,146,1980,-5 %,Aktuel værdi
Anhof Alle 25871 Frørup,ørup,825.050,04-10-2016,Alm. Salg,6.346,5,Villa,130,1840,4 %,Aktuel værdi
Agertoften 515871 Frørup,ørup,750.000,23-09-2016,Alm. Salg,10.273,3,Sommerhus,73,1983,-12 %,Aktuel værdi
Agertoften 195871 Frørup,ørup,1.150.000,08-09-2016,Alm. Salg,17.692,2,Sommerhus,65,1965,-11 %,Aktuel værdi
Sentvedvej 555871 Frørup,ørup,200.000,08-09-2016,Alm. Salg,1.818,3,Villa,110,1963,-32 %,Aktuel værdi
Øksendrupvej 455871 Frørup,ørup,56.342,07-09-2016,Alm. Salg,498,4,Villa,113,1874,,Aktuel værdi
Tårup Byvej 125871 Frørup,ørup,2.250.000,20-08-2016,Alm. Salg,9.375,7,Villa,240,1825,-2 %,Aktuel værdi
Engtoften 15871 Frørup,ørup,1.020.450,16-08-2016,Alm. Salg,11.729,5,Sommerhus,87,2003,3 %,Aktuel værdi
Mikkelenborgvej 45871 Frørup,ørup,3.550.000,12-08-2016,Alm. Salg,12.724,5,Villa,279,1978,-3 %,Aktuel værdi
Nytoften 125871 Frørup,ørup,637.500,22-07-2016,Alm. Salg,4.687,4,Villa,136,1974,-2 %,Aktuel værdi
Frørupvej 125871 Frørup,ørup,1.200.000,22-06-2016,Alm. Salg,5.429,4,Villa,221,1934,-7 %,Aktuel værdi
Bjergbakken 45871 Frørup,ørup,1.815.000,20-06-2016,Alm. Salg,8.897,5,Villa,204,1981,-4 %,Aktuel værdi
Strandalleen 65871 Frørup,ørup,1.450.000,10-06-2016,Alm. Salg,22.307,4,Sommerhus,65,1974,4 %,Aktuel værdi
Skole Alle 65871 Frørup,ørup,1.350.000,03-06-2016,Alm. Salg,10.546,4,Villa,128,1966,0 %,Aktuel værdi
Frørup Byvej 465871 Frørup,ørup,547.500,13-05-2016,Fam. Salg,2.737,3,Villa,200,1875,,Aktuel værdi
Kajbjergvej 15871 Frørup,ørup,450.000,12-05-2016,Andet,1.923,6,Villa,234,1800,,Aktuel værdi
Grimshavevej 45871 Frørup,ørup,741.000,11-05-2016,Andet,4.843,4,Villa,153,1890,-47 %,Aktuel værdi
Strandalleen 185871 Frørup,ørup,774.500,03-05-2016,Alm. Salg,15.490,5,Sommerhus,50,1965,-18 %,Aktuel værdi
Strandalleen 85871 Frørup,ørup,1.415.000,03-05-2016,Alm. Salg,17.469,3,Sommerhus,81,1976,9 %,Aktuel værdi
Kirke Alle 85871 Frørup,ørup,14.270.000,03-05-2016,Alm. Salg,52.271,9,Stuehus,273,1920,,
Tårup Byvej 425871 Frørup,ørup,350.000,02-05-2016,Alm. Salg,2.413,4,Villa,145,1905,,Aktuel værdi
Boholtvej 65871 Frørup,ørup,485.000,29-03-2016,Alm. Salg,3.233,6,Villa,150,1918,-18 %,Aktuel værdi
Strandalleen 205871 Frørup,ørup,780.000,19-03-2016,Alm. Salg,15.918,4,Sommerhus,49,1969,-13 %,Aktuel værdi
Maemosevej 145871 Frørup,ørup,375.000,14-03-2016,Alm. Salg,6.818,3,Sommerhus,55,1976,-29 %,Aktuel værdi
Nytoften 95871 Frørup,ørup,1.035.000,10-03-2016,Alm. Salg,5.418,5,Villa,191,1969,-5 %,Aktuel værdi
Øksendrupvej 415871 Frørup,ørup,1.500.000,29-02-2016,Alm. Salg,6.787,6,Villa,221,1910,,Aktuel værdi
Åvej 25871 Frørup,ørup,425.000,11-02-2016,Alm. Salg,2.951,4,Stuehus,144,1970,-29 %,
Mikkelenborgvej 85871 Frørup,ørup,600.000,03-02-2016,Auktion,3.243,5,Villa,185,1900,-40 %,Aktuel værdi
Frørup Byvej 345871 Frørup,ørup,350.000,07-01-2016,Alm. Salg,3.684,3,Villa,95,1900,,Aktuel værdi
Engtoften 65871 Frørup,ørup,524.600,28-12-2015,Fam. Salg,10.492,4,Sommerhus,50,1989,,Aktuel værdi
Åhusene 155871 Frørup,ørup,676.000,18-12-2015,Alm. Salg,11.081,4,Sommerhus,61,1979,-15 %,Aktuel værdi
Slude Strand 15871 Frørup,ørup,2.100.000,18-12-2015,Alm. Salg,19.090,3,Sommerhus,110,2012,11 %,Aktuel værdi
Boholtvej 55871 Frørup,ørup,255.000,07-12-2015,Alm. Salg,1.378,5,Villa,185,1902,-68 %,Aktuel værdi
Agertoften 495871 Frørup,ørup,1.262.500,29-11-2015,Alm. Salg,20.362,4,Sommerhus,62,1990,15 %,Aktuel værdi
Tværtoften 125871 Frørup,ørup,350.000,26-11-2015,Fam. Salg,4.666,4,Sommerhus,75,2016,,Aktuel værdi
Frørupvej 165871 Frørup,ørup,350.000,23-11-2015,Alm. Salg,2.430,5,Villa,144,1925,-29 %,Aktuel værdi
Agertoften 585871 Frørup,ørup,168.800,02-11-2015,Fam. Salg,2.446,4,Sommerhus,69,1975,,Aktuel værdi
