address,zip_code,price,sell_date,sell_type,price_per_sq_m,no_rooms,housing_type,size_in_sq_m,year_of_construction,price_change_in_pct
Klintevej 55935 Bagenkop,nkop,335.000,22-02-2017,Alm. Salg,3.941,3,Villa,85,1904,,Aktuel værdi
Klintevej 65935 Bagenkop,nkop,1.610.000,22-02-2017,Alm. Salg,26.393,3,Villa,61,1930,-9 %,Aktuel værdi
Østergade 95935 Bagenkop,nkop,800.000,23-01-2017,Alm. Salg,4.968,6,Villa,161,1908,-10 %,Aktuel værdi
Bakkevej 15935 Bagenkop,nkop,250.000,17-01-2017,Alm. Salg,3.125,3,Villa,80,1965,,Aktuel værdi
Smallegade 45935 Bagenkop,nkop,1.000.000,06-01-2017,Alm. Salg,8.928,3,Villa,112,1962,,Aktuel værdi
Klintevej 45935 Bagenkop,nkop,290.000,21-12-2016,Fam. Salg,3.766,4,Rækkehus,77,1877,,Aktuel værdi
"Færgevej 11, 1. TV5935 Bagenkop",nkop,1.825.000,05-12-2016,Alm. Salg,15.208,5,Lejlighed,120,2008,-1 %,Aktuel værdi
Kløvervænget 135935 Bagenkop,nkop,425.000,03-11-2016,Alm. Salg,2.485,6,Villa,171,1970,-6 %,Aktuel værdi
Søndenbro 85935 Bagenkop,nkop,200.000,01-11-2016,Alm. Salg,2.020,3,Villa,99,1910,,Aktuel værdi
Kløvervænget 185935 Bagenkop,nkop,300.000,25-10-2016,Alm. Salg,2.142,4,Villa,140,1965,-9 %,Aktuel værdi
Vognsbjergvej 135935 Bagenkop,nkop,120.000,20-10-2016,Alm. Salg,1.212,3,Villa,99,1910,,Aktuel værdi
"Færgevej 16, ST. TV5935 Bagenkop",nkop,1.275.000,17-09-2016,Alm. Salg,13.281,3,Lejlighed,96,2008,-2 %,Aktuel værdi
Vestervej 235935 Bagenkop,nkop,1.150.000,16-09-2016,Alm. Salg,13.529,3,Villa,85,1880,-10 %,Aktuel værdi
Østervej 45935 Bagenkop,nkop,300.000,13-09-2016,Alm. Salg,2.678,4,Villa,112,1966,-35 %,Aktuel værdi
Østergade 705935 Bagenkop,nkop,400.000,29-08-2016,Alm. Salg,2.702,6,Villa,148,1934,,Aktuel værdi
Røjlevej 95935 Bagenkop,nkop,500.000,01-08-2016,Alm. Salg,4.950,3,Villa,101,1877,-9 %,Aktuel værdi
Klintevej 275935 Bagenkop,nkop,780.000,29-07-2016,Alm. Salg,5.416,5,Villa,144,1981,-8 %,Aktuel værdi
