address,zip_code,price,sell_date,sell_type,price_per_sq_m,no_rooms,housing_type,size_in_sq_m,year_of_construction,price_change_in_pct
Egebo 18A2620 Albertslund,lund,2.995.000,22-05-2017,Alm. Salg,20.374,5,Lejlighed,147,2008,0 %,Aktuel værdi
Præstehusene 912620 Albertslund,lund,1.088.164,15-05-2017,Fam. Salg,7.206,4,Rækkehus,151,1970,,Aktuel værdi
Jægerhusene 442620 Albertslund,lund,1.150.000,08-05-2017,Fam. Salg,10.849,4,Rækkehus,106,1968,,Aktuel værdi
Kongsager 562620 Albertslund,lund,3.065.000,01-05-2017,Alm. Salg,22.050,4,Villa,139,1966,-4 %,Aktuel værdi
Skærager 22620 Albertslund,lund,2.450.000,27-04-2017,Alm. Salg,19.758,4,Villa,124,1966,-6 %,Aktuel værdi
"Topperne 14, 1. 122620 Albertslund",lund,552.500,12-04-2017,Fam. Salg,11.275,2,Lejlighed,49,1971,,Aktuel værdi
"Topperne 24, 3. 312620 Albertslund",lund,1.600.000,29-03-2017,Alm. Salg,15.686,4,Lejlighed,102,1972,,Aktuel værdi
"Topperne 12, ST. 22620 Albertslund",lund,400.000,28-03-2017,Alm. Salg,12.121,1,Lejlighed,33,1971,-27 %,Aktuel værdi
Tornegårdsvej 202620 Albertslund,lund,2.855.000,27-03-2017,Alm. Salg,23.991,4,Rækkehus,119,2014,0 %,Aktuel værdi
Toftestræde 42620 Albertslund,lund,3.000.000,22-03-2017,Alm. Salg,21.582,4,Villa,139,1987,-6 %,Aktuel værdi
"Topperne 24, ST. 22620 Albertslund",lund,540.000,21-03-2017,Alm. Salg,16.363,1,Lejlighed,33,1972,-10 %,Aktuel værdi
Mölndalsparken 812620 Albertslund,lund,1.600.000,20-03-2017,Alm. Salg,23.188,3,Lejlighed,69,1986,-3 %,Aktuel værdi
Skyttehusene 252620 Albertslund,lund,2.345.000,19-03-2017,Alm. Salg,22.122,4,Rækkehus,106,1968,-2 %,Aktuel værdi
Sprøjtehusstræde 92620 Albertslund,lund,3.600.000,17-03-2017,Alm. Salg,15.652,6,Villa,230,1800,-3 %,Aktuel værdi
"Kanaltorvet 8, 2. 142620 Albertslund",lund,830.000,16-03-2017,Alm. Salg,13.387,1,Lejlighed,62,1970,-4 %,Aktuel værdi
"Topperne 28, ST. 22620 Albertslund",lund,535.000,16-03-2017,Alm. Salg,16.212,1,Lejlighed,33,1972,-3 %,Aktuel værdi
Gamle Landevej 21F2620 Albertslund,lund,3.850.000,15-03-2017,Alm. Salg,22.916,4,Rækkehus,168,2009,-4 %,Aktuel værdi
Stenstræde 5A2620 Albertslund,lund,3.915.000,14-03-2017,Alm. Salg,27.377,5,Rækkehus,143,1986,-2 %,Aktuel værdi
Skriverhusene 22620 Albertslund,lund,1.100.000,14-03-2017,Alm. Salg,10.185,4,Rækkehus,108,1969,,Aktuel værdi
"Topperne 5, 1. 142620 Albertslund",lund,995.000,14-03-2017,Alm. Salg,20.306,2,Lejlighed,49,1972,,Aktuel værdi
Borgager 402620 Albertslund,lund,3.195.000,12-03-2017,Alm. Salg,18.468,4,Villa,173,1965,0 %,Aktuel værdi
"Topperne 10, 2. 242620 Albertslund",lund,985.000,10-03-2017,Alm. Salg,20.102,2,Lejlighed,49,1971,0 %,Aktuel værdi
Blankager 632620 Albertslund,lund,3.495.000,09-03-2017,Alm. Salg,22.548,6,Villa,155,1967,,Aktuel værdi
Vridsløsestræde 152620 Albertslund,lund,2.150.000,07-03-2017,Alm. Salg,18.376,4,Villa,117,1968,-6 %,Aktuel værdi
Glentehusene 562620 Albertslund,lund,2.360.000,07-03-2017,Alm. Salg,22.264,5,Rækkehus,106,1968,,Aktuel værdi
Hvidager 102620 Albertslund,lund,2.575.000,05-03-2017,Alm. Salg,22.787,4,Villa,113,1967,-3 %,Aktuel værdi
Degnehusene 32620 Albertslund,lund,2.650.000,03-03-2017,Alm. Salg,17.434,4,Rækkehus,152,1972,-5 %,Aktuel værdi
Robinievej 1232620 Albertslund,lund,2.995.000,03-03-2017,Alm. Salg,22.862,5,Rækkehus,131,2008,0 %,Aktuel værdi
Rypehusene 642620 Albertslund,lund,2.365.000,02-03-2017,Alm. Salg,21.898,4,Rækkehus,108,1972,-1 %,Aktuel værdi
"Topperne 16, 2. 242620 Albertslund",lund,945.000,01-03-2017,Alm. Salg,19.285,2,Lejlighed,49,1971,0 %,Aktuel værdi
"Topperne 2, ST. 42620 Albertslund",lund,895.000,01-03-2017,Alm. Salg,18.265,2,Lejlighed,49,1971,0 %,Aktuel værdi
Vridsløsestræde 242620 Albertslund,lund,1.798.000,24-02-2017,Alm. Salg,16.198,4,Villa,111,1924,0 %,Aktuel værdi
Jægerhusene 762620 Albertslund,lund,2.300.000,24-02-2017,Fam. Salg,21.698,5,Rækkehus,106,1968,,Aktuel værdi
Kongsager 432620 Albertslund,lund,2.225.000,24-02-2017,Alm. Salg,20.794,4,Villa,107,1965,-5 %,Aktuel værdi
"Topperne 32, ST. 12620 Albertslund",lund,368.333,24-02-2017,Fam. Salg,3.611,4,Lejlighed,102,1972,,Aktuel værdi
"Topperne 30, 3. 342620 Albertslund",lund,910.000,24-02-2017,Alm. Salg,18.571,2,Lejlighed,49,1972,1 %,Aktuel værdi
Fængselsvej 192620 Albertslund,lund,2.495.000,23-02-2017,Alm. Salg,18.759,5,Rækkehus,133,1918,0 %,Aktuel værdi
Rovej 1A2620 Albertslund,lund,3.750.000,22-02-2017,Alm. Salg,20.833,6,Rækkehus,180,1900,-1 %,Aktuel værdi
Rypehusene 722620 Albertslund,lund,1.150.000,20-02-2017,Alm. Salg,10.648,5,Rækkehus,108,1972,,Aktuel værdi
Mölndalsparken 312620 Albertslund,lund,1.500.000,19-02-2017,Alm. Salg,22.388,3,Lejlighed,67,1986,,Aktuel værdi
Falkehusene 72620 Albertslund,lund,2.150.000,15-02-2017,Alm. Salg,19.907,5,Rækkehus,108,1969,0 %,Aktuel værdi
Randager 972620 Albertslund,lund,2.800.000,08-02-2017,Alm. Salg,25.454,4,Villa,110,1968,-7 %,Aktuel værdi
"Topperne 10, 2. 222620 Albertslund",lund,950.000,01-02-2017,Alm. Salg,19.387,2,Lejlighed,49,1971,-3 %,Aktuel værdi
Skyttehusene 442620 Albertslund,lund,1.000.000,01-02-2017,Fam. Salg,9.433,5,Rækkehus,106,1968,,Aktuel værdi
Egebo 192620 Albertslund,lund,2.350.000,31-01-2017,Alm. Salg,21.962,3,Lejlighed,107,2008,-2 %,Aktuel værdi
Fiskerhusene 682620 Albertslund,lund,2.200.000,30-01-2017,Alm. Salg,20.754,4,Rækkehus,106,1968,-3 %,Aktuel værdi
"Topperne 32, 1. 142620 Albertslund",lund,1.035.000,30-01-2017,Alm. Salg,21.122,2,Lejlighed,49,1972,,Aktuel værdi
Kongsager 892620 Albertslund,lund,2.650.000,27-01-2017,Alm. Salg,21.370,4,Villa,124,1971,-5 %,Aktuel værdi
Randager 1112620 Albertslund,lund,2.500.000,25-01-2017,Alm. Salg,17.857,5,Villa,140,1968,-3 %,Aktuel værdi
"Kanaltorvet 8, 3. 302620 Albertslund",lund,995.000,22-01-2017,Alm. Salg,16.864,1,Lejlighed,59,1970,0 %,Aktuel værdi
"Topperne 3, 1. 142620 Albertslund",lund,950.000,22-01-2017,Alm. Salg,19.387,2,Lejlighed,49,1972,-3 %,Aktuel værdi
Glentehusene 452620 Albertslund,lund,2.125.000,20-01-2017,Alm. Salg,20.047,4,Rækkehus,106,1968,-3 %,Aktuel værdi
Glentehusene 122620 Albertslund,lund,2.115.000,19-01-2017,Alm. Salg,19.952,3,Rækkehus,106,1968,-4 %,Aktuel værdi
Mölndalsparken 852620 Albertslund,lund,1.598.000,19-01-2017,Alm. Salg,23.850,3,Lejlighed,67,1986,0 %,Aktuel værdi
Rypehusene 342620 Albertslund,lund,920.500,17-01-2017,Alm. Salg,8.523,4,Rækkehus,108,1972,,Aktuel værdi
Enebærhaven 172620 Albertslund,lund,3.000.000,16-01-2017,Alm. Salg,22.222,5,Villa,135,1971,-3 %,Aktuel værdi
Mölndalsparken 382620 Albertslund,lund,2.000.000,16-01-2017,Alm. Salg,21.276,4,Rækkehus,94,1986,0 %,Aktuel værdi
Robinievej 792620 Albertslund,lund,2.997.500,13-01-2017,Alm. Salg,22.369,5,Rækkehus,134,2008,-3 %,Aktuel værdi
Fiskerhusene 592620 Albertslund,lund,2.000.000,12-01-2017,Alm. Salg,18.867,5,Rækkehus,106,1968,-5 %,Aktuel værdi
Rytterhusene 662620 Albertslund,lund,701.250,04-01-2017,Fam. Salg,6.615,5,Rækkehus,106,1968,,Aktuel værdi
Humlehusene 422620 Albertslund,lund,2.545.000,04-01-2017,Alm. Salg,16.743,4,Rækkehus,152,1971,-2 %,Aktuel værdi
Tornegårdsvej 282620 Albertslund,lund,2.795.000,04-01-2017,Alm. Salg,21.666,4,Rækkehus,129,2014,0 %,Aktuel værdi
Kongsager 262620 Albertslund,lund,2.675.000,03-01-2017,Alm. Salg,23.883,4,Villa,112,1965,-4 %,Aktuel værdi
Glentehusene 592620 Albertslund,lund,2.095.000,02-01-2017,Alm. Salg,19.764,4,Rækkehus,106,1968,0 %,Aktuel værdi
"Topperne 12, 2. 212620 Albertslund",lund,1.715.000,31-12-2016,Alm. Salg,17.680,4,Lejlighed,97,1971,1 %,Aktuel værdi
"Topperne 30, 2. 232620 Albertslund",lund,1.680.000,28-12-2016,Alm. Salg,17.319,4,Lejlighed,97,1972,-6 %,Aktuel værdi
"Topperne 7, 3. 312620 Albertslund",lund,1.770.000,27-12-2016,Alm. Salg,16.857,4,Lejlighed,105,1972,-3 %,Aktuel værdi
Herstedvesterstræde 492620 Albertslund,lund,4.650.000,20-12-2016,Alm. Salg,24.866,5,Villa,187,1900,-11 %,Aktuel værdi
Skriverhusene 12620 Albertslund,lund,2.095.000,19-12-2016,Alm. Salg,18.705,4,Rækkehus,112,1972,0 %,Aktuel værdi
Robinievej 312620 Albertslund,lund,3.055.000,19-12-2016,Alm. Salg,22.629,5,Rækkehus,135,2007,0 %,Aktuel værdi
Risbystræde 222620 Albertslund,lund,2.895.000,18-12-2016,Alm. Salg,21.766,4,Villa,133,1969,0 %,Aktuel værdi
Mölndalsparken 372620 Albertslund,lund,1.395.000,12-12-2016,Alm. Salg,20.820,3,Lejlighed,67,1986,0 %,Aktuel værdi
Rypehusene 82620 Albertslund,lund,825.000,12-12-2016,Fam. Salg,7.638,4,Rækkehus,108,1972,,Aktuel værdi
Præstehusene 22620 Albertslund,lund,2.300.000,11-12-2016,Alm. Salg,15.972,4,Rækkehus,144,1970,-4 %,Aktuel værdi
Fiskerhusene 582620 Albertslund,lund,1.900.000,08-12-2016,Alm. Salg,17.924,4,Rækkehus,106,1968,-5 %,Aktuel værdi
Tornegårdsvej 292620 Albertslund,lund,709.000,08-12-2016,Andet,5.496,4,Rækkehus,129,2014,,Aktuel værdi
"Topperne 11, 1. 132620 Albertslund",lund,1.770.000,07-12-2016,Alm. Salg,17.352,4,Lejlighed,102,1972,,Aktuel værdi
Robinievej 1192620 Albertslund,lund,3.095.000,07-12-2016,Alm. Salg,22.757,5,Rækkehus,136,2008,0 %,Aktuel værdi
Falkehusene 742620 Albertslund,lund,2.335.000,04-12-2016,Alm. Salg,21.620,5,Rækkehus,108,1968,-3 %,Aktuel værdi
Fængselsvej 142620 Albertslund,lund,2.350.000,02-12-2016,Alm. Salg,17.803,5,Rækkehus,132,1900,-6 %,Aktuel værdi
"Topperne 8, 2. 222620 Albertslund",lund,1.050.000,29-11-2016,Alm. Salg,21.428,2,Lejlighed,49,1971,0 %,Aktuel værdi
Lavager 202620 Albertslund,lund,3.300.000,28-11-2016,Alm. Salg,21.568,4,Villa,153,1968,-6 %,Aktuel værdi
Falkehusene 672620 Albertslund,lund,2.070.000,27-11-2016,Alm. Salg,19.166,5,Rækkehus,108,1968,0 %,Aktuel værdi
Skriverhusene 82620 Albertslund,lund,2.000.000,25-11-2016,Alm. Salg,18.867,4,Rækkehus,106,1969,-5 %,Aktuel værdi
Rypehusene 862620 Albertslund,lund,2.200.000,24-11-2016,Alm. Salg,20.370,3,Rækkehus,108,1972,-4 %,Aktuel værdi
"Kanaltorvet 8, 2. 162620 Albertslund",lund,935.000,24-11-2016,Alm. Salg,15.847,1,Lejlighed,59,1970,0 %,Aktuel værdi
"Topperne 9, ST. 42620 Albertslund",lund,895.000,23-11-2016,Alm. Salg,18.265,2,Lejlighed,49,1972,0 %,Aktuel værdi
"Topperne 3, 2. 232620 Albertslund",lund,1.795.000,17-11-2016,Alm. Salg,18.505,4,Lejlighed,97,1972,0 %,Aktuel værdi
Tornegårdsvej 122620 Albertslund,lund,1.400.000,17-11-2016,Alm. Salg,10.852,4,Rækkehus,129,2014,,Aktuel værdi
Degnehusene 802620 Albertslund,lund,2.695.000,15-11-2016,Alm. Salg,17.966,4,Rækkehus,150,1972,,Aktuel værdi
Bispehusene 422620 Albertslund,lund,2.320.000,14-11-2016,Alm. Salg,21.481,5,Rækkehus,108,1974,-3 %,Aktuel værdi
Grønneled 212620 Albertslund,lund,649.500,11-11-2016,Fam. Salg,6.013,5,Villa,108,1965,,Aktuel værdi
Mölndalsparken 172620 Albertslund,lund,1.499.000,09-11-2016,Alm. Salg,22.373,3,Lejlighed,67,1986,,Aktuel værdi
Flintager 142620 Albertslund,lund,2.795.000,04-11-2016,Alm. Salg,18.388,5,Villa,152,1966,0 %,Aktuel værdi
Egebo 17A2620 Albertslund,lund,2.290.000,04-11-2016,Alm. Salg,21.809,3,Lejlighed,105,2008,-2 %,Aktuel værdi
Robinievej 982620 Albertslund,lund,2.575.000,03-11-2016,Alm. Salg,22.391,4,Rækkehus,115,2008,-1 %,Aktuel værdi
Rytterhusene 152620 Albertslund,lund,2.450.000,02-11-2016,Alm. Salg,23.113,4,Rækkehus,106,1968,-4 %,Aktuel værdi
"Topperne 14, 3. 332620 Albertslund",lund,1.265.000,02-11-2016,Fam. Salg,12.401,4,Lejlighed,102,1971,,Aktuel værdi
Herstedøsterstræde 22620 Albertslund,lund,2.500.000,02-11-2016,Alm. Salg,20.000,3,Villa,125,1964,-11 %,Aktuel værdi
"Topperne 32, 3. 342620 Albertslund",lund,985.000,01-11-2016,Alm. Salg,20.102,2,Lejlighed,49,1972,-1 %,Aktuel værdi
Rytterhusene 552620 Albertslund,lund,2.495.000,30-10-2016,Alm. Salg,23.537,5,Rækkehus,106,1968,0 %,Aktuel værdi
Rønne Alle 112620 Albertslund,lund,2.295.000,21-10-2016,Alm. Salg,18.811,5,Villa,122,1953,0 %,Aktuel værdi
Fiskerhusene 782620 Albertslund,lund,2.315.000,20-10-2016,Alm. Salg,21.839,5,Rækkehus,106,1968,-1 %,Aktuel værdi
Fasanhusene 262620 Albertslund,lund,1.900.000,20-10-2016,Alm. Salg,17.592,5,Rækkehus,108,1968,-9 %,Aktuel værdi
"Askebo 9, ST2620 Albertslund",lund,2.750.000,18-10-2016,Alm. Salg,20.992,5,Rækkehus,131,2013,-2 %,Aktuel værdi
Humlehusene 1122620 Albertslund,lund,2.795.000,17-10-2016,Alm. Salg,17.916,4,Rækkehus,156,1971,0 %,Aktuel værdi
Lavager 222620 Albertslund,lund,2.675.000,12-10-2016,Alm. Salg,20.736,5,Villa,129,1967,-1 %,Aktuel værdi
Tornegårdsvej 252620 Albertslund,lund,2.650.000,12-10-2016,Alm. Salg,20.542,4,Rækkehus,129,2014,-2 %,Aktuel værdi
"Kanalgaden 8, 2. TH2620 Albertslund",lund,1.230.000,10-10-2016,Alm. Salg,14.137,2,Lejlighed,87,1970,3 %,Aktuel værdi
Jægerhusene 662620 Albertslund,lund,2.295.000,10-10-2016,Alm. Salg,21.650,4,Rækkehus,106,1968,0 %,Aktuel værdi
Tornegårdsvej 442620 Albertslund,lund,2.850.000,07-10-2016,Alm. Salg,22.093,4,Rækkehus,129,2014,-2 %,Aktuel værdi
Mørkager 542620 Albertslund,lund,2.600.000,05-10-2016,Alm. Salg,16.883,5,Villa,154,1966,-5 %,Aktuel værdi
Rønne Alle 162620 Albertslund,lund,3.250.000,05-10-2016,Alm. Salg,26.209,5,Villa,124,1933,-1 %,Aktuel værdi
Fiskerhusene 352620 Albertslund,lund,2.400.000,03-10-2016,Alm. Salg,22.641,4,Rækkehus,106,1968,0 %,Aktuel værdi
Kongsager 272620 Albertslund,lund,3.050.000,02-10-2016,Alm. Salg,17.528,5,Villa,174,1965,-5 %,Aktuel værdi
"Topperne 32, 2. 232620 Albertslund",lund,1.600.000,30-09-2016,Alm. Salg,15.238,4,Lejlighed,105,1972,-3 %,Aktuel værdi
"Topperne 3, 1. 122620 Albertslund",lund,950.000,27-09-2016,Alm. Salg,19.387,2,Lejlighed,49,1972,-5 %,Aktuel værdi
"Topperne 24, ST. 12620 Albertslund",lund,1.750.000,25-09-2016,Alm. Salg,17.156,4,Lejlighed,102,1972,,Aktuel værdi
"Topperne 26, 1. 142620 Albertslund",lund,915.000,23-09-2016,Alm. Salg,18.673,2,Lejlighed,49,1972,,Aktuel værdi
"Topperne 5, 2. 212620 Albertslund",lund,1.780.000,21-09-2016,Alm. Salg,18.350,4,Lejlighed,97,1972,-1 %,Aktuel værdi
Tornegårdsvej 302620 Albertslund,lund,2.750.000,19-09-2016,Alm. Salg,21.317,4,Rækkehus,129,2014,-2 %,Aktuel værdi
Randager 832620 Albertslund,lund,2.550.000,18-09-2016,Alm. Salg,19.767,4,Villa,129,1966,-5 %,Aktuel værdi
Fasanhusene 112620 Albertslund,lund,1.219.500,16-09-2016,Alm. Salg,11.504,5,Rækkehus,106,1968,,Aktuel værdi
Mölndalsparken 262620 Albertslund,lund,1.050.000,15-09-2016,Alm. Salg,17.213,2,Lejlighed,61,1986,-19 %,Aktuel værdi
"Topperne 4, ST. 22620 Albertslund",lund,375.000,09-09-2016,Fam. Salg,11.363,1,Lejlighed,33,1971,,Aktuel værdi
Egebo 16A2620 Albertslund,lund,2.595.000,09-09-2016,Alm. Salg,20.760,5,Lejlighed,125,2008,0 %,Aktuel værdi
Askebo 162620 Albertslund,lund,2.650.000,08-09-2016,Alm. Salg,25.238,4,Rækkehus,105,2013,-1 %,Aktuel værdi
Snebærhaven 802620 Albertslund,lund,2.750.000,05-09-2016,Alm. Salg,20.370,5,Villa,135,1970,-2 %,Aktuel værdi
Falkehusene 372620 Albertslund,lund,2.200.000,04-09-2016,Alm. Salg,20.370,4,Rækkehus,108,1968,-2 %,Aktuel værdi
Askebo 402620 Albertslund,lund,2.600.000,04-09-2016,Alm. Salg,24.761,3,Rækkehus,105,2012,-3 %,Aktuel værdi
Robinievej 332620 Albertslund,lund,3.050.000,03-09-2016,Alm. Salg,22.592,5,Rækkehus,135,2007,-5 %,Aktuel værdi
Fiskerhusene 982620 Albertslund,lund,2.295.000,02-09-2016,Alm. Salg,21.650,5,Rækkehus,106,1968,-4 %,Aktuel værdi
Tornegårdsvej 672620 Albertslund,lund,2.650.000,26-08-2016,Alm. Salg,21.900,4,Rækkehus,121,2007,-2 %,Aktuel værdi
Kastanie Alle 202620 Albertslund,lund,2.634.000,26-08-2016,Alm. Salg,15.313,5,Villa,172,1930,-2 %,Aktuel værdi
Tranehusene 562620 Albertslund,lund,2.475.000,26-08-2016,Alm. Salg,22.916,5,Rækkehus,108,1972,-1 %,Aktuel værdi
"Topperne 22, 3. 332620 Albertslund",lund,1.660.000,24-08-2016,Alm. Salg,17.113,4,Lejlighed,97,1972,-5 %,Aktuel værdi
Herstedøstervej 552620 Albertslund,lund,2.600.000,24-08-2016,Alm. Salg,23.423,4,Villa,111,1962,4 %,Aktuel værdi
"Topperne 2, 1. 112620 Albertslund",lund,1.750.000,23-08-2016,Alm. Salg,16.666,4,Lejlighed,105,1971,-1 %,Aktuel værdi
"Topperne 22, ST. 12620 Albertslund",lund,1.895.000,22-08-2016,Alm. Salg,18.578,4,Lejlighed,102,1972,0 %,Aktuel værdi
Mölndalsparken 972620 Albertslund,lund,1.200.000,22-08-2016,Alm. Salg,17.910,3,Lejlighed,67,1986,-17 %,Aktuel værdi
Skærager 472620 Albertslund,lund,2.295.000,21-08-2016,Alm. Salg,19.615,5,Villa,117,1967,0 %,Aktuel værdi
Fasanhusene 42620 Albertslund,lund,2.395.000,20-08-2016,Alm. Salg,22.594,4,Rækkehus,106,1968,0 %,Aktuel værdi
Rønne Alle 82620 Albertslund,lund,3.000.000,19-08-2016,Alm. Salg,21.126,4,Villa,142,1935,-14 %,Aktuel værdi
Enebærhaven 232620 Albertslund,lund,3.095.000,18-08-2016,Alm. Salg,22.925,5,Villa,135,1971,0 %,Aktuel værdi
Porsager 32620 Albertslund,lund,2.350.000,18-08-2016,Alm. Salg,17.028,6,Villa,138,1967,-8 %,Aktuel værdi
"Topperne 28, 1. 122620 Albertslund",lund,870.000,17-08-2016,Alm. Salg,17.755,2,Lejlighed,49,1972,-3 %,Aktuel værdi
Roskildevej 1512620 Albertslund,lund,2.675.000,16-08-2016,Alm. Salg,12.327,7,Villa,217,1900,-4 %,Aktuel værdi
Robinievej 1292620 Albertslund,lund,2.895.000,10-08-2016,Alm. Salg,22.099,5,Rækkehus,131,2008,,Aktuel værdi
"Kanaltorvet 8, 2. 262620 Albertslund",lund,1.350.000,09-08-2016,Alm. Salg,13.235,3,Lejlighed,102,1970,-25 %,Aktuel værdi
Randager 582620 Albertslund,lund,2.050.000,04-08-2016,Alm. Salg,16.666,4,Villa,123,1965,-2 %,Aktuel værdi
Rudeland 182620 Albertslund,lund,2.498.000,04-08-2016,Alm. Salg,27.755,4,Villa,90,1961,0 %,Aktuel værdi
Humlehusene 162620 Albertslund,lund,2.100.000,04-08-2016,Alm. Salg,13.461,4,Rækkehus,156,1971,-7 %,Aktuel værdi
Præstehusene 132620 Albertslund,lund,2.400.000,01-08-2016,Alm. Salg,15.384,5,Rækkehus,156,1970,-4 %,Aktuel værdi
"Topperne 4, 3. 342620 Albertslund",lund,775.000,24-07-2016,Alm. Salg,15.816,2,Lejlighed,49,1971,0 %,Aktuel værdi
Egebo 22620 Albertslund,lund,2.295.000,22-07-2016,Alm. Salg,23.181,4,Lejlighed,99,2008,0 %,Aktuel værdi
Rytterhusene 352620 Albertslund,lund,2.495.000,20-07-2016,Alm. Salg,23.537,4,Rækkehus,106,1968,0 %,Aktuel værdi
Hyldagervænge 52620 Albertslund,lund,2.895.000,20-07-2016,Alm. Salg,20.678,3,Rækkehus,140,1997,0 %,Aktuel værdi
Jægerhusene 102620 Albertslund,lund,2.415.000,18-07-2016,Alm. Salg,22.361,5,Rækkehus,108,1968,-1 %,Aktuel værdi
Rypehusene 62620 Albertslund,lund,2.255.000,18-07-2016,Alm. Salg,20.879,4,Rækkehus,108,1972,-2 %,Aktuel værdi
Horsholmstræde 12620 Albertslund,lund,2.750.000,17-07-2016,Alm. Salg,21.484,5,Villa,128,1986,-2 %,Aktuel værdi
"Topperne 3, 3. 342620 Albertslund",lund,850.000,13-07-2016,Alm. Salg,17.346,2,Lejlighed,49,1972,-3 %,Aktuel værdi
Borgager 122620 Albertslund,lund,1.975.000,11-07-2016,Alm. Salg,18.457,4,Villa,107,1966,-6 %,Aktuel værdi
Egebo 25A2620 Albertslund,lund,2.600.000,11-07-2016,Alm. Salg,20.312,5,Lejlighed,128,2008,-4 %,Aktuel værdi
Tranehusene 62620 Albertslund,lund,1.100.000,10-07-2016,Andet,10.185,4,Rækkehus,108,1972,,Aktuel værdi
"Topperne 18, 2. 212620 Albertslund",lund,1.870.000,08-07-2016,Alm. Salg,17.809,4,Lejlighed,105,1972,-1 %,Aktuel værdi
Fiskerhusene 1162620 Albertslund,lund,2.295.000,07-07-2016,Alm. Salg,21.250,4,Rækkehus,108,1972,0 %,Aktuel værdi
Tornegårdsvej 452620 Albertslund,lund,2.750.000,07-07-2016,Alm. Salg,23.109,4,Rækkehus,119,2014,0 %,Aktuel værdi
Kastanievej 242620 Albertslund,lund,4.800.000,07-07-2016,Alm. Salg,20.600,6,Villa,233,2016,-2 %,Aktuel værdi
Blomsterkrogen 72620 Albertslund,lund,2.425.000,03-07-2016,Alm. Salg,17.572,5,Villa,138,1974,-3 %,Aktuel værdi
"Topperne 13, 3. 322620 Albertslund",lund,920.000,30-06-2016,Alm. Salg,18.775,2,Lejlighed,49,1972,-3 %,Aktuel værdi
Randager 122620 Albertslund,lund,2.545.000,28-06-2016,Alm. Salg,18.309,4,Villa,139,1967,-6 %,Aktuel værdi
Vridsløsestræde 172620 Albertslund,lund,2.775.000,27-06-2016,Alm. Salg,18.500,4,Villa,150,1969,-4 %,Aktuel værdi
"Topperne 8, 1. 132620 Albertslund",lund,2.045.000,26-06-2016,Alm. Salg,20.450,4,Lejlighed,100,1971,-3 %,Aktuel værdi
Skærager 202620 Albertslund,lund,2.300.000,24-06-2016,Alm. Salg,16.788,5,Villa,137,1966,-10 %,Aktuel værdi
Tranehusene 462620 Albertslund,lund,1.000.000,23-06-2016,Alm. Salg,9.259,4,Rækkehus,108,1972,,Aktuel værdi
Mölndalsparken 122620 Albertslund,lund,1.395.000,22-06-2016,Alm. Salg,20.217,3,Lejlighed,69,1986,0 %,Aktuel værdi
Alberts Vænge 152620 Albertslund,lund,2.498.000,21-06-2016,Alm. Salg,19.825,4,Villa,126,1939,0 %,Aktuel værdi
Robinievej 912620 Albertslund,lund,2.850.000,20-06-2016,Alm. Salg,20.955,5,Rækkehus,136,2008,,Aktuel værdi
Randager 962620 Albertslund,lund,2.550.000,19-06-2016,Alm. Salg,19.615,4,Villa,130,1969,-2 %,Aktuel værdi
Skærager 452620 Albertslund,lund,2.595.000,15-06-2016,Alm. Salg,19.961,5,Villa,130,1967,0 %,Aktuel værdi
Rytterhusene 322620 Albertslund,lund,2.200.000,10-06-2016,Alm. Salg,20.754,5,Rækkehus,106,1968,-4 %,Aktuel værdi
Tranehusene 352620 Albertslund,lund,2.349.000,10-06-2016,Alm. Salg,20.973,4,Rækkehus,112,1972,,Aktuel værdi
Fængselsvej 172620 Albertslund,lund,1.895.000,10-06-2016,Alm. Salg,20.376,4,Rækkehus,93,1900,0 %,Aktuel værdi
Flintager 22620 Albertslund,lund,1.407.716,09-06-2016,Fam. Salg,10.127,5,Villa,139,1965,,Aktuel værdi
Skyttehusene 422620 Albertslund,lund,2.451.000,09-06-2016,Alm. Salg,23.122,5,Rækkehus,106,1968,-2 %,Aktuel værdi
Fasanhusene 412620 Albertslund,lund,2.345.000,08-06-2016,Alm. Salg,22.122,5,Rækkehus,106,1968,0 %,Aktuel værdi
