address,zip_code,price,sell_date,sell_type,price_per_sq_m,no_rooms,housing_type,size_in_sq_m,year_of_construction,price_change_in_pct
Spangsbjerggade 256700 Esbjerg,jerg,3.450.000,23-05-2017,Alm. Salg,22.258,6,Villa,155,1925,-1 %,Aktuel værdi
"Strandby Plads 5, 1. TH6700 Esbjerg",jerg,1.398.000,16-05-2017,Alm. Salg,13.188,4,Lejlighed,106,1940,0 %,Aktuel værdi
Carit Etlars Alle 9A6700 Esbjerg,jerg,1.150.000,08-05-2017,Alm. Salg,14.197,2,Villa,81,1957,-4 %,Aktuel værdi
Sønderbakken 16700 Esbjerg,jerg,1.150.000,05-05-2017,Alm. Salg,10.000,4,Villa,115,1965,-4 %,Aktuel værdi
"Skjoldsgade 101, 1. 46700 Esbjerg",jerg,1.425.000,03-05-2017,Alm. Salg,16.379,3,Lejlighed,87,2007,-3 %,Aktuel værdi
"Rørkjærsgade 14, ST. 276700 Esbjerg",jerg,650.000,03-05-2017,Alm. Salg,12.264,1,Lejlighed,53,1974,,Aktuel værdi
"Finlandsgade 38, 2. TH6700 Esbjerg",jerg,725.000,28-04-2017,Alm. Salg,13.942,2,Lejlighed,52,1910,-3 %,Aktuel værdi
"Strandbygade 51, 16700 Esbjerg",jerg,1.500.000,27-04-2017,Alm. Salg,8.720,4,Lejlighed,172,1899,-6 %,Aktuel værdi
"Skjoldsgade 101, ST. 26700 Esbjerg",jerg,1.200.000,26-04-2017,Alm. Salg,16.438,3,Lejlighed,73,2007,,Aktuel værdi
"Willemoesgade 46, 3. TH6700 Esbjerg",jerg,985.000,26-04-2017,Alm. Salg,13.493,3,Lejlighed,73,1935,,Aktuel værdi
"Willemoesgade 68, 1. TV6700 Esbjerg",jerg,998.000,25-04-2017,Alm. Salg,15.841,2,Lejlighed,63,1938,0 %,Aktuel værdi
"Storegade 67C, ST. TH6700 Esbjerg",jerg,910.000,25-04-2017,Alm. Salg,11.518,3,Lejlighed,79,1962,,Aktuel værdi
Finsensgade 176700 Esbjerg,jerg,2.175.000,24-04-2017,Alm. Salg,16.860,5,Rækkehus,129,1910,-1 %,Aktuel værdi
Rolfsgade 117E6700 Esbjerg,jerg,650.000,19-04-2017,Fam. Salg,10.833,2,Lejlighed,60,1979,,Aktuel værdi
"Englandsgade 15, 3. TV6700 Esbjerg",jerg,2.125.000,10-04-2017,Alm. Salg,20.432,2,Lejlighed,104,1910,-3 %,Aktuel værdi
Grønvangsvej 906700 Esbjerg,jerg,1.300.000,07-04-2017,Alm. Salg,11.403,3,Villa,114,1956,0 %,Aktuel værdi
"Gl Færgevej 1, 3. 156700 Esbjerg",jerg,3.998.000,06-04-2017,Alm. Salg,24.084,4,Lejlighed,166,2007,0 %,Aktuel værdi
"Rørkjærsgade 14, 2. 2306700 Esbjerg",jerg,1.298.000,06-04-2017,Alm. Salg,16.430,2,Lejlighed,79,1974,,Aktuel værdi
