address,zip_code,price,sell_date,sell_type,price_per_sq_m,no_rooms,housing_type,size_in_sq_m,year_of_construction,price_change_in_pct
Fyrrestien 59690 Fjerritslev,slev,843.500,19-05-2017,Fam. Salg,4.486,6,Villa,188,1902,,Aktuel værdi
Egernvej 39690 Fjerritslev,slev,800.000,18-05-2017,Alm. Salg,6.201,4,Villa,129,1981,,Aktuel værdi
Lynghøjsletten 119690 Fjerritslev,slev,300.000,05-05-2017,Fam. Salg,3.092,5,Sommerhus,97,1987,,Aktuel værdi
Sigurdsholmsvej 2109690 Fjerritslev,slev,697.153,21-04-2017,Alm. Salg,4.277,6,Villa,163,1939,,Aktuel værdi
Thorup Strandvej 1099690 Fjerritslev,slev,800.000,17-04-2017,Fam. Salg,11.428,3,Sommerhus,70,1899,,Aktuel værdi
Stenhusvej 119690 Fjerritslev,slev,525.000,12-04-2017,Alm. Salg,9.545,4,Sommerhus,55,1978,-12 %,Aktuel værdi
Thistedvej 4409690 Fjerritslev,slev,200.000,05-04-2017,Alm. Salg,1.449,5,Villa,138,1952,,Aktuel værdi
Terpvej 669690 Fjerritslev,slev,17.158.600,03-04-2017,Fam. Salg,103.991,5,Stuehus,165,1927,,
Fiskervej 1A9690 Fjerritslev,slev,1.600.000,30-03-2017,Alm. Salg,15.094,4,Villa,106,2013,,Aktuel værdi
Svinkløvvej 2139690 Fjerritslev,slev,1.885.000,29-03-2017,Alm. Salg,12.240,4,Stuehus,154,1828,-6 %,
Østersvej 69690 Fjerritslev,slev,575.000,28-03-2017,Alm. Salg,9.126,4,Sommerhus,63,1968,,Aktuel værdi
Ahornvej 639690 Fjerritslev,slev,525.000,24-03-2017,Alm. Salg,7.954,5,Sommerhus,66,1981,-4 %,Aktuel værdi
Tulipanvej 39690 Fjerritslev,slev,200.000,23-03-2017,Alm. Salg,1.923,5,Sommerhus,104,1988,,Aktuel værdi
Østersvej 59690 Fjerritslev,slev,1.000.000,23-03-2017,Fam. Salg,16.393,4,Sommerhus,61,1979,,Aktuel værdi
Hasselvej 539690 Fjerritslev,slev,620.000,08-03-2017,Alm. Salg,9.687,4,Sommerhus,64,1979,-11 %,Aktuel værdi
