address,zip_code,price,sell_date,sell_type,price_per_sq_m,no_rooms,housing_type,size_in_sq_m,year_of_construction,price_change_in_pct
Elmevej 84390 Vipperød,erød,1.400.000,17-05-2017,Alm. Salg,12.280,4,Villa,114,1973,,Aktuel værdi
Maglestenen 184390 Vipperød,erød,2.075.000,11-04-2017,Alm. Salg,15.036,6,Villa,138,1980,-5 %,Aktuel værdi
Kildevangsparken 584390 Vipperød,erød,1.695.000,24-03-2017,Alm. Salg,13.346,4,Rækkehus,127,1979,0 %,Aktuel værdi
"Stationsvej 10, 2. MF4390 Vipperød",erød,480.000,11-03-2017,Alm. Salg,14.117,1,Lejlighed,34,1967,-13 %,Aktuel værdi
Skovlyvej 104390 Vipperød,erød,1.495.000,24-02-2017,Alm. Salg,12.355,5,Villa,121,1976,,Aktuel værdi
Jægervænget 54390 Vipperød,erød,2.100.000,26-01-2017,Andet,12.574,5,Villa,167,1971,,Aktuel værdi
Juelsvej 164390 Vipperød,erød,930.000,18-01-2017,Fam. Salg,6.549,4,Villa,142,1966,-22 %,Aktuel værdi
Arnakkegårds Alle 11P4390 Vipperød,erød,650.000,11-01-2017,Alm. Salg,9.558,2,Rækkehus,68,1968,0 %,Aktuel værdi
Højdedraget 44390 Vipperød,erød,950.000,03-01-2017,Alm. Salg,7.142,5,Villa,133,1975,,Aktuel værdi
Kildevangsparken 524390 Vipperød,erød,1.600.000,30-11-2016,Alm. Salg,12.598,4,Rækkehus,127,1979,0 %,Aktuel værdi
Kildevangsparken 1044390 Vipperød,erød,1.675.000,15-11-2016,Alm. Salg,12.984,4,Rækkehus,129,1979,-1 %,Aktuel værdi
Nyvangsvej 114390 Vipperød,erød,1.995.000,09-11-2016,Alm. Salg,7.980,8,Villa,250,1876,0 %,Aktuel værdi
Sandbakkevej 84390 Vipperød,erød,2.000.000,09-11-2016,Alm. Salg,9.756,6,Villa,205,1959,-13 %,Aktuel værdi
Maglestenen 144390 Vipperød,erød,859.003,07-11-2016,Fam. Salg,5.237,6,Villa,164,1974,,Aktuel værdi
Nybyvej 284390 Vipperød,erød,1.000.000,24-10-2016,Fam. Salg,6.849,5,Stuehus,146,1884,,
Roskildevej 2934390 Vipperød,erød,450.000,24-10-2016,Fam. Salg,4.455,5,Villa,101,1950,,Aktuel værdi
Hellestrupvej 344390 Vipperød,erød,3.875.000,20-09-2016,Alm. Salg,14.298,8,Villa,271,1948,-3 %,Aktuel værdi
Bøgevej 124390 Vipperød,erød,1.495.000,19-09-2016,Alm. Salg,12.777,4,Villa,117,1978,0 %,Aktuel værdi
Æblehaven 714390 Vipperød,erød,2.295.000,10-09-2016,Alm. Salg,17.255,6,Villa,133,2003,0 %,Aktuel værdi
Elmevej 114390 Vipperød,erød,1.350.000,29-08-2016,Alm. Salg,11.842,5,Villa,114,1969,-4 %,Aktuel værdi
Tempelvej 144390 Vipperød,erød,70.000,24-08-2016,Alm. Salg,255,8,Stuehus,274,1900,,
Arnakkegårds Alle 124390 Vipperød,erød,2.738.750,16-08-2016,Alm. Salg,13.625,7,Villa,201,1973,,Aktuel værdi
Arnakkegårds Alle 204390 Vipperød,erød,2.900.000,16-08-2016,Alm. Salg,17.058,7,Villa,170,1975,-6 %,Aktuel værdi
Møllervænget 354390 Vipperød,erød,1.675.000,10-08-2016,Alm. Salg,12.316,5,Villa,136,1979,-4 %,Aktuel værdi
Bøgevej 144390 Vipperød,erød,1.410.000,01-08-2016,Alm. Salg,11.750,5,Villa,120,1970,-4 %,Aktuel værdi
Kildevangsparken 1264390 Vipperød,erød,1.765.000,26-07-2016,Alm. Salg,13.897,4,Rækkehus,127,1979,,Aktuel værdi
Roskildevej 2764390 Vipperød,erød,833.354,30-06-2016,Fam. Salg,5.630,6,Villa,148,1925,,Aktuel værdi
Fiskervænget 254390 Vipperød,erød,1.920.000,27-06-2016,Alm. Salg,13.061,5,Villa,147,1977,-4 %,Aktuel værdi
Æblehaven 204390 Vipperød,erød,1.375.000,27-06-2016,Alm. Salg,11.853,4,Villa,116,1980,0 %,Aktuel værdi
Ebberup Mose 44390 Vipperød,erød,825.000,06-06-2016,Alm. Salg,16.836,3,Sommerhus,49,1966,,Aktuel værdi
Blommehaven 334390 Vipperød,erød,1.700.000,04-06-2016,Alm. Salg,10.691,5,Villa,159,1979,-3 %,Aktuel værdi
Blommehaven 814390 Vipperød,erød,1.995.000,03-06-2016,Alm. Salg,12.954,5,Villa,154,1979,,Aktuel værdi
Bakkehøj 94390 Vipperød,erød,1.575.000,30-05-2016,Alm. Salg,11.842,5,Villa,133,1972,-4 %,Aktuel værdi
Blommehaven 44390 Vipperød,erød,2.000.000,26-05-2016,Alm. Salg,14.492,4,Villa,138,1981,,Aktuel værdi
Bøgevej 174390 Vipperød,erød,1.745.000,25-05-2016,Alm. Salg,11.258,7,Villa,155,1974,-3 %,Aktuel værdi
Ryttervænget 74390 Vipperød,erød,1.695.000,22-05-2016,Alm. Salg,13.038,4,Villa,130,1977,0 %,Aktuel værdi
Bøgevej 154390 Vipperød,erød,1.425.000,18-05-2016,Alm. Salg,12.076,4,Villa,118,1969,0 %,Aktuel værdi
Ågerupvej 42A4390 Vipperød,erød,2.550.000,11-05-2016,Alm. Salg,12.561,5,Villa,203,1970,-15 %,Aktuel værdi
Langholm 154390 Vipperød,erød,2.125.000,10-05-2016,Alm. Salg,9.837,6,Villa,216,1973,,Aktuel værdi
Blommehaven 894390 Vipperød,erød,838.030,29-04-2016,Fam. Salg,4.457,6,Villa,188,1985,,Aktuel værdi
