address,zip_code,price,sell_date,sell_type,price_per_sq_m,no_rooms,housing_type,size_in_sq_m,year_of_construction,price_change_in_pct
"Niels Juels Gade 29, 3. TH8200 Aarhus N",us N,1.975.000,18-05-2017,Fam. Salg,29.044,2,Lejlighed,68,2011,,Aktuel værdi
"Olfert Fischers Gade 5, 2. 38200 Aarhus N",us N,1.020.000,09-05-2017,Fam. Salg,17.288,3,Lejlighed,59,1943,,Aktuel værdi
Kirkely 68200 Aarhus N,us N,221.025,05-05-2017,Alm. Salg,800,6,Villa,276,1997,-95 %,Aktuel værdi
"Stavangergade 8, 2. TH8200 Aarhus N",us N,1.610.000,04-05-2017,Alm. Salg,30.961,2,Lejlighed,52,1911,-2 %,Aktuel værdi
"Gyldenløvesgade 8, 3. TV8200 Aarhus N",us N,2.340.000,04-05-2017,Alm. Salg,41.785,2,Lejlighed,56,1930,-1 %,Aktuel værdi
"Otte Ruds Gade 59, ST8200 Aarhus N",us N,1.867.000,04-05-2017,Fam. Salg,29.634,2,Lejlighed,63,1933,,Aktuel værdi
"Olof Palmes Allé 31A, 1. 28200 Aarhus N",us N,1.402.500,01-05-2017,Fam. Salg,20.625,3,Lejlighed,68,2009,,Aktuel værdi
"Oslogade 16, 2. TH8200 Aarhus N",us N,1.050.701,28-04-2017,Fam. Salg,16.946,2,Lejlighed,62,1952,,Aktuel værdi
"Trøjborgvej 24, 3. TH8200 Aarhus N",us N,1.825.000,28-04-2017,Alm. Salg,38.020,2,Lejlighed,48,1900,-1 %,Aktuel værdi
"Peder Skrams Gade 21, ST8200 Aarhus N",us N,2.500.000,26-04-2017,Alm. Salg,28.735,3,Lejlighed,87,1910,0 %,Aktuel værdi
Skelagervej 2688200 Aarhus N,us N,935.000,21-04-2017,Fam. Salg,7.923,4,Rækkehus,118,1986,,Aktuel værdi
"Trøjborgvej 8T, 3. TH8200 Aarhus N",us N,4.295.000,19-04-2017,Alm. Salg,40.140,4,Lejlighed,107,2011,,Aktuel værdi
Dronning Margrethes Vej 59B8200 Aarhus N,us N,4.675.000,18-04-2017,Alm. Salg,34.375,6,Rækkehus,136,1927,,Aktuel værdi
Østerøgade 108200 Aarhus N,us N,2.600.000,12-04-2017,Alm. Salg,28.260,4,Rækkehus,92,1957,-4 %,Aktuel værdi
"Olof Palmes Allé 31B, 4. 38200 Aarhus N",us N,1.875.000,10-04-2017,Fam. Salg,27.173,3,Lejlighed,69,2010,,Aktuel værdi
"Skovvangsvej 26A, 2. 28200 Aarhus N",us N,2.025.000,10-04-2017,Alm. Salg,27.000,2,Lejlighed,75,1960,-3 %,Aktuel værdi
Skelagervej 4228200 Aarhus N,us N,1.750.000,06-04-2017,Fam. Salg,18.229,4,Rækkehus,96,1986,,Aktuel værdi
"Willemoesgade 68, 1. TV8200 Aarhus N",us N,2.085.000,03-04-2017,Alm. Salg,32.076,2,Lejlighed,65,1938,0 %,Aktuel værdi
"Marius Simonsens Vej 1, 3. TV8200 Aarhus N",us N,1.790.000,31-03-2017,Alm. Salg,27.968,3,Lejlighed,64,1952,-6 %,Aktuel værdi
"Ivar Huitfeldts Gade 60, 18200 Aarhus N",us N,2.300.000,31-03-2017,Alm. Salg,25.555,3,Lejlighed,90,1928,-6 %,Aktuel værdi
"Tordenskjoldsgade 59, 2. TH8200 Aarhus N",us N,1.150.000,30-03-2017,Fam. Salg,17.692,2,Lejlighed,65,1932,,Aktuel værdi
"Langelandsgade 212, 2. TV8200 Aarhus N",us N,1.380.000,30-03-2017,Fam. Salg,22.258,2,Lejlighed,62,1935,,Aktuel værdi
Arendalsvej 228200 Aarhus N,us N,3.430.000,29-03-2017,Alm. Salg,36.881,4,Villa,93,1926,4 %,Aktuel værdi
"Trøjborgvej 52, 1. TH8200 Aarhus N",us N,2.960.000,28-03-2017,Alm. Salg,31.827,3,Lejlighed,93,1914,-4 %,Aktuel værdi
"Jordbrovej 25, 2. 18200 Aarhus N",us N,1.548.000,28-03-2017,Alm. Salg,30.352,2,Lejlighed,51,1963,0 %,Aktuel værdi
