address,zip_code,price,sell_date,sell_type,price_per_sq_m,no_rooms,housing_type,size_in_sq_m,year_of_construction,price_change_in_pct
Nørregade 226000 Kolding,ding,1.100.000,17-05-2017,Fam. Salg,18.965,3,Rækkehus,58,1862,,Aktuel værdi
Julivænget 306000 Kolding,ding,1.100.000,16-05-2017,Fam. Salg,6.707,6,Villa,164,1984,,Aktuel værdi
Søgade 66000 Kolding,ding,1.500.000,15-05-2017,Fam. Salg,7.575,7,Villa,198,1900,,Aktuel værdi
Seestvej 306000 Kolding,ding,1.278.214,14-05-2017,Alm. Salg,5.509,10,Villa,232,1985,,Aktuel værdi
"Jernbanegade 6, 2. TH6000 Kolding",ding,675.000,09-05-2017,Andet,12.272,2,Lejlighed,55,1880,,Aktuel værdi
"Hollændervej 12, ST6000 Kolding",ding,400.000,09-05-2017,Andet,10.810,2,Lejlighed,37,1913,,Aktuel værdi
Læssøegade 266000 Kolding,ding,3.611.000,09-05-2017,Andet,22.710,7,Villa,159,1912,,Aktuel værdi
"Fredericiagade 24, 3. TH6000 Kolding",ding,1.537.951,09-05-2017,Fam. Salg,14.787,4,Lejlighed,104,2006,,Aktuel værdi
Nakskovvej 326000 Kolding,ding,1.049.000,08-05-2017,Fam. Salg,5.763,4,Villa,182,1973,,Aktuel værdi
Januarvænget 826000 Kolding,ding,1.211.000,06-05-2017,Alm. Salg,11.757,4,Rækkehus,103,1977,,Aktuel værdi
Thyrasvej 176000 Kolding,ding,740.000,05-05-2017,Alm. Salg,3.794,6,Villa,195,1964,,Aktuel værdi
"Dyrehavegårdsvej 7M, 1. TH6000 Kolding",ding,1.249.000,05-05-2017,Alm. Salg,14.694,3,Lejlighed,85,1984,-2 %,Aktuel værdi
Sønderlunden 496000 Kolding,ding,2.100.000,03-05-2017,Fam. Salg,17.500,4,Villa,120,2008,,Aktuel værdi
Gl. Kongevej 19A6000 Kolding,ding,1.950.000,29-04-2017,Fam. Salg,14.552,7,Villa,134,1958,,Aktuel værdi
Vestervænget 76000 Kolding,ding,1.575.000,27-04-2017,Alm. Salg,12.022,4,Villa,131,1968,,Aktuel værdi
Fjeldparken 446000 Kolding,ding,3.200.000,27-04-2017,Alm. Salg,17.877,6,Villa,179,1979,-3 %,Aktuel værdi
Olgas Alle 86000 Kolding,ding,750.000,27-04-2017,Alm. Salg,6.756,3,Villa,111,1963,,Aktuel værdi
Januarvænget 446000 Kolding,ding,1.200.000,26-04-2017,Alm. Salg,11.650,4,Rækkehus,103,1978,,Aktuel værdi
Januarvænget 606000 Kolding,ding,1.450.000,25-04-2017,Alm. Salg,14.077,4,Rækkehus,103,1978,-3 %,Aktuel værdi
Dyrehavegårdsvej 7A6000 Kolding,ding,1.055.000,24-04-2017,Alm. Salg,16.484,2,Lejlighed,64,1984,,Aktuel værdi
Skolebakken 5B6000 Kolding,ding,4.500.000,21-04-2017,Alm. Salg,18.750,6,Villa,240,1971,-10 %,Aktuel værdi
"Agtrupvej 25A, 16000 Kolding",ding,705.000,21-04-2017,Fam. Salg,11.370,2,Lejlighed,62,1879,,Aktuel værdi
Stranden 586000 Kolding,ding,2.350.000,20-04-2017,Alm. Salg,10.730,9,Villa,219,1970,,Aktuel værdi
Ndr. Ringvej 656000 Kolding,ding,1.575.000,20-04-2017,Alm. Salg,8.467,7,Villa,186,1954,,Aktuel værdi
Skolebakken 46000 Kolding,ding,3.700.000,18-04-2017,Alm. Salg,25.342,5,Villa,146,1930,,Aktuel værdi
