address,zip_code,price,sell_date,sell_type,price_per_sq_m,no_rooms,housing_type,size_in_sq_m,year_of_construction,price_change_in_pct
Kvarmløsevej 33B4340 Tølløse,løse,1.845.000,18-05-2017,Alm. Salg,9.000,8,Villa,205,1938,,Aktuel værdi
Bakkedraget 154340 Tølløse,løse,2.100.000,08-04-2017,Alm. Salg,12.650,4,Villa,166,1986,-8 %,Aktuel værdi
Højvangsvej 104340 Tølløse,løse,925.000,30-03-2017,Alm. Salg,6.208,8,Industri o.l.,149,1976,-27 %,Aktuel værdi
Hovedgaden 164340 Tølløse,løse,1.597.500,28-03-2017,Alm. Salg,10.650,5,Villa,150,1917,,Aktuel værdi
"Tølløsevej 49, 14340 Tølløse",løse,1.207.890,28-03-2017,Alm. Salg,20.131,3,Lejlighed,60,1927,,Aktuel værdi
Rødkælkevej 84340 Tølløse,løse,1.074.747,15-03-2017,Andet,4.734,7,Villa,227,1976,-53 %,Aktuel værdi
Holbækvej 964340 Tølløse,løse,1.125.000,14-03-2017,Alm. Salg,5.769,4,Stuehus,195,1899,,
Sejergårdsvej 264340 Tølløse,løse,2.050.000,13-03-2017,Alm. Salg,11.325,5,Villa,181,1990,-16 %,Aktuel værdi
Østergade 194340 Tølløse,løse,1.050.000,10-03-2017,Alm. Salg,7.894,4,Villa,133,1962,-19 %,Aktuel værdi
Vesterled 34340 Tølløse,løse,800.000,09-03-2017,Alm. Salg,7.920,4,Villa,101,1964,-18 %,Aktuel værdi
Syvendeskovvej 344340 Tølløse,løse,2.500.000,06-03-2017,Alm. Salg,10.964,8,Stuehus,228,1880,,
Stengårdsvej 234340 Tølløse,løse,2.650.000,01-03-2017,Alm. Salg,18.402,4,Engroshandel,144,1987,-12 %,Aktuel værdi
Østrupvej 34340 Tølløse,løse,317.500,27-02-2017,Alm. Salg,3.691,3,Villa,86,1951,,Aktuel værdi
Snerlevej 124340 Tølløse,løse,504.517,21-02-2017,Fam. Salg,3.709,5,Villa,136,1975,,Aktuel værdi
Nygade 254340 Tølløse,løse,172.033,20-02-2017,Alm. Salg,1.445,4,Villa,119,1980,,Aktuel værdi
Hjertebjærgvej 64340 Tølløse,løse,1.150.000,17-02-2017,Alm. Salg,8.098,5,Villa,142,1900,-11 %,Aktuel værdi
Bellisvej 84340 Tølløse,løse,1.970.000,15-02-2017,Alm. Salg,13.221,5,Villa,149,1973,0 %,Aktuel værdi
Bakkedraget 184340 Tølløse,løse,1.900.000,14-02-2017,Alm. Salg,9.844,5,Villa,193,1999,-5 %,Aktuel værdi
