address,zip_code,price,sell_date,sell_type,price_per_sq_m,no_rooms,housing_type,size_in_sq_m,year_of_construction,price_change_in_pct
Strandvejen 3969340 Asaa,Asaa,1.370.000,04-05-2017,Andet,11.610,5,Villa,118,1948,,Aktuel værdi
Kirkevænget 19340 Asaa,Asaa,425.000,18-04-2017,Alm. Salg,4.207,3,Villa,101,1964,-14 %,Aktuel værdi
Asåvej 279340 Asaa,Asaa,6.280.000,10-04-2017,Alm. Salg,27.911,4,Stuehus,225,1860,271 %,
Gerå Engvej 299340 Asaa,Asaa,1.070.000,09-04-2017,Alm. Salg,7.697,5,Villa,139,2004,-2 %,Aktuel værdi
Sæbyvej 909340 Asaa,Asaa,950.000,04-04-2017,Alm. Salg,7.539,6,Stuehus,126,1917,,
Åleje 259340 Asaa,Asaa,167.450,04-04-2017,Fam. Salg,1.481,4,Villa,113,1980,,Aktuel værdi
Skelgårdsvej 99340 Asaa,Asaa,465.000,20-03-2017,Alm. Salg,8.303,2,Villa,56,1949,-2 %,Aktuel værdi
Dammensvej 39340 Asaa,Asaa,270.000,14-03-2017,Alm. Salg,3.033,4,Stuehus,89,1912,-32 %,
Gerå Engvej 239340 Asaa,Asaa,210.000,08-03-2017,Alm. Salg,2.359,3,Villa,89,1949,,Aktuel værdi
Strandvejen 4049340 Asaa,Asaa,385.000,28-02-2017,Alm. Salg,2.961,4,Villa,130,1980,-3 %,Aktuel værdi
Niels Juels Vej 36A9340 Asaa,Asaa,250.000,10-01-2017,Alm. Salg,3.571,3,Rækkehus,70,1981,,Aktuel værdi
Lodsgade 199340 Asaa,Asaa,850.000,07-01-2017,Alm. Salg,4.970,5,Villa,171,1924,-5 %,Aktuel værdi
Baksmindevej 49340 Asaa,Asaa,995.000,01-01-2017,Alm. Salg,8.291,3,Stuehus,120,1956,,
Møllegårdsvej 29340 Asaa,Asaa,1.225.000,19-12-2016,Alm. Salg,8.006,6,Villa,153,1925,0 %,Aktuel værdi
Vodbindervej 169340 Asaa,Asaa,450.000,13-12-2016,Fam. Salg,3.658,4,Villa,123,1958,,Aktuel værdi
Havnegade 169340 Asaa,Asaa,400.000,13-12-2016,Alm. Salg,2.222,5,Stuehus,180,1880,,
Strandgårdsvej 289340 Asaa,Asaa,340.000,09-12-2016,Alm. Salg,5.483,3,Sommerhus,62,1971,-9 %,Aktuel værdi
Gerå Engvej 39340 Asaa,Asaa,725.000,21-11-2016,Fam. Salg,3.341,4,Villa,217,1930,,Aktuel værdi
Doktorvænget 29340 Asaa,Asaa,450.000,14-11-2016,Auktion,2.513,7,Villa,179,1968,-22 %,Aktuel værdi
Skovengen 59340 Asaa,Asaa,1.990.000,02-11-2016,Alm. Salg,10.994,5,Stuehus,181,1875,,
Sæbyvej 59340 Asaa,Asaa,80.000,24-10-2016,Auktion,526,7,Villa,152,1930,,Aktuel værdi
Niels Juels Vej 29340 Asaa,Asaa,340.000,13-10-2016,Alm. Salg,4.857,3,Rækkehus,70,1982,,Aktuel værdi
Søgade 369340 Asaa,Asaa,171.489,07-10-2016,Alm. Salg,1.714,4,Villa,100,1933,,Aktuel værdi
Asbyvej 159340 Asaa,Asaa,760.000,04-10-2016,Alm. Salg,5.033,6,Villa,151,1971,-15 %,Aktuel værdi
Havnegade 229340 Asaa,Asaa,515.000,04-10-2016,Alm. Salg,4.291,4,Villa,120,1966,-13 %,Aktuel værdi
"Sæbyvej 6, 1. 39340 Asaa",Asaa,95.000,15-09-2016,Alm. Salg,2.159,2,Lejlighed,44,1960,,Aktuel værdi
"Sæbyvej 2, 19340 Asaa",Asaa,62.500,12-09-2016,Auktion,477,3,Lejlighed,131,1906,-79 %,Aktuel værdi
Strandvænget 329340 Asaa,Asaa,2.130.000,01-09-2016,Alm. Salg,10.142,4,Villa,210,2005,-3 %,Aktuel værdi
