address,zip_code,price,sell_date,sell_type,price_per_sq_m,no_rooms,housing_type,size_in_sq_m,year_of_construction,price_change_in_pct
Hjelmevej 846854 Henne,enne,1.710.000,09-05-2017,Alm. Salg,18.387,5,Sommerhus,93,1959,-4 %,Aktuel værdi
Gejlbjergvej 686854 Henne,enne,2.050.000,28-04-2017,Alm. Salg,17.372,4,Sommerhus,118,1984,-5 %,Aktuel værdi
Gyvelvej 2A6854 Henne,enne,1.662.500,25-04-2017,Alm. Salg,15.985,4,Lejlighed,104,2006,-2 %,Aktuel værdi
Følfodvej 86854 Henne,enne,1.730.000,11-04-2017,Alm. Salg,18.804,4,Sommerhus,92,1991,-9 %,Aktuel værdi
"Klitvej 1B, 16854 Henne",enne,3.995.000,06-04-2017,Alm. Salg,16.239,6,Lejlighed,246,2004,,Aktuel værdi
Frederiksberg 296854 Henne,enne,400.000,03-04-2017,Fam. Salg,2.547,6,Villa,157,1975,,Aktuel værdi
Gejlbjergvej 726854 Henne,enne,1.570.000,28-03-2017,Alm. Salg,22.428,4,Sommerhus,70,1986,-2 %,Aktuel værdi
Høgevej 6A6854 Henne,enne,1.250.000,27-03-2017,Fam. Salg,10.869,6,Sommerhus,115,1994,,Aktuel værdi
Høgevej 6B6854 Henne,enne,1.025.000,27-03-2017,Fam. Salg,12.349,4,Sommerhus,83,1977,,Aktuel værdi
Frytlevej 6B6854 Henne,enne,2.900.000,23-03-2017,Alm. Salg,23.387,6,Sommerhus,124,1983,-3 %,Aktuel værdi
Kærvej 26854 Henne,enne,1.875.000,23-03-2017,Alm. Salg,12.668,4,Sommerhus,148,1994,-6 %,Aktuel værdi
Tranebærvej 36854 Henne,enne,1.350.000,17-03-2017,Alm. Salg,16.071,5,Sommerhus,84,1973,0 %,Aktuel værdi
Hedelærkevej 116854 Henne,enne,1.487.500,14-03-2017,Fam. Salg,18.593,4,Sommerhus,80,1979,,Aktuel værdi
Gl. Strandvej 27B6854 Henne,enne,2.300.000,13-03-2017,Alm. Salg,16.911,5,Sommerhus,136,2008,-4 %,Aktuel værdi
Strandgodsvej 76854 Henne,enne,1.485.000,06-03-2017,Alm. Salg,11.511,4,Sommerhus,129,1970,-3 %,Aktuel værdi
Rævestien 156854 Henne,enne,1.995.000,24-02-2017,Alm. Salg,21.000,4,Sommerhus,95,1998,-7 %,Aktuel værdi
Sortebærvej 76854 Henne,enne,1.975.000,20-02-2017,Alm. Salg,16.056,5,Sommerhus,123,1989,-1 %,Aktuel værdi
