address,zip_code,price,sell_date,sell_type,price_per_sq_m,no_rooms,housing_type,size_in_sq_m,year_of_construction,price_change_in_pct
Grindstedvej 209310 Vodskov,skov,1.380.000,20-04-2017,Alm. Salg,8.789,6,Villa,157,1980,-1 %,Aktuel værdi
Vodskovvej 1759310 Vodskov,skov,947.000,11-04-2017,Alm. Salg,8.455,5,Villa,112,1939,-5 %,Aktuel værdi
Elsamvej 19310 Vodskov,skov,765.000,06-04-2017,Alm. Salg,4.473,6,Villa,171,1910,-23 %,Aktuel værdi
Vodskov Byvej 269310 Vodskov,skov,1.400.000,03-04-2017,Alm. Salg,5.600,7,Villa,250,1928,-12 %,Aktuel værdi
Drøvten 39310 Vodskov,skov,1.375.000,30-03-2017,Alm. Salg,12.614,3,Villa,109,1944,-2 %,Aktuel værdi
Hvolgården 79310 Vodskov,skov,455.129,29-03-2017,Alm. Salg,3.274,4,Rækkehus,139,1973,,Aktuel værdi
Nøddevej 429310 Vodskov,skov,628.300,27-03-2017,Fam. Salg,4.724,5,Villa,133,1978,,Aktuel værdi
Irisvej 79310 Vodskov,skov,1.715.000,24-03-2017,Alm. Salg,8.245,8,Villa,208,1973,-2 %,Aktuel værdi
Grønningen 59310 Vodskov,skov,3.425.000,16-03-2017,Alm. Salg,22.833,5,Villa,150,1930,,Aktuel værdi
Blommevej 189310 Vodskov,skov,2.050.000,11-03-2017,Alm. Salg,12.732,6,Villa,161,1970,-7 %,Aktuel værdi
Nordmarken 329310 Vodskov,skov,2.125.000,06-03-2017,Alm. Salg,11.612,6,Villa,183,1997,-7 %,Aktuel værdi
Jens Nørgårds Vej 49310 Vodskov,skov,800.000,02-03-2017,Alm. Salg,6.837,4,Villa,117,1964,-11 %,Aktuel værdi
Vestvej 32C9310 Vodskov,skov,975.000,24-02-2017,Alm. Salg,8.705,4,Villa,112,1972,-7 %,Aktuel værdi
Vestvej 589310 Vodskov,skov,775.000,22-02-2017,Alm. Salg,5.496,5,Villa,141,1900,-11 %,Aktuel værdi
Hvolgården 119310 Vodskov,skov,1.445.000,17-02-2017,Alm. Salg,10.395,4,Rækkehus,139,1973,,Aktuel værdi
Gøgeurtvej 199310 Vodskov,skov,3.425.000,15-02-2017,Alm. Salg,22.096,5,Villa,155,2008,-2 %,Aktuel værdi
Kornelparken 549310 Vodskov,skov,1.050.000,13-02-2017,Alm. Salg,7.894,5,Rækkehus,133,1979,-4 %,Aktuel værdi
"Halsvej 258A, 19310 Vodskov",skov,700.000,12-02-2017,Andet,3.255,7,Villa,215,1966,,Aktuel værdi
