address,zip_code,price,sell_date,sell_type,price_per_sq_m,no_rooms,housing_type,size_in_sq_m,year_of_construction,price_change_in_pct
Vedbæk Strandvej 4152950 Vedbæk,dbæk,4.350.000,04-05-2017,Alm. Salg,13.897,10,Villa,313,1860,,Aktuel værdi
Dronningeengen 192950 Vedbæk,dbæk,4.300.000,28-04-2017,Alm. Salg,27.922,6,Villa,154,1967,-8 %,Aktuel værdi
Baneskellet 242950 Vedbæk,dbæk,2.125.000,25-04-2017,Alm. Salg,17.137,4,Rækkehus,124,2002,-53 %,Aktuel værdi
Ellesvinget 282950 Vedbæk,dbæk,3.350.000,25-04-2017,Alm. Salg,31.904,4,Rækkehus,105,1974,-1 %,Aktuel værdi
Gøngehusvej 1062950 Vedbæk,dbæk,9.300.000,20-04-2017,Alm. Salg,21.184,11,Villa,439,1935,-15 %,Aktuel værdi
Elleparken 142950 Vedbæk,dbæk,4.000.000,18-04-2017,Alm. Salg,22.727,5,Rækkehus,176,1972,-9 %,Aktuel værdi
Borchsvej 122950 Vedbæk,dbæk,5.800.000,13-04-2017,Alm. Salg,38.666,5,Rækkehus,150,2014,-3 %,Aktuel værdi
"Henrikshøj 12, 2. 42950 Vedbæk",dbæk,3.800.000,13-04-2017,Alm. Salg,42.696,3,Lejlighed,89,2016,,Aktuel værdi
Rammetoften 52950 Vedbæk,dbæk,5.100.000,10-04-2017,Fam. Salg,32.484,7,Villa,157,1965,-7 %,Aktuel værdi
Trørødvej 19B2950 Vedbæk,dbæk,5.340.000,08-04-2017,Alm. Salg,40.454,5,Rækkehus,132,1985,,Aktuel værdi
Vedbæk Strandvej 4212950 Vedbæk,dbæk,2.915.000,31-03-2017,Fam. Salg,9.749,6,Villa,299,1895,,Aktuel værdi
Vedbæk Strandvej 4882950 Vedbæk,dbæk,15.125.000,22-03-2017,Andet,36.011,10,Villa,420,2007,,Aktuel værdi
"Trørødvej 53, 12950 Vedbæk",dbæk,3.500.000,20-03-2017,Alm. Salg,46.666,3,Lejlighed,75,1908,-5 %,Aktuel værdi
"Henrikshøj 14, 2. 32950 Vedbæk",dbæk,3.100.000,20-03-2017,Alm. Salg,39.240,2,Lejlighed,79,2016,4 %,Aktuel værdi
Gøngesletten 182950 Vedbæk,dbæk,4.100.000,15-03-2017,Alm. Salg,28.671,3,Villa,143,1974,-2 %,Aktuel værdi
Borchsvej 262950 Vedbæk,dbæk,5.350.000,01-03-2017,Alm. Salg,42.460,5,Rækkehus,126,2014,,Aktuel værdi
Trørødgårdsvej 222950 Vedbæk,dbæk,4.775.000,28-02-2017,Fam. Salg,21.509,6,Villa,222,2016,,Aktuel værdi
Krogholmgårdsvej 76A2950 Vedbæk,dbæk,61.500,27-02-2017,Andet,280,8,Villa,219,1917,,Aktuel værdi
Bueager 442950 Vedbæk,dbæk,3.500.000,21-02-2017,Alm. Salg,26.515,5,Villa,132,1962,-10 %,Aktuel værdi
Skovringen 402950 Vedbæk,dbæk,5.925.000,21-02-2017,Alm. Salg,30.541,5,Villa,194,1999,-3 %,Aktuel værdi
