address,zip_code,price,sell_date,sell_type,price_per_sq_m,no_rooms,housing_type,size_in_sq_m,year_of_construction,price_change_in_pct
Møllevej 135792 Årslev,slev,1.875.000,03-05-2017,Alm. Salg,9.868,6,Villa,190,1852,-6 %,Aktuel værdi
Overvejen 1085792 Årslev,slev,390.000,21-04-2017,Alm. Salg,4.062,3,Villa,96,1953,,Aktuel værdi
Dømmestrupvej 245792 Årslev,slev,575.000,21-04-2017,Alm. Salg,1.134,9,Villa,507,1900,,Aktuel værdi
Smedevænget 205792 Årslev,slev,1.020.000,12-04-2017,Alm. Salg,9.107,3,Villa,112,1949,-7 %,Aktuel værdi
Garbeled 15792 Årslev,slev,457.000,29-03-2017,Alm. Salg,4.480,4,Rækkehus,102,1987,,Aktuel værdi
Stationsvej 1475792 Årslev,slev,1.160.000,29-03-2017,Alm. Salg,6.236,3,Villa,186,1920,-10 %,Aktuel værdi
Albanivej 775792 Årslev,slev,3.800.000,28-03-2017,Alm. Salg,23.456,6,Stuehus,162,1852,,
Hvidkærparken 45792 Årslev,slev,1.150.000,24-03-2017,Alm. Salg,8.273,5,Villa,139,1979,-13 %,Aktuel værdi
Birkevænget 135792 Årslev,slev,1.415.000,19-03-2017,Alm. Salg,8.899,5,Villa,159,1965,-5 %,Aktuel værdi
Dømmestrupvej 20H5792 Årslev,slev,400.000,16-03-2017,Alm. Salg,7.142,2,Rækkehus,56,1974,-11 %,Aktuel værdi
Rødeledvej 15792 Årslev,slev,2.500.000,10-03-2017,Alm. Salg,8.896,6,Villa,281,1912,,Aktuel værdi
Kirkeløkken 85792 Årslev,slev,2.100.000,10-03-2017,Alm. Salg,14.482,5,Villa,145,2008,,Aktuel værdi
Dømmestrupvej 55792 Årslev,slev,800.000,09-03-2017,Fam. Salg,6.349,5,Villa,126,1958,,Aktuel værdi
Kløvervej 215792 Årslev,slev,655.618,02-03-2017,Fam. Salg,4.649,5,Villa,141,1973,,Aktuel værdi
Birkelyvej 75792 Årslev,slev,3.245.000,21-02-2017,Alm. Salg,20.668,5,Villa,157,2006,,Aktuel værdi
Carl Nielsensvej 205792 Årslev,slev,1.355.000,02-02-2017,Alm. Salg,9.963,5,Villa,136,1971,-9 %,Aktuel værdi
Rønnebærvej 985792 Årslev,slev,2.340.000,02-02-2017,Alm. Salg,14.096,5,Villa,166,2005,-6 %,Aktuel værdi
Lumbyholmvej 75792 Årslev,slev,77.000,31-01-2017,Andet,458,6,Villa,168,1850,,Aktuel værdi
Hestegangen 4A5792 Årslev,slev,575.000,28-01-2017,Alm. Salg,10.454,2,Rækkehus,55,1975,-3 %,Aktuel værdi
Kirkeløkken 815792 Årslev,slev,1.125.000,27-01-2017,Alm. Salg,11.842,3,Rækkehus,95,2005,-4 %,Aktuel værdi
Lindelyvej 125792 Årslev,slev,1.130.000,26-01-2017,Alm. Salg,10.000,4,Villa,113,1977,-1 %,Aktuel værdi
Lindelyvej 315792 Årslev,slev,800.000,21-01-2017,Alm. Salg,6.250,4,Villa,128,1976,-9 %,Aktuel værdi
Gammelgårdsvej 295792 Årslev,slev,712.282,19-01-2017,Alm. Salg,6.416,5,Villa,111,1973,,Aktuel værdi
Albanivej 98C5792 Årslev,slev,725.000,16-01-2017,Alm. Salg,4.865,6,Lejlighed,149,1906,-9 %,Aktuel værdi
Enggårdsvej 595792 Årslev,slev,1.725.000,11-01-2017,Alm. Salg,9.426,5,Villa,183,1974,-7 %,Aktuel værdi
Morbærvænget 45792 Årslev,slev,1.895.000,11-01-2017,Alm. Salg,9.818,7,Villa,193,1976,,Aktuel værdi
Gl. Byvej 245792 Årslev,slev,850.000,10-01-2017,Alm. Salg,6.439,3,Villa,132,1901,3 %,Aktuel værdi
Overvejen 135792 Årslev,slev,1.245.000,06-01-2017,Alm. Salg,8.190,4,Villa,152,1950,-4 %,Aktuel værdi
Granvænget 185792 Årslev,slev,945.000,30-12-2016,Alm. Salg,12.115,3,Rækkehus,78,1987,-5 %,Aktuel værdi
Røjlegyden 95792 Årslev,slev,300.000,30-12-2016,Fam. Salg,2.803,4,Villa,107,1992,,Aktuel værdi
Kirkesøvej 95792 Årslev,slev,1.250.000,22-12-2016,Alm. Salg,7.716,5,Villa,162,1875,,Aktuel værdi
Kløvervej 595792 Årslev,slev,860.000,20-12-2016,Alm. Salg,8.269,4,Villa,104,1969,-12 %,Aktuel værdi
Gl. Byvej 415792 Årslev,slev,920.000,20-12-2016,Alm. Salg,9.484,3,Villa,97,1959,,Aktuel værdi
Engkrogen 165792 Årslev,slev,834.503,19-12-2016,Fam. Salg,5.715,4,Villa,146,1972,,Aktuel værdi
Svendborgvej 5035792 Årslev,slev,3.800.000,18-12-2016,Alm. Salg,15.966,7,Stuehus,238,1880,,
Lindelyvej 165792 Årslev,slev,1.700.000,16-12-2016,Alm. Salg,8.947,8,Villa,190,1976,-8 %,Aktuel værdi
Solvænget 35792 Årslev,slev,1.325.000,14-12-2016,Alm. Salg,12.268,3,Villa,108,1960,,Aktuel værdi
Lindeskovgyden 15792 Årslev,slev,1.487.500,13-12-2016,Alm. Salg,13.773,3,Villa,108,1897,-10 %,Aktuel værdi
Freltoftevej 595792 Årslev,slev,1.440.000,10-12-2016,Alm. Salg,12.413,4,Stuehus,116,1800,,
Overvejen 915792 Årslev,slev,960.000,07-12-2016,Alm. Salg,5.647,6,Villa,170,1825,-12 %,Aktuel værdi
Toftevej 195792 Årslev,slev,500.000,01-12-2016,Alm. Salg,5.681,3,Villa,88,1960,,Aktuel værdi
Solvænget 195792 Årslev,slev,1.150.000,01-12-2016,Alm. Salg,10.952,4,Villa,105,1960,-4 %,Aktuel værdi
Overvejen 75792 Årslev,slev,900.000,30-11-2016,Alm. Salg,8.823,4,Villa,102,1954,-10 %,Aktuel værdi
Torpegårdsvej 435792 Årslev,slev,1.400.000,28-11-2016,Alm. Salg,7.216,8,Villa,194,1953,-3 %,Aktuel værdi
Nymarksgyden 145792 Årslev,slev,3.155.000,22-11-2016,Andet,14.472,7,Villa,218,1937,,Aktuel værdi
Smedevænget 285792 Årslev,slev,816.000,18-11-2016,Fam. Salg,6.044,4,Villa,135,1963,,Aktuel værdi
Stationsvej 805792 Årslev,slev,2.250.000,17-11-2016,Alm. Salg,7.601,7,Villa,296,1865,0 %,Aktuel værdi
