address,zip_code,price,sell_date,sell_type,price_per_sq_m,no_rooms,housing_type,size_in_sq_m,year_of_construction,price_change_in_pct
Kærager 106971 Spjald,jald,1.185.000,28-04-2017,Alm. Salg,6.694,6,Villa,177,1972,,Aktuel værdi
Sandbækvej 26971 Spjald,jald,62.750,04-04-2017,Alm. Salg,298,7,Villa,210,1925,,Aktuel værdi
Bygmarken 16971 Spjald,jald,765.000,27-03-2017,Alm. Salg,6.375,4,Villa,120,1970,-4 %,Aktuel værdi
Rundingen 66971 Spjald,jald,527.500,23-03-2017,Alm. Salg,5.382,3,Villa,98,1969,,Aktuel værdi
Hovervej 806971 Spjald,jald,385.000,22-03-2017,Alm. Salg,3.850,3,Villa,100,1962,,Aktuel værdi
Mosevej 96971 Spjald,jald,995.000,21-03-2017,Alm. Salg,4.901,8,Stuehus,203,1950,,
Fengersvej 146971 Spjald,jald,1.170.000,20-03-2017,Alm. Salg,7.905,5,Villa,148,1984,-4 %,Aktuel værdi
Hovervej 856971 Spjald,jald,77.550,01-03-2017,Alm. Salg,320,6,Stuehus,242,1915,,
Fengersvej 406971 Spjald,jald,1.415.000,27-02-2017,Alm. Salg,10.253,5,Villa,138,2000,-2 %,Aktuel værdi
Holstebrovej 306971 Spjald,jald,2.004.000,15-02-2017,Alm. Salg,10.070,5,Stuehus,199,1908,,
Stadionvej 36971 Spjald,jald,540.000,09-02-2017,Alm. Salg,5.242,3,Rækkehus,103,1981,,Aktuel værdi
Sandbækvej 186971 Spjald,jald,546.657,08-02-2017,Fam. Salg,4.019,6,Villa,136,1958,,Aktuel værdi
Mosdalvej 16971 Spjald,jald,1.430.000,07-02-2017,Alm. Salg,7.486,5,Stuehus,191,1941,,
Svinget 46971 Spjald,jald,645.000,23-01-2017,Alm. Salg,4.006,8,Villa,161,1911,,Aktuel værdi
Rundingen 76971 Spjald,jald,400.000,17-01-2017,Alm. Salg,3.305,3,Villa,121,1972,-10 %,Aktuel værdi
Vestergade 76971 Spjald,jald,480.000,11-01-2017,Alm. Salg,3.356,4,Villa,143,1932,-12 %,Aktuel værdi
Skolevænget 26971 Spjald,jald,390.000,02-01-2017,Fam. Salg,3.250,5,Villa,120,1966,,Aktuel værdi
Muldbjerg Byvej 256971 Spjald,jald,11.940.000,23-12-2016,Alm. Salg,65.604,6,Stuehus,182,1937,,
Hovervej 1036971 Spjald,jald,15.760.000,23-12-2016,Alm. Salg,117.611,6,Stuehus,134,1962,,
Hovedgaden 96971 Spjald,jald,350.000,22-12-2016,Alm. Salg,5.833,3,Villa,60,1947,-11 %,Aktuel værdi
Bøgevej 46971 Spjald,jald,475.000,21-12-2016,Fam. Salg,4.166,5,Villa,114,1965,,Aktuel værdi
Egevej 26971 Spjald,jald,715.000,15-12-2016,Alm. Salg,5.218,5,Villa,137,1993,-20 %,Aktuel værdi
Ørnhøjvej 236971 Spjald,jald,2.340.000,14-12-2016,Alm. Salg,20.892,4,Stuehus,112,1916,,
Hovedgaden 62B6971 Spjald,jald,345.000,01-12-2016,Alm. Salg,3.484,3,Rækkehus,99,1925,,Aktuel værdi
Sønderkjærsvej 136971 Spjald,jald,136.870,18-11-2016,Alm. Salg,445,10,Stuehus,307,1900,,
Møllebakken 26971 Spjald,jald,800.000,27-10-2016,Alm. Salg,3.508,8,Villa,228,1925,-20 %,Aktuel værdi
Hovedgaden 586971 Spjald,jald,540.000,10-10-2016,Alm. Salg,2.596,7,Villa,208,1912,-14 %,Aktuel værdi
Møllebakken 5B6971 Spjald,jald,350.000,04-10-2016,Alm. Salg,4.605,3,Rækkehus,76,1981,,Aktuel værdi
Bøgevej 126971 Spjald,jald,675.000,28-09-2016,Fam. Salg,5.273,4,Villa,128,1969,,Aktuel værdi
Egevej 2A6971 Spjald,jald,455.000,21-09-2016,Alm. Salg,3.956,4,Villa,115,1983,-8 %,Aktuel værdi
Skolegade 326971 Spjald,jald,671.500,21-09-2016,Fam. Salg,5.048,4,Villa,133,1966,,Aktuel værdi
Hovervej 1236971 Spjald,jald,216.000,09-09-2016,Auktion,1.661,5,Villa,130,1938,-64 %,Aktuel værdi
Slusbæk 186971 Spjald,jald,1.060.000,18-08-2016,Alm. Salg,7.571,5,Villa,140,1996,,Aktuel værdi
Rudmosevej 56971 Spjald,jald,1.795.000,18-08-2016,Alm. Salg,9.252,6,Villa,194,1922,0 %,Aktuel værdi
Hasselvej 66971 Spjald,jald,1.550.000,10-08-2016,Alm. Salg,8.959,5,Villa,173,1976,-11 %,Aktuel værdi
Hovervej 1116971 Spjald,jald,250.000,03-08-2016,Alm. Salg,2.314,5,Villa,108,1928,-15 %,Aktuel værdi
Skolegade 166971 Spjald,jald,250.000,12-07-2016,Alm. Salg,2.747,4,Villa,91,1928,,Aktuel værdi
Algade 416971 Spjald,jald,87.000,08-07-2016,Auktion,1.035,5,Rækkehus,84,1911,,Aktuel værdi
Kærmosen 76971 Spjald,jald,480.000,30-06-2016,Fam. Salg,3.902,5,Villa,123,1974,,Aktuel værdi
Røjkumvej 106971 Spjald,jald,1.895.000,17-06-2016,Alm. Salg,11.081,7,Villa,171,2000,0 %,Aktuel værdi
Stadionvej 56971 Spjald,jald,700.000,09-06-2016,Alm. Salg,5.555,4,Villa,126,1939,-3 %,Aktuel værdi
Kildsigvej 26971 Spjald,jald,2.520.000,08-06-2016,Alm. Salg,15.089,6,Villa,167,2006,1 %,Aktuel værdi
Bygmarken 96971 Spjald,jald,1.105.000,01-06-2016,Alm. Salg,6.038,6,Villa,183,1969,-8 %,Aktuel værdi
Købmandsalle 46971 Spjald,jald,715.000,24-05-2016,Alm. Salg,5.860,3,Villa,122,1994,,Aktuel værdi
Brejningvej 186971 Spjald,jald,45.000,30-04-2016,Alm. Salg,625,3,Villa,72,1929,,Aktuel værdi
Algade 406971 Spjald,jald,350.115,27-04-2016,Andet,1.902,8,Villa,184,1925,,Aktuel værdi
