address,zip_code,price,sell_date,sell_type,price_per_sq_m,no_rooms,housing_type,size_in_sq_m,year_of_construction,price_change_in_pct
Basbjergvej 38420 Knebel,ebel,410.000,16-05-2017,Alm. Salg,6.212,3,Sommerhus,66,1967,,Aktuel værdi
Gl. Kirkebjerg 988420 Knebel,ebel,1.645.000,05-05-2017,Alm. Salg,24.924,3,Sommerhus,66,2001,0 %,Aktuel værdi
Skårhavvej 148420 Knebel,ebel,1.295.000,05-05-2017,Alm. Salg,14.388,5,Sommerhus,90,1892,-7 %,Aktuel værdi
Lyngevej 17. 118420 Knebel,ebel,125.000,01-05-2017,Andet,2.049,3,Sommerhus,61,1985,,Aktuel værdi
Gribvej 108420 Knebel,ebel,820.000,30-04-2017,Alm. Salg,14.385,3,Sommerhus,57,1971,-3 %,Aktuel værdi
Strands Havvej 218420 Knebel,ebel,800.000,27-04-2017,Alm. Salg,5.369,5,Villa,149,1960,-6 %,Aktuel værdi
Lindhøjvej 188420 Knebel,ebel,1.757.757,26-04-2017,Alm. Salg,12.292,4,Villa,143,1777,,Aktuel værdi
Lykkevej 3A8420 Knebel,ebel,1.625.000,23-04-2017,Alm. Salg,17.287,4,Sommerhus,94,2003,-1 %,Aktuel værdi
Fuglevad 188420 Knebel,ebel,500.000,21-04-2017,Fam. Salg,10.000,3,Sommerhus,50,1970,,Aktuel værdi
Skovvej 48420 Knebel,ebel,486.000,20-04-2017,Alm. Salg,9.000,3,Sommerhus,54,1955,0 %,Aktuel værdi
Eskildshøj 58420 Knebel,ebel,4.530.000,19-04-2017,Alm. Salg,45.757,4,Sommerhus,99,1997,13 %,Aktuel værdi
Ørnevej 58420 Knebel,ebel,140.000,11-04-2017,Fam. Salg,1.238,6,Sommerhus,113,1979,,Aktuel værdi
Enebærvænget 158420 Knebel,ebel,1.385.000,08-04-2017,Alm. Salg,23.083,3,Sommerhus,60,1962,-4 %,Aktuel værdi
Ellehøjvej 218420 Knebel,ebel,663.000,07-04-2017,Fam. Salg,8.723,4,Sommerhus,76,1967,,Aktuel værdi
Rosenvej 18420 Knebel,ebel,340.000,07-04-2017,Fam. Salg,3.820,4,Sommerhus,89,1960,,Aktuel værdi
Vestre Molsvej 378420 Knebel,ebel,3.000.000,03-04-2017,Alm. Salg,12.096,7,Stuehus,248,2001,-14 %,
Bjergstien 38420 Knebel,ebel,625.000,31-03-2017,Alm. Salg,12.500,4,Sommerhus,50,1971,,Aktuel værdi
Gl. Kirkebjerg 638420 Knebel,ebel,740.000,31-03-2017,Alm. Salg,14.800,5,Sommerhus,50,2017,-5 %,Aktuel værdi
Carlsvognsvej 528420 Knebel,ebel,850.000,30-03-2017,Alm. Salg,14.406,4,Sommerhus,59,1978,-26 %,Aktuel værdi
Topmejsevej 68420 Knebel,ebel,1.498.000,30-03-2017,Alm. Salg,11.348,6,Sommerhus,132,1992,0 %,Aktuel værdi
Gl. Kirkebjerg 1008420 Knebel,ebel,1.610.000,28-03-2017,Alm. Salg,25.967,3,Sommerhus,62,1970,,Aktuel værdi
Topmejsevej 48420 Knebel,ebel,1.650.000,25-03-2017,Alm. Salg,12.500,6,Sommerhus,132,1992,,Aktuel værdi
Ø. Bakkevej 248420 Knebel,ebel,3.050.000,23-03-2017,Alm. Salg,18.597,4,Villa,164,1925,,Aktuel værdi
Kamillevej 168420 Knebel,ebel,433.333,20-03-2017,Alm. Salg,6.666,3,Sommerhus,65,1989,,Aktuel værdi
Capellavej 39A8420 Knebel,ebel,1.045.000,17-03-2017,Alm. Salg,16.076,4,Sommerhus,65,2003,-5 %,Aktuel værdi
