address,zip_code,price,sell_date,sell_type,price_per_sq_m,no_rooms,housing_type,size_in_sq_m,year_of_construction,price_change_in_pct
Tværvej 46753 Agerbæk,rbæk,1.400.000,12-04-2017,Alm. Salg,8.974,5,Villa,156,1969,-6 %,Aktuel værdi
Bredgade 316753 Agerbæk,rbæk,187.500,09-04-2017,Alm. Salg,1.339,4,Villa,140,1957,-64 %,Aktuel værdi
Storegade 506753 Agerbæk,rbæk,670.000,26-03-2017,Alm. Salg,6.700,3,Villa,100,1984,,Aktuel værdi
Hellevej 156753 Agerbæk,rbæk,540.000,03-03-2017,Alm. Salg,2.151,8,Stuehus,251,1930,,
Nørregade 11B6753 Agerbæk,rbæk,798.500,12-01-2017,Alm. Salg,12.098,2,Rækkehus,66,2001,,Aktuel værdi
Kærbjergvej 326753 Agerbæk,rbæk,840.000,10-01-2017,Alm. Salg,2.857,6,Stuehus,294,1969,-56 %,
Jernbanegade 126753 Agerbæk,rbæk,750.000,29-12-2016,Alm. Salg,6.944,3,Villa,108,1961,-16 %,Aktuel værdi
Tranebærvej 196753 Agerbæk,rbæk,1.775.000,27-12-2016,Alm. Salg,8.255,4,Villa,215,2010,,Aktuel værdi
Tjørnealle 106753 Agerbæk,rbæk,269.633,15-12-2016,Andet,1.821,6,Villa,148,1977,,Aktuel værdi
Lochmannsvej 126753 Agerbæk,rbæk,264.000,09-11-2016,Auktion,2.357,4,Villa,112,1973,,Aktuel værdi
Jernbanegade 286753 Agerbæk,rbæk,407.922,16-10-2016,Fam. Salg,3.609,4,Villa,113,1941,,Aktuel værdi
Debelvej 276753 Agerbæk,rbæk,515.000,14-10-2016,Alm. Salg,5.364,4,Villa,96,1961,-13 %,Aktuel værdi
Østergade 66753 Agerbæk,rbæk,725.000,27-09-2016,Alm. Salg,7.631,3,Villa,95,1957,-9 %,Aktuel værdi
Fåborgvej 1616753 Agerbæk,rbæk,325.000,14-08-2016,Alm. Salg,2.321,4,Villa,140,1940,-7 %,Aktuel værdi
Blåbærvej 66753 Agerbæk,rbæk,595.000,04-07-2016,Alm. Salg,4.375,5,Villa,136,1978,-15 %,Aktuel værdi
Kokjærvej 26753 Agerbæk,rbæk,400.000,29-06-2016,Fam. Salg,2.352,4,Stuehus,170,1927,,
Kokjærvej 36753 Agerbæk,rbæk,4.725.000,29-06-2016,Fam. Salg,39.375,5,Stuehus,120,1939,,
Tingvejen 2726753 Agerbæk,rbæk,275.500,29-06-2016,Alm. Salg,2.221,4,Villa,124,1947,,Aktuel værdi
Sønderbyen 116753 Agerbæk,rbæk,375.000,23-05-2016,Fam. Salg,3.537,3,Villa,106,1840,,Aktuel værdi
Jernbanegade 246753 Agerbæk,rbæk,506.000,04-05-2016,Alm. Salg,4.324,5,Villa,117,1939,-8 %,Aktuel værdi
Pilealle 86753 Agerbæk,rbæk,720.000,19-04-2016,Alm. Salg,6.371,4,Villa,113,1973,-9 %,Aktuel værdi
Kærbjergvej 306753 Agerbæk,rbæk,13.411.000,17-03-2016,Alm. Salg,112.697,4,Stuehus,119,1957,,
Bredgade 206753 Agerbæk,rbæk,243.301,30-01-2016,Alm. Salg,1.946,4,Villa,125,1935,,Aktuel værdi
Skovgårdsvej 256753 Agerbæk,rbæk,995.000,30-01-2016,Alm. Salg,5.437,5,Villa,183,1969,,Aktuel værdi
Storegade 516753 Agerbæk,rbæk,780.000,27-01-2016,Alm. Salg,6.046,3,Villa,129,1965,-2 %,Aktuel værdi
Sønderbyen 26753 Agerbæk,rbæk,150.000,13-12-2015,Alm. Salg,2.586,2,Villa,58,1946,,Aktuel værdi
Skovgårdsvej 16753 Agerbæk,rbæk,500.000,19-11-2015,Alm. Salg,5.000,4,Villa,100,1969,-9 %,Aktuel værdi
