address,zip_code,price,sell_date,sell_type,price_per_sq_m,no_rooms,housing_type,size_in_sq_m,year_of_construction,price_change_in_pct
Grædstrupvej 48B8740 Brædstrup,trup,786.300,02-05-2017,Fam. Salg,3.403,5,Villa,231,1907,,Aktuel værdi
Vindbjergvej 158740 Brædstrup,trup,570.000,01-05-2017,Alm. Salg,12.391,3,Sommerhus,46,1942,-4 %,Aktuel værdi
Nedenskovvej 38740 Brædstrup,trup,1.225.000,20-04-2017,Alm. Salg,12.250,4,Villa,100,1933,-5 %,Aktuel værdi
Kollerupvej 178740 Brædstrup,trup,2.500.000,04-04-2017,Alm. Salg,15.625,4,Stuehus,160,1860,,
Brøndshøjvej 88740 Brædstrup,trup,496.000,31-03-2017,Alm. Salg,6.200,2,Villa,80,1960,,Aktuel værdi
Gl Ryevej 78740 Brædstrup,trup,650.000,29-03-2017,Alm. Salg,7.065,4,Villa,92,1903,-5 %,Aktuel værdi
Drosselvej 48740 Brædstrup,trup,446.250,29-03-2017,Fam. Salg,3.257,4,Villa,137,1973,,Aktuel værdi
Østervænget 228740 Brædstrup,trup,900.000,28-03-2017,Alm. Salg,8.411,4,Villa,107,1984,,Aktuel værdi
Tyrstingvej 78740 Brædstrup,trup,1.500.000,22-03-2017,Alm. Salg,7.425,8,Villa,202,1913,-6 %,Aktuel værdi
Vestergade 428740 Brædstrup,trup,1.062.500,22-03-2017,Fam. Salg,5.259,7,Villa,202,1924,,Aktuel værdi
Damgårds Alle 98740 Brædstrup,trup,497.500,17-03-2017,Alm. Salg,7.653,2,Villa,65,1947,,Aktuel værdi
Birkevej 218740 Brædstrup,trup,1.695.000,16-03-2017,Alm. Salg,9.522,6,Villa,178,1970,,Aktuel værdi
Tønningvej 158740 Brædstrup,trup,650.000,15-03-2017,Alm. Salg,6.500,4,Villa,100,1900,,Aktuel værdi
Søndervang 58740 Brædstrup,trup,2.135.000,14-03-2017,Alm. Salg,12.558,4,Villa,170,1974,-11 %,Aktuel værdi
