address,zip_code,price,sell_date,sell_type,price_per_sq_m,no_rooms,housing_type,size_in_sq_m,year_of_construction,price_change_in_pct
Vejsgårdparken 78B4241 Vemmelev,elev,1.700.000,25-05-2017,Alm. Salg,13.709,5,Rækkehus,124,2009,-3 %,Aktuel værdi
Ormeslevvej 104241 Vemmelev,elev,898.000,15-05-2017,Alm. Salg,8.090,3,Villa,111,1940,0 %,Aktuel værdi
Vejsgårdparken 60B4241 Vemmelev,elev,1.350.000,03-05-2017,Alm. Salg,13.106,4,Rækkehus,103,2006,-3 %,Aktuel værdi
Irisvej 74241 Vemmelev,elev,1.225.000,26-04-2017,Alm. Salg,9.722,5,Villa,126,1969,-10 %,Aktuel værdi
Forlevvej 14241 Vemmelev,elev,1.450.000,18-04-2017,Alm. Salg,9.477,4,Villa,153,1920,-3 %,Aktuel værdi
Slagelse Landevej 1154241 Vemmelev,elev,675.000,11-03-2017,Alm. Salg,4.720,4,Villa,143,1959,-9 %,Aktuel værdi
Lyshøjvej 104241 Vemmelev,elev,1.095.000,13-02-2017,Alm. Salg,9.358,4,Villa,117,1967,0 %,Aktuel værdi
Tingvej 264241 Vemmelev,elev,1.475.000,09-02-2017,Alm. Salg,5.566,8,Villa,265,1939,-8 %,Aktuel værdi
Bakkevej 4B4241 Vemmelev,elev,600.000,20-01-2017,Alm. Salg,8.450,3,Rækkehus,71,1981,,Aktuel værdi
Vejsgårdparken 94241 Vemmelev,elev,2.275.000,13-01-2017,Alm. Salg,10.937,6,Villa,208,2008,-4 %,Aktuel værdi
Vejsgårdtoften 664241 Vemmelev,elev,2.598.000,04-01-2017,Alm. Salg,14.513,5,Villa,179,2009,0 %,Aktuel værdi
Rugvænget 334241 Vemmelev,elev,1.360.000,04-01-2017,Alm. Salg,9.251,3,Villa,147,1971,-3 %,Aktuel værdi
Hemmeshøjvej 774241 Vemmelev,elev,1.370.000,15-12-2016,Alm. Salg,12.685,4,Villa,108,1920,6 %,Aktuel værdi
Bakkevej 124241 Vemmelev,elev,1.350.000,14-12-2016,Alm. Salg,9.375,3,Villa,144,1965,0 %,Aktuel værdi
Birkholm 34241 Vemmelev,elev,900.000,29-11-2016,Alm. Salg,5.421,5,Villa,166,1934,-25 %,Aktuel værdi
Forlevvej 54241 Vemmelev,elev,750.000,17-11-2016,Alm. Salg,5.319,3,Villa,141,1964,-16 %,Aktuel værdi
Ormeslevvej 144241 Vemmelev,elev,3.800.000,12-11-2016,Alm. Salg,11.875,9,Stuehus,320,1921,-2 %,
Enghavevej 1424241 Vemmelev,elev,800.000,09-11-2016,Alm. Salg,6.451,4,Villa,124,1978,-20 %,Aktuel værdi
Bag Volden 24241 Vemmelev,elev,700.000,07-11-2016,Alm. Salg,3.684,7,Villa,190,1934,-3 %,Aktuel værdi
Lille Strandvej 44241 Vemmelev,elev,272.500,01-11-2016,Fam. Salg,2.595,4,Villa,105,1947,,Aktuel værdi
Stationsvej 914241 Vemmelev,elev,2.195.000,01-11-2016,Alm. Salg,12.911,5,Villa,170,2004,0 %,Aktuel værdi
Bøgeparken 94241 Vemmelev,elev,1.420.000,25-10-2016,Alm. Salg,9.659,4,Villa,147,1971,-2 %,Aktuel værdi
Hemmeshøjvej 94241 Vemmelev,elev,235.000,24-10-2016,Alm. Salg,3.133,3,Villa,75,1900,-20 %,Aktuel værdi
Studevej 264241 Vemmelev,elev,950.000,20-10-2016,Fam. Salg,7.851,5,Villa,121,1949,,Aktuel værdi
Enghavevej 584241 Vemmelev,elev,1.575.000,11-10-2016,Alm. Salg,14.318,4,Villa,110,1986,0 %,Aktuel værdi
Ydunvej 124241 Vemmelev,elev,2.075.000,05-10-2016,Alm. Salg,9.880,6,Stuehus,210,1900,-3 %,
Borgergade 974241 Vemmelev,elev,1.050.000,03-10-2016,Alm. Salg,8.076,4,Villa,130,1977,,Aktuel værdi
Vejsgårdparken 70A4241 Vemmelev,elev,1.150.000,22-09-2016,Alm. Salg,14.197,3,Rækkehus,81,2009,-4 %,Aktuel værdi
Vejsgårdparken 80B4241 Vemmelev,elev,1.180.000,16-09-2016,Alm. Salg,14.567,3,Rækkehus,81,2009,-2 %,Aktuel værdi
Stationsvej 654241 Vemmelev,elev,1.100.000,09-09-2016,Alm. Salg,7.913,4,Villa,139,1935,-4 %,Aktuel værdi
Stationsvej 504241 Vemmelev,elev,925.000,05-09-2016,Alm. Salg,8.409,4,Villa,110,1932,-5 %,Aktuel værdi
Stationsvej 44241 Vemmelev,elev,457.500,29-07-2016,Andet,3.877,5,Villa,118,1910,,Aktuel værdi
Hulhøjvej 74241 Vemmelev,elev,800.000,20-07-2016,Alm. Salg,5.333,5,Villa,150,1960,-5 %,Aktuel værdi
Kirkevej 134241 Vemmelev,elev,800.000,15-07-2016,Alm. Salg,5.298,5,Rækkehus,151,1827,-11 %,Aktuel værdi
Vejsgårdparken 84241 Vemmelev,elev,2.145.000,12-07-2016,Alm. Salg,15.105,5,Villa,142,2006,0 %,Aktuel værdi
Hemmeshøjvej 554241 Vemmelev,elev,600.000,11-07-2016,Alm. Salg,7.142,3,Villa,84,1962,,Aktuel værdi
Skolevej 64241 Vemmelev,elev,750.000,01-07-2016,Alm. Salg,6.302,3,Villa,119,1967,-6 %,Aktuel værdi
Fruegade 5A4241 Vemmelev,elev,1.100.000,20-06-2016,Alm. Salg,6.748,4,Villa,163,1968,-8 %,Aktuel værdi
Poppelvej 44241 Vemmelev,elev,1.098.000,17-06-2016,Alm. Salg,7.842,5,Villa,140,1973,0 %,Aktuel værdi
Bakkevej 284241 Vemmelev,elev,1.675.000,16-05-2016,Alm. Salg,14.823,5,Villa,113,1965,,Aktuel værdi
Hemmeshøjvej 534241 Vemmelev,elev,1.375.000,13-05-2016,Alm. Salg,5.978,7,Villa,230,1956,-8 %,Aktuel værdi
Fruegade 3L4241 Vemmelev,elev,800.000,06-05-2016,Alm. Salg,9.756,3,Rækkehus,82,1987,-5 %,Aktuel værdi
Enghavevej 1834241 Vemmelev,elev,841.486,04-05-2016,Alm. Salg,5.499,5,Villa,153,2004,,Aktuel værdi
Vejsgårdparken 424241 Vemmelev,elev,2.499.000,26-04-2016,Alm. Salg,13.655,5,Villa,183,2006,-2 %,Aktuel værdi
Søhusevej 24241 Vemmelev,elev,2.750.000,21-04-2016,Alm. Salg,13.546,5,Stuehus,203,1827,-5 %,
Vejlagervej 7A4241 Vemmelev,elev,1.133.000,20-04-2016,Fam. Salg,5.665,5,Stuehus,200,2016,,
Enghavevej 1224241 Vemmelev,elev,1.232.500,18-04-2016,Fam. Salg,10.185,5,Villa,121,1982,,Aktuel værdi
Brovej 234241 Vemmelev,elev,1.000.000,15-04-2016,Alm. Salg,3.937,9,Villa,254,1865,-9 %,Aktuel værdi
Stationsvej 334241 Vemmelev,elev,1.200.000,15-04-2016,Alm. Salg,7.894,5,Villa,152,1972,-4 %,Aktuel værdi
Kirkevej 8D4241 Vemmelev,elev,785.000,17-03-2016,Alm. Salg,13.083,2,Rækkehus,60,1976,0 %,Aktuel værdi
Vejsgårdtoften 284241 Vemmelev,elev,1.800.000,09-03-2016,Alm. Salg,12.857,5,Villa,140,2011,0 %,Aktuel værdi
Vejsgårdtoften 564241 Vemmelev,elev,1.134.500,01-03-2016,Alm. Salg,6.834,5,Villa,166,2009,,Aktuel værdi
Skolevej 44241 Vemmelev,elev,1.025.000,23-02-2016,Alm. Salg,7.884,4,Villa,130,1968,-5 %,Aktuel værdi
Lyshøjvej 84241 Vemmelev,elev,1.565.000,19-02-2016,Alm. Salg,6.575,7,Villa,238,1923,-2 %,Aktuel værdi
Vejsgårdparken 254241 Vemmelev,elev,2.250.000,13-02-2016,Alm. Salg,13.313,5,Villa,169,2005,-10 %,Aktuel værdi
Vejsgårdparken 244241 Vemmelev,elev,2.560.000,13-02-2016,Alm. Salg,13.617,4,Villa,188,2008,,Aktuel værdi
Stationsvej 26L4241 Vemmelev,elev,1.045.000,05-02-2016,Alm. Salg,11.000,4,Rækkehus,95,1983,0 %,Aktuel værdi
Vejsgårdparken 84B4241 Vemmelev,elev,1.250.000,26-01-2016,Alm. Salg,13.586,3,Rækkehus,92,2008,,Aktuel værdi
Enghavevej 1774241 Vemmelev,elev,1.955.000,05-01-2016,Alm. Salg,12.694,6,Villa,154,2001,-2 %,Aktuel værdi
Snerlevej 84241 Vemmelev,elev,744.090,22-12-2015,Fam. Salg,5.353,5,Villa,139,1971,,Aktuel værdi
Mosevej 54241 Vemmelev,elev,1.300.000,10-12-2015,Andet,6.435,6,Villa,202,1877,,Aktuel værdi
Hemmeshøjvej 354241 Vemmelev,elev,330.000,07-12-2015,Fam. Salg,3.367,3,Villa,98,1850,,Aktuel værdi
Kirkevej 7C4241 Vemmelev,elev,860.000,04-12-2015,Alm. Salg,11.944,3,Rækkehus,72,2008,-4 %,Aktuel værdi
Borgergade 274241 Vemmelev,elev,930.000,13-11-2015,Alm. Salg,6.283,5,Villa,148,1949,-7 %,Aktuel værdi
Præstevænget 74241 Vemmelev,elev,1.260.000,05-11-2015,Alm. Salg,8.811,4,Villa,143,1970,-3 %,Aktuel værdi
Stationsvej 64241 Vemmelev,elev,666.565,29-10-2015,Fam. Salg,4.628,6,Villa,144,1900,-36 %,Aktuel værdi
Vejsager 354241 Vemmelev,elev,1.675.000,27-10-2015,Alm. Salg,11.472,5,Villa,146,1979,-1 %,Aktuel værdi
Fruegade 44241 Vemmelev,elev,1.030.000,27-10-2015,Alm. Salg,10.618,4,Villa,97,1900,-6 %,Aktuel værdi
Kirkevej 124241 Vemmelev,elev,1.700.000,19-10-2015,Alm. Salg,6.513,8,Villa,261,1940,-5 %,Aktuel værdi
Stationsvej 11E4241 Vemmelev,elev,445.000,12-10-2015,Alm. Salg,7.542,2,Rækkehus,59,1976,,Aktuel værdi
Mærskvejen 14241 Vemmelev,elev,1.623.000,07-10-2015,Alm. Salg,7.245,6,Villa,224,1885,-4 %,Aktuel værdi
Vejsgårdtoften 124241 Vemmelev,elev,2.425.000,30-09-2015,Alm. Salg,15.645,4,Villa,155,2010,-1 %,Aktuel værdi
Vibevej 64241 Vemmelev,elev,1.145.000,25-09-2015,Alm. Salg,11.009,4,Villa,104,1968,0 %,Aktuel værdi
Rugvænget 104241 Vemmelev,elev,780.000,11-09-2015,Alm. Salg,10.540,3,Villa,74,1950,-2 %,Aktuel værdi
Enghavevej 1124241 Vemmelev,elev,2.130.000,05-09-2015,Alm. Salg,12.171,7,Villa,175,1987,-5 %,Aktuel værdi
Enghavevej 1624241 Vemmelev,elev,1.250.000,21-08-2015,Alm. Salg,10.080,4,Villa,124,1979,-7 %,Aktuel værdi
Bakkevej 384241 Vemmelev,elev,2.050.000,18-08-2015,Alm. Salg,7.536,6,Villa,272,1977,-7 %,Aktuel værdi
