address,zip_code,price,sell_date,sell_type,price_per_sq_m,no_rooms,housing_type,size_in_sq_m,year_of_construction,price_change_in_pct
Krøgebækvej 126682 Hovborg,borg,212.500,28-02-2017,Alm. Salg,1.647,8,Villa,129,1949,,Aktuel værdi
Torpet 306682 Hovborg,borg,975.000,22-12-2016,Alm. Salg,7.500,5,Sommerhus,130,2007,-19 %,Aktuel værdi
Krøgebækvej 56682 Hovborg,borg,675.000,24-11-2016,Alm. Salg,4.591,5,Villa,147,1940,0 %,Aktuel værdi
Holmeåvænget 526682 Hovborg,borg,645.000,16-11-2016,Alm. Salg,5.560,4,Villa,116,1980,0 %,Aktuel værdi
Holmeåvej 36682 Hovborg,borg,310.000,28-10-2016,Alm. Salg,1.751,6,Villa,177,1922,-17 %,Aktuel værdi
Brunbjergvej 36682 Hovborg,borg,525.000,18-10-2016,Alm. Salg,3.571,4,Stuehus,147,1855,-24 %,
Baldersbækvej 76682 Hovborg,borg,535.000,17-10-2016,Alm. Salg,4.692,4,Villa,114,1973,,Aktuel værdi
Torpet 1276682 Hovborg,borg,625.000,05-10-2016,Alm. Salg,8.680,3,Sommerhus,72,2008,26 %,Aktuel værdi
Krøgebækvej 46682 Hovborg,borg,900.000,19-09-2016,Alm. Salg,4.864,7,Villa,185,1934,-10 %,Aktuel værdi
Holmeåvænget 136682 Hovborg,borg,600.000,01-09-2016,Fam. Salg,4.878,4,Villa,123,1997,,Aktuel værdi
Torpet 336682 Hovborg,borg,265.000,07-07-2016,Alm. Salg,6.625,2,Sommerhus,40,2000,,Aktuel værdi
Kroskoven 426682 Hovborg,borg,1.845.000,20-06-2016,Alm. Salg,9.413,6,Villa,196,2009,-3 %,Aktuel værdi
Krøgebækvej 366682 Hovborg,borg,900.000,17-06-2016,Fam. Salg,5.487,4,Stuehus,164,1932,,
Krøgebækvej 36682 Hovborg,borg,475.000,09-06-2016,Alm. Salg,3.518,6,Villa,135,1925,-5 %,Aktuel værdi
Holmeåvænget 386682 Hovborg,borg,490.000,01-03-2016,Alm. Salg,4.336,4,Villa,113,1980,-15 %,Aktuel værdi
Holmeåvej 116682 Hovborg,borg,530.000,15-12-2015,Alm. Salg,3.785,6,Villa,140,1900,-11 %,Aktuel værdi
Holmeåvej 96682 Hovborg,borg,145.000,30-11-2015,Alm. Salg,1.160,5,Villa,125,1902,,Aktuel værdi
Krøgebækvej 326682 Hovborg,borg,442.000,06-11-2015,Fam. Salg,4.018,4,Villa,110,1957,,Aktuel værdi
Torpet 986682 Hovborg,borg,816.000,24-09-2015,Fam. Salg,6.974,5,Sommerhus,117,2008,,Aktuel værdi
Baldersbækvej 236682 Hovborg,borg,1.000.000,02-09-2015,Fam. Salg,7.352,4,Villa,136,1925,,Aktuel værdi
Østerbygårdvej 26682 Hovborg,borg,19.200.000,29-05-2015,Alm. Salg,128.000,5,Stuehus,150,1989,,
Krøgebækvej 426682 Hovborg,borg,1.495.000,12-05-2015,Alm. Salg,4.557,10,Villa,328,1920,0 %,Aktuel værdi
Klelundvej 216682 Hovborg,borg,950.000,20-03-2015,Alm. Salg,3.800,6,Villa,250,1923,0 %,Aktuel værdi
