address,zip_code,price,sell_date,sell_type,price_per_sq_m,no_rooms,housing_type,size_in_sq_m,year_of_construction,price_change_in_pct
Fuglebakken 124220 Korsør,rsør,1.426.238,22-05-2017,Fam. Salg,5.992,9,Villa,238,1942,,Aktuel værdi
Pilevænget 14220 Korsør,rsør,120.000,18-05-2017,Alm. Salg,2.500,2,Sommerhus,48,1963,,Aktuel værdi
"Tyreengen 24, ST. TV4220 Korsør",rsør,565.000,15-05-2017,Alm. Salg,7.243,3,Lejlighed,78,1971,,Aktuel værdi
Tranevej 864220 Korsør,rsør,320.000,14-05-2017,Alm. Salg,6.666,3,Sommerhus,48,1968,-19 %,Aktuel værdi
Musholmvej 784220 Korsør,rsør,2.200.000,07-05-2017,Alm. Salg,14.569,5,Villa,151,1999,-4 %,Aktuel værdi
Elme Alle 174220 Korsør,rsør,995.000,04-05-2017,Alm. Salg,9.045,7,Rækkehus,110,1922,0 %,Aktuel værdi
Engpiberdraget 94220 Korsør,rsør,250.000,02-05-2017,Fam. Salg,3.571,3,Sommerhus,70,1970,,Aktuel værdi
Storkevej 374220 Korsør,rsør,225.000,02-05-2017,Alm. Salg,5.625,3,Sommerhus,40,1965,-31 %,Aktuel værdi
Musholmvej 58A4220 Korsør,rsør,982.456,02-05-2017,Fam. Salg,4.445,6,Villa,221,2004,,Aktuel værdi
Tjørnevænget 534220 Korsør,rsør,1.225.000,26-04-2017,Alm. Salg,11.342,4,Villa,108,1965,-2 %,Aktuel værdi
Bellisvej 124220 Korsør,rsør,1.150.000,21-04-2017,Alm. Salg,9.126,5,Villa,126,1971,-4 %,Aktuel værdi
"Tyreengen 16, 1. TV4220 Korsør",rsør,395.000,18-04-2017,Alm. Salg,4.937,3,Lejlighed,80,1969,,Aktuel værdi
Kjærsvej 224220 Korsør,rsør,250.000,18-04-2017,Fam. Salg,2.100,5,Villa,119,1951,,Aktuel værdi
Bygvej 134220 Korsør,rsør,1.375.000,12-04-2017,Alm. Salg,12.387,4,Villa,111,1968,-5 %,Aktuel værdi
Svanedammen 6B4220 Korsør,rsør,1.150.000,09-04-2017,Alm. Salg,13.690,4,Sommerhus,84,2005,-8 %,Aktuel værdi
Svanedammen 4A4220 Korsør,rsør,515.689,05-04-2017,Alm. Salg,6.968,4,Sommerhus,74,2007,,Aktuel værdi
Korsvejen 84220 Korsør,rsør,595.000,04-04-2017,Alm. Salg,6.761,3,Villa,88,1943,0 %,Aktuel værdi
Tjørnevænget 354220 Korsør,rsør,1.200.000,30-03-2017,Alm. Salg,10.909,4,Villa,110,1965,-4 %,Aktuel værdi
Violvej 1684220 Korsør,rsør,1.272.500,28-03-2017,Alm. Salg,10.604,4,Villa,120,1986,0 %,Aktuel værdi
Alhøjvænget 804220 Korsør,rsør,3.850.000,28-03-2017,Alm. Salg,21.875,5,Villa,176,1982,-7 %,Aktuel værdi
"Tyreengen 50, 2. MF4220 Korsør",rsør,290.000,23-03-2017,Alm. Salg,4.531,2,Lejlighed,64,1971,-3 %,Aktuel værdi
Bragesvej 424220 Korsør,rsør,1.198.000,21-03-2017,Alm. Salg,13.613,4,Rækkehus,88,1986,0 %,Aktuel værdi
Søvej 14220 Korsør,rsør,1.085.000,21-03-2017,Alm. Salg,7.750,6,Villa,140,1961,,Aktuel værdi
Broholmvej 1304220 Korsør,rsør,540.000,21-03-2017,Alm. Salg,6.279,4,Villa,86,1963,-9 %,Aktuel værdi
"Algade 53A, 14220 Korsør",rsør,4.000.000,20-03-2017,Alm. Salg,27.586,5,Lejlighed,145,1879,,Aktuel værdi
"Solens Plads 20, 1. 44220 Korsør",rsør,377.500,20-03-2017,Alm. Salg,6.398,2,Lejlighed,59,1969,-4 %,Aktuel værdi
Slottensgade 74220 Korsør,rsør,2.050.000,20-03-2017,Alm. Salg,8.613,6,Villa,238,1750,-7 %,Aktuel værdi
"Halsskovvej 56, ST. TH4220 Korsør",rsør,220.000,16-03-2017,Alm. Salg,2.857,3,Lejlighed,77,1911,-31 %,Aktuel værdi
Baggade 474220 Korsør,rsør,1.100.000,15-03-2017,Alm. Salg,5.213,7,Rækkehus,211,1914,-4 %,Aktuel værdi
"Tyreengen 56, ST. TH4220 Korsør",rsør,398.000,15-03-2017,Alm. Salg,5.102,3,Lejlighed,78,1971,,Aktuel værdi
Korsvejen 124220 Korsør,rsør,1.195.000,12-03-2017,Alm. Salg,7.468,6,Villa,160,1974,-8 %,Aktuel værdi
"Tyreengen 48, ST. TH4220 Korsør",rsør,490.000,08-03-2017,Alm. Salg,6.282,3,Lejlighed,78,1971,-4 %,Aktuel værdi
Revvej 494220 Korsør,rsør,1.300.000,07-03-2017,Alm. Salg,5.963,6,Villa,218,1937,-4 %,Aktuel værdi
Agersøvej 24220 Korsør,rsør,1.250.000,07-03-2017,Alm. Salg,9.328,5,Villa,134,1964,-3 %,Aktuel værdi
Kjærsvej 364220 Korsør,rsør,1.150.000,02-03-2017,Alm. Salg,8.333,4,Villa,138,1962,-4 %,Aktuel værdi
Bekkasinvangen 174220 Korsør,rsør,300.000,02-03-2017,Alm. Salg,3.529,5,Sommerhus,85,1970,,Aktuel værdi
Snukkerupgade 34220 Korsør,rsør,650.000,26-02-2017,Alm. Salg,7.222,3,Rækkehus,90,1877,,Aktuel værdi
Nankes Plads 24220 Korsør,rsør,1.475.000,24-02-2017,Alm. Salg,9.049,5,Villa,163,2002,-5 %,Aktuel værdi
Mælkevej 204220 Korsør,rsør,1.650.000,22-02-2017,Fam. Salg,11.785,4,Villa,140,1999,,Aktuel værdi
Bragesvej 1284220 Korsør,rsør,750.000,17-02-2017,Alm. Salg,8.333,4,Rækkehus,90,1987,-6 %,Aktuel værdi
Møllebjergvej 10B4220 Korsør,rsør,1.000.000,17-02-2017,Alm. Salg,12.195,3,Lejlighed,82,1889,,Aktuel værdi
Tjørnevænget 364220 Korsør,rsør,563.848,16-02-2017,Fam. Salg,4.271,5,Villa,132,1965,,Aktuel værdi
Algade 22B4220 Korsør,rsør,1.250.000,16-02-2017,Alm. Salg,8.503,4,Rækkehus,147,1800,-7 %,Aktuel værdi
"Tyreengen 14, 3. TV4220 Korsør",rsør,495.000,15-02-2017,Alm. Salg,6.346,3,Lejlighed,78,1969,0 %,Aktuel værdi
Bragesvej 1704220 Korsør,rsør,570.000,15-02-2017,Alm. Salg,9.193,2,Rækkehus,62,1987,-4 %,Aktuel værdi
Violvej 2064220 Korsør,rsør,1.635.000,13-02-2017,Alm. Salg,11.934,5,Villa,137,1986,-3 %,Aktuel værdi
Stenvangen 94220 Korsør,rsør,795.000,13-02-2017,Alm. Salg,7.098,6,Villa,112,1927,-6 %,Aktuel værdi
Skovvej 284220 Korsør,rsør,1.700.000,13-02-2017,Alm. Salg,9.497,6,Villa,179,1877,,Aktuel værdi
"Halsskovvej 17, 14220 Korsør",rsør,1.000.000,12-02-2017,Alm. Salg,6.172,5,Lejlighed,162,1955,,Aktuel værdi
Violvej 1024220 Korsør,rsør,1.090.000,10-02-2017,Alm. Salg,8.449,4,Villa,129,1981,-3 %,Aktuel værdi
Høgeleddet 14220 Korsør,rsør,225.000,09-02-2017,Alm. Salg,3.000,5,Sommerhus,75,1971,,Aktuel værdi
"Tyreengen 4, 1. MF4220 Korsør",rsør,250.000,09-02-2017,Alm. Salg,3.906,2,Lejlighed,64,1969,,Aktuel værdi
Tjørnevænget 674220 Korsør,rsør,1.690.000,09-02-2017,Alm. Salg,10.562,5,Villa,160,1966,,Aktuel værdi
"Strandvej 43, 4. TH4220 Korsør",rsør,2.950.000,08-02-2017,Alm. Salg,25.000,3,Lejlighed,118,2006,-2 %,Aktuel værdi
Ved Lunden 14220 Korsør,rsør,1.395.000,07-02-2017,Alm. Salg,8.611,5,Villa,162,1910,0 %,Aktuel værdi
"Tyreengen 34, 2. TH4220 Korsør",rsør,530.000,06-02-2017,Alm. Salg,4.818,4,Lejlighed,110,1970,-10 %,Aktuel værdi
Teglgården 124220 Korsør,rsør,1.200.000,02-02-2017,Alm. Salg,8.571,5,Villa,140,1925,-5 %,Aktuel værdi
