address,zip_code,price,sell_date,sell_type,price_per_sq_m,no_rooms,housing_type,size_in_sq_m,year_of_construction,price_change_in_pct
"Ros Have 18, 2. 164000 Roskilde",ilde,1.850.000,24-05-2017,Alm. Salg,20.108,2,Lejlighed,92,2008,,Aktuel værdi
"Roskildevænget 13, 2. TH4000 Roskilde",ilde,1.375.000,24-05-2017,Fam. Salg,18.092,2,Lejlighed,76,1960,,Aktuel værdi
Isafjordvej 764000 Roskilde,ilde,4.125.000,24-05-2017,Alm. Salg,29.464,5,Rækkehus,140,2003,-1 %,Aktuel værdi
Nanortalikvej 264000 Roskilde,ilde,5.000.000,22-05-2017,Alm. Salg,29.940,6,Villa,167,2006,-3 %,Aktuel værdi
Læderstræde 10A4000 Roskilde,ilde,4.750.000,22-05-2017,Alm. Salg,25.132,5,Villa,189,1870,-5 %,Aktuel værdi
"Kornerups Vænge 6, 3. TH4000 Roskilde",ilde,1.925.000,22-05-2017,Alm. Salg,28.308,3,Lejlighed,68,1916,3 %,Aktuel værdi
Aastoften 194000 Roskilde,ilde,1.000.000,19-05-2017,Fam. Salg,6.097,5,Villa,164,1967,,Aktuel værdi
Hedegade 304000 Roskilde,ilde,2.700.000,17-05-2017,Andet,15.428,6,Villa,175,1920,-51 %,Aktuel værdi
Frederiksborgvej 200B4000 Roskilde,ilde,6.080.000,17-05-2017,Alm. Salg,38.000,4,Villa,160,2016,-2 %,Aktuel værdi
"Knud Den Stores Vej 38, 3. 1184000 Roskilde",ilde,1.300.000,16-05-2017,Fam. Salg,13.265,3,Lejlighed,98,1969,,Aktuel værdi
Stærkendevej 534000 Roskilde,ilde,2.800.000,15-05-2017,Alm. Salg,16.666,5,Stuehus,168,1917,0 %,
"Holbækvej 22, ST. TH4000 Roskilde",ilde,554.860,15-05-2017,Andet,8.536,3,Lejlighed,65,1946,,Aktuel værdi
Spurvevej 144000 Roskilde,ilde,2.800.000,11-05-2017,Alm. Salg,25.688,4,Villa,109,1964,-3 %,Aktuel værdi
Piledyssen 184000 Roskilde,ilde,1.950.000,09-05-2017,Alm. Salg,16.810,5,Villa,116,1972,-9 %,Aktuel værdi
Lillemarken 104000 Roskilde,ilde,1.400.000,08-05-2017,Alm. Salg,14.285,3,Villa,98,1964,-12 %,Aktuel værdi
Hjørnekilden 414000 Roskilde,ilde,961.321,08-05-2017,Fam. Salg,8.819,4,Rækkehus,109,1974,,Aktuel værdi
Højdyssevej 34000 Roskilde,ilde,4.000.000,06-05-2017,Fam. Salg,25.806,7,Villa,155,2004,,Aktuel værdi
Tønsbergvej 334000 Roskilde,ilde,3.995.000,04-05-2017,Alm. Salg,29.375,5,Villa,136,2006,0 %,Aktuel værdi
"Havnevej 20, 2. TV4000 Roskilde",ilde,2.050.000,02-05-2017,Alm. Salg,26.282,3,Lejlighed,78,1960,0 %,Aktuel værdi
"Neergårdsparken 39, 1. 14000 Roskilde",ilde,1.625.000,02-05-2017,Alm. Salg,22.260,3,Lejlighed,73,1968,,Aktuel værdi
Sandvejen 214000 Roskilde,ilde,1.200.000,02-05-2017,Fam. Salg,11.881,4,Villa,101,1954,,Aktuel værdi
"Gartnervang 24, ST. TH4000 Roskilde",ilde,1.450.000,01-05-2017,Alm. Salg,22.307,2,Lejlighed,65,1968,0 %,Aktuel værdi
Okseholm 164000 Roskilde,ilde,4.600.000,01-05-2017,Alm. Salg,23.711,5,Villa,194,1971,-3 %,Aktuel værdi
"Gyvelvej 9, 1. TV4000 Roskilde",ilde,1.670.000,28-04-2017,Alm. Salg,20.365,3,Lejlighed,82,1962,-3 %,Aktuel værdi
Skyttevej 164000 Roskilde,ilde,1.875.000,28-04-2017,Fam. Salg,13.392,4,Villa,140,1954,,Aktuel værdi
Meldager 24000 Roskilde,ilde,2.450.000,27-04-2017,Alm. Salg,16.118,5,Villa,152,1967,-3 %,Aktuel værdi
"Sankt Laurentii Vej 3, 1. TH4000 Roskilde",ilde,2.395.000,27-04-2017,Alm. Salg,34.710,2,Lejlighed,69,1908,0 %,Aktuel værdi
Pilekrogen 64000 Roskilde,ilde,13.162.500,26-04-2017,Alm. Salg,83.306,5,Stuehus,158,1912,,
Kristiansminde 104000 Roskilde,ilde,2.595.000,26-04-2017,Alm. Salg,26.479,3,Rækkehus,98,2009,,Aktuel værdi
Kildevangsvej 94000 Roskilde,ilde,4.500.000,25-04-2017,Alm. Salg,12.396,10,Villa,363,1878,,Aktuel værdi
"Ejboparken 39, ST. MF4000 Roskilde",ilde,745.000,25-04-2017,Alm. Salg,17.325,1,Lejlighed,43,1969,0 %,Aktuel værdi
Himmelev Sognevej 674000 Roskilde,ilde,3.495.000,25-04-2017,Alm. Salg,28.647,3,Villa,122,1963,,Aktuel værdi
"Neergårdsparken 35, ST. MF4000 Roskilde",ilde,895.000,25-04-2017,Alm. Salg,22.948,1,Lejlighed,39,1968,0 %,Aktuel værdi
"Ejboparken 13, 2. MF4000 Roskilde",ilde,825.000,25-04-2017,Alm. Salg,19.186,1,Lejlighed,43,1967,-3 %,Aktuel værdi
Sandvejen 144000 Roskilde,ilde,746.826,25-04-2017,Andet,6.275,4,Villa,119,1931,,Aktuel værdi
Langholm 224000 Roskilde,ilde,4.010.000,25-04-2017,Alm. Salg,20.564,6,Villa,195,1975,-4 %,Aktuel værdi
"Roskildevænget 61, 1. TH4000 Roskilde",ilde,1.470.000,24-04-2017,Alm. Salg,23.709,2,Lejlighed,62,1962,0 %,Aktuel værdi
"Skomagergade 21, 3. 4154000 Roskilde",ilde,1.240.000,24-04-2017,Alm. Salg,22.142,1,Lejlighed,56,1975,,Aktuel værdi
Langagervej 15A4000 Roskilde,ilde,3.900.000,24-04-2017,Fam. Salg,34.513,4,Villa,113,1964,,Aktuel værdi
Svaleøvej 304000 Roskilde,ilde,3.225.000,24-04-2017,Alm. Salg,21.938,4,Villa,147,1965,-4 %,Aktuel værdi
Bovsager 144000 Roskilde,ilde,2.995.000,23-04-2017,Alm. Salg,18.487,5,Villa,162,1967,0 %,Aktuel værdi
Bogensevej 124000 Roskilde,ilde,3.300.000,22-04-2017,Alm. Salg,25.984,5,Villa,127,1961,-3 %,Aktuel værdi
Haraldsborgvej 84B4000 Roskilde,ilde,4.150.000,21-04-2017,Alm. Salg,31.439,5,Villa,132,2003,-1 %,Aktuel værdi
"Hedevænget 10, 1. TV4000 Roskilde",ilde,499.000,21-04-2017,Fam. Salg,6.397,3,Lejlighed,78,1963,,Aktuel værdi
"Gyvelvej 12B, ST. TH4000 Roskilde",ilde,675.000,21-04-2017,Fam. Salg,9.000,3,Lejlighed,75,1967,,Aktuel værdi
