address,zip_code,price,sell_date,sell_type,price_per_sq_m,no_rooms,housing_type,size_in_sq_m,year_of_construction,price_change_in_pct
Ved Skoven 169492 Blokhus,khus,331.500,16-05-2017,Fam. Salg,3.603,4,Sommerhus,92,1975,,Aktuel værdi
Quintusvej 329492 Blokhus,khus,1.595.000,15-05-2017,Alm. Salg,18.988,5,Sommerhus,84,1980,0 %,Aktuel værdi
Ved Granerne 109492 Blokhus,khus,1.365.000,09-05-2017,Fam. Salg,12.187,3,Sommerhus,112,1949,,Aktuel værdi
Ferren 859492 Blokhus,khus,1.400.000,09-05-2017,Alm. Salg,15.217,4,Rækkehus,92,1987,-2 %,Aktuel værdi
"Høkervej 5F, 1. 2099492 Blokhus",khus,550.000,07-05-2017,Alm. Salg,9.166,2,Lejlighed,60,1975,-8 %,Aktuel værdi
Hagen 29492 Blokhus,khus,2.610.000,01-05-2017,Alm. Salg,22.695,4,Villa,115,1991,-3 %,Aktuel værdi
Skraavejen 39492 Blokhus,khus,1.995.000,30-04-2017,Alm. Salg,12.391,6,Sommerhus,161,1970,-5 %,Aktuel værdi
"Høkervej 5C, 1. 2139492 Blokhus",khus,650.000,28-04-2017,Alm. Salg,10.833,2,Lejlighed,60,1973,-6 %,Aktuel værdi
Blaabærskrænten 139492 Blokhus,khus,1.645.000,28-04-2017,Alm. Salg,16.287,5,Sommerhus,101,1972,0 %,Aktuel værdi
Moreavej 319492 Blokhus,khus,3.295.000,24-04-2017,Alm. Salg,25.152,5,Sommerhus,131,1972,0 %,Aktuel værdi
"Høkervej 5C, ST. 1119492 Blokhus",khus,530.000,22-04-2017,Alm. Salg,8.833,2,Lejlighed,60,1973,-3 %,Aktuel værdi
Slugten 109492 Blokhus,khus,2.095.000,22-04-2017,Alm. Salg,21.822,3,Sommerhus,96,1933,0 %,Aktuel værdi
"Høkervej 5F, 1. 2209492 Blokhus",khus,525.000,21-04-2017,Alm. Salg,8.750,2,Lejlighed,60,1975,-12 %,Aktuel værdi
"Høkervej 5D, 1. 2149492 Blokhus",khus,885.000,14-04-2017,Alm. Salg,14.750,2,Lejlighed,60,1975,0 %,Aktuel værdi
Ferren 379492 Blokhus,khus,2.450.000,11-04-2017,Alm. Salg,14.848,4,Villa,165,2007,-2 %,Aktuel værdi
Lyngdraget 559492 Blokhus,khus,1.900.000,08-04-2017,Alm. Salg,18.627,5,Sommerhus,102,2004,-12 %,Aktuel værdi
Sønder I By 279492 Blokhus,khus,2.150.000,07-04-2017,Alm. Salg,12.078,7,Villa,178,1935,-6 %,Aktuel værdi
Skytten 439492 Blokhus,khus,1.550.000,06-04-2017,Alm. Salg,22.142,4,Sommerhus,70,1984,-3 %,Aktuel værdi
