address,zip_code,price,sell_date,sell_type,price_per_sq_m,no_rooms,housing_type,size_in_sq_m,year_of_construction,price_change_in_pct
"Gl Vejlevej 59, 18721 Daugård",gård,6.400.000,01-05-2017,Alm. Salg,66.666,3,Lejlighed,96,1987,,Aktuel værdi
Gl Vejlevej 458721 Daugård,gård,850.000,23-02-2017,Alm. Salg,5.666,6,Villa,150,1968,-21 %,Aktuel værdi
Lærkevænget 108721 Daugård,gård,860.000,22-02-2017,Alm. Salg,6.991,4,Villa,123,1969,-4 %,Aktuel værdi
Daugårdvej 208721 Daugård,gård,750.000,18-02-2017,Andet,2.155,9,Villa,348,1877,,Aktuel værdi
Ørumvej 1068721 Daugård,gård,1.300.000,13-01-2017,Alm. Salg,5.179,7,Villa,251,1877,-7 %,Aktuel værdi
Korshøjvej 268721 Daugård,gård,2.000.000,20-12-2016,Alm. Salg,20.618,4,Villa,97,1931,,Aktuel værdi
Strandvejen 368721 Daugård,gård,1.742.500,20-12-2016,Fam. Salg,12.626,5,Villa,138,1899,,Aktuel værdi
Strandvejen 348721 Daugård,gård,708.000,12-12-2016,Fam. Salg,5.488,4,Sommerhus,129,1902,,Aktuel værdi
Vibevej 118721 Daugård,gård,1.262.500,09-12-2016,Alm. Salg,9.351,4,Villa,135,1970,-5 %,Aktuel værdi
Højkildevej 368721 Daugård,gård,900.000,06-12-2016,Alm. Salg,4.736,5,Villa,190,1962,-5 %,Aktuel værdi
Vibevej 88721 Daugård,gård,4.600.000,05-12-2016,Alm. Salg,12.169,10,Villa,378,1969,,Aktuel værdi
Lærkevænget 148721 Daugård,gård,900.000,04-11-2016,Alm. Salg,6.382,6,Villa,141,1966,-5 %,Aktuel værdi
Nordbygårdvej 768721 Daugård,gård,1.985.000,21-10-2016,Alm. Salg,14.384,4,Villa,138,2006,-1 %,Aktuel værdi
Nordbygårdvej 1068721 Daugård,gård,2.287.500,05-10-2016,Alm. Salg,14.033,6,Villa,163,2008,-4 %,Aktuel værdi
Strandvejen 468721 Daugård,gård,5.650.000,20-09-2016,Alm. Salg,25.917,4,Villa,218,1950,-9 %,Aktuel værdi
Tranevej 1078721 Daugård,gård,737.500,15-09-2016,Andet,4.949,4,Villa,149,1986,,Aktuel værdi
Møllevænget 58721 Daugård,gård,1.320.000,05-09-2016,Alm. Salg,7.857,3,Villa,168,1946,,Aktuel værdi
Gl Vejlevej 568721 Daugård,gård,142.000,29-08-2016,Alm. Salg,522,7,Stuehus,272,1935,,
Tranevej 538721 Daugård,gård,1.275.000,27-08-2016,Alm. Salg,11.383,4,Villa,112,1985,-4 %,Aktuel værdi
Tranevej 198721 Daugård,gård,1.050.000,25-08-2016,Alm. Salg,7.954,4,Villa,132,1978,-12 %,Aktuel værdi
Stabelhjørnevej 198721 Daugård,gård,2.738.023,22-08-2016,Alm. Salg,10.695,9,Stuehus,256,1993,,
Nordbygårdvej 398721 Daugård,gård,1.925.000,22-08-2016,Alm. Salg,10.294,6,Villa,187,1998,-4 %,Aktuel værdi
Lærkevænget 128721 Daugård,gård,695.000,21-07-2016,Fam. Salg,4.371,5,Villa,159,1967,,Aktuel værdi
Tranevej 518721 Daugård,gård,1.450.000,13-07-2016,Alm. Salg,10.583,5,Villa,137,1986,-3 %,Aktuel værdi
Strandvejen 888721 Daugård,gård,3.700.000,12-07-2016,Alm. Salg,32.173,3,Villa,115,1979,-6 %,Aktuel værdi
Drosselvej 108721 Daugård,gård,1.050.000,16-06-2016,Alm. Salg,6.603,7,Villa,159,1967,-4 %,Aktuel værdi
Gl Vejlevej 528721 Daugård,gård,1.250.000,16-06-2016,Alm. Salg,8.680,5,Villa,144,1918,-10 %,Aktuel værdi
Strandvejen 78721 Daugård,gård,2.800.000,14-06-2016,Alm. Salg,31.111,3,Villa,90,1963,-7 %,Aktuel værdi
Åløkkevej 48721 Daugård,gård,516.000,15-03-2016,Andet,3.909,5,Villa,132,1938,,Aktuel værdi
Nordbygårdvej 648721 Daugård,gård,1.700.000,19-02-2016,Fam. Salg,8.333,4,Villa,204,2009,,Aktuel værdi
Strandvejen 448721 Daugård,gård,400.475,25-01-2016,Alm. Salg,2.355,6,Villa,170,1877,,Aktuel værdi
