address,zip_code,price,sell_date,sell_type,price_per_sq_m,no_rooms,housing_type,size_in_sq_m,year_of_construction,price_change_in_pct
Højgården 399380 Vestbjerg,jerg,1.970.000,05-05-2017,Alm. Salg,16.837,4,Rækkehus,117,2017,,Aktuel værdi
Bellisvej 89380 Vestbjerg,jerg,2.510.000,21-04-2017,Alm. Salg,12.425,7,Villa,202,1968,,Aktuel værdi
Søhusevej 209380 Vestbjerg,jerg,4.500.000,18-04-2017,Andet,24.324,7,Villa,185,1962,,Aktuel værdi
Vedbendvej 79380 Vestbjerg,jerg,1.650.000,27-03-2017,Alm. Salg,14.601,4,Villa,113,1966,,Aktuel værdi
Mølbjergvej 199380 Vestbjerg,jerg,3.695.000,14-03-2017,Alm. Salg,16.949,8,Villa,218,1971,0 %,Aktuel værdi
Højgården 739380 Vestbjerg,jerg,840.000,10-03-2017,Andet,7.179,4,Rækkehus,117,2017,,Aktuel værdi
Stråtaget 789380 Vestbjerg,jerg,1.050.000,22-02-2017,Fam. Salg,6.603,5,Villa,159,1979,,Aktuel værdi
Stråtaget 1239380 Vestbjerg,jerg,2.198.000,17-02-2017,Alm. Salg,17.725,4,Villa,124,2016,0 %,Aktuel værdi
Stråtaget 989380 Vestbjerg,jerg,1.845.000,08-02-2017,Alm. Salg,15.247,4,Villa,121,1986,0 %,Aktuel værdi
Højgården 459380 Vestbjerg,jerg,1.825.000,27-01-2017,Alm. Salg,15.598,4,Rækkehus,117,2017,,Aktuel værdi
Højgården 419380 Vestbjerg,jerg,1.895.000,24-01-2017,Alm. Salg,16.196,4,Rækkehus,117,2017,,Aktuel værdi
Højgården 359380 Vestbjerg,jerg,1.895.000,24-01-2017,Alm. Salg,16.196,4,Rækkehus,117,2017,,Aktuel værdi
Højgården 379380 Vestbjerg,jerg,1.895.000,24-01-2017,Alm. Salg,16.196,4,Rækkehus,117,2017,,Aktuel værdi
Højgården 269380 Vestbjerg,jerg,700.000,18-01-2017,Alm. Salg,7.368,4,Villa,95,1967,,Aktuel værdi
Stakladen 669380 Vestbjerg,jerg,2.254.500,17-01-2017,Alm. Salg,14.639,5,Villa,154,1974,-6 %,Aktuel værdi
Tingvej 269380 Vestbjerg,jerg,2.275.000,16-01-2017,Alm. Salg,8.425,7,Stuehus,270,1877,,
Slugten 39380 Vestbjerg,jerg,1.617.000,16-01-2017,Alm. Salg,13.939,5,Villa,116,1963,,Aktuel værdi
Stråtaget 1209380 Vestbjerg,jerg,1.600.000,12-01-2017,Alm. Salg,13.223,4,Villa,121,1985,-6 %,Aktuel værdi
Møllehusvej 249380 Vestbjerg,jerg,2.200.000,07-01-2017,Alm. Salg,14.864,4,Villa,148,1966,-4 %,Aktuel værdi
Vestbjerg Skovvej 259380 Vestbjerg,jerg,2.610.000,05-01-2017,Alm. Salg,23.513,3,Villa,111,1952,31 %,Aktuel værdi
Jasminvej 49380 Vestbjerg,jerg,1.430.000,03-01-2017,Alm. Salg,11.916,4,Villa,120,1966,-4 %,Aktuel værdi
Tines Vej 469380 Vestbjerg,jerg,150.000,22-12-2016,Alm. Salg,697,7,Villa,215,1977,,Aktuel værdi
Læhegnet 299380 Vestbjerg,jerg,1.760.000,20-12-2016,Alm. Salg,13.538,4,Villa,130,1973,-2 %,Aktuel værdi
Stakladen 429380 Vestbjerg,jerg,2.295.000,16-12-2016,Alm. Salg,10.384,5,Villa,221,1975,0 %,Aktuel værdi
Højgården 99380 Vestbjerg,jerg,1.970.000,23-11-2016,Alm. Salg,16.837,4,Rækkehus,117,2017,,Aktuel værdi
Højgården 679380 Vestbjerg,jerg,1.895.000,11-11-2016,Alm. Salg,16.196,4,Rækkehus,117,2016,,Aktuel værdi
Sulsted Landevej 399380 Vestbjerg,jerg,470.000,08-11-2016,Alm. Salg,4.653,4,Villa,101,1949,-55 %,Aktuel værdi
Vestbjerggårdvej 99380 Vestbjerg,jerg,1.483.000,28-10-2016,Alm. Salg,11.496,5,Rækkehus,129,1977,,Aktuel værdi
Læhegnet 479380 Vestbjerg,jerg,1.825.000,27-10-2016,Alm. Salg,12.500,5,Villa,146,1973,-4 %,Aktuel værdi
Rosenvej 29380 Vestbjerg,jerg,590.857,09-10-2016,Fam. Salg,5.093,4,Villa,116,1966,,Aktuel værdi
Højgården 119380 Vestbjerg,jerg,1.895.000,04-10-2016,Alm. Salg,16.196,4,Rækkehus,117,2017,,Aktuel værdi
Højgården 79380 Vestbjerg,jerg,1.895.000,04-10-2016,Alm. Salg,16.196,4,Rækkehus,117,2017,,Aktuel værdi
Myntevej 89380 Vestbjerg,jerg,1.970.000,09-09-2016,Alm. Salg,12.160,5,Villa,162,1969,-1 %,Aktuel værdi
Højgården 559380 Vestbjerg,jerg,1.895.000,07-09-2016,Alm. Salg,16.196,4,Rækkehus,117,2016,,Aktuel værdi
Hyacintvej 109380 Vestbjerg,jerg,2.995.000,06-09-2016,Alm. Salg,17.312,5,Villa,173,1965,0 %,Aktuel værdi
Vestbjerggårdvej 39380 Vestbjerg,jerg,1.265.000,05-09-2016,Alm. Salg,9.806,5,Rækkehus,129,1977,-6 %,Aktuel værdi
Mølbjergvej 19380 Vestbjerg,jerg,1.660.000,01-09-2016,Alm. Salg,12.769,4,Villa,130,1964,-2 %,Aktuel værdi
Højgården 659380 Vestbjerg,jerg,1.895.000,01-09-2016,Alm. Salg,16.196,4,Rækkehus,117,2016,,Aktuel værdi
Vestbjerggårdvej 199380 Vestbjerg,jerg,1.430.000,30-08-2016,Alm. Salg,11.085,5,Rækkehus,129,1977,-4 %,Aktuel værdi
Kongelysvej 89380 Vestbjerg,jerg,2.578.000,30-08-2016,Alm. Salg,14.816,5,Villa,174,1969,0 %,Aktuel værdi
Vindfløjen 449380 Vestbjerg,jerg,1.400.000,15-08-2016,Alm. Salg,9.459,5,Villa,148,1978,-6 %,Aktuel værdi
Læhegnet 419380 Vestbjerg,jerg,2.145.000,22-07-2016,Alm. Salg,16.250,5,Villa,132,1973,-2 %,Aktuel værdi
Stråtaget 1279380 Vestbjerg,jerg,2.945.000,12-07-2016,Alm. Salg,16.361,6,Villa,180,2010,-2 %,Aktuel værdi
