address,zip_code,price,sell_date,sell_type,price_per_sq_m,no_rooms,housing_type,size_in_sq_m,year_of_construction,price_change_in_pct
Skyrervej 74684 Holmegaard,aard,1.500.000,03-05-2017,Alm. Salg,10.000,4,Villa,150,1978,-6 %,Aktuel værdi
Petersmindevej 964684 Holmegaard,aard,1.300.000,02-05-2017,Alm. Salg,8.666,5,Villa,150,1979,-3 %,Aktuel værdi
Hyttemestervej 484684 Holmegaard,aard,1.100.000,26-04-2017,Alm. Salg,8.527,4,Villa,129,1978,-12 %,Aktuel værdi
Stationsvej 43B4684 Holmegaard,aard,425.000,25-04-2017,Alm. Salg,2.470,5,Villa,172,1916,,Aktuel værdi
Agernbakken 254684 Holmegaard,aard,1.595.000,20-04-2017,Alm. Salg,15.047,4,Rækkehus,106,2016,,Aktuel værdi
Hovkrog 134684 Holmegaard,aard,395.000,19-04-2017,Alm. Salg,5.197,2,Villa,76,1850,0 %,Aktuel værdi
Landevejen 364684 Holmegaard,aard,1.020.850,19-04-2017,Fam. Salg,4.201,8,Villa,243,1928,,Aktuel værdi
Morbærvænget 174684 Holmegaard,aard,845.000,12-04-2017,Alm. Salg,7.681,4,Villa,110,1973,,Aktuel værdi
Tjørnevej 464684 Holmegaard,aard,1.235.000,09-04-2017,Alm. Salg,8.019,5,Villa,154,1970,-4 %,Aktuel værdi
Nr Tvedevej 214684 Holmegaard,aard,1.950.000,07-04-2017,Alm. Salg,20.744,3,Stuehus,94,2015,-2 %,
Pinjevej 124684 Holmegaard,aard,1.445.000,07-04-2017,Alm. Salg,9.088,4,Villa,159,1974,-3 %,Aktuel værdi
Skovvej 2B4684 Holmegaard,aard,2.400.000,06-04-2017,Alm. Salg,11.428,6,Stuehus,210,1900,-4 %,
Lodkrog 54684 Holmegaard,aard,1.550.000,03-04-2017,Alm. Salg,12.601,4,Villa,123,1985,-3 %,Aktuel værdi
Holmegaardsvej 444684 Holmegaard,aard,544.181,31-03-2017,Fam. Salg,3.887,5,Villa,140,1900,,Aktuel værdi
Kalkerupvej 8B4684 Holmegaard,aard,1.210.000,29-03-2017,Alm. Salg,9.758,4,Rækkehus,124,1990,-3 %,Aktuel værdi
Slibemestervej 14A4684 Holmegaard,aard,465.000,14-03-2017,Fam. Salg,5.284,3,Rækkehus,88,2004,,Aktuel værdi
Slibemestervej 14B4684 Holmegaard,aard,1.175.000,11-03-2017,Alm. Salg,13.662,3,Rækkehus,86,2003,-4 %,Aktuel værdi
Petersmindevej 124684 Holmegaard,aard,1.095.000,06-03-2017,Alm. Salg,8.830,4,Villa,124,1979,0 %,Aktuel værdi
Stadionvej 54684 Holmegaard,aard,1.195.000,03-03-2017,Fam. Salg,13.277,3,Villa,90,1957,,Aktuel værdi
Nr Tvedevej 444684 Holmegaard,aard,311.341,01-03-2017,Andet,3.022,3,Villa,103,1963,,Aktuel værdi
Agernbakken 194684 Holmegaard,aard,1.595.000,28-02-2017,Alm. Salg,15.047,4,Rækkehus,106,2016,,Aktuel værdi
Højmosen 20A4684 Holmegaard,aard,1.550.000,27-02-2017,Alm. Salg,15.816,4,Rækkehus,98,2004,-2 %,Aktuel værdi
