address,zip_code,price,sell_date,sell_type,price_per_sq_m,no_rooms,housing_type,size_in_sq_m,year_of_construction,price_change_in_pct
Hyltebjerg Allé 79A2720 Vanløse,løse,2.930.000,23-05-2017,Alm. Salg,24.830,6,Villa,118,1952,,Aktuel værdi
"Gennemløbet 19, 2. TH2720 Vanløse",løse,1.768.000,18-05-2017,Alm. Salg,28.983,2,Lejlighed,61,1935,-2 %,Aktuel værdi
"Gudenåvej 20, 1. TH2720 Vanløse",løse,1.575.000,15-05-2017,Fam. Salg,24.609,2,Lejlighed,64,1938,,Aktuel værdi
"Sallingvej 62, 3. TH2720 Vanløse",løse,1.780.000,10-05-2017,Alm. Salg,31.228,2,Lejlighed,57,1941,-6 %,Aktuel værdi
"Flakholmen 36, ST. TH2720 Vanløse",løse,2.295.000,09-05-2017,Alm. Salg,35.307,3,Lejlighed,65,1940,0 %,Aktuel værdi
"Byhøjen 5, ST. TH2720 Vanløse",løse,1.775.000,03-05-2017,Alm. Salg,33.490,2,Lejlighed,53,1940,,Aktuel værdi
"Rydsletten 17, 2. TV2720 Vanløse",løse,946.371,01-05-2017,Fam. Salg,16.603,2,Lejlighed,57,1939,,Aktuel værdi
"Bogholder Allé 76B, 4. TH2720 Vanløse",løse,900.000,01-05-2017,Fam. Salg,15.000,2,Lejlighed,60,1958,,Aktuel værdi
"Kastanie Allé 5, 1. TV2720 Vanløse",løse,2.678.000,30-04-2017,Alm. Salg,35.236,3,Lejlighed,76,1993,-1 %,Aktuel værdi
"Kastanie Allé 9, 2. TH2720 Vanløse",løse,2.300.000,28-04-2017,Alm. Salg,31.081,3,Lejlighed,74,1967,0 %,Aktuel værdi
"Slotsherrensvej 1, 1. TV2720 Vanløse",løse,2.575.000,28-04-2017,Alm. Salg,33.441,3,Lejlighed,77,1932,-1 %,Aktuel værdi
"Flakholmen 23, 2. 12720 Vanløse",løse,2.040.000,27-04-2017,Alm. Salg,30.000,2,Lejlighed,68,1937,-5 %,Aktuel værdi
"Kastanie Allé 9, ST. TH2720 Vanløse",løse,1.875.000,26-04-2017,Alm. Salg,30.241,2,Lejlighed,62,1967,-1 %,Aktuel værdi
"Nedertoften 35, 2. TH2720 Vanløse",løse,1.850.000,26-04-2017,Alm. Salg,34.259,2,Lejlighed,54,1939,-3 %,Aktuel værdi
"Sallingvej 67, ST. TV2720 Vanløse",løse,876.000,25-04-2017,Fam. Salg,10.068,3,Lejlighed,87,1937,,Aktuel værdi
Slotsherrensvej 132F2720 Vanløse,løse,110.000,25-04-2017,Fam. Salg,833,3,Rækkehus,132,1979,,Aktuel værdi
Sandhøjen 72720 Vanløse,løse,4.695.000,24-04-2017,Alm. Salg,24.076,7,Villa,195,1930,0 %,Aktuel værdi
"Nedertoften 25, 2. TH2720 Vanløse",løse,1.850.000,23-04-2017,Alm. Salg,34.905,2,Lejlighed,53,1939,0 %,Aktuel værdi
