address,zip_code,price,sell_date,sell_type,price_per_sq_m,no_rooms,housing_type,size_in_sq_m,year_of_construction,price_change_in_pct
Jyllingeparken 924040 Jyllinge,inge,1.925.000,10-05-2017,Alm. Salg,15.650,4,Rækkehus,123,1978,,Aktuel værdi
Mellemtoften 94040 Jyllinge,inge,2.390.000,02-05-2017,Alm. Salg,21.531,5,Villa,111,1960,0 %,Aktuel værdi
Kometvej 444040 Jyllinge,inge,2.075.000,01-05-2017,Alm. Salg,18.362,4,Rækkehus,113,1977,,Aktuel værdi
Karavelvej 14040 Jyllinge,inge,2.450.000,28-04-2017,Alm. Salg,14.161,4,Villa,173,1970,-6 %,Aktuel værdi
Tomsvej 24040 Jyllinge,inge,1.355.000,27-04-2017,Alm. Salg,22.583,1,Villa,60,1900,-3 %,Aktuel værdi
Nålekrogen 14040 Jyllinge,inge,2.535.000,20-04-2017,Alm. Salg,21.125,3,Villa,120,1996,-4 %,Aktuel værdi
Broengen 114040 Jyllinge,inge,1.250.000,18-04-2017,Fam. Salg,6.188,7,Villa,202,1968,,Aktuel værdi
Rådalsvej 114040 Jyllinge,inge,1.800.000,14-04-2017,Alm. Salg,29.508,2,Villa,61,1981,,Aktuel værdi
Plantagevej 94040 Jyllinge,inge,2.350.000,13-04-2017,Alm. Salg,20.796,4,Villa,113,2007,,Aktuel værdi
Glentevej 124040 Jyllinge,inge,2.645.000,09-04-2017,Alm. Salg,19.306,6,Villa,137,1975,-2 %,Aktuel værdi
Nordmarksvej 84040 Jyllinge,inge,493.250,06-04-2017,Alm. Salg,3.883,4,Villa,127,1934,-85 %,Aktuel værdi
Dragevej 224040 Jyllinge,inge,3.350.000,05-04-2017,Alm. Salg,19.476,6,Villa,172,1975,-4 %,Aktuel værdi
Jupitervej 114040 Jyllinge,inge,2.900.000,03-04-2017,Alm. Salg,18.709,5,Villa,155,1975,-3 %,Aktuel værdi
Østtoften 34040 Jyllinge,inge,1.213.695,31-03-2017,Alm. Salg,9.194,5,Villa,132,1974,,Aktuel værdi
Søfrydvej 74040 Jyllinge,inge,2.100.000,29-03-2017,Fam. Salg,14.000,4,Villa,150,1974,,Aktuel værdi
Pibergårdsvej 134040 Jyllinge,inge,2.375.000,29-03-2017,Alm. Salg,19.308,4,Rækkehus,123,1980,-4 %,Aktuel værdi
Skonnertvej 34040 Jyllinge,inge,1.850.000,28-03-2017,Alm. Salg,13.602,5,Villa,136,1969,-12 %,Aktuel værdi
Kløvervej 434040 Jyllinge,inge,1.415.000,28-03-2017,Alm. Salg,14.894,5,Sommerhus,95,1964,-5 %,Aktuel værdi
Olesvej 44040 Jyllinge,inge,1.765.000,23-03-2017,Alm. Salg,17.135,4,Villa,103,1959,-2 %,Aktuel værdi
Lindevej 154040 Jyllinge,inge,1.069.926,20-03-2017,Fam. Salg,6.406,6,Villa,167,2003,,Aktuel værdi
Havrevej 44040 Jyllinge,inge,2.195.000,19-03-2017,Alm. Salg,20.324,3,Villa,108,1997,-2 %,Aktuel værdi
Jupitervej 34040 Jyllinge,inge,2.200.000,16-03-2017,Alm. Salg,20.370,4,Villa,108,1974,-4 %,Aktuel værdi
Glentevej 184040 Jyllinge,inge,2.395.000,13-03-2017,Alm. Salg,20.826,4,Villa,115,1992,-4 %,Aktuel værdi
Kajakvej 114040 Jyllinge,inge,4.695.000,12-03-2017,Alm. Salg,22.251,6,Villa,211,1968,-1 %,Aktuel værdi
Havrevej 214040 Jyllinge,inge,200.000,12-03-2017,Alm. Salg,1.041,7,Villa,192,1967,,Aktuel værdi
Møllevej 254040 Jyllinge,inge,2.510.000,12-03-2017,Alm. Salg,19.920,5,Villa,126,1989,-3 %,Aktuel værdi
Snekkevej 534040 Jyllinge,inge,3.325.000,11-03-2017,Alm. Salg,20.911,5,Villa,159,1970,,Aktuel værdi
Egesvinget 19B4040 Jyllinge,inge,2.625.000,06-03-2017,Alm. Salg,19.160,6,Villa,137,1966,-3 %,Aktuel værdi
Mågevej 34040 Jyllinge,inge,925.000,02-03-2017,Alm. Salg,14.230,4,Sommerhus,65,1979,-7 %,Aktuel værdi
Hagenæs 104040 Jyllinge,inge,2.700.000,27-02-2017,Alm. Salg,22.881,3,Villa,118,2005,-3 %,Aktuel værdi
Bygvej 94040 Jyllinge,inge,1.350.000,23-02-2017,Alm. Salg,14.210,3,Villa,95,1967,-25 %,Aktuel værdi
Tranevej 34040 Jyllinge,inge,1.900.000,17-02-2017,Alm. Salg,15.833,4,Villa,120,1983,-5 %,Aktuel værdi
Lindevej 84040 Jyllinge,inge,3.300.000,15-02-2017,Alm. Salg,20.245,5,Villa,163,2009,-2 %,Aktuel værdi
Juvelvej 174040 Jyllinge,inge,2.200.000,15-02-2017,Alm. Salg,16.417,3,Villa,134,1970,-4 %,Aktuel værdi
Granhøj 134040 Jyllinge,inge,1.000.000,13-02-2017,Fam. Salg,12.500,3,Sommerhus,80,1966,,Aktuel værdi
Kometvej 404040 Jyllinge,inge,1.900.000,10-02-2017,Alm. Salg,16.814,4,Rækkehus,113,1977,,Aktuel værdi
Gondolvej 254040 Jyllinge,inge,2.995.000,08-02-2017,Alm. Salg,16.731,8,Villa,179,1971,0 %,Aktuel værdi
Fasanvænget 124040 Jyllinge,inge,908.000,08-02-2017,Alm. Salg,25.942,1,Sommerhus,35,1961,-9 %,Aktuel værdi
Højager 124040 Jyllinge,inge,3.025.000,07-02-2017,Alm. Salg,16.712,5,Villa,181,2007,-8 %,Aktuel værdi
Kajakvej 344040 Jyllinge,inge,3.900.000,06-02-2017,Alm. Salg,22.413,5,Villa,174,1973,-7 %,Aktuel værdi
Agnetevej 294040 Jyllinge,inge,3.225.000,01-02-2017,Alm. Salg,19.545,8,Villa,165,2005,-2 %,Aktuel værdi
Kirsebærhegnet 394040 Jyllinge,inge,849.292,01-02-2017,Alm. Salg,9.231,3,Rækkehus,92,2000,,Aktuel værdi
Kajakvej 214040 Jyllinge,inge,2.830.000,30-01-2017,Alm. Salg,21.278,5,Villa,133,1969,-2 %,Aktuel værdi
Vibevej 204040 Jyllinge,inge,3.268.000,28-01-2017,Alm. Salg,19.223,6,Villa,170,2006,-4 %,Aktuel værdi
Baunegårdsvej 584040 Jyllinge,inge,2.820.000,22-01-2017,Alm. Salg,20.735,5,Villa,136,1969,-1 %,Aktuel værdi
Østtoften 304040 Jyllinge,inge,1.050.000,19-01-2017,Alm. Salg,31.818,3,Sommerhus,33,1962,-12 %,Aktuel værdi
Strandagervej 134040 Jyllinge,inge,7.300.000,18-01-2017,Alm. Salg,34.272,4,Villa,213,2011,-3 %,Aktuel værdi
Solsikkevej 304040 Jyllinge,inge,1.550.000,17-01-2017,Alm. Salg,19.620,3,Villa,79,1961,-3 %,Aktuel værdi
Havrevej 144040 Jyllinge,inge,2.845.000,12-01-2017,Alm. Salg,15.213,7,Villa,187,1972,-2 %,Aktuel værdi
Falkevej 44040 Jyllinge,inge,2.800.000,03-01-2017,Alm. Salg,18.918,5,Villa,148,1981,-7 %,Aktuel værdi
Kringlevej 244040 Jyllinge,inge,2.825.000,28-12-2016,Alm. Salg,17.225,7,Villa,164,1961,-2 %,Aktuel værdi
