address,zip_code,price,sell_date,sell_type,price_per_sq_m,no_rooms,housing_type,size_in_sq_m,year_of_construction,price_change_in_pct
Strandagervej 544970 Rødby,ødby,384.275,18-05-2017,Andet,2.511,5,Villa,153,1968,,Aktuel værdi
Fasanvænget 54970 Rødby,ødby,475.000,09-05-2017,Alm. Salg,7.421,4,Sommerhus,64,1979,-5 %,Aktuel værdi
Slusevej 84970 Rødby,ødby,586.500,08-05-2017,Fam. Salg,5.694,5,Sommerhus,103,1967,,Aktuel værdi
Spurvevej 64970 Rødby,ødby,225.000,05-05-2017,Alm. Salg,1.642,4,Villa,137,1963,-4 %,Aktuel værdi
Harestien 234A4970 Rødby,ødby,725.000,27-04-2017,Alm. Salg,11.693,3,Sommerhus,62,1988,,Aktuel værdi
Lidsøvej 104970 Rødby,ødby,325.000,20-04-2017,Alm. Salg,2.070,6,Villa,157,1900,,Aktuel værdi
Liljevej 204970 Rødby,ødby,340.000,20-04-2017,Alm. Salg,4.857,5,Sommerhus,70,1969,-24 %,Aktuel værdi
Strandstien 739K4970 Rødby,ødby,520.000,07-04-2017,Alm. Salg,11.063,3,Sommerhus,47,1988,,Aktuel værdi
Lindevang 64970 Rødby,ødby,300.566,03-04-2017,Fam. Salg,1.757,5,Villa,171,1978,,Aktuel værdi
Havnegade 254970 Rødby,ødby,130.000,30-03-2017,Alm. Salg,1.688,3,Villa,77,1955,,Aktuel værdi
Kanalvej 54970 Rødby,ødby,650.000,28-03-2017,Alm. Salg,8.125,3,Sommerhus,80,2008,,Aktuel værdi
Stadionalle 314970 Rødby,ødby,625.000,24-03-2017,Alm. Salg,4.844,4,Villa,129,1966,-10 %,Aktuel værdi
Fasanstien 126A4970 Rødby,ødby,610.000,23-03-2017,Alm. Salg,11.296,3,Sommerhus,54,1988,,Aktuel værdi
Lindevang 214970 Rødby,ødby,350.000,23-03-2017,Alm. Salg,2.592,4,Villa,135,1980,-11 %,Aktuel værdi
Nøllekrogsvej 44970 Rødby,ødby,50.000,17-03-2017,Fam. Salg,420,3,Villa,119,1875,,Aktuel værdi
