address,zip_code,price,sell_date,sell_type,price_per_sq_m,no_rooms,housing_type,size_in_sq_m,year_of_construction,price_change_in_pct
Porsevej 44874 Gedser,dser,900.000,08-05-2017,Alm. Salg,12.500,3,Sommerhus,72,1980,-3 %,Aktuel værdi
Langgade 714874 Gedser,dser,95.000,31-03-2017,Fam. Salg,931,4,Villa,102,1900,,Aktuel værdi
Vinkelvej 74874 Gedser,dser,625.000,23-03-2017,Alm. Salg,4.111,5,Villa,152,1964,-10 %,Aktuel værdi
Bynkevejen 414874 Gedser,dser,490.000,22-03-2017,Alm. Salg,7.205,4,Sommerhus,68,1981,,Aktuel værdi
Blåklokkevejen 94874 Gedser,dser,186.666,20-03-2017,Fam. Salg,4.552,3,Sommerhus,41,1972,,Aktuel værdi
Fællesdigevej 74874 Gedser,dser,1.190.000,08-03-2017,Fam. Salg,11.333,5,Sommerhus,105,1942,,Aktuel værdi
Stavreby Strandvej 34874 Gedser,dser,35.000,27-02-2017,Alm. Salg,448,3,Villa,78,1902,,Aktuel værdi
Engvejen 154874 Gedser,dser,50.000,24-02-2017,Alm. Salg,526,4,Rækkehus,95,1897,-75 %,Aktuel værdi
Langgade 4B4874 Gedser,dser,230.000,22-02-2017,Alm. Salg,2.705,3,Rækkehus,85,1954,,Aktuel værdi
Gedser Feriepark 504874 Gedser,dser,250.000,20-02-2017,Alm. Salg,5.952,3,Sommerhus,42,1988,,Aktuel værdi
V. Voldgade 44874 Gedser,dser,430.000,17-02-2017,Alm. Salg,3.115,6,Villa,138,1966,,Aktuel værdi
Østre Alle 24874 Gedser,dser,42.000,07-02-2017,Alm. Salg,1.135,2,Villa,37,1960,-73 %,Aktuel værdi
Krølstræde 24874 Gedser,dser,75.000,06-02-2017,Alm. Salg,742,3,Villa,101,1877,,Aktuel værdi
Cikorievej 134874 Gedser,dser,325.000,31-01-2017,Alm. Salg,4.850,3,Sommerhus,67,1976,0 %,Aktuel værdi
Rugvejen 54874 Gedser,dser,200.000,06-01-2017,Fam. Salg,4.761,3,Sommerhus,42,1975,,Aktuel værdi
Vibevejen 44874 Gedser,dser,391.000,03-01-2017,Fam. Salg,6.859,3,Sommerhus,57,1974,,Aktuel værdi
Børsholmsvej 144874 Gedser,dser,650.000,21-12-2016,Alm. Salg,4.850,4,Villa,134,2009,-18 %,Aktuel værdi
Fiskebækvej 14874 Gedser,dser,250.000,15-12-2016,Alm. Salg,2.551,3,Villa,98,1938,-28 %,Aktuel værdi
Sortevej 204874 Gedser,dser,380.000,09-12-2016,Alm. Salg,11.515,3,Sommerhus,33,1957,,Aktuel værdi
Lærkevejen 94874 Gedser,dser,425.000,08-12-2016,Fam. Salg,5.379,4,Sommerhus,79,1973,,Aktuel værdi
Ørnevejen 184874 Gedser,dser,395.000,08-12-2016,Andet,7.900,3,Sommerhus,50,1966,,Aktuel værdi
Sortevej 454874 Gedser,dser,540.000,02-12-2016,Alm. Salg,7.605,6,Sommerhus,71,1969,-8 %,Aktuel værdi
Burrevejen 14874 Gedser,dser,375.000,25-11-2016,Alm. Salg,6.250,4,Sommerhus,60,1972,-5 %,Aktuel værdi
Fællesdigevej 134874 Gedser,dser,1.645.000,24-11-2016,Alm. Salg,17.880,4,Sommerhus,92,2002,-8 %,Aktuel værdi
Salimorvej 34874 Gedser,dser,134.000,23-11-2016,Alm. Salg,1.340,3,Villa,100,1900,-23 %,Aktuel værdi
Bellisvejen 134874 Gedser,dser,955.000,22-11-2016,Alm. Salg,10.159,4,Sommerhus,94,2007,-4 %,Aktuel værdi
Børsholmsvej 154874 Gedser,dser,300.000,15-11-2016,Alm. Salg,2.307,5,Villa,130,1965,-20 %,Aktuel værdi
Krogedevej 44874 Gedser,dser,250.000,14-11-2016,Alm. Salg,2.293,3,Villa,109,1910,,Aktuel værdi
Sortevej 534874 Gedser,dser,660.000,14-11-2016,Alm. Salg,4.258,3,Villa,155,1958,-22 %,Aktuel værdi
Cikorievej 34874 Gedser,dser,408.000,11-11-2016,Alm. Salg,7.034,2,Sommerhus,58,1974,,Aktuel værdi
Sdr. Boulevard 134874 Gedser,dser,1.195.000,11-11-2016,Alm. Salg,9.192,5,Villa,130,1965,-8 %,Aktuel værdi
Askevej 144874 Gedser,dser,453.000,04-11-2016,Alm. Salg,5.147,3,Sommerhus,88,1968,-7 %,Aktuel værdi
Gedser Feriepark 394874 Gedser,dser,125.000,04-11-2016,Fam. Salg,2.976,3,Sommerhus,42,1988,,Aktuel værdi
Ehlersvej 84874 Gedser,dser,255.000,01-11-2016,Alm. Salg,4.722,3,Sommerhus,54,1968,-35 %,Aktuel værdi
Strandvej 294874 Gedser,dser,200.000,24-10-2016,Fam. Salg,1.834,5,Villa,109,1907,,Aktuel værdi
Strandvej 54874 Gedser,dser,185.000,20-10-2016,Alm. Salg,2.102,5,Rækkehus,88,1905,,Aktuel værdi
Fiskebækvej 134874 Gedser,dser,145.000,18-10-2016,Alm. Salg,1.342,3,Villa,108,1876,-26 %,Aktuel værdi
Høgevejen 94874 Gedser,dser,246.707,12-10-2016,Alm. Salg,6.325,3,Sommerhus,39,1971,,Aktuel værdi
Blåklokkevejen 114874 Gedser,dser,435.000,28-09-2016,Alm. Salg,6.214,3,Sommerhus,70,1971,-11 %,Aktuel værdi
Sydfalstervej 184874 Gedser,dser,850.000,27-09-2016,Alm. Salg,11.643,4,Sommerhus,73,1956,13 %,Aktuel værdi
Sortevej 14874 Gedser,dser,370.000,15-09-2016,Alm. Salg,4.302,6,Sommerhus,86,1986,-6 %,Aktuel værdi
Sortevej 104874 Gedser,dser,425.000,14-09-2016,Alm. Salg,6.439,4,Sommerhus,66,1977,-14 %,Aktuel værdi
Tværgade 14874 Gedser,dser,225.000,12-09-2016,Alm. Salg,3.629,3,Rækkehus,62,1900,-8 %,Aktuel værdi
Brudelysvejen 134874 Gedser,dser,675.000,09-09-2016,Alm. Salg,8.881,3,Sommerhus,76,1976,-15 %,Aktuel værdi
Kaarevejen 44874 Gedser,dser,293.500,07-09-2016,Fam. Salg,4.192,2,Villa,70,1920,,Aktuel værdi
Askevej 134874 Gedser,dser,250.000,31-08-2016,Alm. Salg,5.555,3,Sommerhus,45,1968,,Aktuel værdi
Ellebovej 54874 Gedser,dser,500.000,18-08-2016,Alm. Salg,10.416,4,Sommerhus,48,1969,-16 %,Aktuel værdi
Svalebovej 154874 Gedser,dser,337.000,17-08-2016,Alm. Salg,8.023,3,Sommerhus,42,1967,-24 %,Aktuel værdi
Burrevejen 154874 Gedser,dser,550.000,15-08-2016,Alm. Salg,6.547,5,Sommerhus,84,1973,-8 %,Aktuel værdi
Birkemosevej 234874 Gedser,dser,990.000,05-08-2016,Alm. Salg,3.461,8,Villa,286,1877,-10 %,Aktuel værdi
Firkløvervej 84874 Gedser,dser,825.000,04-08-2016,Alm. Salg,13.983,4,Sommerhus,59,1979,-8 %,Aktuel værdi
Burrevejen 184874 Gedser,dser,535.000,21-07-2016,Alm. Salg,11.888,3,Sommerhus,45,1982,-3 %,Aktuel værdi
Sv. Månssonsvej 104874 Gedser,dser,660.000,06-07-2016,Alm. Salg,12.941,3,Sommerhus,51,2002,-1 %,Aktuel værdi
Pr. Alexandrinegade 224874 Gedser,dser,15.000,30-06-2016,Alm. Salg,159,4,Rækkehus,94,1904,,Aktuel værdi
Rasevej 14874 Gedser,dser,800.000,22-06-2016,Alm. Salg,5.714,6,Villa,140,1880,-11 %,Aktuel værdi
Gedser Feriepark 54874 Gedser,dser,240.000,19-06-2016,Alm. Salg,5.714,3,Sommerhus,42,1988,-13 %,Aktuel værdi
Bakken 34874 Gedser,dser,310.000,17-06-2016,Alm. Salg,2.500,3,Villa,124,1850,-37 %,Aktuel værdi
Burrevejen 84874 Gedser,dser,191.250,15-06-2016,Fam. Salg,3.415,3,Sommerhus,56,1973,,Aktuel værdi
Gl. Landevej 84874 Gedser,dser,185.000,14-06-2016,Alm. Salg,2.312,3,Villa,80,1900,-5 %,Aktuel værdi
Vibevejen 34874 Gedser,dser,300.000,12-06-2016,Alm. Salg,5.172,3,Sommerhus,58,1973,,Aktuel værdi
