address,zip_code,price,sell_date,sell_type,price_per_sq_m,no_rooms,housing_type,size_in_sq_m,year_of_construction,price_change_in_pct
Søhusvej 47A5270 Odense N,se N,500.000,15-05-2017,Fam. Salg,3.225,4,Villa,155,1974,,Aktuel værdi
Gudrunvænget 155270 Odense N,se N,1.625.000,10-05-2017,Alm. Salg,16.927,4,Villa,96,1966,-4 %,Aktuel værdi
Emmavænget 15270 Odense N,se N,2.050.000,09-05-2017,Fam. Salg,15.413,5,Villa,133,1965,,Aktuel værdi
Højvang 425270 Odense N,se N,2.825.000,09-05-2017,Alm. Salg,9.292,4,Lejlighed,304,1972,,Aktuel værdi
"Næsbyhovedvej 3B, 2. 75270 Odense N",se N,525.000,25-04-2017,Alm. Salg,10.500,1,Lejlighed,50,1964,-5 %,Aktuel værdi
Munkemaen 425270 Odense N,se N,1.700.000,20-04-2017,Alm. Salg,13.385,4,Villa,127,1981,,Aktuel værdi
Bogensevej 155270 Odense N,se N,475.000,19-04-2017,Alm. Salg,6.418,3,Villa,74,1936,,Aktuel værdi
"Æbleparken 70, ST5270 Odense N",se N,625.000,15-04-2017,Alm. Salg,10.593,2,Lejlighed,59,1973,,Aktuel værdi
"Æbleparken 186, 25270 Odense N",se N,539.000,11-04-2017,Alm. Salg,9.135,2,Lejlighed,59,1974,13 %,Aktuel værdi
Stigevej 2395270 Odense N,se N,343.750,11-04-2017,Alm. Salg,1.818,7,Stuehus,189,1923,,
Søballehøjen 75270 Odense N,se N,2.450.000,05-04-2017,Alm. Salg,14.497,6,Villa,169,1999,-6 %,Aktuel værdi
"Æbleparken 38, 35270 Odense N",se N,463.500,04-04-2017,Alm. Salg,7.855,2,Lejlighed,59,1972,,Aktuel værdi
Bodil Neergård Vænget 315270 Odense N,se N,1.470.000,31-03-2017,Alm. Salg,14.554,4,Rækkehus,101,1969,-5 %,Aktuel værdi
Lodsvej 55270 Odense N,se N,600.000,30-03-2017,Alm. Salg,7.407,2,Villa,81,1909,-11 %,Aktuel værdi
Solsiden 85270 Odense N,se N,1.700.000,29-03-2017,Alm. Salg,12.142,4,Villa,140,1963,-8 %,Aktuel værdi
Søballevej 35270 Odense N,se N,1.195.000,29-03-2017,Alm. Salg,9.958,4,Villa,120,1973,0 %,Aktuel værdi
Anderuplunden 705270 Odense N,se N,990.000,28-03-2017,Alm. Salg,15.468,3,Rækkehus,64,1987,-1 %,Aktuel værdi
Udsigten 125270 Odense N,se N,1.297.892,28-03-2017,Alm. Salg,11.799,6,Villa,110,1965,,Aktuel værdi
Isabellavænget 285270 Odense N,se N,1.350.000,27-03-2017,Andet,7.803,6,Villa,173,2008,,Aktuel værdi
"Æbleparken 110, 15270 Odense N",se N,450.000,27-03-2017,Alm. Salg,7.627,2,Lejlighed,59,1973,-1 %,Aktuel værdi
"Louisevænget 14, ST. 205270 Odense N",se N,410.000,27-03-2017,Alm. Salg,14.137,1,Rækkehus,29,1969,,Aktuel værdi
Hedelundvej 575270 Odense N,se N,2.200.000,27-03-2017,Alm. Salg,10.945,6,Villa,201,1964,-4 %,Aktuel værdi
Bladstrupvej 75270 Odense N,se N,510.000,26-03-2017,Fam. Salg,2.405,9,Villa,212,1957,,Aktuel værdi
"Æbleparken 140, ST5270 Odense N",se N,570.000,22-03-2017,Alm. Salg,9.661,2,Lejlighed,59,1973,0 %,Aktuel værdi
Rørmaen 45270 Odense N,se N,1.950.000,20-03-2017,Alm. Salg,15.354,5,Villa,127,1965,,Aktuel værdi
Skolevej 385270 Odense N,se N,1.460.000,18-03-2017,Alm. Salg,13.153,3,Villa,111,1937,-2 %,Aktuel værdi
Anderuplunden 65270 Odense N,se N,1.025.000,17-03-2017,Alm. Salg,16.015,3,Rækkehus,64,1996,-4 %,Aktuel værdi
Laxtonvænget 55270 Odense N,se N,1.970.000,15-03-2017,Alm. Salg,14.172,5,Villa,139,1968,-1 %,Aktuel værdi
Valkendrupsgyden 595270 Odense N,se N,1.750.000,14-03-2017,Alm. Salg,11.290,5,Villa,155,1974,-3 %,Aktuel værdi
H.C. Lumbyes Vej 2045270 Odense N,se N,450.000,08-03-2017,Alm. Salg,6.617,4,Villa,68,1935,,Aktuel værdi
Søhusvej 1645270 Odense N,se N,885.000,07-03-2017,Alm. Salg,9.833,4,Villa,90,1955,-11 %,Aktuel værdi
Storkeløkken 465270 Odense N,se N,2.535.000,04-03-2017,Alm. Salg,13.556,6,Villa,187,1995,,Aktuel værdi
"Louisevænget 14, ST. 195270 Odense N",se N,300.000,02-03-2017,Alm. Salg,10.344,1,Rækkehus,29,1969,,Aktuel værdi
Timianvej 75270 Odense N,se N,2.870.000,24-02-2017,Alm. Salg,16.123,5,Villa,178,1998,-4 %,Aktuel værdi
Melbavænget 45270 Odense N,se N,1.500.000,22-02-2017,Alm. Salg,12.500,3,Villa,120,1974,-6 %,Aktuel værdi
"Æbleparken 152, 25270 Odense N",se N,575.000,21-02-2017,Alm. Salg,9.745,2,Lejlighed,59,1974,0 %,Aktuel værdi
