address,zip_code,price,sell_date,sell_type,price_per_sq_m,no_rooms,housing_type,size_in_sq_m,year_of_construction,price_change_in_pct
Rendsagervej 762625 Vallensbæk,sbæk,2.795.000,23-05-2017,Alm. Salg,23.487,5,Villa,119,1972,0 %,Aktuel værdi
Nørrebred 922625 Vallensbæk,sbæk,1.575.000,03-05-2017,Alm. Salg,11.013,4,Villa,143,1970,,Aktuel værdi
Syvhøjvænge 1452625 Vallensbæk,sbæk,1.865.000,01-05-2017,Fam. Salg,11.441,4,Villa,163,1970,,Aktuel værdi
Nellikevænget 62625 Vallensbæk,sbæk,3.250.000,27-04-2017,Alm. Salg,25.390,4,Rækkehus,128,1999,-1 %,Aktuel værdi
Bellishaven 412625 Vallensbæk,sbæk,2.228.000,24-04-2017,Alm. Salg,29.315,3,Rækkehus,76,1993,-1 %,Aktuel værdi
"Albertslundvej 121, 2. TV2625 Vallensbæk",sbæk,1.850.000,18-04-2017,Alm. Salg,17.289,4,Lejlighed,107,1964,-2 %,Aktuel værdi
Pilehavevænge 392625 Vallensbæk,sbæk,3.295.000,12-04-2017,Alm. Salg,25.742,4,Villa,128,1969,0 %,Aktuel værdi
"Albertslundvej 127, 1. TH2625 Vallensbæk",sbæk,1.375.000,07-04-2017,Alm. Salg,20.220,2,Lejlighed,68,1964,,Aktuel værdi
Nørrebred 592625 Vallensbæk,sbæk,3.398.000,02-04-2017,Alm. Salg,23.762,5,Villa,143,1972,0 %,Aktuel værdi
"Albertslundvej 103, ST. MF2625 Vallensbæk",sbæk,1.830.000,31-03-2017,Alm. Salg,17.102,4,Lejlighed,107,1964,-2 %,Aktuel værdi
Promenaden 642625 Vallensbæk,sbæk,2.725.000,30-03-2017,Alm. Salg,22.899,5,Rækkehus,119,2008,-3 %,Aktuel værdi
Pilehavevænge 62625 Vallensbæk,sbæk,2.730.000,28-03-2017,Alm. Salg,15.000,5,Villa,182,1967,-6 %,Aktuel værdi
Hyrdeengen 2052625 Vallensbæk,sbæk,2.600.000,28-03-2017,Alm. Salg,20.800,4,Rækkehus,125,1975,-4 %,Aktuel værdi
"Albertslundvej 89, 1. MF2625 Vallensbæk",sbæk,1.945.000,28-03-2017,Alm. Salg,18.701,4,Lejlighed,104,1964,,Aktuel værdi
Hyrdeengen 2072625 Vallensbæk,sbæk,2.420.000,20-03-2017,Alm. Salg,19.360,4,Rækkehus,125,1975,-1 %,Aktuel værdi
Syvhøjvænge 52625 Vallensbæk,sbæk,2.995.000,14-03-2017,Alm. Salg,22.022,5,Villa,136,1972,0 %,Aktuel værdi
"Albertslundvej 113, 1. TH2625 Vallensbæk",sbæk,1.265.000,09-03-2017,Alm. Salg,18.602,2,Lejlighed,68,1964,-2 %,Aktuel værdi
Horsbred 512625 Vallensbæk,sbæk,2.900.000,08-03-2017,Alm. Salg,23.200,5,Rækkehus,125,1967,-3 %,Aktuel værdi
