address,zip_code,price,sell_date,sell_type,price_per_sq_m,no_rooms,housing_type,size_in_sq_m,year_of_construction,price_change_in_pct
Andemosevej 334944 Fejø,Fejø,495.000,17-03-2017,Fam. Salg,4.194,3,Villa,118,1900,,Aktuel værdi
Lærkestien 74944 Fejø,Fejø,450.000,08-03-2017,Alm. Salg,4.736,3,Sommerhus,95,1976,,Aktuel værdi
Brigetvej 34944 Fejø,Fejø,195.000,21-02-2017,Alm. Salg,2.407,3,Villa,81,1952,,Aktuel værdi
Skovvej 284944 Fejø,Fejø,150.000,20-02-2017,Fam. Salg,882,6,Villa,170,1877,,Aktuel værdi
Skaløvej 154944 Fejø,Fejø,700.000,28-12-2016,Alm. Salg,3.846,4,Villa,182,1976,,Aktuel værdi
Dybvigvej 494944 Fejø,Fejø,400.000,09-12-2016,Fam. Salg,4.705,4,Villa,85,1915,,Aktuel værdi
Storemosevej 564944 Fejø,Fejø,555.000,15-11-2016,Alm. Salg,4.021,5,Villa,138,1877,-7 %,Aktuel værdi
Herredsvej 57B4944 Fejø,Fejø,455.000,02-10-2016,Alm. Salg,3.791,4,Sommerhus,120,1860,,Aktuel værdi
Slettervig 94944 Fejø,Fejø,230.000,23-09-2016,Alm. Salg,6.388,3,Sommerhus,36,1969,,Aktuel værdi
Skaløvej 274944 Fejø,Fejø,850.000,24-08-2016,Alm. Salg,5.000,5,Villa,170,1910,-28 %,Aktuel værdi
Poppelstien 184944 Fejø,Fejø,180.000,14-08-2016,Alm. Salg,4.500,3,Sommerhus,40,1971,,Aktuel værdi
Bøgestien 74944 Fejø,Fejø,270.000,12-08-2016,Alm. Salg,5.400,3,Sommerhus,50,1973,-8 %,Aktuel værdi
Syrenstien 104944 Fejø,Fejø,570.000,05-08-2016,Alm. Salg,9.047,4,Sommerhus,63,1970,-18 %,Aktuel værdi
Herredsvej 2804944 Fejø,Fejø,160.000,28-07-2016,Alm. Salg,2.285,3,Villa,70,1897,-18 %,Aktuel værdi
Dommervej 24944 Fejø,Fejø,800.000,06-07-2016,Alm. Salg,6.837,5,Villa,117,1934,,Aktuel værdi
Herredsvej 74A4944 Fejø,Fejø,170.000,01-07-2016,Alm. Salg,1.452,5,Villa,117,1893,-15 %,Aktuel værdi
Herredsvej 2874944 Fejø,Fejø,500.000,30-06-2016,Alm. Salg,6.250,4,Villa,80,1875,1 %,Aktuel værdi
Andemosevej 274944 Fejø,Fejø,445.000,03-06-2016,Fam. Salg,3.476,5,Villa,128,1846,,Aktuel værdi
Andemosevej 27B4944 Fejø,Fejø,360.000,02-06-2016,Fam. Salg,4.931,3,Sommerhus,73,1880,,Aktuel værdi
Lærkestien 54944 Fejø,Fejø,155.000,31-05-2016,Alm. Salg,5.961,1,Sommerhus,26,1972,,Aktuel værdi
Birkestien 34944 Fejø,Fejø,325.000,31-05-2016,Alm. Salg,4.850,5,Sommerhus,67,1973,,Aktuel værdi
Bøgestien 144944 Fejø,Fejø,470.000,27-05-2016,Alm. Salg,8.103,3,Sommerhus,58,1981,-5 %,Aktuel værdi
Sletterodde 94944 Fejø,Fejø,96.627,24-05-2016,Alm. Salg,1.288,4,Sommerhus,75,1968,,Aktuel værdi
Herredsvej 2614944 Fejø,Fejø,150.000,25-04-2016,Alm. Salg,1.724,2,Villa,87,1820,-23 %,Aktuel værdi
Storemosevej 754944 Fejø,Fejø,162.500,22-04-2016,Alm. Salg,3.779,2,Sommerhus,43,1956,,Aktuel værdi
Herredsvej 194944 Fejø,Fejø,330.000,09-03-2016,Alm. Salg,2.391,3,Villa,138,1938,-33 %,Aktuel værdi
Herredsvej 834944 Fejø,Fejø,127.500,17-02-2016,Alm. Salg,1.593,3,Villa,80,1941,29 %,Aktuel værdi
Herredsvej 644944 Fejø,Fejø,177.004,09-12-2015,Auktion,1.085,5,Villa,163,1925,,Aktuel værdi
Brigetvej 114944 Fejø,Fejø,990.000,03-12-2015,Andet,9.900,4,Sommerhus,100,1897,,Aktuel værdi
Granstien 44944 Fejø,Fejø,540.000,03-12-2015,Alm. Salg,8.307,4,Sommerhus,65,1974,3 %,Aktuel værdi
Dalmosevej 24944 Fejø,Fejø,675.000,29-11-2015,Alm. Salg,3.276,5,Villa,206,1980,-16 %,Aktuel værdi
