address,zip_code,price,sell_date,sell_type,price_per_sq_m,no_rooms,housing_type,size_in_sq_m,year_of_construction,price_change_in_pct
Vælddalen 148370 Hadsten,sten,5.200.000,05-05-2017,Fam. Salg,16.938,6,Villa,307,2001,,Aktuel værdi
Østervænget 388370 Hadsten,sten,466.729,30-04-2017,Fam. Salg,2.430,7,Villa,192,1965,-64 %,Aktuel værdi
Finlandsvej 108370 Hadsten,sten,1.850.000,26-04-2017,Alm. Salg,14.919,5,Villa,124,1978,0 %,Aktuel værdi
Østervænget 568370 Hadsten,sten,1.190.000,25-04-2017,Alm. Salg,9.834,4,Villa,121,1973,-8 %,Aktuel værdi
Hvalløsvej 448370 Hadsten,sten,45.580,24-04-2017,Alm. Salg,250,4,Stuehus,182,1878,,
Tellusvej 138370 Hadsten,sten,2.200.000,17-04-2017,Alm. Salg,15.714,5,Villa,140,1994,-6 %,Aktuel værdi
Lyngåvej 28370 Hadsten,sten,450.000,10-04-2017,Alm. Salg,2.368,6,Villa,190,1930,-24 %,Aktuel værdi
Vermundsvej 198370 Hadsten,sten,2.075.000,07-04-2017,Alm. Salg,12.968,6,Villa,160,1969,1 %,Aktuel værdi
Faurskovvej 198370 Hadsten,sten,1.300.000,05-04-2017,Alm. Salg,13.000,3,Stuehus,100,1922,-16 %,
Hadstenvej 338370 Hadsten,sten,280.000,04-04-2017,Alm. Salg,3.500,6,Villa,80,1900,-20 %,Aktuel værdi
Vegavej 208370 Hadsten,sten,2.048.000,28-03-2017,Alm. Salg,15.170,5,Villa,135,1965,0 %,Aktuel værdi
Vælddalen 78370 Hadsten,sten,2.800.000,20-03-2017,Alm. Salg,18.543,5,Villa,151,1999,,Aktuel værdi
Rødkælkevej 208370 Hadsten,sten,1.050.000,20-03-2017,Andet,7.094,5,Villa,148,2004,,Aktuel værdi
Nattergalevej 48370 Hadsten,sten,1.695.000,10-03-2017,Alm. Salg,10.089,5,Villa,168,1967,0 %,Aktuel værdi
Solsortevej 98370 Hadsten,sten,1.175.000,09-03-2017,Alm. Salg,6.638,7,Villa,177,1964,-13 %,Aktuel værdi
St.St.Blichers Vej 178370 Hadsten,sten,1.898.000,07-03-2017,Alm. Salg,12.824,5,Villa,148,1974,0 %,Aktuel værdi
Vesselbjergvej 6A8370 Hadsten,sten,800.000,04-03-2017,Alm. Salg,12.500,2,Lejlighed,64,1986,1 %,Aktuel værdi
Rækkevej 248370 Hadsten,sten,2.150.000,01-03-2017,Fam. Salg,16.929,5,Stuehus,127,1922,,
Marsvej 88370 Hadsten,sten,1.950.000,27-02-2017,Alm. Salg,10.773,5,Villa,181,1970,-5 %,Aktuel værdi
Bramstrupvej 458370 Hadsten,sten,1.100.000,22-02-2017,Alm. Salg,9.090,5,Villa,121,1965,-8 %,Aktuel værdi
Bjarkesvej 108370 Hadsten,sten,1.150.000,22-02-2017,Fam. Salg,6.182,6,Villa,186,1968,,Aktuel værdi
Vestergade 438370 Hadsten,sten,1.910.000,20-02-2017,Alm. Salg,18.190,3,Villa,105,1955,1 %,Aktuel værdi
Orionsvej 38370 Hadsten,sten,1.675.000,17-02-2017,Alm. Salg,14.439,4,Villa,116,1964,-1 %,Aktuel værdi
Skovfaldet 38370 Hadsten,sten,2.710.000,17-02-2017,Alm. Salg,19.496,6,Villa,139,1956,-3 %,Aktuel værdi
Over Hadstenvej 908370 Hadsten,sten,775.000,16-02-2017,Andet,4.754,5,Villa,163,1949,,Aktuel værdi
Islandsvej 268370 Hadsten,sten,2.160.000,10-02-2017,Alm. Salg,13.170,4,Villa,164,1978,-2 %,Aktuel værdi
Plutovej 6B8370 Hadsten,sten,3.400.000,06-02-2017,Alm. Salg,26.771,3,Villa,127,1987,-3 %,Aktuel værdi
Grønningen 98370 Hadsten,sten,3.300.000,06-02-2017,Alm. Salg,19.411,7,Villa,170,2000,-6 %,Aktuel værdi
Bavnehøjvej 1178370 Hadsten,sten,847.500,30-01-2017,Fam. Salg,4.532,5,Villa,187,1903,,Aktuel værdi
Nøragergårdsvej 38370 Hadsten,sten,2.099.000,21-01-2017,Alm. Salg,9.900,6,Villa,212,2007,0 %,Aktuel værdi
Østervangsvej 1548370 Hadsten,sten,1.965.000,20-01-2017,Alm. Salg,19.455,4,Rækkehus,101,2006,-2 %,Aktuel værdi
Nøragergårdsvej 148370 Hadsten,sten,2.800.000,10-01-2017,Alm. Salg,17.283,3,Villa,162,2001,-7 %,Aktuel værdi
Hammelvej 538370 Hadsten,sten,509.537,09-01-2017,Andet,4.899,6,Stuehus,104,1872,,
Byvej 14A8370 Hadsten,sten,1.109.271,09-01-2017,Fam. Salg,7.811,5,Villa,142,2015,,Aktuel værdi
Ellemosevej 48370 Hadsten,sten,564.000,08-01-2017,Alm. Salg,3.241,6,Villa,174,1967,,Aktuel værdi
Hjaltesvej 208370 Hadsten,sten,1.400.000,05-01-2017,Alm. Salg,10.370,5,Villa,135,1973,-6 %,Aktuel værdi
Hovhedevej 408370 Hadsten,sten,92.160,04-01-2017,Alm. Salg,708,4,Stuehus,130,1930,,
Andreas Gadebergs Vej 388370 Hadsten,sten,3.025.000,22-12-2016,Alm. Salg,19.642,5,Villa,154,2006,-5 %,Aktuel værdi
Møllevænget 588370 Hadsten,sten,1.215.000,22-12-2016,Alm. Salg,8.100,5,Villa,150,1972,-6 %,Aktuel værdi
Rødkælkevej 498370 Hadsten,sten,1.157.500,20-12-2016,Fam. Salg,6.539,6,Villa,177,2013,,Aktuel værdi
Vermundsvej 88370 Hadsten,sten,2.615.000,15-12-2016,Alm. Salg,11.622,5,Villa,225,1969,-3 %,Aktuel værdi
Kløvermarksvej 288370 Hadsten,sten,2.300.000,14-12-2016,Alm. Salg,17.692,5,Villa,130,1976,-2 %,Aktuel værdi
Tjørnevej 18370 Hadsten,sten,836.006,12-12-2016,Fam. Salg,5.765,6,Villa,145,1902,,Aktuel værdi
Vestergade 318370 Hadsten,sten,1.640.000,08-12-2016,Alm. Salg,12.812,4,Villa,128,1934,-6 %,Aktuel værdi
Østervangsvej 578370 Hadsten,sten,1.600.000,07-12-2016,Alm. Salg,20.253,3,Rækkehus,79,2006,,Aktuel værdi
Voldum-Rud Vej 828370 Hadsten,sten,865.063,05-12-2016,Fam. Salg,4.482,8,Stuehus,193,1897,,
Andreas Gadebergs Vej 148370 Hadsten,sten,3.200.000,02-12-2016,Alm. Salg,19.277,6,Villa,166,2006,-6 %,Aktuel værdi
Kirkevej 558370 Hadsten,sten,995.000,30-11-2016,Alm. Salg,9.212,3,Villa,108,1952,,Aktuel værdi
Hammelvej 298370 Hadsten,sten,1.425.000,30-11-2016,Alm. Salg,19.791,3,Villa,72,1953,-5 %,Aktuel værdi
Elgårdsminde 328370 Hadsten,sten,695.000,30-11-2016,Fam. Salg,9.652,3,Rækkehus,72,1981,,Aktuel værdi
Engparken 278370 Hadsten,sten,1.780.000,30-11-2016,Alm. Salg,12.275,6,Villa,145,1975,-1 %,Aktuel værdi
Voldum-Rud Vej 388370 Hadsten,sten,2.750.000,28-11-2016,Alm. Salg,10.416,8,Villa,264,1922,-1 %,Aktuel værdi
Baskærvej 38370 Hadsten,sten,325.000,25-11-2016,Alm. Salg,4.062,4,Villa,80,1869,-34 %,Aktuel værdi
Skyttevænget 38370 Hadsten,sten,3.000.000,25-11-2016,Alm. Salg,19.480,4,Villa,154,1988,-9 %,Aktuel værdi
Jupitervej 118370 Hadsten,sten,1.960.000,21-11-2016,Alm. Salg,12.645,5,Villa,155,1974,-2 %,Aktuel værdi
Skyttevænget 18370 Hadsten,sten,1.650.000,18-11-2016,Alm. Salg,7.746,6,Villa,213,1975,-11 %,Aktuel værdi
Ahornvej 18370 Hadsten,sten,3.550.000,16-11-2016,Alm. Salg,15.367,6,Villa,231,1919,-4 %,Aktuel værdi
Tåstrupvej 208370 Hadsten,sten,1.250.000,11-11-2016,Alm. Salg,10.593,4,Villa,118,1967,-4 %,Aktuel værdi
Vermundsvej 508370 Hadsten,sten,1.525.000,10-11-2016,Alm. Salg,10.590,5,Villa,144,1972,-4 %,Aktuel værdi
Andreas Gadebergs Vej 448370 Hadsten,sten,1.186.500,10-11-2016,Fam. Salg,7.190,2,Villa,165,2007,-59 %,Aktuel værdi
Drejøvej 358370 Hadsten,sten,2.575.000,07-11-2016,Alm. Salg,20.117,4,Villa,128,2004,-1 %,Aktuel værdi
Lyngåvej 738370 Hadsten,sten,1.165.000,03-11-2016,Alm. Salg,9.549,3,Villa,122,1905,,Aktuel værdi
Hadbjergvej 1208370 Hadsten,sten,4.670.000,31-10-2016,Alm. Salg,16.215,6,Villa,288,2005,-5 %,Aktuel værdi
Jupitervej 188370 Hadsten,sten,52.500,27-10-2016,Fam. Salg,437,4,Villa,120,1981,,Aktuel værdi
Solsortevej 178370 Hadsten,sten,1.565.000,24-10-2016,Alm. Salg,16.648,4,Villa,94,1963,-2 %,Aktuel værdi
Kløvermarksvej 198370 Hadsten,sten,2.350.000,20-10-2016,Alm. Salg,14.417,6,Villa,163,1974,-2 %,Aktuel værdi
Neder Hadstenvej 128370 Hadsten,sten,3.200.000,14-10-2016,Alm. Salg,16.326,6,Villa,196,1915,-3 %,Aktuel værdi
Voldum-Rud Vej 998370 Hadsten,sten,1.650.000,14-10-2016,Alm. Salg,12.692,5,Villa,130,1926,-5 %,Aktuel værdi
Ådalen 258370 Hadsten,sten,960.000,13-10-2016,Alm. Salg,7.619,4,Villa,126,1973,-20 %,Aktuel værdi
Skovvangsvej 108370 Hadsten,sten,2.125.000,06-10-2016,Alm. Salg,11.184,6,Villa,190,1973,-7 %,Aktuel værdi
Hroarsvej 18370 Hadsten,sten,1.670.000,03-10-2016,Alm. Salg,15.045,4,Villa,111,1965,-1 %,Aktuel værdi
Svalevej 18370 Hadsten,sten,1.650.000,01-10-2016,Alm. Salg,11.785,4,Villa,140,1979,0 %,Aktuel værdi
Sverigesvej 88370 Hadsten,sten,1.870.000,28-09-2016,Alm. Salg,12.222,5,Villa,153,1980,-6 %,Aktuel værdi
Vestervangen 178370 Hadsten,sten,1.965.000,28-09-2016,Alm. Salg,16.375,4,Villa,120,1970,-2 %,Aktuel værdi
Rigtrupvej 548370 Hadsten,sten,995.000,27-09-2016,Alm. Salg,5.653,7,Villa,176,1900,0 %,Aktuel værdi
Ågårdsvej 38370 Hadsten,sten,1.260.000,27-09-2016,Alm. Salg,8.750,5,Villa,144,1964,-6 %,Aktuel værdi
Sverigesvej 308370 Hadsten,sten,2.248.000,27-09-2016,Alm. Salg,12.772,6,Villa,176,1980,0 %,Aktuel værdi
