address,zip_code,price,sell_date,sell_type,price_per_sq_m,no_rooms,housing_type,size_in_sq_m,year_of_construction,price_change_in_pct
Kolleruplund 642665 Vallensbæk Strand,rand,2.495.000,11-05-2017,Alm. Salg,24.702,4,Rækkehus,101,1966,0 %,Aktuel værdi
Nysøvej 422665 Vallensbæk Strand,rand,3.260.000,04-05-2017,Alm. Salg,19.064,5,Villa,171,1971,-6 %,Aktuel værdi
"Vejlegårdsparken 2, ST. 62665 Vallensbæk Strand",rand,1.510.000,30-04-2017,Alm. Salg,17.159,3,Lejlighed,88,1966,-1 %,Aktuel værdi
"Gammelgårds Alle 19, 2. 242665 Vallensbæk Strand",rand,1.050.000,28-04-2017,Alm. Salg,22.340,2,Lejlighed,47,1966,,Aktuel værdi
Stærebo 252665 Vallensbæk Strand,rand,1.150.000,28-04-2017,Alm. Salg,10.550,4,Rækkehus,109,1979,,Aktuel værdi
Kolleruplund 282665 Vallensbæk Strand,rand,1.317.500,27-04-2017,Fam. Salg,13.044,4,Rækkehus,101,1964,,Aktuel værdi
Gisselfeldvej 4A2665 Vallensbæk Strand,rand,2.600.000,25-04-2017,Alm. Salg,14.606,5,Villa,178,1960,,Aktuel værdi
"Vejlegårdsparken 32, 1. 182665 Vallensbæk Strand",rand,995.000,21-04-2017,Alm. Salg,20.306,2,Lejlighed,49,1966,0 %,Aktuel værdi
"Vejlegårdsparken 32, ST. 42665 Vallensbæk Strand",rand,510.000,20-04-2017,Fam. Salg,10.851,2,Lejlighed,47,1966,,Aktuel værdi
Tårnborgvej 262665 Vallensbæk Strand,rand,3.500.000,15-04-2017,Alm. Salg,28.000,4,Villa,125,1984,-3 %,Aktuel værdi
Broholmvej 52665 Vallensbæk Strand,rand,5.495.000,11-04-2017,Alm. Salg,20.351,6,Villa,270,2011,0 %,Aktuel værdi
Ørnebo 122665 Vallensbæk Strand,rand,2.565.000,09-04-2017,Alm. Salg,23.532,4,Rækkehus,109,1978,-3 %,Aktuel værdi
Bjørnebo 72665 Vallensbæk Strand,rand,2.495.000,07-04-2017,Alm. Salg,24.460,4,Rækkehus,102,1977,0 %,Aktuel værdi
Kathrinebjergvej 202665 Vallensbæk Strand,rand,3.300.000,05-04-2017,Fam. Salg,25.984,5,Villa,127,1984,,Aktuel værdi
"Gammelgårds Alle 29, 2. 242665 Vallensbæk Strand",rand,1.050.000,03-04-2017,Alm. Salg,22.340,2,Lejlighed,47,1966,,Aktuel værdi
Bjørnebo 252665 Vallensbæk Strand,rand,1.203.623,31-03-2017,Andet,11.800,4,Rækkehus,102,1977,,Aktuel værdi
Mejsebo 142665 Vallensbæk Strand,rand,2.445.000,29-03-2017,Alm. Salg,22.431,4,Rækkehus,109,1978,0 %,Aktuel værdi
"Lyngvej 1, ST. 32665 Vallensbæk Strand",rand,1.250.000,28-03-2017,Alm. Salg,20.833,2,Lejlighed,60,1939,,Aktuel værdi
"Vejlegårdsparken 48, 2. 242665 Vallensbæk Strand",rand,770.000,27-03-2017,Alm. Salg,16.382,2,Lejlighed,47,1966,,Aktuel værdi
Bregnebo 242665 Vallensbæk Strand,rand,2.660.000,23-03-2017,Alm. Salg,24.403,4,Rækkehus,109,1978,-1 %,Aktuel værdi
Egeskovvej 592665 Vallensbæk Strand,rand,2.395.000,22-03-2017,Alm. Salg,27.215,4,Rækkehus,88,2002,0 %,Aktuel værdi
Sneglebo 52665 Vallensbæk Strand,rand,2.600.000,22-03-2017,Alm. Salg,23.853,4,Rækkehus,109,1978,-4 %,Aktuel værdi
"Vejlegårdsparken 32, 2. 232665 Vallensbæk Strand",rand,1.470.000,20-03-2017,Alm. Salg,17.093,3,Lejlighed,86,1966,-3 %,Aktuel værdi
Bjørnebo 32665 Vallensbæk Strand,rand,2.535.000,19-03-2017,Alm. Salg,24.852,4,Rækkehus,102,1977,0 %,Aktuel værdi
"Vejlegårdsparken 86, 3. TV2665 Vallensbæk Strand",rand,1.650.000,17-03-2017,Alm. Salg,17.741,3,Lejlighed,93,1969,-3 %,Aktuel værdi
"Vejlegårdsparken 8, ST. TH2665 Vallensbæk Strand",rand,1.570.000,17-03-2017,Alm. Salg,18.045,3,Lejlighed,87,1966,-5 %,Aktuel værdi
Selsøvej 562665 Vallensbæk Strand,rand,3.700.000,16-03-2017,Alm. Salg,20.329,6,Villa,182,1969,-7 %,Aktuel værdi
Liselundsvej 1E2665 Vallensbæk Strand,rand,950.000,13-03-2017,Fam. Salg,8.715,3,Rækkehus,109,1964,,Aktuel værdi
Bjørnebo 42665 Vallensbæk Strand,rand,2.350.000,09-03-2017,Alm. Salg,23.039,4,Rækkehus,102,1977,-4 %,Aktuel værdi
"Vejlegårdsparken 24, 3. 362665 Vallensbæk Strand",rand,1.525.000,09-03-2017,Alm. Salg,17.329,3,Lejlighed,88,1966,-3 %,Aktuel værdi
"Vejlegårdsparken 86, 4. MF2665 Vallensbæk Strand",rand,1.150.000,07-03-2017,Alm. Salg,19.166,2,Lejlighed,60,1969,-6 %,Aktuel værdi
Højstrupvej 182665 Vallensbæk Strand,rand,3.600.000,07-03-2017,Alm. Salg,31.034,4,Villa,116,1965,-1 %,Aktuel værdi
Bregnebo 122665 Vallensbæk Strand,rand,2.650.000,06-03-2017,Alm. Salg,24.311,4,Rækkehus,109,1978,-2 %,Aktuel værdi
"Vejlegårdsparken 40, 2. 282665 Vallensbæk Strand",rand,950.000,06-03-2017,Alm. Salg,19.387,2,Lejlighed,49,1966,-3 %,Aktuel værdi
Ørnebo 12665 Vallensbæk Strand,rand,2.540.000,05-03-2017,Alm. Salg,22.678,4,Rækkehus,112,1978,-1 %,Aktuel værdi
"Vejlegårdsparken 32, 1. 172665 Vallensbæk Strand",rand,1.515.000,03-03-2017,Alm. Salg,17.616,3,Lejlighed,86,1966,-2 %,Aktuel værdi
"Vejlegårdsparken 68, 2. 222665 Vallensbæk Strand",rand,830.000,28-02-2017,Alm. Salg,17.659,2,Lejlighed,47,1966,,Aktuel værdi
"Gammelgårds Alle 19, ST. 42665 Vallensbæk Strand",rand,980.000,27-02-2017,Alm. Salg,20.851,2,Lejlighed,47,1966,-2 %,Aktuel værdi
Kokkedalsvej 222665 Vallensbæk Strand,rand,3.450.000,27-02-2017,Alm. Salg,16.666,7,Villa,207,1963,-3 %,Aktuel værdi
"Vejlegårdsparken 52, 2. 242665 Vallensbæk Strand",rand,995.000,23-02-2017,Alm. Salg,21.170,2,Lejlighed,47,1966,0 %,Aktuel værdi
Kollerupvej 252665 Vallensbæk Strand,rand,1.307.500,20-02-2017,Fam. Salg,10.295,4,Villa,127,1965,,Aktuel værdi
Torbenfeldvej 212665 Vallensbæk Strand,rand,2.850.000,20-02-2017,Alm. Salg,20.357,4,Villa,140,1970,0 %,Aktuel værdi
"Vejlegårdsparken 2, 3. 332665 Vallensbæk Strand",rand,1.000.000,19-02-2017,Alm. Salg,20.408,2,Lejlighed,49,1966,1 %,Aktuel værdi
"Vejlegårdsparken 48, 2. 232665 Vallensbæk Strand",rand,1.500.000,16-02-2017,Alm. Salg,17.441,3,Lejlighed,86,1966,0 %,Aktuel værdi
Liselundsvej 132665 Vallensbæk Strand,rand,2.505.000,16-02-2017,Alm. Salg,25.561,2,Villa,98,1959,-5 %,Aktuel værdi
Sandvejen 292665 Vallensbæk Strand,rand,3.200.000,14-02-2017,Alm. Salg,29.629,3,Villa,108,1988,-3 %,Aktuel værdi
"Vejlegårdsparken 14, 3. 352665 Vallensbæk Strand",rand,970.000,13-02-2017,Alm. Salg,19.795,2,Lejlighed,49,1966,0 %,Aktuel værdi
"Gammelgårds Alle 33, 1. TV2665 Vallensbæk Strand",rand,1.625.000,13-02-2017,Alm. Salg,18.678,3,Lejlighed,87,1966,-2 %,Aktuel værdi
Højstrupvej 252665 Vallensbæk Strand,rand,2.775.000,09-02-2017,Alm. Salg,23.922,4,Villa,116,1964,-2 %,Aktuel værdi
"Vejlegårdsparken 44, ST. TH2665 Vallensbæk Strand",rand,1.650.000,07-02-2017,Alm. Salg,18.965,3,Lejlighed,87,1966,-3 %,Aktuel værdi
"Vejlegårdsparken 32, 1. 152665 Vallensbæk Strand",rand,1.550.000,03-02-2017,Alm. Salg,18.023,3,Lejlighed,86,1966,0 %,Aktuel værdi
Havbovej 232665 Vallensbæk Strand,rand,3.550.000,03-02-2017,Alm. Salg,23.355,4,Villa,152,1980,-5 %,Aktuel værdi
Mejsebo 212665 Vallensbæk Strand,rand,2.550.000,01-02-2017,Alm. Salg,23.394,4,Rækkehus,109,1978,-2 %,Aktuel værdi
"Gammelgårds Alle 11, 2. TV2665 Vallensbæk Strand",rand,1.520.000,31-01-2017,Alm. Salg,17.471,3,Lejlighed,87,1966,-2 %,Aktuel værdi
"Vejlegårdsparken 88, 2. MF2665 Vallensbæk Strand",rand,1.125.000,31-01-2017,Alm. Salg,18.750,2,Lejlighed,60,1969,,Aktuel værdi
Kollerupparken 112665 Vallensbæk Strand,rand,4.100.000,30-01-2017,Alm. Salg,29.710,4,Villa,138,1982,-2 %,Aktuel værdi
Hyttevænget 812665 Vallensbæk Strand,rand,2.550.000,30-01-2017,Alm. Salg,23.181,4,Rækkehus,110,1966,-2 %,Aktuel værdi
