address,zip_code,price,sell_date,sell_type,price_per_sq_m,no_rooms,housing_type,size_in_sq_m,year_of_construction,price_change_in_pct
Engholt 158340 Malling,ling,1.637.125,24-04-2017,Andet,9.408,6,Villa,174,2016,,Aktuel værdi
Majsvænget 948340 Malling,ling,1.975.000,11-04-2017,Alm. Salg,16.056,4,Rækkehus,123,1976,-1 %,Aktuel værdi
Ajstrup Strandvej 1988340 Malling,ling,1.960.000,07-04-2017,Alm. Salg,24.500,4,Sommerhus,80,1947,-9 %,Aktuel værdi
Ajstrupvej 148340 Malling,ling,3.998.000,20-03-2017,Alm. Salg,22.715,7,Villa,176,2016,0 %,Aktuel værdi
Rønnevænget 298340 Malling,ling,700.000,17-03-2017,Alm. Salg,11.864,3,Sommerhus,59,1970,-18 %,Aktuel værdi
Nyvej 28340 Malling,ling,1.240.000,12-03-2017,Alm. Salg,11.923,5,Villa,104,1954,-4 %,Aktuel værdi
Ajstrupvej 88340 Malling,ling,2.025.000,08-03-2017,Alm. Salg,14.464,6,Villa,140,1908,,Aktuel værdi
Banevolden 328340 Malling,ling,2.550.000,03-03-2017,Alm. Salg,15.269,6,Villa,167,1967,,Aktuel værdi
Krekærlunds Allé 258340 Malling,ling,2.473.000,01-03-2017,Alm. Salg,20.608,4,Rækkehus,120,2014,-1 %,Aktuel værdi
Ajstrup Strandvej 438340 Malling,ling,1.295.000,28-02-2017,Alm. Salg,13.924,4,Sommerhus,93,2004,8 %,Aktuel værdi
Peter Eriksens Vej 108340 Malling,ling,1.042.100,24-02-2017,Alm. Salg,13.894,4,Sommerhus,75,1986,,Aktuel værdi
Nyvej 248340 Malling,ling,1.850.000,23-02-2017,Alm. Salg,11.635,6,Villa,159,1962,-7 %,Aktuel værdi
Tjørnevænget 118340 Malling,ling,1.890.000,21-02-2017,Alm. Salg,29.076,3,Sommerhus,65,2004,-5 %,Aktuel værdi
Lindevænget 238340 Malling,ling,1.610.000,15-02-2017,Alm. Salg,17.311,6,Sommerhus,93,1964,-5 %,Aktuel værdi
Moselunden 688340 Malling,ling,1.625.000,09-02-2017,Alm. Salg,16.250,4,Rækkehus,100,2008,-4 %,Aktuel værdi
Ajstrup Strandvej 1468340 Malling,ling,3.400.000,01-02-2017,Alm. Salg,49.275,3,Sommerhus,69,1971,,Aktuel værdi
Norsmindevej 618340 Malling,ling,2.150.000,24-01-2017,Alm. Salg,14.144,4,Villa,152,1907,-8 %,Aktuel værdi
Lindevænget 188340 Malling,ling,975.000,13-01-2017,Alm. Salg,17.105,3,Sommerhus,57,1952,3 %,Aktuel værdi
Bredgade 228340 Malling,ling,1.650.000,20-12-2016,Alm. Salg,10.122,7,Villa,163,1952,-13 %,Aktuel værdi
Tjørnevænget 78340 Malling,ling,904.227,06-12-2016,Auktion,16.744,3,Sommerhus,54,1957,,Aktuel værdi
Nyløkkevej 708340 Malling,ling,1.800.000,05-12-2016,Alm. Salg,14.400,4,Villa,125,1975,-3 %,Aktuel værdi
Musvitvej 68340 Malling,ling,1.600.000,01-12-2016,Alm. Salg,20.512,6,Sommerhus,78,1965,-6 %,Aktuel værdi
Rughavevej 38340 Malling,ling,1.400.000,22-11-2016,Alm. Salg,19.444,3,Sommerhus,72,1940,,Aktuel værdi
Krekærlunds Allé 978340 Malling,ling,2.380.000,17-11-2016,Alm. Salg,18.888,3,Rækkehus,126,2012,,Aktuel værdi
Havrevænget 68340 Malling,ling,2.250.000,13-11-2016,Alm. Salg,12.500,5,Villa,180,1965,0 %,Aktuel værdi
Krekærvangen 798340 Malling,ling,4.150.000,09-11-2016,Alm. Salg,21.614,3,Villa,192,2015,-1 %,Aktuel værdi
Tjørnevænget 208340 Malling,ling,1.600.000,08-11-2016,Alm. Salg,21.052,4,Sommerhus,76,1963,-9 %,Aktuel værdi
Krekærlunds Allé 688340 Malling,ling,3.290.000,27-10-2016,Alm. Salg,19.127,6,Villa,172,2008,-3 %,Aktuel værdi
Smedegårds Allé 1C8340 Malling,ling,1.870.000,24-10-2016,Alm. Salg,17.000,4,Villa,110,2002,-1 %,Aktuel værdi
Østergårdsvej 1898340 Malling,ling,2.025.000,19-10-2016,Alm. Salg,14.160,5,Stuehus,143,1900,-8 %,
Ajstrupvej 378340 Malling,ling,2.100.000,19-10-2016,Alm. Salg,17.073,5,Villa,123,1937,-2 %,Aktuel værdi
Krekærlunds Allé 148340 Malling,ling,2.550.000,14-10-2016,Alm. Salg,19.921,3,Rækkehus,128,2012,,Aktuel værdi
Teglvangen 18340 Malling,ling,2.000.000,11-10-2016,Alm. Salg,13.793,5,Villa,145,1965,-5 %,Aktuel værdi
Nymarksvej 708340 Malling,ling,132.165,10-10-2016,Alm. Salg,1.083,5,Stuehus,122,1827,,
Kornbakken 148340 Malling,ling,3.400.000,05-10-2016,Alm. Salg,17.171,8,Villa,198,1971,-7 %,Aktuel værdi
Majsvænget 408340 Malling,ling,1.955.000,03-10-2016,Alm. Salg,15.894,4,Rækkehus,123,1973,-2 %,Aktuel værdi
Banevolden 48340 Malling,ling,2.315.000,27-09-2016,Alm. Salg,15.331,6,Villa,151,1977,1 %,Aktuel værdi
Granvej 148340 Malling,ling,1.200.000,26-09-2016,Alm. Salg,13.793,5,Sommerhus,87,1960,-6 %,Aktuel værdi
Majsvænget 648340 Malling,ling,1.700.000,22-09-2016,Alm. Salg,13.821,4,Rækkehus,123,1974,-5 %,Aktuel værdi
Majsvænget 808340 Malling,ling,2.395.000,21-09-2016,Alm. Salg,19.314,4,Rækkehus,124,1974,,Aktuel værdi
Fjordvej 308340 Malling,ling,1.260.000,11-09-2016,Fam. Salg,20.655,3,Sommerhus,61,1963,,Aktuel værdi
Bredgade 988340 Malling,ling,2.300.000,05-09-2016,Alm. Salg,20.175,5,Villa,114,1933,-8 %,Aktuel værdi
Eghovedvej 678340 Malling,ling,2.798.000,28-08-2016,Alm. Salg,18.529,5,Villa,151,1976,0 %,Aktuel værdi
Krekærlunds Allé 338340 Malling,ling,2.599.000,26-08-2016,Alm. Salg,18.564,5,Rækkehus,140,2016,,Aktuel værdi
Banevolden 208340 Malling,ling,2.290.000,23-08-2016,Alm. Salg,15.793,4,Villa,145,1966,-2 %,Aktuel værdi
Synnedrupvej 228340 Malling,ling,4.800.000,23-08-2016,Alm. Salg,19.512,7,Stuehus,246,1912,-3 %,
Engholt 48340 Malling,ling,835.000,20-08-2016,Alm. Salg,6.958,4,Villa,120,2017,-67 %,Aktuel værdi
Norsmindevej 2008340 Malling,ling,4.500.000,19-08-2016,Alm. Salg,21.951,6,Villa,205,1945,-3 %,Aktuel værdi
Strandbovej 428340 Malling,ling,2.375.000,18-08-2016,Alm. Salg,33.928,4,Sommerhus,70,1950,-9 %,Aktuel værdi
Engbovej 98340 Malling,ling,2.100.000,16-08-2016,Alm. Salg,46.666,3,Sommerhus,45,1937,,Aktuel værdi
Agertoften 248340 Malling,ling,2.350.000,08-08-2016,Alm. Salg,12.368,7,Villa,190,1969,-5 %,Aktuel værdi
Majsvænget 928340 Malling,ling,2.500.000,05-08-2016,Alm. Salg,20.325,4,Rækkehus,123,1976,0 %,Aktuel værdi
Rodalvej 48340 Malling,ling,2.300.000,22-07-2016,Alm. Salg,17.557,4,Villa,131,1957,-4 %,Aktuel værdi
Balskærvej 428340 Malling,ling,3.998.000,13-07-2016,Alm. Salg,20.294,4,Villa,197,2012,0 %,Aktuel værdi
Peter Eriksens Vej 178340 Malling,ling,700.000,13-07-2016,Alm. Salg,13.207,3,Sommerhus,53,1964,,Aktuel værdi
"Bredgade 63, 18340 Malling",ling,900.000,06-07-2016,Fam. Salg,9.375,4,Lejlighed,96,1917,-25 %,Aktuel værdi
Norsmindevej 1508340 Malling,ling,9.000.000,05-07-2016,Alm. Salg,31.578,6,Villa,285,2009,-10 %,Aktuel værdi
Krekærlunds Allé 88340 Malling,ling,2.355.000,05-07-2016,Fam. Salg,19.625,3,Rækkehus,120,2012,,Aktuel værdi
Balskærvej 128340 Malling,ling,3.350.000,01-07-2016,Alm. Salg,20.552,3,Villa,163,2014,-2 %,Aktuel værdi
Strandlodsvej 118340 Malling,ling,550.000,30-06-2016,Fam. Salg,11.458,3,Sommerhus,48,1960,,Aktuel værdi
Balskærvej 28340 Malling,ling,907.500,27-06-2016,Alm. Salg,4.827,6,Villa,188,2017,0 %,Aktuel værdi
Storenorvej 188340 Malling,ling,5.700.000,22-06-2016,Alm. Salg,27.669,5,Villa,206,2010,-5 %,Aktuel værdi
Balskærvej 388340 Malling,ling,907.500,17-06-2016,Alm. Salg,5.434,3,Villa,167,2016,0 %,Aktuel værdi
Bredgade 95A8340 Malling,ling,2.750.000,14-06-2016,Alm. Salg,24.122,3,Lejlighed,114,1935,,Aktuel værdi
Norsmindevej 638340 Malling,ling,1.760.000,07-06-2016,Alm. Salg,15.042,4,Villa,117,1949,-5 %,Aktuel værdi
Krekærtoften 188340 Malling,ling,2.048.000,06-06-2016,Alm. Salg,19.320,3,Rækkehus,106,2016,0 %,Aktuel værdi
Krekærlunds Allé 108340 Malling,ling,2.495.000,03-06-2016,Alm. Salg,19.492,3,Rækkehus,128,2013,0 %,Aktuel værdi
Krekærtoften 168340 Malling,ling,2.048.000,02-06-2016,Alm. Salg,19.320,3,Rækkehus,106,2016,0 %,Aktuel værdi
Kastanievænget 118340 Malling,ling,850.000,31-05-2016,Alm. Salg,8.673,5,Sommerhus,98,1956,,Aktuel værdi
Balskærvej 588340 Malling,ling,3.250.000,27-05-2016,Alm. Salg,20.186,4,Villa,161,2011,-1 %,Aktuel værdi
Tisetvej 718340 Malling,ling,3.295.000,19-05-2016,Alm. Salg,18.005,6,Villa,183,1910,,Aktuel værdi
Krekærtoften 208340 Malling,ling,2.048.000,18-05-2016,Alm. Salg,19.320,3,Rækkehus,106,2016,0 %,Aktuel værdi
Bygvænget 98340 Malling,ling,2.000.000,15-05-2016,Alm. Salg,10.752,7,Villa,186,1964,-5 %,Aktuel værdi
Musvitvej 58340 Malling,ling,1.725.000,13-05-2016,Alm. Salg,18.956,5,Sommerhus,91,1967,-4 %,Aktuel værdi
