address,zip_code,price,sell_date,sell_type,price_per_sq_m,no_rooms,housing_type,size_in_sq_m,year_of_construction,price_change_in_pct
Vittarpvej 296855 Outrup,trup,975.000,27-04-2017,Alm. Salg,4.096,7,Villa,238,1900,-2 %,Aktuel værdi
Debelvej 2506855 Outrup,trup,825.000,31-03-2017,Alm. Salg,6.600,5,Stuehus,125,1938,,
Storegade 156855 Outrup,trup,590.000,13-03-2017,Alm. Salg,4.244,6,BygningTilHandel,139,1894,-15 %,Aktuel værdi
Græsvangen 146855 Outrup,trup,950.000,07-02-2017,Alm. Salg,6.012,5,Villa,158,1973,-5 %,Aktuel værdi
Syrenvej 96855 Outrup,trup,1.050.000,18-01-2017,Alm. Salg,7.894,5,Villa,133,1970,,Aktuel værdi
Debelvej 706855 Outrup,trup,625.000,02-01-2017,Andet,4.528,6,Stuehus,138,1955,,
Engparken 96855 Outrup,trup,800.081,15-12-2016,Alm. Salg,5.405,4,Villa,148,1971,,Aktuel værdi
Randsigvej 916855 Outrup,trup,10.354.804,13-12-2016,Alm. Salg,43.325,8,Stuehus,239,1973,,
Lundtangvej 916855 Outrup,trup,1.285.000,24-11-2016,Alm. Salg,13.526,4,Villa,95,1926,,Aktuel værdi
Kløvbakken 636855 Outrup,trup,1.000.000,09-11-2016,Fam. Salg,8.333,3,Villa,120,2004,,Aktuel værdi
Storegade 166855 Outrup,trup,727.000,28-10-2016,Alm. Salg,4.979,4,Villa,146,1922,-2 %,Aktuel værdi
Lundtangvej 716855 Outrup,trup,1.100.000,25-10-2016,Alm. Salg,3.459,9,Villa,318,1892,-8 %,Aktuel værdi
Rottarpvej 2D6855 Outrup,trup,500.000,22-10-2016,Alm. Salg,5.555,4,Rækkehus,90,1978,,Aktuel værdi
Kløvbakken 856855 Outrup,trup,1.000.000,14-10-2016,Alm. Salg,7.194,5,Villa,139,1979,-9 %,Aktuel værdi
Kløvbakken 756855 Outrup,trup,1.035.000,31-08-2016,Alm. Salg,5.505,6,Villa,188,1980,0 %,Aktuel værdi
Stadionvej 66855 Outrup,trup,525.000,12-08-2016,Alm. Salg,4.605,5,Villa,114,1960,-4 %,Aktuel værdi
Søvigvej 616855 Outrup,trup,1.855.000,03-06-2016,Alm. Salg,9.763,6,Stuehus,190,1933,3 %,
Søndergade 316855 Outrup,trup,495.000,03-05-2016,Alm. Salg,4.583,3,Villa,108,1963,0 %,Aktuel værdi
Løftgårdevej 316855 Outrup,trup,15.300.000,29-04-2016,Alm. Salg,89.473,6,Stuehus,171,1948,,
Skyhedevej 216855 Outrup,trup,1.175.000,27-04-2016,Alm. Salg,6.601,8,Villa,178,1870,-8 %,Aktuel værdi
Engparken 106855 Outrup,trup,975.000,27-04-2016,Alm. Salg,6.818,5,Villa,143,1971,-9 %,Aktuel værdi
Storegade 406855 Outrup,trup,330.000,12-04-2016,Alm. Salg,4.230,9,Engroshandel,78,1862,-16 %,Aktuel værdi
Tingvej 46855 Outrup,trup,360.000,06-02-2016,Alm. Salg,3.600,3,Villa,100,1965,,Aktuel værdi
Gartnervænget 196855 Outrup,trup,1.275.000,08-01-2016,Alm. Salg,7.412,5,Villa,172,1980,0 %,Aktuel værdi
Birkegade 166855 Outrup,trup,500.000,15-12-2015,Alm. Salg,5.494,3,Rækkehus,91,1984,-8 %,Aktuel værdi
Lykkesvej 156855 Outrup,trup,1.200.000,11-12-2015,Alm. Salg,6.741,5,Villa,178,1971,,Aktuel værdi
Dejrupvej 806855 Outrup,trup,2.200.000,27-10-2015,Alm. Salg,11.702,7,Stuehus,188,1893,,
Kløvbakken 466855 Outrup,trup,1.395.000,26-10-2015,Alm. Salg,10.648,5,Villa,131,1999,0 %,Aktuel værdi
Debelvej 1306855 Outrup,trup,1.048.000,06-10-2015,Alm. Salg,6.986,7,Villa,150,1928,0 %,Aktuel værdi
Hennevej 126855 Outrup,trup,660.000,30-09-2015,Alm. Salg,4.680,6,Villa,141,1955,-17 %,Aktuel værdi
Storegade 766855 Outrup,trup,800.000,07-09-2015,Alm. Salg,5.194,6,Villa,154,1950,-6 %,Aktuel værdi
