address,zip_code,price,sell_date,sell_type,price_per_sq_m,no_rooms,housing_type,size_in_sq_m,year_of_construction,price_change_in_pct
Gl Skanderborgvej 1398472 Sporup,orup,595.000,30-04-2017,Alm. Salg,6.538,3,Villa,91,1926,0 %,Aktuel værdi
Keldbjergvej 128472 Sporup,orup,645.746,25-04-2017,Alm. Salg,4.139,4,Villa,156,1890,-53 %,Aktuel værdi
Silkeborgvej 1078472 Sporup,orup,885.000,22-12-2016,Alm. Salg,6.654,4,Villa,133,1900,-1 %,Aktuel værdi
Toustrupvej 1308472 Sporup,orup,800.000,21-12-2016,Alm. Salg,7.142,4,Villa,112,1989,,Aktuel værdi
Gl Skanderborgvej 658472 Sporup,orup,975.000,13-12-2016,Alm. Salg,4.391,8,Villa,222,1933,,Aktuel værdi
Sporup Kirkevej 28472 Sporup,orup,895.000,01-11-2016,Alm. Salg,7.782,4,Villa,115,1850,0 %,Aktuel værdi
Damagervej 1668472 Sporup,orup,600.000,01-10-2016,Andet,2.926,6,Villa,205,1925,,Aktuel værdi
Silkeborgvej 1738472 Sporup,orup,700.000,22-09-2016,Alm. Salg,5.691,4,Villa,123,1930,-3 %,Aktuel værdi
Gl Skanderborgvej 1008472 Sporup,orup,1.000.000,21-09-2016,Alm. Salg,4.830,6,Villa,207,1974,-23 %,Aktuel værdi
Højagervej 18472 Sporup,orup,2.081.250,20-09-2016,Alm. Salg,12.242,7,Villa,170,2000,-9 %,Aktuel værdi
Skørringvej 158472 Sporup,orup,150.000,19-09-2016,Alm. Salg,427,8,Stuehus,351,1914,,
Toustrup Stationsvej 258472 Sporup,orup,1.980.000,05-09-2016,Alm. Salg,15.348,4,Villa,129,1912,-1 %,Aktuel værdi
Skolemestervej 58472 Sporup,orup,1.050.000,22-08-2016,Alm. Salg,8.677,4,Villa,121,1976,-9 %,Aktuel værdi
Silkeborgvej 768472 Sporup,orup,1.025.000,14-07-2016,Alm. Salg,8.333,4,Villa,123,1950,,Aktuel værdi
Sporuplundsvej 758472 Sporup,orup,9.960.000,14-07-2016,Alm. Salg,29.122,5,Stuehus,342,1860,,
Svingelvej 708472 Sporup,orup,1.700.000,08-07-2016,Alm. Salg,6.488,7,Stuehus,262,1903,,
Begtrupvej 698472 Sporup,orup,1.875.000,17-06-2016,Alm. Salg,8.600,5,Villa,218,1890,-6 %,Aktuel værdi
Skytsbjergvej 58472 Sporup,orup,1.125.000,30-05-2016,Alm. Salg,8.211,6,Villa,137,1931,-6 %,Aktuel værdi
Sporup Kirkevej 38472 Sporup,orup,475.000,04-04-2016,Alm. Salg,5.163,3,Villa,92,1932,,Aktuel værdi
Højagervej 138472 Sporup,orup,285.000,27-11-2015,Alm. Salg,1.716,5,Villa,166,2016,-19 %,Aktuel værdi
Lyngbyvej 758472 Sporup,orup,1.290.000,24-10-2015,Alm. Salg,9.416,5,Villa,137,1830,-14 %,Aktuel værdi
Røgenvej 408472 Sporup,orup,16.400.000,28-08-2015,Alm. Salg,61.194,7,Stuehus,268,1884,,
Lykkegårdsvej 2998472 Sporup,orup,5.000.000,31-07-2015,Alm. Salg,11.574,7,Stuehus,432,1906,,
Farre Hedevej 208472 Sporup,orup,445.000,08-07-2015,Alm. Salg,7.177,2,Villa,62,1900,-10 %,Aktuel værdi
Vandværksvej 68472 Sporup,orup,950.000,02-07-2015,Alm. Salg,13.194,2,Villa,72,1950,,Aktuel værdi
Silkeborgvej 1828472 Sporup,orup,465.000,11-06-2015,Alm. Salg,3.100,4,Villa,150,1929,-22 %,Aktuel værdi
Vandværksvej 158472 Sporup,orup,1.340.000,03-06-2015,Alm. Salg,13.009,3,Villa,103,1950,-4 %,Aktuel værdi
Skytsbjergvej 258472 Sporup,orup,400.000,15-05-2015,Alm. Salg,2.758,6,Stuehus,145,1940,,
Sporuplundsvej 308472 Sporup,orup,600.000,19-03-2015,Alm. Salg,2.380,7,Villa,252,1887,,Aktuel værdi
Højagervej 58472 Sporup,orup,733.333,12-02-2015,Andet,5.597,5,Villa,131,2000,,Aktuel værdi
Skolemestervej 28472 Sporup,orup,1.050.000,10-12-2014,Alm. Salg,5.357,8,Villa,196,1969,0 %,Aktuel værdi
Farre Hedevej 178472 Sporup,orup,1.355.000,28-11-2014,Alm. Salg,7.131,6,Stuehus,190,1966,-3 %,
Gl Skanderborgvej 1048472 Sporup,orup,625.000,14-11-2014,Alm. Salg,5.530,7,Villa,113,1897,-17 %,Aktuel værdi
Toustrup Stationsvej 368472 Sporup,orup,1.535.000,24-10-2014,Alm. Salg,9.534,7,Villa,161,1907,-4 %,Aktuel værdi
Røgenvej 68472 Sporup,orup,66.240,08-09-2014,Alm. Salg,414,5,Villa,160,2015,,Aktuel værdi
Gl Skanderborgvej 1348472 Sporup,orup,975.000,29-08-2014,Alm. Salg,11.746,3,Villa,83,1960,-2 %,Aktuel værdi
Lyngbyvej 838472 Sporup,orup,1.450.000,25-07-2014,Alm. Salg,7.178,5,Villa,202,1925,-13 %,Aktuel værdi
Begtrupvej 408472 Sporup,orup,19.470.000,27-06-2014,Andet,78.825,9,Stuehus,247,1989,,
Damagervej 1648472 Sporup,orup,1.900.000,27-06-2014,Alm. Salg,9.743,4,Villa,195,1932,,Aktuel værdi
Lykkegårdsvej 3208472 Sporup,orup,216.617,18-06-2014,Auktion,1.379,3,Villa,157,1907,,Aktuel værdi
Toustrup Stationsvej 388472 Sporup,orup,1.440.000,20-02-2014,Auktion,6.605,6,Villa,218,1902,-20 %,Aktuel værdi
Røgenvej 118472 Sporup,orup,1.250.000,20-01-2014,Andet,5.868,8,Villa,213,1998,,Aktuel værdi
Gl Skanderborgvej 132A8472 Sporup,orup,40.974,01-12-2013,Andet,431,4,Villa,95,1827,,Aktuel værdi
Skytsbjergvej 28472 Sporup,orup,880.000,01-11-2013,Alm. Salg,3.981,6,Villa,221,1902,-12 %,Aktuel værdi
Lykkegårdsvej 3758472 Sporup,orup,19.800.000,10-07-2013,Alm. Salg,63.461,11,Stuehus,312,1897,,
