address,zip_code,price,sell_date,sell_type,price_per_sq_m,no_rooms,housing_type,size_in_sq_m,year_of_construction,price_change_in_pct
Lerbjergvej 383390 Hundested,sted,1.645.000,22-05-2017,Alm. Salg,10.822,6,Villa,152,1974,-3 %,Aktuel værdi
Solkrogen 113390 Hundested,sted,803.392,19-05-2017,Alm. Salg,6.639,6,Villa,121,1944,,Aktuel værdi
Nellikevej 43390 Hundested,sted,1.950.000,10-05-2017,Alm. Salg,14.233,4,Villa,137,2002,-2 %,Aktuel værdi
Diskovej 113390 Hundested,sted,2.795.000,02-05-2017,Alm. Salg,24.094,4,Villa,116,1967,0 %,Aktuel værdi
Krusemyntestien 43390 Hundested,sted,1.400.000,01-05-2017,Alm. Salg,16.470,4,Sommerhus,85,1988,,Aktuel værdi
Bakkebjerg 133390 Hundested,sted,405.000,27-04-2017,Alm. Salg,3.616,3,Villa,112,1961,,Aktuel værdi
Engdraget 73390 Hundested,sted,2.495.000,10-04-2017,Alm. Salg,14.176,5,Villa,176,1998,0 %,Aktuel værdi
Nordstjernen 183390 Hundested,sted,2.925.000,10-04-2017,Alm. Salg,20.454,5,Villa,143,2001,,Aktuel værdi
Ll Karlsmindevej 143390 Hundested,sted,1.200.000,10-04-2017,Alm. Salg,10.084,7,Villa,119,1950,,Aktuel værdi
Tjørnevej 53390 Hundested,sted,975.000,07-04-2017,Alm. Salg,7.617,3,Villa,128,1948,-24 %,Aktuel værdi
Horsebakken 33390 Hundested,sted,710.000,05-04-2017,Alm. Salg,15.777,3,Sommerhus,45,1958,-5 %,Aktuel værdi
Sportsvej 93390 Hundested,sted,1.125.000,04-04-2017,Alm. Salg,15.625,2,Villa,72,1939,-6 %,Aktuel værdi
Hjorte Bakke 13390 Hundested,sted,662.500,03-04-2017,Fam. Salg,11.422,3,Sommerhus,58,1968,,Aktuel værdi
Amtsvejen 313390 Hundested,sted,1.395.000,30-03-2017,Alm. Salg,13.950,2,Villa,100,1934,0 %,Aktuel værdi
Enggårdsvej 43390 Hundested,sted,980.000,30-03-2017,Alm. Salg,16.896,3,Sommerhus,58,1974,-2 %,Aktuel værdi
Tømrergade 83390 Hundested,sted,1.400.000,30-03-2017,Alm. Salg,12.612,4,Villa,111,1976,0 %,Aktuel værdi
Dr Louisesvej 263390 Hundested,sted,650.000,28-03-2017,Fam. Salg,9.027,2,Sommerhus,72,1973,,Aktuel værdi
Skovsvinget 223390 Hundested,sted,1.950.000,27-03-2017,Alm. Salg,11.676,6,Villa,167,1981,-2 %,Aktuel værdi
Nattergalevej 33390 Hundested,sted,3.000.000,24-03-2017,Alm. Salg,13.888,5,Villa,216,1974,,Aktuel værdi
Agertoften 153390 Hundested,sted,1.000.000,22-03-2017,Alm. Salg,11.111,4,Villa,90,1959,0 %,Aktuel værdi
Solkrogen 9B3390 Hundested,sted,1.500.000,20-03-2017,Alm. Salg,13.636,4,Villa,110,1972,,Aktuel værdi
Boikenvej 83390 Hundested,sted,850.000,19-03-2017,Fam. Salg,7.798,3,Sommerhus,109,1974,,Aktuel værdi
Ternevej 43390 Hundested,sted,1.530.000,16-03-2017,Fam. Salg,9.000,6,Villa,170,1925,,Aktuel værdi
Peder Olsensvej 223390 Hundested,sted,1.520.000,16-03-2017,Alm. Salg,9.870,5,Villa,154,1967,,Aktuel værdi
Ullerup Skovvej 133390 Hundested,sted,2.245.000,15-03-2017,Alm. Salg,18.708,7,Engroshandel,120,1990,-6 %,Aktuel værdi
Margeritvej 133390 Hundested,sted,2.950.000,13-03-2017,Alm. Salg,21.071,6,Sommerhus,140,1900,-2 %,Aktuel værdi
Kløvervej 103390 Hundested,sted,1.100.000,12-03-2017,Alm. Salg,15.942,2,Villa,69,1962,-4 %,Aktuel værdi
Petuniavej 123390 Hundested,sted,725.000,10-03-2017,Alm. Salg,3.795,6,Villa,191,1977,,Aktuel værdi
Skovsvinget 3D3390 Hundested,sted,1.672.500,08-03-2017,Alm. Salg,10.075,3,Rækkehus,166,1923,-4 %,Aktuel værdi
Smedesvinget 103390 Hundested,sted,1.495.000,05-03-2017,Alm. Salg,12.777,4,Villa,117,1977,0 %,Aktuel værdi
Blåmejsevej 203390 Hundested,sted,3.210.000,05-03-2017,Alm. Salg,16.212,6,Villa,198,1977,-16 %,Aktuel værdi
L O Rasmussensvej 93390 Hundested,sted,1.600.000,02-03-2017,Alm. Salg,16.666,4,Villa,96,1960,-6 %,Aktuel værdi
St Karlsmindevej 303390 Hundested,sted,4.000.000,02-03-2017,Alm. Salg,26.666,5,Sommerhus,150,1927,8 %,Aktuel værdi
St Karlsmindevej 903390 Hundested,sted,1.350.000,28-02-2017,Fam. Salg,16.875,4,Sommerhus,80,2000,,Aktuel værdi
Torupvejen 1183390 Hundested,sted,3.250.000,27-02-2017,Alm. Salg,10.383,8,Stuehus,313,1911,,
Regnbuen 133390 Hundested,sted,2.350.000,27-02-2017,Alm. Salg,20.982,3,Villa,112,2008,0 %,Aktuel værdi
Lynghøjvej 163390 Hundested,sted,1.500.000,26-02-2017,Alm. Salg,14.018,3,Villa,107,1937,-6 %,Aktuel værdi
Levkøjvej 33390 Hundested,sted,2.000.000,15-02-2017,Alm. Salg,11.428,5,Villa,175,1998,-9 %,Aktuel værdi
Hjorte Bakke 213390 Hundested,sted,1.375.000,15-02-2017,Alm. Salg,22.540,4,Sommerhus,61,1974,-8 %,Aktuel værdi
Spodsbjergvej 513390 Hundested,sted,1.498.000,14-02-2017,Alm. Salg,12.694,4,Villa,118,1987,0 %,Aktuel værdi
Stadionvej 53390 Hundested,sted,425.000,13-02-2017,Fam. Salg,5.000,3,Villa,85,1965,,Aktuel værdi
Birkevej 213390 Hundested,sted,395.000,13-02-2017,Alm. Salg,3.726,5,Villa,106,1943,0 %,Aktuel værdi
Stedmodervej 73390 Hundested,sted,1.470.000,12-02-2017,Alm. Salg,9.735,6,Villa,151,1967,-2 %,Aktuel værdi
Søndergade 523390 Hundested,sted,573.000,09-02-2017,Andet,4.006,5,Villa,143,1933,,Aktuel værdi
Grønnehavevej 11B3390 Hundested,sted,2.940.000,08-02-2017,Alm. Salg,11.439,5,Villa,257,1970,-2 %,Aktuel værdi
Gøgevænget 253390 Hundested,sted,1.450.000,07-02-2017,Alm. Salg,11.983,5,Villa,121,1972,4 %,Aktuel værdi
Hvedemarken 173390 Hundested,sted,650.000,07-02-2017,Fam. Salg,10.655,3,Sommerhus,61,1974,-43 %,Aktuel værdi
"Læssevejen 4, ST. TV3390 Hundested",sted,1.650.000,06-02-2017,Alm. Salg,16.666,4,Lejlighed,99,2016,,Aktuel værdi
Kirkebondevej 283390 Hundested,sted,1.062.500,03-02-2017,Alm. Salg,25.914,2,Sommerhus,41,1992,-11 %,Aktuel værdi
Ll Karlsmindevej 1033390 Hundested,sted,3.400.000,19-01-2017,Alm. Salg,19.767,5,Villa,172,1936,-3 %,Aktuel værdi
Mågevej 73390 Hundested,sted,1.310.000,13-01-2017,Alm. Salg,12.018,5,Villa,109,1948,-6 %,Aktuel værdi
Rusebakken 93390 Hundested,sted,2.600.000,12-01-2017,Alm. Salg,24.528,3,Villa,106,1989,,Aktuel værdi
Nørregade 80A3390 Hundested,sted,1.095.000,12-01-2017,Alm. Salg,10.138,3,Villa,108,1935,0 %,Aktuel værdi
Bakkesvinget 113390 Hundested,sted,660.000,10-01-2017,Fam. Salg,10.645,2,Sommerhus,62,1960,,Aktuel værdi
Overdrevsvej 273390 Hundested,sted,1.225.000,08-01-2017,Alm. Salg,14.244,3,Villa,86,1965,-2 %,Aktuel værdi
Egekrattet 43390 Hundested,sted,945.000,05-01-2017,Alm. Salg,18.900,3,Sommerhus,50,1967,-12 %,Aktuel værdi
Jens Søndergårdsvej 73390 Hundested,sted,1.400.000,03-01-2017,Alm. Salg,12.844,4,Villa,109,1987,0 %,Aktuel værdi
Regnbuen 93390 Hundested,sted,1.800.000,02-01-2017,Alm. Salg,19.565,3,Rækkehus,92,2008,,Aktuel værdi
Kulhusvej 73390 Hundested,sted,844.700,02-01-2017,Fam. Salg,4.399,6,Villa,192,1952,,Aktuel værdi
Skånjevejen 153390 Hundested,sted,1.572.500,30-12-2016,Fam. Salg,20.690,3,Sommerhus,76,1997,,Aktuel værdi
Musvågevej 83390 Hundested,sted,1.520.000,22-12-2016,Alm. Salg,9.743,3,Villa,156,1973,-5 %,Aktuel værdi
Søndergade 263390 Hundested,sted,1.100.000,21-12-2016,Alm. Salg,9.649,6,Villa,114,1910,-12 %,Aktuel værdi
Bakkesvinget 153390 Hundested,sted,1.100.000,21-12-2016,Fam. Salg,15.492,4,Sommerhus,71,1971,,Aktuel værdi
Frederiksværkvej 43390 Hundested,sted,1.850.000,20-12-2016,Alm. Salg,10.755,6,Villa,172,1790,-7 %,Aktuel værdi
Dr Louisesvej 63390 Hundested,sted,1.050.000,20-12-2016,Alm. Salg,28.378,2,Sommerhus,37,1967,0 %,Aktuel værdi
Tornsangervej 33390 Hundested,sted,1.295.000,19-12-2016,Alm. Salg,11.666,4,Villa,111,1973,0 %,Aktuel værdi
Engdraget 123390 Hundested,sted,1.325.000,18-12-2016,Alm. Salg,11.725,3,Villa,113,1963,2 %,Aktuel værdi
Ved Galgebjerg 63390 Hundested,sted,1.126.250,16-12-2016,Fam. Salg,26.191,3,Sommerhus,43,1954,,Aktuel værdi
Nordstjernen 123390 Hundested,sted,1.930.000,15-12-2016,Alm. Salg,24.125,2,Villa,80,2000,,Aktuel værdi
Glentevej 193390 Hundested,sted,1.000.000,14-12-2016,Alm. Salg,9.174,3,Villa,109,1989,,Aktuel værdi
Lønvænget 83390 Hundested,sted,2.895.000,14-12-2016,Alm. Salg,20.678,6,Sommerhus,140,2016,0 %,Aktuel værdi
Bakkesvinget 123390 Hundested,sted,114.750,14-12-2016,Fam. Salg,862,3,Sommerhus,133,1971,,Aktuel værdi
Karlshøjvej 52A3390 Hundested,sted,1.295.000,12-12-2016,Alm. Salg,11.460,4,Villa,113,2001,0 %,Aktuel værdi
Ved Diget 143390 Hundested,sted,725.000,10-12-2016,Fam. Salg,11.507,3,Sommerhus,63,1964,,Aktuel værdi
Humlehaven 153390 Hundested,sted,705.500,08-12-2016,Fam. Salg,9.406,4,Sommerhus,75,1975,,Aktuel værdi
Nattergalevej 63390 Hundested,sted,1.475.000,07-12-2016,Alm. Salg,11.523,5,Villa,128,1972,-1 %,Aktuel værdi
Plantagevej 153390 Hundested,sted,1.505.000,04-12-2016,Alm. Salg,6.431,6,Villa,234,1947,-6 %,Aktuel værdi
Urtehaven 153390 Hundested,sted,1.165.000,30-11-2016,Alm. Salg,23.300,3,Sommerhus,50,1968,-1 %,Aktuel værdi
Æblehaven 203390 Hundested,sted,705.500,28-11-2016,Fam. Salg,10.078,4,Sommerhus,70,1976,,Aktuel værdi
Kærmindebakken 13390 Hundested,sted,1.450.000,25-11-2016,Alm. Salg,14.356,5,Sommerhus,101,1994,-9 %,Aktuel værdi
Kirkebondevej 243390 Hundested,sted,1.050.000,24-11-2016,Alm. Salg,13.815,4,Sommerhus,76,1970,-4 %,Aktuel værdi
Skolelodden 203390 Hundested,sted,975.000,24-11-2016,Alm. Salg,13.000,4,Sommerhus,75,2005,-7 %,Aktuel værdi
Fredens Alle 2A3390 Hundested,sted,950.000,23-11-2016,Alm. Salg,10.000,3,Rækkehus,95,1900,-5 %,Aktuel værdi
Smedesvinget 53390 Hundested,sted,542.109,20-11-2016,Alm. Salg,4.555,4,Villa,119,1979,,Aktuel værdi
J Christiansensvej 83390 Hundested,sted,1.000.000,15-11-2016,Alm. Salg,14.705,3,Sommerhus,68,1947,,Aktuel værdi
Dr Louisesvej 173390 Hundested,sted,595.000,15-11-2016,Fam. Salg,10.438,3,Sommerhus,57,1975,,Aktuel værdi
Nørregade 163390 Hundested,sted,1.200.000,11-11-2016,Alm. Salg,7.594,5,Villa,158,1886,-4 %,Aktuel værdi
Funkisvej 53390 Hundested,sted,1.495.000,07-11-2016,Alm. Salg,19.166,4,Villa,78,1942,-6 %,Aktuel værdi
Ahornvej 83390 Hundested,sted,2.200.000,04-11-2016,Alm. Salg,13.836,6,Villa,159,1956,0 %,Aktuel værdi
Strandgade 43390 Hundested,sted,2.050.000,04-11-2016,Alm. Salg,18.141,4,Villa,113,2006,-5 %,Aktuel værdi
Guldsmedebakken 73390 Hundested,sted,547.500,02-11-2016,Andet,7.019,3,Sommerhus,78,2001,,Aktuel værdi
Gærdesangervej 113390 Hundested,sted,1.395.000,02-11-2016,Alm. Salg,12.345,4,Villa,113,1970,0 %,Aktuel værdi
Fiskergade 73390 Hundested,sted,595.000,01-11-2016,Alm. Salg,11.900,3,Villa,50,1898,0 %,Aktuel værdi
Kærsangervej 43390 Hundested,sted,1.300.000,31-10-2016,Alm. Salg,13.541,3,Rækkehus,96,1968,0 %,Aktuel værdi
Østergade 83390 Hundested,sted,1.525.000,28-10-2016,Alm. Salg,12.007,5,Villa,127,1934,,Aktuel værdi
Nordstjernen 13390 Hundested,sted,1.200.000,26-10-2016,Fam. Salg,6.936,6,Villa,173,2005,,Aktuel værdi
Boikenvej 63390 Hundested,sted,1.555.000,26-10-2016,Alm. Salg,17.873,4,Sommerhus,87,1974,-8 %,Aktuel værdi
Nøddekrogen 143390 Hundested,sted,815.000,26-10-2016,Alm. Salg,22.638,3,Sommerhus,36,1959,-6 %,Aktuel værdi
Ildervej 123390 Hundested,sted,2.038.000,25-10-2016,Alm. Salg,20.178,4,Sommerhus,101,2006,,Aktuel værdi
Agertoften 123390 Hundested,sted,1.595.000,25-10-2016,Alm. Salg,14.369,5,Villa,111,1978,0 %,Aktuel værdi
Vestergade 43390 Hundested,sted,995.000,24-10-2016,Alm. Salg,8.291,4,Villa,120,1914,0 %,Aktuel værdi
Ildervej 93390 Hundested,sted,1.512.500,24-10-2016,Alm. Salg,19.901,4,Sommerhus,76,1972,-5 %,Aktuel værdi
Ved Skansen 103390 Hundested,sted,2.895.000,22-10-2016,Alm. Salg,17.870,5,Villa,162,1962,0 %,Aktuel værdi
Falkevej 53390 Hundested,sted,1.075.000,18-10-2016,Alm. Salg,9.267,4,Villa,116,1961,0 %,Aktuel værdi
Forsythiavej 103390 Hundested,sted,340.000,13-10-2016,Fam. Salg,4.533,3,Villa,75,1980,,Aktuel værdi
Urtehaven 83390 Hundested,sted,1.175.000,13-10-2016,Alm. Salg,18.359,4,Sommerhus,64,1970,-2 %,Aktuel værdi
Lillebjergvej 323390 Hundested,sted,1.315.000,12-10-2016,Alm. Salg,7.874,5,Villa,167,2014,,Aktuel værdi
Musvitvej 73390 Hundested,sted,175.667,08-10-2016,Fam. Salg,2.927,4,Sommerhus,60,1947,,Aktuel værdi
Bakkesvinget 143390 Hundested,sted,975.000,08-10-2016,Alm. Salg,16.525,3,Sommerhus,59,1952,-2 %,Aktuel værdi
