address,zip_code,price,sell_date,sell_type,price_per_sq_m,no_rooms,housing_type,size_in_sq_m,year_of_construction,price_change_in_pct
Sinkbækvej 447660 Bækmarksbro,sbro,1.500.000,01-05-2017,Alm. Salg,5.357,8,Stuehus,280,1900,,
Brogade 257660 Bækmarksbro,sbro,100.000,15-03-2017,Alm. Salg,833,5,Villa,120,1913,,Aktuel værdi
Grønkærvej 207660 Bækmarksbro,sbro,4.250.000,10-03-2017,Alm. Salg,27.960,7,Villa,152,1935,,Aktuel værdi
Søndergårdvej 187660 Bækmarksbro,sbro,200.000,02-03-2017,Alm. Salg,2.083,3,Villa,96,1963,-32 %,Aktuel værdi
Østvangen 247660 Bækmarksbro,sbro,430.000,22-02-2017,Fam. Salg,2.670,5,Villa,161,1979,,Aktuel værdi
Møborgkirkevej 277660 Bækmarksbro,sbro,1.200.000,07-02-2017,Alm. Salg,6.936,5,Stuehus,173,1780,-4 %,
Søhusvej 427660 Bækmarksbro,sbro,6.850.000,06-02-2017,Andet,25.000,7,Stuehus,274,2003,,
Grenholmvej 167660 Bækmarksbro,sbro,1.700.000,21-12-2016,Alm. Salg,25.000,3,Stuehus,68,1940,,
Grønnegade 107660 Bækmarksbro,sbro,310.000,21-11-2016,Alm. Salg,2.952,3,Villa,105,1948,,Aktuel værdi
Holmgårdvej 637660 Bækmarksbro,sbro,1.575.000,14-11-2016,Alm. Salg,14.719,4,Stuehus,107,1923,-6 %,
Smedegårdvej 137660 Bækmarksbro,sbro,340.000,10-11-2016,Fam. Salg,2.023,4,Villa,168,1986,-14 %,Aktuel værdi
Smøgen 37660 Bækmarksbro,sbro,195.000,08-11-2016,Alm. Salg,1.666,5,Villa,117,1965,,Aktuel værdi
Møborgkirkevej 907660 Bækmarksbro,sbro,265.000,01-11-2016,Alm. Salg,2.789,4,Villa,95,1959,-23 %,Aktuel værdi
Østvangen 43B7660 Bækmarksbro,sbro,250.000,20-09-2016,Alm. Salg,2.777,3,Rækkehus,90,1978,,Aktuel værdi
Bækmarksbrovej 317660 Bækmarksbro,sbro,126.477,08-09-2016,Auktion,1.071,5,Villa,118,1827,,Aktuel værdi
Søndergårdvej 157660 Bækmarksbro,sbro,400.000,31-08-2016,Alm. Salg,3.225,4,Villa,124,1973,-18 %,Aktuel værdi
Møllevej 17660 Bækmarksbro,sbro,820.000,29-08-2016,Alm. Salg,3.961,5,Villa,207,1935,-8 %,Aktuel værdi
Bavnehøjvej 6A7660 Bækmarksbro,sbro,1.500.000,20-07-2016,Alm. Salg,7.317,6,Villa,205,1930,,Aktuel værdi
Østvangen 497660 Bækmarksbro,sbro,770.000,07-07-2016,Alm. Salg,5.310,7,Villa,145,1978,-7 %,Aktuel værdi
Møborgkirkevej 377660 Bækmarksbro,sbro,535.000,01-07-2016,Alm. Salg,3.876,3,Villa,138,1850,0 %,Aktuel værdi
Kræmmergårdvej 677660 Bækmarksbro,sbro,488.755,16-06-2016,Auktion,4.987,3,Stuehus,98,1890,,
Kræmmergårdvej 77660 Bækmarksbro,sbro,407.807,09-06-2016,Auktion,4.078,4,Villa,100,1870,,Aktuel værdi
Søhusvej 567660 Bækmarksbro,sbro,545.000,09-06-2016,Alm. Salg,2.809,6,Villa,194,1953,-5 %,Aktuel værdi
