address,zip_code,price,sell_date,sell_type,price_per_sq_m,no_rooms,housing_type,size_in_sq_m,year_of_construction,price_change_in_pct
Vesterled 46818 Årre,Årre,825.000,02-05-2017,Fam. Salg,3.855,6,Villa,214,1973,,Aktuel værdi
Roustvej 2106818 Årre,Årre,725.000,06-04-2017,Alm. Salg,5.800,3,Villa,125,1953,,Aktuel værdi
Toften 2E6818 Årre,Årre,748.425,12-03-2017,Fam. Salg,7.266,4,Villa,103,1994,,Aktuel værdi
Digevej 86818 Årre,Årre,1.298.000,08-02-2017,Alm. Salg,10.384,4,Villa,125,1971,0 %,Aktuel værdi
Engholmvej 76818 Årre,Årre,1.575.000,08-02-2017,Alm. Salg,11.250,5,Stuehus,140,1957,-4 %,
Vardevej 66818 Årre,Årre,550.000,02-02-2017,Alm. Salg,4.782,4,Villa,115,1949,-8 %,Aktuel værdi
Fåborgvej 1036818 Årre,Årre,1.100.000,24-01-2017,Alm. Salg,6.470,6,Stuehus,170,1915,-8 %,
Skolegade 156818 Årre,Årre,1.145.000,24-01-2017,Andet,6.656,6,Stuehus,172,1868,,
Fuglsigvej 46818 Årre,Årre,945.000,13-12-2016,Alm. Salg,7.500,4,Villa,126,1948,-5 %,Aktuel værdi
Skærbækvej 86818 Årre,Årre,1.575.000,23-11-2016,Alm. Salg,12.500,4,Stuehus,126,1825,-5 %,
Møllegårdsvej 236818 Årre,Årre,2.175.000,10-11-2016,Alm. Salg,13.679,6,Stuehus,159,2003,,
Riisagervej 36818 Årre,Årre,220.000,09-11-2016,Alm. Salg,1.571,5,Stuehus,140,1905,-56 %,
Tingvejen 2156818 Årre,Årre,700.000,28-10-2016,Alm. Salg,4.069,6,Villa,172,1870,,Aktuel værdi
Roustvej 1336818 Årre,Årre,500.000,14-10-2016,Alm. Salg,3.289,5,Villa,152,1950,-16 %,Aktuel værdi
Byvejen 36818 Årre,Årre,1.660.000,06-10-2016,Alm. Salg,12.481,5,Stuehus,133,1956,0 %,
Fyrrevænget 66818 Årre,Årre,885.000,04-10-2016,Alm. Salg,5.746,5,Villa,154,1971,-5 %,Aktuel værdi
Skovbrynet 116818 Årre,Årre,475.000,25-09-2016,Andet,3.006,5,Villa,158,1983,,Aktuel værdi
Vænget 146818 Årre,Årre,1.325.000,14-09-2016,Alm. Salg,7.614,6,Villa,174,1977,-5 %,Aktuel værdi
Vardevej 396818 Årre,Årre,1.850.000,30-08-2016,Fam. Salg,9.343,5,Villa,198,1934,,Aktuel værdi
Skolegade 56818 Årre,Årre,840.000,25-08-2016,Alm. Salg,6.885,5,Villa,122,1946,-6 %,Aktuel værdi
Egebakken 396818 Årre,Årre,1.110.000,17-08-2016,Alm. Salg,7.551,4,Villa,147,1999,-18 %,Aktuel værdi
Lindegade 86818 Årre,Årre,305.000,14-08-2016,Alm. Salg,1.815,7,Villa,168,1947,,Aktuel værdi
Vestervang 106818 Årre,Årre,875.000,03-08-2016,Alm. Salg,5.608,5,Villa,156,1975,-8 %,Aktuel værdi
